"Date","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2013-06-27,0.1,7,6,3,91,0,15
2013-06-27,1,5,9,4,91,0,15
2013-06-27,1.6,4,8,4,91,0,15
2013-06-27,2.8,0,8,3,91,0,15
2013-06-27,3.8,12,20,2,91,0,15
2013-06-27,5,33,18,3,91,0,15
2013-06-27,5.2,NA,NA,NA,91,0,15
2013-06-27,5.5,NA,NA,NA,91,0,15
2013-06-27,5.8,NA,NA,NA,91,0,15
2013-06-27,6,NA,NA,NA,91,0,15
2013-06-27,6.2,34,16,4,91,0,15
2013-06-27,8,38,17,6,91,0,15
2013-06-27,9,NA,NA,NA,91,0,15
2013-06-27,9.3,NA,NA,NA,91,0,15
2013-07-03,0.1,20,26,4,30,12,11
2013-07-03,1,25,13,4,30,12,11
2013-07-03,1.6,5,9,4,30,12,11
2013-07-03,2.8,6,15,3,30,12,11
2013-07-03,3.8,16,42,2,30,12,11
2013-07-03,5,43,24,8,30,12,11
2013-07-03,5.2,NA,NA,NA,30,12,11
2013-07-03,5.5,NA,NA,NA,30,12,11
2013-07-03,5.8,NA,NA,NA,30,12,11
2013-07-03,6,NA,NA,NA,30,12,11
2013-07-03,6.2,31,18,0,30,12,11
2013-07-03,8,42,16,2,30,12,11
2013-07-03,9,NA,NA,NA,30,12,11
2013-07-03,9.3,NA,NA,NA,30,12,11
2013-07-11,0.1,25,18,4,31,11,10
2013-07-11,1,3,4,22,31,11,10
2013-07-11,1.6,2,4,4,31,11,10
2013-07-11,2.8,4,3,3,31,11,10
2013-07-11,3.8,9,9,4,31,11,10
2013-07-11,5,84,21,3,31,11,10
2013-07-11,5.2,NA,NA,NA,31,11,10
2013-07-11,5.5,NA,NA,NA,31,11,10
2013-07-11,5.8,NA,NA,NA,31,11,10
2013-07-11,6,NA,NA,NA,31,11,10
2013-07-11,6.2,78,22,0,31,11,10
2013-07-11,8,176,27,3,31,11,10
2013-07-11,9,NA,NA,NA,31,11,10
2013-07-11,9.3,NA,NA,NA,31,11,10
2013-07-15,0.1,21.75,15.75,4.5,80,16,10.5
2013-07-15,1,3.75,4.25,18,80,16,10.5
2013-07-15,1.6,2.5,4.75,4.5,80,16,10.5
2013-07-15,2.8,6.75,5.25,2.75,80,16,10.5
2013-07-15,3.8,29.75,10.75,4.25,80,16,10.5
2013-07-15,5,67.75,20.75,6.25,80,16,10.5
2013-07-15,5.2,NA,NA,NA,80,16,10.5
2013-07-15,5.5,NA,NA,NA,80,16,10.5
2013-07-15,5.8,NA,NA,NA,80,16,10.5
2013-07-15,6,NA,NA,NA,80,16,10.5
2013-07-15,6.2,97.5,21.5,0.75,80,16,10.5
2013-07-15,8,139.5,24,4.75,80,16,10.5
2013-07-15,9,NA,NA,NA,80,16,10.5
2013-07-15,9.3,NA,NA,NA,80,16,10.5
2013-07-18,0.1,18.5,13.5,5,129,21,11
2013-07-18,1,4.5,4.5,14,129,21,11
2013-07-18,1.6,3,5.5,5,129,21,11
2013-07-18,2.8,9.5,7.5,2.5,129,21,11
2013-07-18,3.8,50.5,12.5,4.5,129,21,11
2013-07-18,5,51.5,20.5,9.5,129,21,11
2013-07-18,5.2,NA,NA,NA,129,21,11
2013-07-18,5.5,NA,NA,NA,129,21,11
2013-07-18,5.8,NA,NA,NA,129,21,11
2013-07-18,6,NA,NA,NA,129,21,11
2013-07-18,6.2,117,21,1.5,129,21,11
2013-07-18,8,103,21,6.5,129,21,11
2013-07-18,9,NA,NA,NA,129,21,11
2013-07-18,9.3,NA,NA,NA,129,21,11
2013-07-22,0.1,15.25,11.25,5.5,93.5,17,11.5
2013-07-22,1,5.25,4.75,10,93.5,17,11.5
2013-07-22,1.6,3.5,6.25,5.5,93.5,17,11.5
2013-07-22,2.8,12.25,9.75,2.25,93.5,17,11.5
2013-07-22,3.8,71.25,14.25,4.75,93.5,17,11.5
2013-07-22,5,35.25,20.25,12.75,93.5,17,11.5
2013-07-22,5.2,NA,NA,NA,93.5,17,11.5
2013-07-22,5.5,NA,NA,NA,93.5,17,11.5
2013-07-22,5.8,NA,NA,NA,93.5,17,11.5
2013-07-22,6,NA,NA,NA,93.5,17,11.5
2013-07-22,6.2,136.5,20.5,2.25,93.5,17,11.5
2013-07-22,8,66.5,18,8.25,93.5,17,11.5
2013-07-22,9,NA,NA,NA,93.5,17,11.5
2013-07-22,9.3,NA,NA,NA,93.5,17,11.5
2013-07-25,0.1,12,9,6,58,13,12
2013-07-25,1,6,5,6,58,13,12
2013-07-25,1.6,4,7,6,58,13,12
2013-07-25,2.8,15,12,2,58,13,12
2013-07-25,3.8,92,16,5,58,13,12
2013-07-25,5,19,20,16,58,13,12
2013-07-25,5.2,NA,NA,NA,58,13,12
2013-07-25,5.5,NA,NA,NA,58,13,12
2013-07-25,5.8,NA,NA,NA,58,13,12
2013-07-25,6,NA,NA,NA,58,13,12
2013-07-25,6.2,156,20,3,58,13,12
2013-07-25,8,30,15,10,58,13,12
2013-07-25,9,NA,NA,NA,58,13,12
2013-07-25,9.3,NA,NA,NA,58,13,12
2013-07-29,0.1,3,6,3,66,0,13
2013-07-29,1,7,4,3,66,0,13
2013-07-29,1.6,3,4,4,66,0,13
2013-07-29,2.8,3,4,4,66,0,13
2013-07-29,3.8,7,6,4,66,0,13
2013-07-29,5,14,6,0,66,0,13
2013-07-29,5.2,NA,NA,NA,66,0,13
2013-07-29,5.5,NA,NA,NA,66,0,13
2013-07-29,5.8,NA,NA,NA,66,0,13
2013-07-29,6,NA,NA,NA,66,0,13
2013-07-29,6.2,54,14,3,66,0,13
2013-07-29,8,158,26,4,66,0,13
2013-07-29,9,NA,NA,NA,66,0,13
2013-07-29,9.3,NA,NA,NA,66,0,13
2013-08-01,0.1,5,4,4,56,7,13
2013-08-01,1,60,0,4,56,7,13
2013-08-01,1.6,7,4,4,56,7,13
2013-08-01,2.8,4,5,3,56,7,13
2013-08-01,3.8,255,14,4,56,7,13
2013-08-01,5,107,16,3,56,7,13
2013-08-01,5.2,NA,NA,NA,56,7,13
2013-08-01,5.5,NA,NA,NA,56,7,13
2013-08-01,5.8,NA,NA,NA,56,7,13
2013-08-01,6,NA,NA,NA,56,7,13
2013-08-01,6.2,496,9,3,56,7,13
2013-08-01,8,919,11,4,56,7,13
2013-08-01,9,NA,NA,NA,56,7,13
2013-08-01,9.3,NA,NA,NA,56,7,13
2013-08-08,0.1,17,10,4,66,7,16
2013-08-08,1,10,5,4,66,7,16
2013-08-08,1.6,6,5,4,66,7,16
2013-08-08,2.8,4,2,4,66,7,16
2013-08-08,3.8,100,10,4,66,7,16
2013-08-08,5,113,10,3,66,7,16
2013-08-08,5.2,NA,NA,NA,66,7,16
2013-08-08,5.5,NA,NA,NA,66,7,16
2013-08-08,5.8,NA,NA,NA,66,7,16
2013-08-08,6,NA,NA,NA,66,7,16
2013-08-08,6.2,73,9,3,66,7,16
2013-08-08,8,105,8,4,66,7,16
2013-08-08,9,NA,NA,NA,66,7,16
2013-08-08,9.3,NA,NA,NA,66,7,16
2013-08-12,0.1,7,4,3,59.1428571428571,7,15.1428571428571
2013-08-12,1,3,2,4,59.1428571428571,7,15.1428571428571
2013-08-12,1.6,3,2,5,59.1428571428571,7,15.1428571428571
2013-08-12,2.8,3,1,4,59.1428571428571,7,15.1428571428571
2013-08-12,3.8,4,5,3,59.1428571428571,7,15.1428571428571
2013-08-12,5,74,6,3,59.1428571428571,7,15.1428571428571
2013-08-12,5.2,NA,NA,NA,59.1428571428571,7,15.1428571428571
2013-08-12,5.5,NA,NA,NA,59.1428571428571,7,15.1428571428571
2013-08-12,5.8,NA,NA,NA,59.1428571428571,7,15.1428571428571
2013-08-12,6,NA,NA,NA,59.1428571428571,7,15.1428571428571
2013-08-12,6.2,121,8,4,59.1428571428571,7,15.1428571428571
2013-08-12,8,129,10,3,59.1428571428571,7,15.1428571428571
2013-08-12,9,NA,NA,NA,59.1428571428571,7,15.1428571428571
2013-08-12,9.3,NA,NA,NA,59.1428571428571,7,15.1428571428571
2013-08-18,0.1,6.83333333333333,4.33333333333333,3.16666666666667,52.2857142857143,7,14.2857142857143
2013-08-18,1,6,2.66666666666667,4.33333333333333,52.2857142857143,7,14.2857142857143
2013-08-18,1.6,7,3.66666666666667,4.66666666666667,52.2857142857143,7,14.2857142857143
2013-08-18,2.8,4.33333333333333,2,4,52.2857142857143,7,14.2857142857143
2013-08-18,3.8,4.16666666666667,5,2.66666666666667,52.2857142857143,7,14.2857142857143
2013-08-18,5,106.666666666667,7.33333333333333,3.33333333333333,52.2857142857143,7,14.2857142857143
2013-08-18,5.2,NA,NA,NA,52.2857142857143,7,14.2857142857143
2013-08-18,5.5,NA,NA,NA,52.2857142857143,7,14.2857142857143
2013-08-18,5.8,NA,NA,NA,52.2857142857143,7,14.2857142857143
2013-08-18,6,NA,NA,NA,52.2857142857143,7,14.2857142857143
2013-08-18,6.2,160,9.66666666666667,4,52.2857142857143,7,14.2857142857143
2013-08-18,8,153,10,2.33333333333333,52.2857142857143,7,14.2857142857143
2013-08-18,9,NA,NA,NA,52.2857142857143,7,14.2857142857143
2013-08-18,9.3,NA,NA,NA,52.2857142857143,7,14.2857142857143
2013-08-23,0.1,6.66666666666667,4.66666666666667,3.33333333333333,45.4285714285714,7,13.4285714285714
2013-08-23,1,9,3.33333333333333,4.66666666666667,45.4285714285714,7,13.4285714285714
2013-08-23,1.6,11,5.33333333333333,4.33333333333333,45.4285714285714,7,13.4285714285714
2013-08-23,2.8,5.66666666666667,3,4,45.4285714285714,7,13.4285714285714
2013-08-23,3.8,4.33333333333333,5,2.33333333333333,45.4285714285714,7,13.4285714285714
2013-08-23,5,139.333333333333,8.66666666666667,3.66666666666667,45.4285714285714,7,13.4285714285714
2013-08-23,5.2,NA,NA,NA,45.4285714285714,7,13.4285714285714
2013-08-23,5.5,NA,NA,NA,45.4285714285714,7,13.4285714285714
2013-08-23,5.8,NA,NA,NA,45.4285714285714,7,13.4285714285714
2013-08-23,6,NA,NA,NA,45.4285714285714,7,13.4285714285714
2013-08-23,6.2,199,11.3333333333333,4,45.4285714285714,7,13.4285714285714
2013-08-23,8,177,10,1.66666666666667,45.4285714285714,7,13.4285714285714
2013-08-23,9,NA,NA,NA,45.4285714285714,7,13.4285714285714
2013-08-23,9.3,NA,NA,NA,45.4285714285714,7,13.4285714285714
2013-08-28,0.1,6.5,5,3.5,38.5714285714286,7,12.5714285714286
2013-08-28,1,12,4,5,38.5714285714286,7,12.5714285714286
2013-08-28,1.6,15,7,4,38.5714285714286,7,12.5714285714286
2013-08-28,2.8,7,4,4,38.5714285714286,7,12.5714285714286
2013-08-28,3.8,4.5,5,2,38.5714285714286,7,12.5714285714286
2013-08-28,5,172,10,4,38.5714285714286,7,12.5714285714286
2013-08-28,5.2,NA,NA,NA,38.5714285714286,7,12.5714285714286
2013-08-28,5.5,NA,NA,NA,38.5714285714286,7,12.5714285714286
2013-08-28,5.8,NA,NA,NA,38.5714285714286,7,12.5714285714286
2013-08-28,6,NA,NA,NA,38.5714285714286,7,12.5714285714286
2013-08-28,6.2,238,13,4,38.5714285714286,7,12.5714285714286
2013-08-28,8,201,10,1,38.5714285714286,7,12.5714285714286
2013-08-28,9,NA,NA,NA,38.5714285714286,7,12.5714285714286
2013-08-28,9.3,NA,NA,NA,38.5714285714286,7,12.5714285714286
2013-09-06,0.1,6.33333333333333,5.33333333333333,3.66666666666667,31.7142857142857,7,11.7142857142857
2013-09-06,1,10.3333333333333,3.33333333333333,4.33333333333333,31.7142857142857,7,11.7142857142857
2013-09-06,1.6,11.3333333333333,5.66666666666667,4,31.7142857142857,7,11.7142857142857
2013-09-06,2.8,5.66666666666667,3.33333333333333,3.66666666666667,31.7142857142857,7,11.7142857142857
2013-09-06,3.8,4.66666666666667,5,1.66666666666667,31.7142857142857,7,11.7142857142857
2013-09-06,5,158.333333333333,11.3333333333333,4,31.7142857142857,7,11.7142857142857
2013-09-06,5.2,NA,NA,NA,31.7142857142857,7,11.7142857142857
2013-09-06,5.5,NA,NA,NA,31.7142857142857,7,11.7142857142857
2013-09-06,5.8,NA,NA,NA,31.7142857142857,7,11.7142857142857
2013-09-06,6,NA,NA,NA,31.7142857142857,7,11.7142857142857
2013-09-06,6.2,229,14.6666666666667,4,31.7142857142857,7,11.7142857142857
2013-09-06,8,207.333333333333,12,2,31.7142857142857,7,11.7142857142857
2013-09-06,9,NA,NA,NA,31.7142857142857,7,11.7142857142857
2013-09-06,9.3,NA,NA,NA,31.7142857142857,7,11.7142857142857
2013-09-13,0.1,6.16666666666667,5.66666666666667,3.83333333333333,24.8571428571429,7,10.8571428571429
2013-09-13,1,8.66666666666667,2.66666666666667,3.66666666666667,24.8571428571429,7,10.8571428571429
2013-09-13,1.6,7.66666666666667,4.33333333333333,4,24.8571428571429,7,10.8571428571429
2013-09-13,2.8,4.33333333333333,2.66666666666667,3.33333333333333,24.8571428571429,7,10.8571428571429
2013-09-13,3.8,4.83333333333333,5,1.33333333333333,24.8571428571429,7,10.8571428571429
2013-09-13,5,144.666666666667,12.6666666666667,4,24.8571428571429,7,10.8571428571429
2013-09-13,5.2,NA,NA,NA,24.8571428571429,7,10.8571428571429
2013-09-13,5.5,NA,NA,NA,24.8571428571429,7,10.8571428571429
2013-09-13,5.8,NA,NA,NA,24.8571428571429,7,10.8571428571429
2013-09-13,6,NA,NA,NA,24.8571428571429,7,10.8571428571429
2013-09-13,6.2,220,16.3333333333333,4,24.8571428571429,7,10.8571428571429
2013-09-13,8,213.666666666667,14,3,24.8571428571429,7,10.8571428571429
2013-09-13,9,NA,NA,NA,24.8571428571429,7,10.8571428571429
2013-09-13,9.3,NA,NA,NA,24.8571428571429,7,10.8571428571429
2013-09-18,0.1,6,6,4,18,7,10
2013-09-18,1,7,2,3,18,7,10
2013-09-18,1.6,4,3,4,18,7,10
2013-09-18,2.8,3,2,3,18,7,10
2013-09-18,3.8,5,5,1,18,7,10
2013-09-18,5,131,14,4,18,7,10
2013-09-18,5.2,NA,NA,NA,18,7,10
2013-09-18,5.5,NA,NA,NA,18,7,10
2013-09-18,5.8,NA,NA,NA,18,7,10
2013-09-18,6,NA,NA,NA,18,7,10
2013-09-18,6.2,211,18,4,18,7,10
2013-09-18,8,220,16,4,18,7,10
2013-09-18,9,NA,NA,NA,18,7,10
2013-09-18,9.3,NA,NA,NA,18,7,10
2013-09-25,0.1,13,4,5,14.5,7.25,9.75
2013-09-25,1,8,4,4,14.5,7.25,9.75
2013-09-25,1.6,7,4,5,14.5,7.25,9.75
2013-09-25,2.8,8,3,5,14.5,7.25,9.75
2013-09-25,3.8,7,6,6,14.5,7.25,9.75
2013-09-25,5,137,14,4,14.5,7.25,9.75
2013-09-25,5.2,NA,NA,NA,14.5,7.25,9.75
2013-09-25,5.5,NA,NA,NA,14.5,7.25,9.75
2013-09-25,5.8,NA,NA,NA,14.5,7.25,9.75
2013-09-25,6,NA,NA,NA,14.5,7.25,9.75
2013-09-25,6.2,276,19,5,14.5,7.25,9.75
2013-09-25,8,282,18,0,14.5,7.25,9.75
2013-09-25,9,NA,NA,NA,14.5,7.25,9.75
2013-09-25,9.3,NA,NA,NA,14.5,7.25,9.75
2013-10-04,0.1,12,4,5,11,7.5,9.5
2013-10-04,1,8.66666666666667,4.66666666666667,4.33333333333333,11,7.5,9.5
2013-10-04,1.6,7.66666666666667,4,3.66666666666667,11,7.5,9.5
2013-10-04,2.8,11,4,3.66666666666667,11,7.5,9.5
2013-10-04,3.8,8.33333333333333,5.66666666666667,5.66666666666667,11,7.5,9.5
2013-10-04,5,122.333333333333,14,4.33333333333333,11,7.5,9.5
2013-10-04,5.2,NA,NA,NA,11,7.5,9.5
2013-10-04,5.5,NA,NA,NA,11,7.5,9.5
2013-10-04,5.8,NA,NA,NA,11,7.5,9.5
2013-10-04,6,NA,NA,NA,11,7.5,9.5
2013-10-04,6.2,330,24.6666666666667,5.33333333333333,11,7.5,9.5
2013-10-04,8,355.333333333333,22,1.66666666666667,11,7.5,9.5
2013-10-04,9,NA,NA,NA,11,7.5,9.5
2013-10-04,9.3,NA,NA,NA,11,7.5,9.5
2013-10-11,0.1,11,4,5,7.5,7.75,9.25
2013-10-11,1,9.33333333333333,5.33333333333333,4.66666666666667,7.5,7.75,9.25
2013-10-11,1.6,8.33333333333333,4,2.33333333333333,7.5,7.75,9.25
2013-10-11,2.8,14,5,2.33333333333333,7.5,7.75,9.25
2013-10-11,3.8,9.66666666666667,5.33333333333333,5.33333333333333,7.5,7.75,9.25
2013-10-11,5,107.666666666667,14,4.66666666666667,7.5,7.75,9.25
2013-10-11,5.2,NA,NA,NA,7.5,7.75,9.25
2013-10-11,5.5,NA,NA,NA,7.5,7.75,9.25
2013-10-11,5.8,NA,NA,NA,7.5,7.75,9.25
2013-10-11,6,NA,NA,NA,7.5,7.75,9.25
2013-10-11,6.2,384,30.3333333333333,5.66666666666667,7.5,7.75,9.25
2013-10-11,8,428.666666666667,26,3.33333333333333,7.5,7.75,9.25
2013-10-11,9,NA,NA,NA,7.5,7.75,9.25
2013-10-11,9.3,NA,NA,NA,7.5,7.75,9.25
2013-10-16,0.1,10,4,5,4,8,9
2013-10-16,1,10,6,5,4,8,9
2013-10-16,1.6,9,4,1,4,8,9
2013-10-16,2.8,17,6,1,4,8,9
2013-10-16,3.8,11,5,5,4,8,9
2013-10-16,5,93,14,5,4,8,9
2013-10-16,5.2,NA,NA,NA,4,8,9
2013-10-16,5.5,NA,NA,NA,4,8,9
2013-10-16,5.8,NA,NA,NA,4,8,9
2013-10-16,6,NA,NA,NA,4,8,9
2013-10-16,6.2,438,36,6,4,8,9
2013-10-16,8,502,30,5,4,8,9
2013-10-16,9,NA,NA,NA,4,8,9
2013-10-16,9.3,NA,NA,NA,4,8,9
2013-10-23,0.1,8,5,5,4,9,9
2013-10-23,1,6,4,5,4,9,9
2013-10-23,1.6,8,4,5,4,9,9
2013-10-23,2.8,6,0,5,4,9,9
2013-10-23,3.8,11,6,6,4,9,9
2013-10-23,5,89,9,6,4,9,9
2013-10-23,5.2,NA,NA,NA,4,9,9
2013-10-23,5.5,NA,NA,NA,4,9,9
2013-10-23,5.8,NA,NA,NA,4,9,9
2013-10-23,6,NA,NA,NA,4,9,9
2013-10-23,6.2,462,32,7,4,9,9
2013-10-23,8,486,40,5,4,9,9
2013-10-23,9,NA,NA,NA,4,9,9
2013-10-23,9.3,NA,NA,NA,4,9,9
2013-10-30,0.1,20,7,4,8,14,16
2013-10-30,1,23,7,5,8,14,16
2013-10-30,1.6,31,8,4,8,14,16
2013-10-30,2.8,40,9,4,8,14,16
2013-10-30,3.8,43,9,5,8,14,16
2013-10-30,5,54,8,6,8,14,16
2013-10-30,5.2,NA,NA,NA,8,14,16
2013-10-30,5.5,NA,NA,NA,8,14,16
2013-10-30,5.8,NA,NA,NA,8,14,16
2013-10-30,6,NA,NA,NA,8,14,16
2013-10-30,6.2,54,9,6,8,14,16
2013-10-30,8,56,11,5,8,14,16
2013-10-30,9,NA,NA,NA,8,14,16
2013-10-30,9.3,NA,NA,NA,8,14,16
2013-11-06,0.1,47,10,4,11,8,10
2013-11-06,1,43,10,4,11,8,10
2013-11-06,1.6,45,12,4,11,8,10
2013-11-06,2.8,48,61,4,11,8,10
2013-11-06,3.8,44,13,5,11,8,10
2013-11-06,5,45,14,5,11,8,10
2013-11-06,5.2,NA,NA,NA,11,8,10
2013-11-06,5.5,NA,NA,NA,11,8,10
2013-11-06,5.8,NA,NA,NA,11,8,10
2013-11-06,6,NA,NA,NA,11,8,10
2013-11-06,6.2,45,13,4,11,8,10
2013-11-06,8,42,13,3,11,8,10
2013-11-06,9,NA,NA,NA,11,8,10
2013-11-06,9.3,NA,NA,NA,11,8,10
2013-11-20,0.1,32,16,5,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,1,27,14,6,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,1.6,27,16,5,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,2.8,31,15,4,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,3.8,29,17,4,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,5,27,15,1,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,5.2,NA,NA,NA,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,5.5,NA,NA,NA,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,5.8,NA,NA,NA,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,6,NA,NA,NA,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,6.2,27,18,5,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,8,31,15,6,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,9,NA,NA,NA,11.6666666666667,10.3333333333333,7.33333333333333
2013-11-20,9.3,NA,NA,NA,11.6666666666667,10.3333333333333,7.33333333333333
2013-12-04,0.1,24,4,4,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,1,7,2,4,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,1.6,7,3,2,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,2.8,7,2,2,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,3.8,9,1,2,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,5,8,1,3,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,5.2,NA,NA,NA,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,5.5,NA,NA,NA,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,5.8,NA,NA,NA,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,6,NA,NA,NA,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,6.2,10,2,5,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,8,0,1,3,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,9,NA,NA,NA,12.3333333333333,12.6666666666667,4.66666666666667
2013-12-04,9.3,NA,NA,NA,12.3333333333333,12.6666666666667,4.66666666666667
2014-05-05,0.1,19,6,3,13,15,2
2014-05-05,1,10,2,3,13,15,2
2014-05-05,1.6,7,0,2,13,15,2
2014-05-05,2.8,11,1,3,13,15,2
2014-05-05,3.8,6,1,2,13,15,2
2014-05-05,5,10,2,4,13,15,2
2014-05-05,5.2,NA,NA,NA,13,15,2
2014-05-05,5.5,NA,NA,NA,13,15,2
2014-05-05,5.8,NA,NA,NA,13,15,2
2014-05-05,6,NA,NA,NA,13,15,2
2014-05-05,6.2,18,2,3,13,15,2
2014-05-05,8,20,3,2,13,15,2
2014-05-05,9,20,3,2,13,15,2
2014-05-05,9.3,NA,NA,NA,13,15,2
2014-05-06,0.1,16.5,5,2.83333333333333,13,13.3333333333333,1.83333333333333
2014-05-06,1,9.5,2,2.83333333333333,13,13.3333333333333,1.83333333333333
2014-05-06,1.6,7,0.333333333333333,2,13,13.3333333333333,1.83333333333333
2014-05-06,2.8,10.1666666666667,1,2.66666666666667,13,13.3333333333333,1.83333333333333
2014-05-06,3.8,6.5,1.16666666666667,2,13,13.3333333333333,1.83333333333333
2014-05-06,5,10.3333333333333,1.83333333333333,3.5,13,13.3333333333333,1.83333333333333
2014-05-06,5.2,NA,NA,NA,13,13.3333333333333,1.83333333333333
2014-05-06,5.5,NA,NA,NA,13,13.3333333333333,1.83333333333333
2014-05-06,5.8,NA,NA,NA,13,13.3333333333333,1.83333333333333
2014-05-06,6,NA,NA,NA,13,13.3333333333333,1.83333333333333
2014-05-06,6.2,16.8333333333333,2,2.66666666666667,13,13.3333333333333,1.83333333333333
2014-05-06,8,19.1666666666667,3.33333333333333,1.83333333333333,13,13.3333333333333,1.83333333333333
2014-05-06,9,18.3333333333333,3,1.83333333333333,13,13.3333333333333,1.83333333333333
2014-05-06,9.3,NA,NA,NA,13,13.3333333333333,1.83333333333333
2014-05-07,0.1,14,4,2.66666666666667,13,11.6666666666667,1.66666666666667
2014-05-07,1,9,2,2.66666666666667,13,11.6666666666667,1.66666666666667
2014-05-07,1.6,7,0.666666666666667,2,13,11.6666666666667,1.66666666666667
2014-05-07,2.8,9.33333333333333,1,2.33333333333333,13,11.6666666666667,1.66666666666667
2014-05-07,3.8,7,1.33333333333333,2,13,11.6666666666667,1.66666666666667
2014-05-07,5,10.6666666666667,1.66666666666667,3,13,11.6666666666667,1.66666666666667
2014-05-07,5.2,NA,NA,NA,13,11.6666666666667,1.66666666666667
2014-05-07,5.5,NA,NA,NA,13,11.6666666666667,1.66666666666667
2014-05-07,5.8,NA,NA,NA,13,11.6666666666667,1.66666666666667
2014-05-07,6,NA,NA,NA,13,11.6666666666667,1.66666666666667
2014-05-07,6.2,15.6666666666667,2,2.33333333333333,13,11.6666666666667,1.66666666666667
2014-05-07,8,18.3333333333333,3.66666666666667,1.66666666666667,13,11.6666666666667,1.66666666666667
2014-05-07,9,16.6666666666667,3,1.66666666666667,13,11.6666666666667,1.66666666666667
2014-05-07,9.3,NA,NA,NA,13,11.6666666666667,1.66666666666667
2014-05-08,0.1,11.5,3,2.5,13,10,1.5
2014-05-08,1,8.5,2,2.5,13,10,1.5
2014-05-08,1.6,7,1,2,13,10,1.5
2014-05-08,2.8,8.5,1,2,13,10,1.5
2014-05-08,3.8,7.5,1.5,2,13,10,1.5
2014-05-08,5,11,1.5,2.5,13,10,1.5
2014-05-08,5.2,NA,NA,NA,13,10,1.5
2014-05-08,5.5,NA,NA,NA,13,10,1.5
2014-05-08,5.8,NA,NA,NA,13,10,1.5
2014-05-08,6,NA,NA,NA,13,10,1.5
2014-05-08,6.2,14.5,2,2,13,10,1.5
2014-05-08,8,17.5,4,1.5,13,10,1.5
2014-05-08,9,15,3,1.5,13,10,1.5
2014-05-08,9.3,NA,NA,NA,13,10,1.5
2014-05-09,0.1,9,2,2.33333333333333,13,8.33333333333333,1.33333333333333
2014-05-09,1,8,2,2.33333333333333,13,8.33333333333333,1.33333333333333
2014-05-09,1.6,7,1.33333333333333,2,13,8.33333333333333,1.33333333333333
2014-05-09,2.8,7.66666666666667,1,1.66666666666667,13,8.33333333333333,1.33333333333333
2014-05-09,3.8,8,1.66666666666667,2,13,8.33333333333333,1.33333333333333
2014-05-09,5,11.3333333333333,1.33333333333333,2,13,8.33333333333333,1.33333333333333
2014-05-09,5.2,NA,NA,NA,13,8.33333333333333,1.33333333333333
2014-05-09,5.5,NA,NA,NA,13,8.33333333333333,1.33333333333333
2014-05-09,5.8,NA,NA,NA,13,8.33333333333333,1.33333333333333
2014-05-09,6,NA,NA,NA,13,8.33333333333333,1.33333333333333
2014-05-09,6.2,13.3333333333333,2,1.66666666666667,13,8.33333333333333,1.33333333333333
2014-05-09,8,16.6666666666667,4.33333333333333,1.33333333333333,13,8.33333333333333,1.33333333333333
2014-05-09,9,13.3333333333333,3,1.33333333333333,13,8.33333333333333,1.33333333333333
2014-05-09,9.3,NA,NA,NA,13,8.33333333333333,1.33333333333333
2014-05-10,0.1,6.5,1,2.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,1,7.5,2,2.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,1.6,7,1.66666666666667,2,13,6.66666666666667,1.16666666666667
2014-05-10,2.8,6.83333333333333,1,1.33333333333333,13,6.66666666666667,1.16666666666667
2014-05-10,3.8,8.5,1.83333333333333,2,13,6.66666666666667,1.16666666666667
2014-05-10,5,11.6666666666667,1.16666666666667,1.5,13,6.66666666666667,1.16666666666667
2014-05-10,5.2,NA,NA,NA,13,6.66666666666667,1.16666666666667
2014-05-10,5.5,NA,NA,NA,13,6.66666666666667,1.16666666666667
2014-05-10,5.8,NA,NA,NA,13,6.66666666666667,1.16666666666667
