"Date","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2016-09-16,2.8,NA,NA,NA,86.6,4.6,11.8
2016-09-16,3.8,8.6,3.8,11.8,86.6,4.6,11.8
2016-09-16,5,9.4,3,10.8,86.6,4.6,11.8
2016-09-16,5.2,NA,NA,NA,86.6,4.6,11.8
2016-09-16,5.5,NA,NA,NA,86.6,4.6,11.8
2016-09-16,5.8,NA,NA,NA,86.6,4.6,11.8
2016-09-16,6,NA,NA,NA,86.6,4.6,11.8
2016-09-16,6.2,12.4,6.2,6.2,86.6,4.6,11.8
2016-09-16,8,264,61.8,7,86.6,4.6,11.8
2016-09-16,9,285.8,62.6,5.2,86.6,4.6,11.8
2016-09-16,9.3,NA,NA,NA,86.6,4.6,11.8
2016-09-17,0.1,11.7142857142857,4.28571428571429,10,69.2,5.2,11.6
2016-09-17,1,NA,NA,NA,69.2,5.2,11.6
2016-09-17,1.6,12.2,5.2,10.2,69.2,5.2,11.6
2016-09-17,2.8,NA,NA,NA,69.2,5.2,11.6
2016-09-17,3.8,8.2,4.6,10.6,69.2,5.2,11.6
2016-09-17,5,9.8,5,10.6,69.2,5.2,11.6
2016-09-17,5.2,NA,NA,NA,69.2,5.2,11.6
2016-09-17,5.5,NA,NA,NA,69.2,5.2,11.6
2016-09-17,5.8,NA,NA,NA,69.2,5.2,11.6
2016-09-17,6,NA,NA,NA,69.2,5.2,11.6
2016-09-17,6.2,13.8,8.4,7.4,69.2,5.2,11.6
2016-09-17,8,253,65.6,7,69.2,5.2,11.6
2016-09-17,9,282.6,65.2,5.4,69.2,5.2,11.6
2016-09-17,9.3,NA,NA,NA,69.2,5.2,11.6
2016-09-22,0.1,13.1428571428571,4.85714285714286,10,51.8,5.8,11.4
2016-09-22,1,NA,NA,NA,51.8,5.8,11.4
2016-09-22,1.6,15.8,6.8,9.8,51.8,5.8,11.4
2016-09-22,2.8,NA,NA,NA,51.8,5.8,11.4
2016-09-22,3.8,7.8,5.4,9.4,51.8,5.8,11.4
2016-09-22,5,10.2,7,10.4,51.8,5.8,11.4
2016-09-22,5.2,NA,NA,NA,51.8,5.8,11.4
2016-09-22,5.5,NA,NA,NA,51.8,5.8,11.4
2016-09-22,5.8,NA,NA,NA,51.8,5.8,11.4
2016-09-22,6,NA,NA,NA,51.8,5.8,11.4
2016-09-22,6.2,15.2,10.6,8.6,51.8,5.8,11.4
2016-09-22,8,242,69.4,7,51.8,5.8,11.4
2016-09-22,9,279.4,67.8,5.6,51.8,5.8,11.4
2016-09-22,9.3,NA,NA,NA,51.8,5.8,11.4
2016-09-27,0.1,14.5714285714286,5.42857142857143,10,34.4,6.4,11.2
2016-09-27,1,NA,NA,NA,34.4,6.4,11.2
2016-09-27,1.6,19.4,8.4,9.4,34.4,6.4,11.2
2016-09-27,2.8,NA,NA,NA,34.4,6.4,11.2
2016-09-27,3.8,7.4,6.2,8.2,34.4,6.4,11.2
2016-09-27,5,10.6,9,10.2,34.4,6.4,11.2
2016-09-27,5.2,NA,NA,NA,34.4,6.4,11.2
2016-09-27,5.5,NA,NA,NA,34.4,6.4,11.2
2016-09-27,5.8,NA,NA,NA,34.4,6.4,11.2
2016-09-27,6,NA,NA,NA,34.4,6.4,11.2
2016-09-27,6.2,16.6,12.8,9.8,34.4,6.4,11.2
2016-09-27,8,231,73.2,7,34.4,6.4,11.2
2016-09-27,9,276.2,70.4,5.8,34.4,6.4,11.2
2016-09-27,9.3,NA,NA,NA,34.4,6.4,11.2
2016-09-30,0.1,16,6,10,17,7,11
2016-09-30,1,NA,NA,NA,17,7,11
2016-09-30,1.6,23,10,9,17,7,11
2016-09-30,2.8,NA,NA,NA,17,7,11
2016-09-30,3.8,7,7,7,17,7,11
2016-09-30,5,11,11,10,17,7,11
2016-09-30,5.2,NA,NA,NA,17,7,11
2016-09-30,5.5,NA,NA,NA,17,7,11
2016-09-30,5.8,NA,NA,NA,17,7,11
2016-09-30,6,NA,NA,NA,17,7,11
2016-09-30,6.2,18,15,11,17,7,11
2016-09-30,8,220,77,7,17,7,11
2016-09-30,9,273,73,6,17,7,11
2016-09-30,9.3,NA,NA,NA,17,7,11
2016-10-05,0.1,5,4,11,13.6666666666667,6,10.3333333333333
2016-10-05,1,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-05,1.6,18,8.33333333333333,9,13.6666666666667,6,10.3333333333333
2016-10-05,2.8,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-05,3.8,6.66666666666667,6,8.33333333333333,13.6666666666667,6,10.3333333333333
2016-10-05,5,18,37,9,13.6666666666667,6,10.3333333333333
2016-10-05,5.2,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-05,5.5,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-05,5.8,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-05,6,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-05,6.2,17.3333333333333,13,10,13.6666666666667,6,10.3333333333333
2016-10-05,8,165,57,8.33333333333333,13.6666666666667,6,10.3333333333333
2016-10-05,9,140,32,5,13.6666666666667,6,10.3333333333333
2016-10-05,9.3,NA,NA,NA,13.6666666666667,6,10.3333333333333
2016-10-06,0.1,20,4.5,11.5,10.3333333333333,5,9.66666666666667
2016-10-06,1,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-06,1.6,13,6.66666666666667,9,10.3333333333333,5,9.66666666666667
2016-10-06,2.8,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-06,3.8,6.33333333333333,5,9.66666666666667,10.3333333333333,5,9.66666666666667
2016-10-06,5,14,23.5,9.5,10.3333333333333,5,9.66666666666667
2016-10-06,5.2,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-06,5.5,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-06,5.8,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-06,6,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-06,6.2,16.6666666666667,11,9,10.3333333333333,5,9.66666666666667
2016-10-06,8,110,37,9.66666666666667,10.3333333333333,5,9.66666666666667
2016-10-06,9,109.5,22.5,5,10.3333333333333,5,9.66666666666667
2016-10-06,9.3,NA,NA,NA,10.3333333333333,5,9.66666666666667
2016-10-07,0.1,35,5,12,7,4,9
2016-10-07,1,NA,NA,NA,7,4,9
2016-10-07,1.6,8,5,9,7,4,9
2016-10-07,2.8,NA,NA,NA,7,4,9
2016-10-07,3.8,6,4,11,7,4,9
2016-10-07,5,10,10,10,7,4,9
2016-10-07,5.2,NA,NA,NA,7,4,9
2016-10-07,5.5,NA,NA,NA,7,4,9
2016-10-07,5.8,NA,NA,NA,7,4,9
2016-10-07,6,NA,NA,NA,7,4,9
2016-10-07,6.2,16,9,8,7,4,9
2016-10-07,8,55,17,11,7,4,9
2016-10-07,9,79,13,5,7,4,9
2016-10-07,9.3,NA,NA,NA,7,4,9
2016-10-11,0.1,20.5,3,9.5,10.5,4.5,6.5
2016-10-11,1,NA,NA,NA,10.5,4.5,6.5
2016-10-11,1.6,6.5,5.5,6,10.5,4.5,6.5
2016-10-11,2.8,NA,NA,NA,10.5,4.5,6.5
2016-10-11,3.8,4.5,4,8,10.5,4.5,6.5
2016-10-11,5,9.5,7,6.5,10.5,4.5,6.5
2016-10-11,5.2,NA,NA,NA,10.5,4.5,6.5
2016-10-11,5.5,NA,NA,NA,10.5,4.5,6.5
2016-10-11,5.8,NA,NA,NA,10.5,4.5,6.5
2016-10-11,6,NA,NA,NA,10.5,4.5,6.5
2016-10-11,6.2,12.5,7.5,7,10.5,4.5,6.5
2016-10-11,8,34.5,11,7.5,10.5,4.5,6.5
2016-10-11,9,47.5,9,4,10.5,4.5,6.5
2016-10-11,9.3,NA,NA,NA,10.5,4.5,6.5
2016-10-14,0.1,6,1,7,14,5,4
2016-10-14,1,NA,NA,NA,14,5,4
2016-10-14,1.6,5,6,3,14,5,4
2016-10-14,2.8,NA,NA,NA,14,5,4
2016-10-14,3.8,3,4,5,14,5,4
2016-10-14,5,9,4,3,14,5,4
2016-10-14,5.2,NA,NA,NA,14,5,4
2016-10-14,5.5,NA,NA,NA,14,5,4
2016-10-14,5.8,NA,NA,NA,14,5,4
2016-10-14,6,NA,NA,NA,14,5,4
2016-10-14,6.2,9,6,6,14,5,4
2016-10-14,8,14,5,4,14,5,4
2016-10-14,9,16,5,3,14,5,4
2016-10-14,9.3,NA,NA,NA,14,5,4
2016-10-20,0.1,5.5,1.75,6.5,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,1,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,1.6,4.5,5,3,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,2.8,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,3.8,3.5,4,5.75,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,5,8.16666666666667,4.16666666666667,3.5,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,5.2,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,5.5,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,5.8,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,6,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,6.2,8,5.5,6,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,8,13,4.5,4,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,9,14.25,4.5,3.75,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-20,9.3,NA,NA,NA,16.8333333333333,5.33333333333333,4.33333333333333
2016-10-27,0.1,5,2.5,6,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,1,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,1.6,4,4,3,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,2.8,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,3.8,4,4,6.5,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,5,7.33333333333333,4.33333333333333,4,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,5.2,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,5.5,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,5.8,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,6,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,6.2,7,5,6,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,8,12,4,4,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,9,12.5,4,4.5,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-27,9.3,NA,NA,NA,19.6666666666667,5.66666666666667,4.66666666666667
2016-10-31,0.1,4.5,3.25,5.5,22.5,6,5
2016-10-31,1,NA,NA,NA,22.5,6,5
2016-10-31,1.6,3.5,3,3,22.5,6,5
2016-10-31,2.8,NA,NA,NA,22.5,6,5
2016-10-31,3.8,4.5,4,7.25,22.5,6,5
2016-10-31,5,6.5,4.5,4.5,22.5,6,5
2016-10-31,5.2,NA,NA,NA,22.5,6,5
2016-10-31,5.5,NA,NA,NA,22.5,6,5
2016-10-31,5.8,NA,NA,NA,22.5,6,5
2016-10-31,6,NA,NA,NA,22.5,6,5
2016-10-31,6.2,6,4.5,6,22.5,6,5
2016-10-31,8,11,3.5,4,22.5,6,5
2016-10-31,9,10.75,3.5,5.25,22.5,6,5
2016-10-31,9.3,NA,NA,NA,22.5,6,5
2016-11-04,0.1,4,4,5,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,1,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,1.6,3,2,3,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,2.8,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,3.8,5,4,8,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,5,5.66666666666667,4.66666666666667,5,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,5.2,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,5.5,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,5.8,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,6,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,6.2,5,4,6,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,8,10,3,4,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,9,9,3,6,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-04,9.3,NA,NA,NA,25.3333333333333,6.33333333333333,5.33333333333333
2016-11-11,0.1,4,3.5,7.5,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,1,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,1.6,4,2.5,4,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,2.8,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,3.8,4.5,4.5,6,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,5,4.83333333333333,4.83333333333333,5.5,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,5.2,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,5.5,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,5.8,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,6,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,6.2,4.5,4,6,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,8,6.5,3,4.5,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,9,6.5,3,5.5,28.1666666666667,6.66666666666667,5.66666666666667
2016-11-11,9.3,NA,NA,NA,28.1666666666667,6.66666666666667,5.66666666666667
2016-12-02,0.1,4,3,10,31,7,6
2016-12-02,1,NA,NA,NA,31,7,6
2016-12-02,1.6,5,3,5,31,7,6
2016-12-02,2.8,NA,NA,NA,31,7,6
2016-12-02,3.8,4,5,4,31,7,6
2016-12-02,5,4,5,6,31,7,6
2016-12-02,5.2,NA,NA,NA,31,7,6
2016-12-02,5.5,NA,NA,NA,31,7,6
2016-12-02,5.8,NA,NA,NA,31,7,6
2016-12-02,6,NA,NA,NA,31,7,6
2016-12-02,6.2,4,4,6,31,7,6
2016-12-02,8,3,3,5,31,7,6
2016-12-02,9,4,3,5,31,7,6
2016-12-02,9.3,NA,NA,NA,31,7,6
2017-03-12,0.1,5.06666666666667,3.13333333333333,10.6666666666667,39,6.93333333333333,6.86666666666667
2017-03-12,1,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-12,1.6,5.53333333333333,3,5.73333333333333,39,6.93333333333333,6.86666666666667
2017-03-12,2.8,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-12,3.8,4.13333333333333,4.73333333333333,4.33333333333333,39,6.93333333333333,6.86666666666667
2017-03-12,5,4.8,4.86666666666667,6.13333333333333,39,6.93333333333333,6.86666666666667
2017-03-12,5.2,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-12,5.5,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-12,5.8,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-12,6,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-12,6.2,9.33333333333333,5.06666666666667,6.13333333333333,39,6.93333333333333,6.86666666666667
2017-03-12,8,9.33333333333333,4.33333333333333,5.2,39,6.93333333333333,6.86666666666667
2017-03-12,9,10.5333333333333,4.26666666666667,5.13333333333333,39,6.93333333333333,6.86666666666667
2017-03-12,9.3,NA,NA,NA,39,6.93333333333333,6.86666666666667
2017-03-26,0.1,6.13333333333333,3.26666666666667,11.3333333333333,47,6.86666666666667,7.73333333333333
2017-03-26,1,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-03-26,1.6,6.06666666666667,3,6.46666666666667,47,6.86666666666667,7.73333333333333
2017-03-26,2.8,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-03-26,3.8,4.26666666666667,4.46666666666667,4.66666666666667,47,6.86666666666667,7.73333333333333
2017-03-26,5,5.6,4.73333333333333,6.26666666666667,47,6.86666666666667,7.73333333333333
2017-03-26,5.2,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-03-26,5.5,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-03-26,5.8,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-03-26,6,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-03-26,6.2,14.6666666666667,6.13333333333333,6.26666666666667,47,6.86666666666667,7.73333333333333
2017-03-26,8,15.6666666666667,5.66666666666667,5.4,47,6.86666666666667,7.73333333333333
2017-03-26,9,17.0666666666667,5.53333333333333,5.26666666666667,47,6.86666666666667,7.73333333333333
2017-03-26,9.3,NA,NA,NA,47,6.86666666666667,7.73333333333333
2017-04-09,0.1,7.2,3.4,12,55,6.8,8.6
2017-04-09,1,NA,NA,NA,55,6.8,8.6
2017-04-09,1.6,6.6,3,7.2,55,6.8,8.6
2017-04-09,2.8,NA,NA,NA,55,6.8,8.6
2017-04-09,3.8,4.4,4.2,5,55,6.8,8.6
2017-04-09,5,6.4,4.6,6.4,55,6.8,8.6
2017-04-09,5.2,NA,NA,NA,55,6.8,8.6
2017-04-09,5.5,NA,NA,NA,55,6.8,8.6
2017-04-09,5.8,NA,NA,NA,55,6.8,8.6
2017-04-09,6,NA,NA,NA,55,6.8,8.6
2017-04-09,6.2,20,7.2,6.4,55,6.8,8.6
2017-04-09,8,22,7,5.6,55,6.8,8.6
2017-04-09,9,23.6,6.8,5.4,55,6.8,8.6
2017-04-09,9.3,NA,NA,NA,55,6.8,8.6
2017-04-16,0.1,8.26666666666667,3.53333333333333,12.6666666666667,63,6.73333333333333,9.46666666666667
2017-04-16,1,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-16,1.6,7.13333333333333,3,7.93333333333333,63,6.73333333333333,9.46666666666667
2017-04-16,2.8,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-16,3.8,4.53333333333333,3.93333333333333,5.33333333333333,63,6.73333333333333,9.46666666666667
2017-04-16,5,7.2,4.46666666666667,6.53333333333333,63,6.73333333333333,9.46666666666667
2017-04-16,5.2,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-16,5.5,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-16,5.8,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-16,6,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-16,6.2,25.3333333333333,8.26666666666667,6.53333333333333,63,6.73333333333333,9.46666666666667
2017-04-16,8,28.3333333333333,8.33333333333333,5.8,63,6.73333333333333,9.46666666666667
2017-04-16,9,30.1333333333333,8.06666666666667,5.53333333333333,63,6.73333333333333,9.46666666666667
2017-04-16,9.3,NA,NA,NA,63,6.73333333333333,9.46666666666667
2017-04-23,0.1,9.33333333333333,3.66666666666667,13.3333333333333,71,6.66666666666667,10.3333333333333
2017-04-23,1,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-23,1.6,7.66666666666667,3,8.66666666666667,71,6.66666666666667,10.3333333333333
2017-04-23,2.8,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-23,3.8,4.66666666666667,3.66666666666667,5.66666666666667,71,6.66666666666667,10.3333333333333
2017-04-23,5,8,4.33333333333333,6.66666666666667,71,6.66666666666667,10.3333333333333
2017-04-23,5.2,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-23,5.5,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-23,5.8,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-23,6,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-23,6.2,30.6666666666667,9.33333333333333,6.66666666666667,71,6.66666666666667,10.3333333333333
2017-04-23,8,34.6666666666667,9.66666666666667,6,71,6.66666666666667,10.3333333333333
2017-04-23,9,36.6666666666667,9.33333333333333,5.66666666666667,71,6.66666666666667,10.3333333333333
2017-04-23,9.3,NA,NA,NA,71,6.66666666666667,10.3333333333333
2017-04-30,0.1,10.4,3.8,14,79,6.6,11.2
2017-04-30,1,NA,NA,NA,79,6.6,11.2
2017-04-30,1.6,8.2,3,9.4,79,6.6,11.2
2017-04-30,2.8,NA,NA,NA,79,6.6,11.2
2017-04-30,3.8,4.8,3.4,6,79,6.6,11.2
2017-04-30,5,8.8,4.2,6.8,79,6.6,11.2
2017-04-30,5.2,NA,NA,NA,79,6.6,11.2
2017-04-30,5.5,NA,NA,NA,79,6.6,11.2
2017-04-30,5.8,NA,NA,NA,79,6.6,11.2
2017-04-30,6,NA,NA,NA,79,6.6,11.2
2017-04-30,6.2,36,10.4,6.8,79,6.6,11.2
2017-04-30,8,41,11,6.2,79,6.6,11.2
2017-04-30,9,43.2,10.6,5.8,79,6.6,11.2
2017-04-30,9.3,NA,NA,NA,79,6.6,11.2
2017-05-04,0.1,11.4666666666667,3.93333333333333,14.6666666666667,87,6.53333333333333,12.0666666666667
2017-05-04,1,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-04,1.6,8.73333333333333,3,10.1333333333333,87,6.53333333333333,12.0666666666667
2017-05-04,2.8,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-04,3.8,4.93333333333333,3.13333333333333,6.33333333333333,87,6.53333333333333,12.0666666666667
2017-05-04,5,9.6,4.06666666666667,6.93333333333333,87,6.53333333333333,12.0666666666667
2017-05-04,5.2,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-04,5.5,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-04,5.8,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-04,6,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-04,6.2,41.3333333333333,11.4666666666667,6.93333333333333,87,6.53333333333333,12.0666666666667
2017-05-04,8,47.3333333333333,12.3333333333333,6.4,87,6.53333333333333,12.0666666666667
2017-05-04,9,49.7333333333333,11.8666666666667,5.93333333333333,87,6.53333333333333,12.0666666666667
2017-05-04,9.3,NA,NA,NA,87,6.53333333333333,12.0666666666667
2017-05-07,0.1,12.5333333333333,4.06666666666667,15.3333333333333,95,6.46666666666667,12.9333333333333
2017-05-07,1,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-07,1.6,9.26666666666667,3,10.8666666666667,95,6.46666666666667,12.9333333333333
2017-05-07,2.8,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-07,3.8,5.06666666666667,2.86666666666667,6.66666666666667,95,6.46666666666667,12.9333333333333
2017-05-07,5,10.4,3.93333333333333,7.06666666666667,95,6.46666666666667,12.9333333333333
2017-05-07,5.2,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-07,5.5,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-07,5.8,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-07,6,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-07,6.2,46.6666666666667,12.5333333333333,7.06666666666667,95,6.46666666666667,12.9333333333333
2017-05-07,8,53.6666666666667,13.6666666666667,6.6,95,6.46666666666667,12.9333333333333
2017-05-07,9,56.2666666666667,13.1333333333333,6.06666666666667,95,6.46666666666667,12.9333333333333
2017-05-07,9.3,NA,NA,NA,95,6.46666666666667,12.9333333333333
2017-05-09,0.1,13.6,4.2,16,103,6.4,13.8
2017-05-09,1,NA,NA,NA,103,6.4,13.8
2017-05-09,1.6,9.8,3,11.6,103,6.4,13.8
2017-05-09,2.8,NA,NA,NA,103,6.4,13.8
2017-05-09,3.8,5.2,2.6,7,103,6.4,13.8
2017-05-09,5,11.2,3.8,7.2,103,6.4,13.8
2017-05-09,5.2,NA,NA,NA,103,6.4,13.8
2017-05-09,5.5,NA,NA,NA,103,6.4,13.8
2017-05-09,5.8,NA,NA,NA,103,6.4,13.8
2017-05-09,6,NA,NA,NA,103,6.4,13.8
2017-05-09,6.2,52,13.6,7.2,103,6.4,13.8
2017-05-09,8,60,15,6.8,103,6.4,13.8
2017-05-09,9,62.8,14.4,6.2,103,6.4,13.8
2017-05-09,9.3,NA,NA,NA,103,6.4,13.8
2017-05-14,0.1,14.6666666666667,4.33333333333333,16.6666666666667,111,6.33333333333333,14.6666666666667
2017-05-14,1,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-05-14,1.6,10.3333333333333,3,12.3333333333333,111,6.33333333333333,14.6666666666667
2017-05-14,2.8,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-05-14,3.8,5.33333333333333,2.33333333333333,7.33333333333333,111,6.33333333333333,14.6666666666667
2017-05-14,5,12,3.66666666666667,7.33333333333333,111,6.33333333333333,14.6666666666667
2017-05-14,5.2,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-05-14,5.5,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-05-14,5.8,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-05-14,6,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-05-14,6.2,57.3333333333333,14.6666666666667,7.33333333333333,111,6.33333333333333,14.6666666666667
2017-05-14,8,66.3333333333333,16.3333333333333,7,111,6.33333333333333,14.6666666666667
2017-05-14,9,69.3333333333333,15.6666666666667,6.33333333333333,111,6.33333333333333,14.6666666666667
2017-05-14,9.3,NA,NA,NA,111,6.33333333333333,14.6666666666667
2017-06-28,0.1,15.7333333333333,4.46666666666667,17.3333333333333,119,6.26666666666667,15.5333333333333
2017-06-28,1,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-06-28,1.6,10.8666666666667,3,13.0666666666667,119,6.26666666666667,15.5333333333333
2017-06-28,2.8,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-06-28,3.8,5.46666666666667,2.06666666666667,7.66666666666667,119,6.26666666666667,15.5333333333333
2017-06-28,5,12.8,3.53333333333333,7.46666666666667,119,6.26666666666667,15.5333333333333
2017-06-28,5.2,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-06-28,5.5,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-06-28,5.8,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-06-28,6,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-06-28,6.2,62.6666666666667,15.7333333333333,7.46666666666667,119,6.26666666666667,15.5333333333333
2017-06-28,8,72.6666666666667,17.6666666666667,7.2,119,6.26666666666667,15.5333333333333
2017-06-28,9,75.8666666666667,16.9333333333333,6.46666666666667,119,6.26666666666667,15.5333333333333
2017-06-28,9.3,NA,NA,NA,119,6.26666666666667,15.5333333333333
2017-07-04,0.1,16.8,4.6,18,127,6.2,16.4
2017-07-04,1,NA,NA,NA,127,6.2,16.4
2017-07-04,1.6,11.4,3,13.8,127,6.2,16.4
2017-07-04,2.8,NA,NA,NA,127,6.2,16.4
2017-07-04,3.8,5.6,1.8,8,127,6.2,16.4
2017-07-04,5,13.6,3.4,7.6,127,6.2,16.4
2017-07-04,5.2,NA,NA,NA,127,6.2,16.4
2017-07-04,5.5,NA,NA,NA,127,6.2,16.4
2017-07-04,5.8,NA,NA,NA,127,6.2,16.4
2017-07-04,6,NA,NA,NA,127,6.2,16.4
2017-07-04,6.2,68,16.8,7.6,127,6.2,16.4
2017-07-04,8,79,19,7.4,127,6.2,16.4
