"Date","Depth","kd_interp"
2015-09-28,9.3,-0.716756427033475
2015-10-02,0.1,NA
2015-10-02,1,NA
2015-10-02,1.6,NA
2015-10-02,2.8,NA
2015-10-02,3.8,NA
2015-10-02,5,NA
2015-10-02,5.2,NA
2015-10-02,5.5,NA
2015-10-02,5.8,NA
2015-10-02,6,NA
2015-10-02,6.2,NA
2015-10-02,8,NA
2015-10-02,9,NA
2015-10-02,9.3,NA
2015-10-05,0.1,NA
2015-10-05,1,NA
2015-10-05,1.6,NA
2015-10-05,2.8,NA
2015-10-05,3.8,NA
2015-10-05,5,NA
2015-10-05,5.2,NA
2015-10-05,5.5,NA
2015-10-05,5.8,NA
2015-10-05,6,NA
2015-10-05,6.2,NA
2015-10-05,8,NA
2015-10-05,9,NA
2015-10-05,9.3,NA
2015-10-12,0.1,NA
2015-10-12,1,NA
2015-10-12,1.6,NA
2015-10-12,2.8,NA
2015-10-12,3.8,NA
2015-10-12,5,NA
2015-10-12,5.2,NA
2015-10-12,5.5,NA
2015-10-12,5.8,NA
2015-10-12,6,NA
2015-10-12,6.2,NA
2015-10-12,8,NA
2015-10-12,9,NA
2015-10-12,9.3,NA
2015-10-19,0.1,-0.991926672224881
2015-10-19,1,-0.991926672224881
2015-10-19,1.6,-0.991926672224881
2015-10-19,2.8,-0.991926672224881
2015-10-19,3.8,-0.991926672224881
2015-10-19,5,-0.991926672224881
2015-10-19,5.2,-0.991926672224881
2015-10-19,5.5,-0.991926672224881
2015-10-19,5.8,-0.991926672224881
2015-10-19,6,-0.991926672224881
2015-10-19,6.2,-0.991926672224881
2015-10-19,8,-0.991926672224881
2015-10-19,9,-0.991926672224881
2015-10-19,9.3,-0.991926672224881
2015-10-23,0.1,-1.05595677343814
2015-10-23,1,-1.05595677343814
2015-10-23,1.6,-1.05595677343814
2015-10-23,2.8,-1.05595677343814
2015-10-23,3.8,-1.05595677343814
2015-10-23,5,-1.05595677343814
2015-10-23,5.2,-1.05595677343814
2015-10-23,5.5,-1.05595677343814
2015-10-23,5.8,-1.05595677343814
2015-10-23,6,-1.05595677343814
2015-10-23,6.2,-1.05595677343814
2015-10-23,8,-1.05595677343814
2015-10-23,9,-1.05595677343814
2015-10-23,9.3,-1.05595677343814
2015-10-30,0.1,NA
2015-10-30,1,NA
2015-10-30,1.6,NA
2015-10-30,2.8,NA
2015-10-30,3.8,NA
2015-10-30,5,NA
2015-10-30,5.2,NA
2015-10-30,5.5,NA
2015-10-30,5.8,NA
2015-10-30,6,NA
2015-10-30,6.2,NA
2015-10-30,8,NA
2015-10-30,9,NA
2015-10-30,9.3,NA
2015-12-07,0.1,-1.08560866583633
2015-12-07,1,-1.08560866583633
2015-12-07,1.6,-1.08560866583633
2015-12-07,2.8,-1.08560866583633
2015-12-07,3.8,-1.08560866583633
2015-12-07,5,-1.08560866583633
2015-12-07,5.2,-1.08560866583633
2015-12-07,5.5,-1.08560866583633
2015-12-07,5.8,-1.08560866583633
2015-12-07,6,-1.08560866583633
2015-12-07,6.2,-1.08560866583633
2015-12-07,8,-1.08560866583633
2015-12-07,9,-1.08560866583633
2015-12-07,9.3,-1.08560866583633
2016-05-12,0.1,-1.47501252568168
2016-05-12,1,-1.47501252568168
2016-05-12,1.6,-1.47501252568168
2016-05-12,2.8,-1.47501252568168
2016-05-12,3.8,-1.47501252568168
2016-05-12,5,-1.47501252568168
2016-05-12,5.2,-1.47501252568168
2016-05-12,5.5,-1.47501252568168
2016-05-12,5.8,-1.47501252568168
2016-05-12,6,-1.47501252568168
2016-05-12,6.2,-1.47501252568168
2016-05-12,8,-1.47501252568168
2016-05-12,9,-1.47501252568168
2016-05-12,9.3,-1.47501252568168
2016-05-16,0.1,-1.44407754143547
2016-05-16,1,-1.44407754143547
2016-05-16,1.6,-1.44407754143547
2016-05-16,2.8,-1.44407754143547
2016-05-16,3.8,-1.44407754143547
2016-05-16,5,-1.44407754143547
2016-05-16,5.2,-1.44407754143547
2016-05-16,5.5,-1.44407754143547
2016-05-16,5.8,-1.44407754143547
2016-05-16,6,-1.44407754143547
2016-05-16,6.2,-1.44407754143547
2016-05-16,8,-1.44407754143547
2016-05-16,9,-1.44407754143547
2016-05-16,9.3,-1.44407754143547
2016-05-19,0.1,-1.2649007083525
2016-05-19,1,-1.2649007083525
2016-05-19,1.6,-1.2649007083525
2016-05-19,2.8,-1.2649007083525
2016-05-19,3.8,-1.2649007083525
2016-05-19,5,-1.2649007083525
2016-05-19,5.2,-1.2649007083525
2016-05-19,5.5,-1.2649007083525
2016-05-19,5.8,-1.2649007083525
2016-05-19,6,-1.2649007083525
2016-05-19,6.2,-1.2649007083525
2016-05-19,8,-1.2649007083525
2016-05-19,9,-1.2649007083525
2016-05-19,9.3,-1.2649007083525
2016-05-23,0.1,-1.03625791112179
2016-05-23,1,-1.03625791112179
2016-05-23,1.6,-1.03625791112179
2016-05-23,2.8,-1.03625791112179
2016-05-23,3.8,-1.03625791112179
2016-05-23,5,-1.03625791112179
2016-05-23,5.2,-1.03625791112179
2016-05-23,5.5,-1.03625791112179
2016-05-23,5.8,-1.03625791112179
2016-05-23,6,-1.03625791112179
2016-05-23,6.2,-1.03625791112179
2016-05-23,8,-1.03625791112179
2016-05-23,9,-1.03625791112179
2016-05-23,9.3,-1.03625791112179
2016-05-26,0.1,-1.11796292001181
2016-05-26,1,-1.11796292001181
2016-05-26,1.6,-1.11796292001181
2016-05-26,2.8,-1.11796292001181
2016-05-26,3.8,-1.11796292001181
2016-05-26,5,-1.11796292001181
2016-05-26,5.2,-1.11796292001181
2016-05-26,5.5,-1.11796292001181
2016-05-26,5.8,-1.11796292001181
2016-05-26,6,-1.11796292001181
2016-05-26,6.2,-1.11796292001181
2016-05-26,8,-1.11796292001181
2016-05-26,9,-1.11796292001181
2016-05-26,9.3,-1.11796292001181
2016-05-29,0.1,-1.38961936091559
2016-05-29,1,-1.38961936091559
2016-05-29,1.6,-1.38961936091559
2016-05-29,2.8,-1.38961936091559
2016-05-29,3.8,-1.38961936091559
2016-05-29,5,-1.38961936091559
2016-05-29,5.2,-1.38961936091559
2016-05-29,5.5,-1.38961936091559
2016-05-29,5.8,-1.38961936091559
2016-05-29,6,-1.38961936091559
2016-05-29,6.2,-1.38961936091559
2016-05-29,8,-1.38961936091559
2016-05-29,9,-1.38961936091559
2016-05-29,9.3,-1.38961936091559
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,0.1,-1.12051768819156
2016-05-30,1,-1.12051768819156
2016-05-30,1,-1.12051768819156
2016-05-30,1,-1.12051768819156
2016-05-30,1,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,1.6,-1.12051768819156
2016-05-30,2.8,-1.12051768819156
2016-05-30,2.8,-1.12051768819156
2016-05-30,2.8,-1.12051768819156
2016-05-30,2.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,3.8,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5,-1.12051768819156
2016-05-30,5.2,-1.12051768819156
2016-05-30,5.2,-1.12051768819156
2016-05-30,5.2,-1.12051768819156
2016-05-30,5.2,-1.12051768819156
2016-05-30,5.5,-1.12051768819156
2016-05-30,5.5,-1.12051768819156
2016-05-30,5.5,-1.12051768819156
2016-05-30,5.5,-1.12051768819156
2016-05-30,5.8,-1.12051768819156
2016-05-30,5.8,-1.12051768819156
2016-05-30,5.8,-1.12051768819156
2016-05-30,5.8,-1.12051768819156
2016-05-30,6,-1.12051768819156
2016-05-30,6,-1.12051768819156
2016-05-30,6,-1.12051768819156
2016-05-30,6,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,6.2,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,8,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9,-1.12051768819156
2016-05-30,9.3,-1.12051768819156
2016-05-30,9.3,-1.12051768819156
2016-05-30,9.3,-1.12051768819156
2016-05-30,9.3,-1.12051768819156
2016-05-31,0.1,-1.06608767218703
2016-05-31,1,-1.06608767218703
2016-05-31,1.6,-1.06608767218703
2016-05-31,2.8,-1.06608767218703
2016-05-31,3.8,-1.06608767218703
2016-05-31,5,-1.06608767218703
2016-05-31,5.2,-1.06608767218703
2016-05-31,5.5,-1.06608767218703
2016-05-31,5.8,-1.06608767218703
2016-05-31,6,-1.06608767218703
2016-05-31,6.2,-1.06608767218703
2016-05-31,8,-1.06608767218703
2016-05-31,9,-1.06608767218703
2016-05-31,9.3,-1.06608767218703
2016-06-01,0.1,NA
2016-06-01,1,NA
2016-06-01,1.6,NA
2016-06-01,2.8,NA
2016-06-01,3.8,NA
2016-06-01,5,NA
2016-06-01,5.2,NA
2016-06-01,5.5,NA
2016-06-01,5.8,NA
2016-06-01,6,NA
2016-06-01,6.2,NA
2016-06-01,8,NA
2016-06-01,9,NA
2016-06-01,9.3,NA
2016-06-02,0.1,-1.09137517741531
2016-06-02,1,-1.09137517741531
2016-06-02,1.6,-1.09137517741531
2016-06-02,2.8,-1.09137517741531
2016-06-02,3.8,-1.09137517741531
2016-06-02,5,-1.09137517741531
2016-06-02,5.2,-1.09137517741531
2016-06-02,5.5,-1.09137517741531
2016-06-02,5.8,-1.09137517741531
2016-06-02,6,-1.09137517741531
2016-06-02,6.2,-1.09137517741531
2016-06-02,8,-1.09137517741531
2016-06-02,9,-1.09137517741531
2016-06-02,9.3,-1.09137517741531
2016-06-03,0.1,NA
2016-06-03,1,NA
2016-06-03,1.6,NA
2016-06-03,2.8,NA
2016-06-03,3.8,NA
2016-06-03,5,NA
2016-06-03,5.2,NA
2016-06-03,5.5,NA
2016-06-03,5.8,NA
2016-06-03,6,NA
2016-06-03,6.2,NA
2016-06-03,8,NA
2016-06-03,9,NA
2016-06-03,9.3,NA
2016-06-06,0.1,-0.932858925301486
2016-06-06,1,-0.932858925301486
2016-06-06,1.6,-0.932858925301486
2016-06-06,2.8,-0.932858925301486
2016-06-06,3.8,-0.932858925301486
2016-06-06,5,-0.932858925301486
2016-06-06,5.2,-0.932858925301486
2016-06-06,5.5,-0.932858925301486
2016-06-06,5.8,-0.932858925301486
2016-06-06,6,-0.932858925301486
2016-06-06,6.2,-0.932858925301486
2016-06-06,8,-0.932858925301486
2016-06-06,9,-0.932858925301486
2016-06-06,9.3,-0.932858925301486
2016-06-07,0.1,NA
2016-06-07,1,NA
2016-06-07,1.6,NA
2016-06-07,2.8,NA
2016-06-07,3.8,NA
2016-06-07,5,NA
2016-06-07,5.2,NA
2016-06-07,5.5,NA
2016-06-07,5.8,NA
2016-06-07,6,NA
2016-06-07,6.2,NA
2016-06-07,8,NA
2016-06-07,9,NA
2016-06-07,9.3,NA
2016-06-08,0.1,-1.12239958155014
2016-06-08,1,-1.12239958155014
2016-06-08,1.6,-1.12239958155014
2016-06-08,2.8,-1.12239958155014
2016-06-08,3.8,-1.12239958155014
2016-06-08,5,-1.12239958155014
2016-06-08,5.2,-1.12239958155014
2016-06-08,5.5,-1.12239958155014
2016-06-08,5.8,-1.12239958155014
2016-06-08,6,-1.12239958155014
2016-06-08,6.2,-1.12239958155014
2016-06-08,8,-1.12239958155014
2016-06-08,9,-1.12239958155014
2016-06-08,9.3,-1.12239958155014
2016-06-09,0.1,NA
2016-06-09,1,NA
2016-06-09,1.6,NA
2016-06-09,2.8,NA
2016-06-09,3.8,NA
2016-06-09,5,NA
2016-06-09,5.2,NA
2016-06-09,5.5,NA
2016-06-09,5.8,NA
2016-06-09,6,NA
2016-06-09,6.2,NA
2016-06-09,8,NA
2016-06-09,9,NA
2016-06-09,9.3,NA
2016-06-13,0.1,-1.25691578017248
2016-06-13,1,-1.25691578017248
2016-06-13,1.6,-1.25691578017248
2016-06-13,2.8,-1.25691578017248
2016-06-13,3.8,-1.25691578017248
2016-06-13,5,-1.25691578017248
2016-06-13,5.2,-1.25691578017248
2016-06-13,5.5,-1.25691578017248
2016-06-13,5.8,-1.25691578017248
2016-06-13,6,-1.25691578017248
2016-06-13,6.2,-1.25691578017248
2016-06-13,8,-1.25691578017248
2016-06-13,9,-1.25691578017248
2016-06-13,9.3,-1.25691578017248
2016-06-20,0.1,-1.10531932754858
2016-06-20,1,-1.10531932754858
2016-06-20,1.6,-1.10531932754858
2016-06-20,2.8,-1.10531932754858
2016-06-20,3.8,-1.10531932754858
2016-06-20,5,-1.10531932754858
2016-06-20,5.2,-1.10531932754858
2016-06-20,5.5,-1.10531932754858
2016-06-20,5.8,-1.10531932754858
2016-06-20,6,-1.10531932754858
2016-06-20,6.2,-1.10531932754858
2016-06-20,8,-1.10531932754858
2016-06-20,9,-1.10531932754858
2016-06-20,9.3,-1.10531932754858
2016-06-23,0.1,NA
2016-06-23,1,NA
2016-06-23,1.6,NA
2016-06-23,2.8,NA
2016-06-23,3.8,NA
2016-06-23,5,NA
2016-06-23,5.2,NA
2016-06-23,5.5,NA
2016-06-23,5.8,NA
2016-06-23,6,NA
2016-06-23,6.2,NA
2016-06-23,8,NA
2016-06-23,9,NA
2016-06-23,9.3,NA
2016-06-26,0.1,NA
2016-06-26,1,NA
2016-06-26,1.6,NA
2016-06-26,2.8,NA
2016-06-26,3.8,NA
2016-06-26,5,NA
2016-06-26,5.2,NA
2016-06-26,5.5,NA
2016-06-26,5.8,NA
2016-06-26,6,NA
2016-06-26,6.2,NA
2016-06-26,8,NA
2016-06-26,9,NA
2016-06-26,9.3,NA
2016-06-27,0.1,NA
2016-06-27,1,NA
2016-06-27,1.6,NA
2016-06-27,2.8,NA
2016-06-27,3.8,NA
2016-06-27,5,NA
2016-06-27,5.2,NA
2016-06-27,5.5,NA
2016-06-27,5.8,NA
2016-06-27,6,NA
2016-06-27,6.2,NA
2016-06-27,8,NA
2016-06-27,9,NA
2016-06-27,9.3,NA
2016-06-28,0.1,-0.997038332586055
2016-06-28,1,-0.997038332586055
2016-06-28,1.6,-0.997038332586055
2016-06-28,2.8,-0.997038332586055
2016-06-28,3.8,-0.997038332586055
2016-06-28,5,-0.997038332586055
2016-06-28,5.2,-0.997038332586055
2016-06-28,5.5,-0.997038332586055
2016-06-28,5.8,-0.997038332586055
2016-06-28,6,-0.997038332586055
2016-06-28,6.2,-0.997038332586055
2016-06-28,8,-0.997038332586055
2016-06-28,9,-0.997038332586055
2016-06-28,9.3,-0.997038332586055
2016-06-30,0.1,-0.964463563756359
2016-06-30,1,-0.964463563756359
2016-06-30,1.6,-0.964463563756359
2016-06-30,2.8,-0.964463563756359
2016-06-30,3.8,-0.964463563756359
2016-06-30,5,-0.964463563756359
2016-06-30,5.2,-0.964463563756359
2016-06-30,5.5,-0.964463563756359
2016-06-30,5.8,-0.964463563756359
2016-06-30,6,-0.964463563756359
2016-06-30,6.2,-0.964463563756359
2016-06-30,8,-0.964463563756359
2016-06-30,9,-0.964463563756359
2016-06-30,9.3,-0.964463563756359
2016-07-05,0.1,-1.41928031614346
2016-07-05,1,-1.41928031614346
2016-07-05,1.6,-1.41928031614346
2016-07-05,2.8,-1.41928031614346
2016-07-05,3.8,-1.41928031614346
2016-07-05,5,-1.41928031614346
2016-07-05,5.2,-1.41928031614346
2016-07-05,5.5,-1.41928031614346
2016-07-05,5.8,-1.41928031614346
2016-07-05,6,-1.41928031614346
2016-07-05,6.2,-1.41928031614346
2016-07-05,8,-1.41928031614346
2016-07-05,9,-1.41928031614346
2016-07-05,9.3,-1.41928031614346
2016-07-07,0.1,-0.841681325866981
2016-07-07,1,-0.841681325866981
2016-07-07,1.6,-0.841681325866981
2016-07-07,2.8,-0.841681325866981
2016-07-07,3.8,-0.841681325866981
2016-07-07,5,-0.841681325866981
2016-07-07,5.2,-0.841681325866981
2016-07-07,5.5,-0.841681325866981
2016-07-07,5.8,-0.841681325866981
2016-07-07,6,-0.841681325866981
2016-07-07,6.2,-0.841681325866981
2016-07-07,8,-0.841681325866981
2016-07-07,9,-0.841681325866981
2016-07-07,9.3,-0.841681325866981
2016-07-11,0.1,-0.948628016729081
2016-07-11,1,-0.948628016729081
2016-07-11,1.6,-0.948628016729081
2016-07-11,2.8,-0.948628016729081
2016-07-11,3.8,-0.948628016729081
2016-07-11,5,-0.948628016729081
2016-07-11,5.2,-0.948628016729081
2016-07-11,5.5,-0.948628016729081
2016-07-11,5.8,-0.948628016729081
2016-07-11,6,-0.948628016729081
2016-07-11,6.2,-0.948628016729081
2016-07-11,8,-0.948628016729081
2016-07-11,9,-0.948628016729081
2016-07-11,9.3,-0.948628016729081
2016-07-14,0.1,-0.843339311775029
2016-07-14,1,-0.843339311775029
2016-07-14,1.6,-0.843339311775029
2016-07-14,2.8,-0.843339311775029
2016-07-14,3.8,-0.843339311775029
2016-07-14,5,-0.843339311775029
2016-07-14,5.2,-0.843339311775029
2016-07-14,5.5,-0.843339311775029
2016-07-14,5.8,-0.843339311775029
2016-07-14,6,-0.843339311775029
2016-07-14,6.2,-0.843339311775029
2016-07-14,8,-0.843339311775029
2016-07-14,9,-0.843339311775029
2016-07-14,9.3,-0.843339311775029
2016-07-18,0.1,-0.90482497353712
2016-07-18,1,-0.90482497353712
2016-07-18,1.6,-0.90482497353712
2016-07-18,2.8,-0.90482497353712
2016-07-18,3.8,-0.90482497353712
2016-07-18,5,-0.90482497353712
2016-07-18,5.2,-0.90482497353712
2016-07-18,5.5,-0.90482497353712
2016-07-18,5.8,-0.90482497353712
2016-07-18,6,-0.90482497353712
2016-07-18,6.2,-0.90482497353712
2016-07-18,8,-0.90482497353712
2016-07-18,9,-0.90482497353712
2016-07-18,9.3,-0.90482497353712
2016-07-21,0.1,-0.847677785513885
2016-07-21,1,-0.847677785513885
2016-07-21,1.6,-0.847677785513885
2016-07-21,2.8,-0.847677785513885
2016-07-21,3.8,-0.847677785513885
2016-07-21,5,-0.847677785513885
2016-07-21,5.2,-0.847677785513885
2016-07-21,5.5,-0.847677785513885
2016-07-21,5.8,-0.847677785513885
2016-07-21,6,-0.847677785513885
2016-07-21,6.2,-0.847677785513885
2016-07-21,8,-0.847677785513885
2016-07-21,9,-0.847677785513885
2016-07-21,9.3,-0.847677785513885
2016-07-24,0.1,-0.894088055783721
2016-07-24,1,-0.894088055783721
2016-07-24,1.6,-0.894088055783721
2016-07-24,2.8,-0.894088055783721
2016-07-24,3.8,-0.894088055783721
2016-07-24,5,-0.894088055783721
2016-07-24,5.2,-0.894088055783721
2016-07-24,5.5,-0.894088055783721
2016-07-24,5.8,-0.894088055783721
2016-07-24,6,-0.894088055783721
2016-07-24,6.2,-0.894088055783721
2016-07-24,8,-0.894088055783721
2016-07-24,9,-0.894088055783721
2016-07-24,9.3,-0.894088055783721
2016-07-25,0.1,-1.00833402795363
2016-07-25,0.1,-1.00833402795363
2016-07-25,1,-1.00833402795363
2016-07-25,1.6,-1.00833402795363
2016-07-25,2.8,-1.00833402795363
2016-07-25,3.8,-1.00833402795363
2016-07-25,5,-1.00833402795363
2016-07-25,5.2,-1.00833402795363
2016-07-25,5.5,-1.00833402795363
2016-07-25,5.8,-1.00833402795363
2016-07-25,6,-1.00833402795363
2016-07-25,6.2,-1.00833402795363
2016-07-25,8,-1.00833402795363
2016-07-25,8,-1.00833402795363
2016-07-25,9,-1.00833402795363
2016-07-25,9.3,-1.00833402795363
2016-07-26,0.1,NA
2016-07-26,1,NA
2016-07-26,1.6,NA
2016-07-26,2.8,NA
2016-07-26,3.8,NA
2016-07-26,5,NA
2016-07-26,5.2,NA
2016-07-26,5.5,NA
2016-07-26,5.8,NA
2016-07-26,6,NA
2016-07-26,6.2,NA
2016-07-26,8,NA
2016-07-26,9,NA
2016-07-26,9.3,NA
2016-07-28,0.1,-0.81401256497592
2016-07-28,1,-0.81401256497592
2016-07-28,1.6,-0.81401256497592
2016-07-28,2.8,-0.81401256497592
2016-07-28,3.8,-0.81401256497592
2016-07-28,5,-0.81401256497592
2016-07-28,5.2,-0.81401256497592
2016-07-28,5.5,-0.81401256497592
2016-07-28,5.8,-0.81401256497592
2016-07-28,6,-0.81401256497592
2016-07-28,6.2,-0.81401256497592
2016-07-28,8,-0.81401256497592
2016-07-28,9,-0.81401256497592
2016-07-28,9.3,-0.81401256497592
2016-08-01,0.1,-0.881871502940751
2016-08-01,1,-0.881871502940751
2016-08-01,1.6,-0.881871502940751
2016-08-01,2.8,-0.881871502940751
2016-08-01,3.8,-0.881871502940751
2016-08-01,5,-0.881871502940751
2016-08-01,5.2,-0.881871502940751
2016-08-01,5.5,-0.881871502940751
2016-08-01,5.8,-0.881871502940751
2016-08-01,6,-0.881871502940751
2016-08-01,6.2,-0.881871502940751
2016-08-01,8,-0.881871502940751
2016-08-01,9,-0.881871502940751
2016-08-01,9.3,-0.881871502940751
2016-08-08,0.1,-1.18154118183702
2016-08-08,1,-1.18154118183702
2016-08-08,1.6,-1.18154118183702
2016-08-08,2.8,-1.18154118183702
2016-08-08,3.8,-1.18154118183702
2016-08-08,5,-1.18154118183702
2016-08-08,5.2,-1.18154118183702
2016-08-08,5.5,-1.18154118183702
2016-08-08,5.8,-1.18154118183702
2016-08-08,6,-1.18154118183702
2016-08-08,6.2,-1.18154118183702
2016-08-08,8,-1.18154118183702
2016-08-08,9,-1.18154118183702
2016-08-08,9.3,-1.18154118183702
2016-08-11,0.1,-0.761519807559207
2016-08-11,1,-0.761519807559207
2016-08-11,1.6,-0.761519807559207
2016-08-11,2.8,-0.761519807559207
2016-08-11,3.8,-0.761519807559207
2016-08-11,5,-0.761519807559207
2016-08-11,5.2,-0.761519807559207
2016-08-11,5.5,-0.761519807559207
2016-08-11,5.8,-0.761519807559207
2016-08-11,6,-0.761519807559207
2016-08-11,6.2,-0.761519807559207
2016-08-11,8,-0.761519807559207
2016-08-11,9,-0.761519807559207
2016-08-11,9.3,-0.761519807559207
2016-08-15,0.1,-1.01235997599948
2016-08-15,1,-1.01235997599948
2016-08-15,1.6,-1.01235997599948
2016-08-15,2.8,-1.01235997599948
2016-08-15,3.8,-1.01235997599948
2016-08-15,5,-1.01235997599948
2016-08-15,5.2,-1.01235997599948
2016-08-15,5.5,-1.01235997599948
2016-08-15,5.8,-1.01235997599948
2016-08-15,6,-1.01235997599948
2016-08-15,6.2,-1.01235997599948
2016-08-15,8,-1.01235997599948
2016-08-15,9,-1.01235997599948
2016-08-15,9.3,-1.01235997599948
2016-08-18,0.1,-0.975088618812535
2016-08-18,1,-0.975088618812535
2016-08-18,1.6,-0.975088618812535
2016-08-18,2.8,-0.975088618812535
2016-08-18,3.8,-0.975088618812535
2016-08-18,5,-0.975088618812535
2016-08-18,5.2,-0.975088618812535
2016-08-18,5.5,-0.975088618812535
2016-08-18,5.8,-0.975088618812535
2016-08-18,6,-0.975088618812535
2016-08-18,6.2,-0.975088618812535
2016-08-18,8,-0.975088618812535
2016-08-18,9,-0.975088618812535
2016-08-18,9.3,-0.975088618812535
2016-08-23,0.1,-0.973353199911263
2016-08-23,1,-0.973353199911263
2016-08-23,1.6,-0.973353199911263
2016-08-23,2.8,-0.973353199911263
2016-08-23,3.8,-0.973353199911263
2016-08-23,5,-0.973353199911263
2016-08-23,5.2,-0.973353199911263
2016-08-23,5.5,-0.973353199911263
2016-08-23,5.8,-0.973353199911263
2016-08-23,6,-0.973353199911263
2016-08-23,6.2,-0.973353199911263
2016-08-23,8,-0.973353199911263
2016-08-23,9,-0.973353199911263
2016-08-23,9.3,-0.973353199911263
2016-08-26,0.1,-0.920353482644537
2016-08-26,1,-0.920353482644537
2016-08-26,1.6,-0.920353482644537
2016-08-26,2.8,-0.920353482644537
2016-08-26,3.8,-0.920353482644537
2016-08-26,5,-0.920353482644537
2016-08-26,5.2,-0.920353482644537
2016-08-26,5.5,-0.920353482644537
2016-08-26,5.8,-0.920353482644537
2016-08-26,6,-0.920353482644537
2016-08-26,6.2,-0.920353482644537
2016-08-26,8,-0.920353482644537
2016-08-26,9,-0.920353482644537
2016-08-26,9.3,-0.920353482644537
2016-09-02,0.1,-0.701326318862401
2016-09-02,1,-0.701326318862401
2016-09-02,1.6,-0.701326318862401
2016-09-02,2.8,-0.701326318862401
2016-09-02,3.8,-0.701326318862401
2016-09-02,5,-0.701326318862401
2016-09-02,5.2,-0.701326318862401
2016-09-02,5.5,-0.701326318862401
2016-09-02,5.8,-0.701326318862401
2016-09-02,6,-0.701326318862401
2016-09-02,6.2,-0.701326318862401
2016-09-02,8,-0.701326318862401
2016-09-02,9,-0.701326318862401
2016-09-02,9.3,-0.701326318862401
2016-09-06,0.1,-0.902378623099107
2016-09-06,1,-0.902378623099107
2016-09-06,1.6,-0.902378623099107
2016-09-06,2.8,-0.902378623099107
2016-09-06,3.8,-0.902378623099107
2016-09-06,5,-0.902378623099107
2016-09-06,5.2,-0.902378623099107
2016-09-06,5.5,-0.902378623099107
2016-09-06,5.8,-0.902378623099107
2016-09-06,6,-0.902378623099107
2016-09-06,6.2,-0.902378623099107
2016-09-06,8,-0.902378623099107
2016-09-06,9,-0.902378623099107
2016-09-06,9.3,-0.902378623099107
2016-09-09,0.1,-0.709436179470745
2016-09-09,1,-0.709436179470745
2016-09-09,1.6,-0.709436179470745
2016-09-09,2.8,-0.709436179470745
2016-09-09,3.8,-0.709436179470745
2016-09-09,5,-0.709436179470745
2016-09-09,5.2,-0.709436179470745
2016-09-09,5.5,-0.709436179470745
2016-09-09,5.8,-0.709436179470745
2016-09-09,6,-0.709436179470745
2016-09-09,6.2,-0.709436179470745
2016-09-09,8,-0.709436179470745
2016-09-09,9,-0.709436179470745
2016-09-09,9.3,-0.709436179470745
2016-09-16,0.1,NA
2016-09-16,1,NA
2016-09-16,1.6,NA
2016-09-16,2.8,NA
2016-09-16,3.8,NA
2016-09-16,5,NA
2016-09-16,5.2,NA
2016-09-16,5.5,NA
2016-09-16,5.8,NA
2016-09-16,6,NA
2016-09-16,6.2,NA
2016-09-16,8,NA
2016-09-16,9,NA
2016-09-16,9.3,NA
2016-09-17,0.1,NA
2016-09-17,1,NA
2016-09-17,1.6,NA
2016-09-17,2.8,NA
2016-09-17,3.8,NA
2016-09-17,5,NA
2016-09-17,5.2,NA
2016-09-17,5.5,NA
2016-09-17,5.8,NA
2016-09-17,6,NA
2016-09-17,6.2,NA
2016-09-17,8,NA
2016-09-17,9,NA
