"Date","Depth","TP_interp"
2014-07-16,9.3,NA
2014-07-21,0.1,11.1
2014-07-21,1,14.2
2014-07-21,1.6,13.3
2014-07-21,2.8,32.5
2014-07-21,3.8,16.1
2014-07-21,5,17.1
2014-07-21,5.2,NA
2014-07-21,5.5,NA
2014-07-21,5.8,NA
2014-07-21,6,NA
2014-07-21,6.2,15.4
2014-07-21,8,15
2014-07-21,9,17
2014-07-21,9.3,NA
2014-07-23,0.1,12.45
2014-07-23,1,14.15
2014-07-23,1.6,13.35
2014-07-23,2.8,24.25
2014-07-23,3.8,15.8
2014-07-23,5,16.3
2014-07-23,5.2,NA
2014-07-23,5.5,NA
2014-07-23,5.8,NA
2014-07-23,6,NA
2014-07-23,6.2,17.95
2014-07-23,8,16.3
2014-07-23,9,17.9
2014-07-23,9.3,NA
2014-07-28,0.1,13.8
2014-07-28,1,14.1
2014-07-28,1.6,13.4
2014-07-28,2.8,16
2014-07-28,3.8,15.5
2014-07-28,5,15.5
2014-07-28,5.2,NA
2014-07-28,5.5,NA
2014-07-28,5.8,NA
2014-07-28,6,NA
2014-07-28,6.2,20.5
2014-07-28,8,17.6
2014-07-28,9,18.8
2014-07-28,9.3,NA
2014-07-30,0.1,14.1333333333333
2014-07-30,1,13.7
2014-07-30,1.6,13.3666666666667
2014-07-30,2.8,15.9666666666667
2014-07-30,3.8,16.4
2014-07-30,5,18.6
2014-07-30,5.2,NA
2014-07-30,5.5,NA
2014-07-30,5.8,NA
2014-07-30,6,NA
2014-07-30,6.2,18.2
2014-07-30,8,18.4333333333333
2014-07-30,9,25.9333333333333
2014-07-30,9.3,NA
2014-08-02,0.1,14.4666666666667
2014-08-02,1,13.3
2014-08-02,1.6,13.3333333333333
2014-08-02,2.8,15.9333333333333
2014-08-02,3.8,17.3
2014-08-02,5,21.7
2014-08-02,5.2,NA
2014-08-02,5.5,NA
2014-08-02,5.8,NA
2014-08-02,6,NA
2014-08-02,6.2,15.9
2014-08-02,8,19.2666666666667
2014-08-02,9,33.0666666666667
2014-08-02,9.3,NA
2014-08-04,0.1,14.8
2014-08-04,1,12.9
2014-08-04,1.6,13.3
2014-08-04,2.8,15.9
2014-08-04,3.8,18.2
2014-08-04,5,24.8
2014-08-04,5.2,NA
2014-08-04,5.5,NA
2014-08-04,5.8,NA
2014-08-04,6,NA
2014-08-04,6.2,13.6
2014-08-04,8,20.1
2014-08-04,9,40.2
2014-08-04,9.3,NA
2014-08-06,0.1,14.4
2014-08-06,1,13.65
2014-08-06,1.6,13.825
2014-08-06,2.8,16.425
2014-08-06,3.8,17.7
2014-08-06,5,22
2014-08-06,5.2,NA
2014-08-06,5.5,NA
2014-08-06,5.8,NA
2014-08-06,6,NA
2014-08-06,6.2,13.925
2014-08-06,8,19.8
2014-08-06,9,35.35
2014-08-06,9.3,NA
2014-08-09,0.1,14
2014-08-09,1,14.4
2014-08-09,1.6,14.35
2014-08-09,2.8,16.95
2014-08-09,3.8,17.2
2014-08-09,5,19.2
2014-08-09,5.2,NA
2014-08-09,5.5,NA
2014-08-09,5.8,NA
2014-08-09,6,NA
2014-08-09,6.2,14.25
2014-08-09,8,19.5
2014-08-09,9,30.5
2014-08-09,9.3,NA
2014-08-10,0.1,13.6
2014-08-10,1,15.15
2014-08-10,1.6,14.875
2014-08-10,2.8,17.475
2014-08-10,3.8,16.7
2014-08-10,5,16.4
2014-08-10,5.2,NA
2014-08-10,5.5,NA
2014-08-10,5.8,NA
2014-08-10,6,NA
2014-08-10,6.2,14.575
2014-08-10,8,19.2
2014-08-10,9,25.65
2014-08-10,9.3,NA
2014-08-11,0.1,13.2
2014-08-11,1,15.9
2014-08-11,1.6,15.4
2014-08-11,2.8,18
2014-08-11,3.8,16.2
2014-08-11,5,13.6
2014-08-11,5.2,NA
2014-08-11,5.5,NA
2014-08-11,5.8,NA
2014-08-11,6,NA
2014-08-11,6.2,14.9
2014-08-11,8,18.9
2014-08-11,9,20.8
2014-08-11,9.3,NA
2014-08-13,0.1,13.05
2014-08-13,1,14.4
2014-08-13,1.6,16.7
2014-08-13,2.8,19.7
2014-08-13,3.8,20.15
2014-08-13,5,15.65
2014-08-13,5.2,NA
2014-08-13,5.5,NA
2014-08-13,5.8,NA
2014-08-13,6,NA
2014-08-13,6.2,15.75
2014-08-13,8,21.35
2014-08-13,9,17.95
2014-08-13,9.3,NA
2014-08-18,0.1,12.9
2014-08-18,1,12.9
2014-08-18,1.6,18
2014-08-18,2.8,21.4
2014-08-18,3.8,24.1
2014-08-18,5,17.7
2014-08-18,5.2,NA
2014-08-18,5.5,NA
2014-08-18,5.8,NA
2014-08-18,6,NA
2014-08-18,6.2,16.6
2014-08-18,8,23.8
2014-08-18,9,15.1
2014-08-18,9.3,NA
2014-08-19,0.1,12.9333333333333
2014-08-19,1,12.8
2014-08-19,1.6,14.1
2014-08-19,2.8,23.5
2014-08-19,3.8,23.0666666666667
2014-08-19,5,15.5333333333333
2014-08-19,5.2,NA
2014-08-19,5.5,NA
2014-08-19,5.8,NA
2014-08-19,6,NA
2014-08-19,6.2,16.8666666666667
2014-08-19,8,21.9333333333333
2014-08-19,9,14.6333333333333
2014-08-19,9.3,NA
2014-08-21,0.1,12.9666666666667
2014-08-21,1,12.7
2014-08-21,1.6,10.2
2014-08-21,2.8,25.6
2014-08-21,3.8,22.0333333333333
2014-08-21,5,13.3666666666667
2014-08-21,5.2,NA
2014-08-21,5.5,NA
2014-08-21,5.8,NA
2014-08-21,6,NA
2014-08-21,6.2,17.1333333333333
2014-08-21,8,20.0666666666667
2014-08-21,9,14.1666666666667
2014-08-21,9.3,NA
2014-08-25,0.1,13
2014-08-25,1,12.6
2014-08-25,1.6,6.3
2014-08-25,2.8,27.7
2014-08-25,3.8,21
2014-08-25,5,11.2
2014-08-25,5.2,NA
2014-08-25,5.5,NA
2014-08-25,5.8,NA
2014-08-25,6,NA
2014-08-25,6.2,17.4
2014-08-25,8,18.2
2014-08-25,9,13.7
2014-08-25,9.3,NA
2014-09-03,0.1,13
2014-09-03,1,18.7
2014-09-03,1.6,10.6
2014-09-03,2.8,19.8
2014-09-03,3.8,21.8
2014-09-03,5,21.7
2014-09-03,5.2,NA
2014-09-03,5.5,NA
2014-09-03,5.8,NA
2014-09-03,6,NA
2014-09-03,6.2,16.9
2014-09-03,8,1.2
2014-09-03,9,20.9
2014-09-03,9.3,NA
2014-09-08,0.1,20.5
2014-09-08,1,11.6
2014-09-08,1.6,10.9
2014-09-08,2.8,15.4
2014-09-08,3.8,20.5
2014-09-08,5,13.2
2014-09-08,5.2,NA
2014-09-08,5.5,NA
2014-09-08,5.8,NA
2014-09-08,6,NA
2014-09-08,6.2,14.7
2014-09-08,8,14
2014-09-08,9,12.1
2014-09-08,9.3,NA
2014-09-15,0.1,20.4
2014-09-15,1,16.6
2014-09-15,1.6,18.1
2014-09-15,2.8,17.8
2014-09-15,3.8,17.7
2014-09-15,5,28.7
2014-09-15,5.2,NA
2014-09-15,5.5,NA
2014-09-15,5.8,NA
2014-09-15,6,NA
2014-09-15,6.2,22.5
2014-09-15,8,14.5
2014-09-15,9,18.8
2014-09-15,9.3,NA
2014-09-22,0.1,14.9
2014-09-22,1,12.6
2014-09-22,1.6,13.4
2014-09-22,2.8,10.4
2014-09-22,3.8,13.6
2014-09-22,5,25.3
2014-09-22,5.2,NA
2014-09-22,5.5,NA
2014-09-22,5.8,NA
2014-09-22,6,NA
2014-09-22,6.2,13.4
2014-09-22,8,12.2
2014-09-22,9,10.7
2014-09-22,9.3,NA
2014-09-29,0.1,15.5
2014-09-29,1,14.4
2014-09-29,1.6,14.4
2014-09-29,2.8,24
2014-09-29,3.8,18
2014-09-29,5,25
2014-09-29,5.2,NA
2014-09-29,5.5,NA
2014-09-29,5.8,NA
2014-09-29,6,NA
2014-09-29,6.2,18.5
2014-09-29,8,15.5
2014-09-29,9,17.3
2014-09-29,9.3,NA
2014-10-04,0.1,15.6
2014-10-04,1,16.3
2014-10-04,1.6,15.55
2014-10-04,2.8,20.6
2014-10-04,3.8,17.6
2014-10-04,5,21.75
2014-10-04,5.2,NA
2014-10-04,5.5,NA
2014-10-04,5.8,NA
2014-10-04,6,NA
2014-10-04,6.2,18.95
2014-10-04,8,20.3
2014-10-04,9,16.15
2014-10-04,9.3,NA
2014-10-15,0.1,15.7
2014-10-15,1,18.2
2014-10-15,1.6,16.7
2014-10-15,2.8,17.2
2014-10-15,3.8,17.2
2014-10-15,5,18.5
2014-10-15,5.2,NA
2014-10-15,5.5,NA
2014-10-15,5.8,NA
2014-10-15,6,NA
2014-10-15,6.2,19.4
2014-10-15,8,25.1
2014-10-15,9,15
2014-10-15,9.3,NA
2014-10-23,0.1,10
2014-10-23,1,18
2014-10-23,1.6,13.1
2014-10-23,2.8,14.6
2014-10-23,3.8,16
2014-10-23,5,14.8
2014-10-23,5.2,NA
2014-10-23,5.5,NA
2014-10-23,5.8,NA
2014-10-23,6,NA
2014-10-23,6.2,21.9
2014-10-23,8,21.6
2014-10-23,9,22.3
2014-10-23,9.3,NA
2014-11-10,0.1,22.2
2014-11-10,1,18.9
2014-11-10,1.6,21.1
2014-11-10,2.8,21.2
2014-11-10,3.8,21.2
2014-11-10,5,23.4
2014-11-10,5.2,NA
2014-11-10,5.5,NA
2014-11-10,5.8,NA
2014-11-10,6,NA
2014-11-10,6.2,18.6
2014-11-10,8,17
2014-11-10,9,23.2
2014-11-10,9.3,NA
2014-12-10,0.1,15.9
2014-12-10,1,13.4
2014-12-10,1.6,15.6
2014-12-10,2.8,18.9
2014-12-10,3.8,14.5
2014-12-10,5,13.4
2014-12-10,5.2,NA
2014-12-10,5.5,NA
2014-12-10,5.8,NA
2014-12-10,6,NA
2014-12-10,6.2,11.7
2014-12-10,8,18
2014-12-10,9,9.4
2014-12-10,9.3,NA
2015-03-16,0.1,16.9
2015-03-16,1,13.825
2015-03-16,1.6,15.8
2015-03-16,2.8,18.2
2015-03-16,3.8,14.5
2015-03-16,5,12.5
2015-03-16,5.2,NA
2015-03-16,5.5,NA
2015-03-16,5.8,NA
2015-03-16,6,NA
2015-03-16,6.2,15.8
2015-03-16,8,13.7
2015-03-16,9,14.9
2015-03-16,9.3,NA
2015-03-31,0.1,18.4
2015-03-31,1,14.25
2015-03-31,1.6,16
2015-03-31,2.8,17.5
2015-03-31,3.8,14
2015-03-31,5,14.9
2015-03-31,5.2,NA
2015-03-31,5.5,NA
2015-03-31,5.8,NA
2015-03-31,6,NA
2015-03-31,6.2,14.4
2015-03-31,8,13.5
2015-03-31,9,14.2
2015-03-31,9.3,NA
2015-04-07,0.1,32.6
2015-04-07,1,14.675
2015-04-07,1.6,11.9
2015-04-07,2.8,16.8
2015-04-07,3.8,17.6
2015-04-07,5,18.2
2015-04-07,5.2,NA
2015-04-07,5.5,NA
2015-04-07,5.8,NA
2015-04-07,6,NA
2015-04-07,6.2,13.9
2015-04-07,8,12.2
2015-04-07,9,12.7
2015-04-07,9.3,NA
2015-04-13,0.1,16.3
2015-04-13,1,15.1
2015-04-13,1.6,17.2
2015-04-13,2.8,16.1
2015-04-13,3.8,16.7
2015-04-13,5,15.9
2015-04-13,5.2,NA
2015-04-13,5.5,NA
2015-04-13,5.8,NA
2015-04-13,6,NA
2015-04-13,6.2,13.2
2015-04-13,8,16
2015-04-13,9,16
2015-04-13,9.3,NA
2015-04-16,0.1,17.2
2015-04-16,1,16.3
2015-04-16,1.6,16.8
2015-04-16,2.8,15.6
2015-04-16,3.8,12.5
2015-04-16,5,15.2
2015-04-16,5.2,NA
2015-04-16,5.5,NA
2015-04-16,5.8,NA
2015-04-16,6,NA
2015-04-16,6.2,18.7
2015-04-16,8,13.5
2015-04-16,9,13.3
2015-04-16,9.3,NA
2015-04-19,0.1,17.9
2015-04-19,1,18.5
2015-04-19,1.6,18.7
2015-04-19,2.8,18.3
2015-04-19,3.8,17.4
2015-04-19,5,14.6
2015-04-19,5.2,NA
2015-04-19,5.5,NA
2015-04-19,5.8,NA
2015-04-19,6,NA
2015-04-19,6.2,13.7
2015-04-19,8,12.5
2015-04-19,9,16.2
2015-04-19,9.3,NA
2015-04-21,0.1,17.8
2015-04-21,1,17.7666666666667
2015-04-21,1.6,18.6
2015-04-21,2.8,18.9
2015-04-21,3.8,14.7
2015-04-21,5,14.7
2015-04-21,5.2,NA
2015-04-21,5.5,NA
2015-04-21,5.8,NA
2015-04-21,6,NA
2015-04-21,6.2,13.2
2015-04-21,8,12.6
2015-04-21,9,8.7
2015-04-21,9.3,NA
2015-04-25,0.1,11.2
2015-04-25,1,17.0333333333333
2015-04-25,1.6,13.3
2015-04-25,2.8,17.4
2015-04-25,3.8,16.5
2015-04-25,5,12.3
2015-04-25,5.2,NA
2015-04-25,5.5,NA
2015-04-25,5.8,NA
2015-04-25,6,NA
2015-04-25,6.2,7.7
2015-04-25,8,17.8
2015-04-25,9,62
2015-04-25,9.3,NA
2015-04-28,0.1,15.4
2015-04-28,1,16.3
2015-04-28,1.6,12.5
2015-04-28,2.8,15.1
2015-04-28,3.8,19.8
2015-04-28,5,15.3
2015-04-28,5.2,NA
2015-04-28,5.5,NA
2015-04-28,5.8,NA
2015-04-28,6,NA
2015-04-28,6.2,15.4
2015-04-28,8,24.6
2015-04-28,9,13.6
2015-04-28,9.3,NA
2015-05-01,0.1,15.7
2015-05-01,1,14.4
2015-05-01,1.6,15.4
2015-05-01,2.8,17.7
2015-05-01,3.8,31.6
2015-05-01,5,13.2
2015-05-01,5.2,NA
2015-05-01,5.5,NA
2015-05-01,5.8,NA
2015-05-01,6,NA
2015-05-01,6.2,14.4
2015-05-01,8,14
2015-05-01,9,14.1
2015-05-01,9.3,NA
2015-05-05,0.1,12.1
2015-05-05,1,12.5
2015-05-05,1.6,10.9
2015-05-05,2.8,15.2
2015-05-05,3.8,16.7
2015-05-05,5,14.5
2015-05-05,5.2,NA
2015-05-05,5.5,NA
2015-05-05,5.8,NA
2015-05-05,6,NA
2015-05-05,6.2,15.2
2015-05-05,8,13
2015-05-05,9,12.2
2015-05-05,9.3,NA
2015-05-07,0.1,11.65
2015-05-07,1,NA
2015-05-07,1.6,11.85
2015-05-07,2.8,NA
2015-05-07,3.8,16.75
2015-05-07,5,15.65
2015-05-07,5.2,NA
2015-05-07,5.5,NA
2015-05-07,5.8,NA
2015-05-07,6,NA
2015-05-07,6.2,12.95
2015-05-07,8,22
2015-05-07,9,15
2015-05-07,9.3,NA
2015-05-11,0.1,11.2
2015-05-11,1,NA
2015-05-11,1.6,12.8
2015-05-11,2.8,NA
2015-05-11,3.8,16.8
2015-05-11,5,16.8
2015-05-11,5.2,NA
2015-05-11,5.5,NA
2015-05-11,5.8,NA
2015-05-11,6,NA
2015-05-11,6.2,10.7
2015-05-11,8,31
2015-05-11,9,17.8
2015-05-11,9.3,NA
2015-05-14,0.1,12.35
2015-05-14,1,NA
2015-05-14,1.6,14.7
2015-05-14,2.8,NA
2015-05-14,3.8,16.25
2015-05-14,5,18.45
2015-05-14,5.2,NA
2015-05-14,5.5,NA
2015-05-14,5.8,NA
2015-05-14,6,NA
2015-05-14,6.2,15.05
2015-05-14,8,32.55
2015-05-14,9,16.45
2015-05-14,9.3,NA
2015-05-18,0.1,13.5
2015-05-18,1,NA
2015-05-18,1.6,16.6
2015-05-18,2.8,NA
2015-05-18,3.8,15.7
2015-05-18,5,20.1
2015-05-18,5.2,NA
2015-05-18,5.5,NA
2015-05-18,5.8,NA
2015-05-18,6,NA
2015-05-18,6.2,19.4
2015-05-18,8,34.1
2015-05-18,9,15.1
2015-05-18,9.3,NA
2015-05-21,0.1,13.2
2015-05-21,1,NA
2015-05-21,1.6,15.25
2015-05-21,2.8,NA
2015-05-21,3.8,14.95
2015-05-21,5,19.55
2015-05-21,5.2,NA
2015-05-21,5.5,NA
2015-05-21,5.8,NA
2015-05-21,6,NA
2015-05-21,6.2,26.9
2015-05-21,8,31.55
2015-05-21,9,17.9
2015-05-21,9.3,NA
2015-05-25,0.1,12.9
2015-05-25,1,NA
2015-05-25,1.6,13.9
2015-05-25,2.8,NA
2015-05-25,3.8,14.2
2015-05-25,5,19
2015-05-25,5.2,NA
2015-05-25,5.5,NA
2015-05-25,5.8,NA
2015-05-25,6,NA
2015-05-25,6.2,34.4
2015-05-25,8,29
2015-05-25,9,20.7
2015-05-25,9.3,NA
2015-05-28,0.1,13.95
2015-05-28,1,NA
2015-05-28,1.6,15.55
2015-05-28,2.8,NA
2015-05-28,3.8,18.7
2015-05-28,5,18.4
2015-05-28,5.2,NA
2015-05-28,5.5,NA
2015-05-28,5.8,NA
2015-05-28,6,NA
2015-05-28,6.2,25.85
2015-05-28,8,27.55
2015-05-28,9,21.15
2015-05-28,9.3,NA
2015-06-08,0.1,15
2015-06-08,1,NA
2015-06-08,1.6,17.2
2015-06-08,2.8,NA
2015-06-08,3.8,23.2
2015-06-08,5,17.8
2015-06-08,5.2,NA
2015-06-08,5.5,NA
2015-06-08,5.8,NA
2015-06-08,6,NA
2015-06-08,6.2,17.3
2015-06-08,8,26.1
2015-06-08,9,21.6
2015-06-08,9.3,NA
2015-06-11,0.1,13.85
2015-06-11,1,NA
2015-06-11,1.6,14.6
2015-06-11,2.8,NA
2015-06-11,3.8,19.75
2015-06-11,5,18.9
2015-06-11,5.2,NA
2015-06-11,5.5,NA
2015-06-11,5.8,NA
2015-06-11,6,NA
2015-06-11,6.2,17
2015-06-11,8,21.35
2015-06-11,9,26.7
2015-06-11,9.3,NA
2015-06-15,0.1,12.7
2015-06-15,1,NA
2015-06-15,1.6,12
2015-06-15,2.8,NA
2015-06-15,3.8,16.3
2015-06-15,5,20
2015-06-15,5.2,NA
2015-06-15,5.5,NA
2015-06-15,5.8,NA
2015-06-15,6,NA
2015-06-15,6.2,16.7
2015-06-15,8,16.6
2015-06-15,9,31.8
2015-06-15,9.3,NA
2015-06-18,0.1,12.2
2015-06-18,1,NA
2015-06-18,1.6,12.9
2015-06-18,2.8,NA
2015-06-18,3.8,16.4333333333333
2015-06-18,5,21.9333333333333
2015-06-18,5.2,NA
2015-06-18,5.5,NA
2015-06-18,5.8,NA
2015-06-18,6,NA
2015-06-18,6.2,18.0333333333333
2015-06-18,8,18.0666666666667
2015-06-18,9,32.9333333333333
2015-06-18,9.3,NA
2015-06-19,0.1,11.7
2015-06-19,1,NA
2015-06-19,1.6,13.8
2015-06-19,2.8,NA
2015-06-19,3.8,16.5666666666667
2015-06-19,5,23.8666666666667
2015-06-19,5.2,NA
2015-06-19,5.5,NA
2015-06-19,5.8,NA
2015-06-19,6,NA
2015-06-19,6.2,19.3666666666667
2015-06-19,8,19.5333333333333
2015-06-19,9,34.0666666666667
2015-06-19,9.3,NA
2015-06-22,0.1,11.2
2015-06-22,1,NA
2015-06-22,1.6,14.7
2015-06-22,2.8,NA
2015-06-22,3.8,16.7
2015-06-22,5,25.8
2015-06-22,5.2,NA
2015-06-22,5.5,NA
2015-06-22,5.8,NA
2015-06-22,6,NA
2015-06-22,6.2,20.7
2015-06-22,8,21
2015-06-22,9,35.2
2015-06-22,9.3,NA
2015-06-23,0.1,12
2015-06-23,1,NA
2015-06-23,1.6,14.8666666666667
2015-06-23,2.8,NA
2015-06-23,3.8,16.0666666666667
2015-06-23,5,20.6
2015-06-23,5.2,NA
2015-06-23,5.5,NA
2015-06-23,5.8,NA
2015-06-23,6,NA
2015-06-23,6.2,20.5
2015-06-23,8,20.4
2015-06-23,9,29.8666666666667
2015-06-23,9.3,NA
2015-06-25,0.1,12.8
2015-06-25,1,NA
2015-06-25,1.6,15.0333333333333
2015-06-25,2.8,NA
2015-06-25,3.8,15.4333333333333
2015-06-25,5,15.4
2015-06-25,5.2,NA
2015-06-25,5.5,NA
2015-06-25,5.8,NA
2015-06-25,6,NA
2015-06-25,6.2,20.3
2015-06-25,8,19.8
2015-06-25,9,24.5333333333333
2015-06-25,9.3,NA
2015-06-29,0.1,13.6
2015-06-29,1,NA
2015-06-29,1.6,15.2
2015-06-29,2.8,NA
2015-06-29,3.8,14.8
2015-06-29,5,10.2
2015-06-29,5.2,NA
2015-06-29,5.5,NA
2015-06-29,5.8,NA
2015-06-29,6,NA
2015-06-29,6.2,20.1
2015-06-29,8,19.2
2015-06-29,9,19.2
2015-06-29,9.3,NA
2015-07-02,0.1,13.6
2015-07-02,1,NA
2015-07-02,1.6,14.65
2015-07-02,2.8,NA
2015-07-02,3.8,17
2015-07-02,5,13.25
2015-07-02,5.2,NA
2015-07-02,5.5,NA
2015-07-02,5.8,NA
2015-07-02,6,NA
2015-07-02,6.2,19.9
2015-07-02,8,15.9
2015-07-02,9,16.5
2015-07-02,9.3,NA
2015-07-06,0.1,13.6
2015-07-06,1,NA
2015-07-06,1.6,14.1
2015-07-06,2.8,NA
2015-07-06,3.8,19.2
2015-07-06,5,16.3
2015-07-06,5.2,NA
2015-07-06,5.5,NA
2015-07-06,5.8,NA
2015-07-06,6,NA
2015-07-06,6.2,19.7
2015-07-06,8,12.6
2015-07-06,9,13.8
2015-07-06,9.3,NA
2015-07-09,0.1,16
2015-07-09,1,NA
2015-07-09,1.6,13.1
2015-07-09,2.8,NA
2015-07-09,3.8,15.5
2015-07-09,5,13.9
2015-07-09,5.2,NA
2015-07-09,5.5,NA
2015-07-09,5.8,NA
2015-07-09,6,NA
2015-07-09,6.2,16
2015-07-09,8,10.45
2015-07-09,9,11.35
2015-07-09,9.3,NA
2015-07-13,0.1,18.4
2015-07-13,1,NA
2015-07-13,1.6,12.1
2015-07-13,2.8,NA
2015-07-13,3.8,11.8
2015-07-13,5,11.5
2015-07-13,5.2,NA
2015-07-13,5.5,NA
2015-07-13,5.8,NA
2015-07-13,6,NA
2015-07-13,6.2,12.3
2015-07-13,8,8.3
2015-07-13,9,8.9
2015-07-13,9.3,NA
2015-07-16,0.1,17.15
2015-07-16,1,NA
2015-07-16,1.6,17.6
2015-07-16,2.8,NA
2015-07-16,3.8,19.6
2015-07-16,5,14.9
2015-07-16,5.2,NA
2015-07-16,5.5,NA
2015-07-16,5.8,NA
2015-07-16,6,NA
2015-07-16,6.2,18.8
2015-07-16,8,12.45
2015-07-16,9,12.7
2015-07-16,9.3,NA
2015-07-20,0.1,15.9
2015-07-20,1,NA
2015-07-20,1.6,23.1
2015-07-20,2.8,NA
2015-07-20,3.8,27.4
2015-07-20,5,18.3
2015-07-20,5.2,NA
2015-07-20,5.5,NA
2015-07-20,5.8,NA
2015-07-20,6,NA
2015-07-20,6.2,25.3
2015-07-20,8,16.6
2015-07-20,9,16.5
2015-07-20,9.3,NA
2015-07-23,0.1,15.575
2015-07-23,1,NA
2015-07-23,1.6,19.05
2015-07-23,2.8,NA
2015-07-23,3.8,26.15
2015-07-23,5,20.75
2015-07-23,5.2,NA
2015-07-23,5.5,NA
2015-07-23,5.8,NA
2015-07-23,6,NA
2015-07-23,6.2,21.5
2015-07-23,8,17.15
2015-07-23,9,15.85
2015-07-23,9.3,NA
2015-07-27,0.1,15.25
2015-07-27,1,NA
2015-07-27,1.6,15
2015-07-27,2.8,NA
2015-07-27,3.8,24.9
2015-07-27,5,23.2
2015-07-27,5.2,NA
2015-07-27,5.5,NA
2015-07-27,5.8,NA
2015-07-27,6,NA
2015-07-27,6.2,17.7
2015-07-27,8,17.7
2015-07-27,9,15.2
2015-07-27,9.3,NA
2015-07-30,0.1,14.925
2015-07-30,1,NA
2015-07-30,1.6,16.4
2015-07-30,2.8,NA
2015-07-30,3.8,38.3
2015-07-30,5,24.85
2015-07-30,5.2,NA
2015-07-30,5.5,NA
2015-07-30,5.8,NA
2015-07-30,6,NA
2015-07-30,6.2,18.1
2015-07-30,8,17.25
2015-07-30,9,14.85
2015-07-30,9.3,NA
2015-08-03,0.1,14.6
2015-08-03,1,NA
2015-08-03,1.6,17.8
2015-08-03,2.8,NA
2015-08-03,3.8,51.7
2015-08-03,5,26.5
2015-08-03,5.2,NA
2015-08-03,5.5,NA
2015-08-03,5.8,NA
2015-08-03,6,NA
2015-08-03,6.2,18.5
2015-08-03,8,16.8
2015-08-03,9,14.5
2015-08-03,9.3,NA
2015-08-08,0.1,17.4
2015-08-08,1,NA
2015-08-08,1.6,20.45
2015-08-08,2.8,NA
2015-08-08,3.8,46
2015-08-08,5,17.6
2015-08-08,5.2,NA
2015-08-08,5.5,NA
2015-08-08,5.8,NA
2015-08-08,6,NA
2015-08-08,6.2,22.5
2015-08-08,8,15.55
2015-08-08,9,15.05
2015-08-08,9.3,NA
2015-08-31,0.1,20.2
2015-08-31,1,NA
2015-08-31,1.6,23.1
2015-08-31,2.8,NA
2015-08-31,3.8,40.3
2015-08-31,5,8.7
2015-08-31,5.2,NA
2015-08-31,5.5,NA
2015-08-31,5.8,NA
2015-08-31,6,NA
2015-08-31,6.2,26.5
2015-08-31,8,14.3
2015-08-31,9,15.6
2015-08-31,9.3,NA
2015-09-04,0.1,22.75
2015-09-04,1,NA
2015-09-04,1.6,23.6
2015-09-04,2.8,NA
2015-09-04,3.8,34.6
2015-09-04,5,20.3
2015-09-04,5.2,NA
2015-09-04,5.5,NA
2015-09-04,5.8,NA
2015-09-04,6,NA
2015-09-04,6.2,24.7
2015-09-04,8,17.35
2015-09-04,9,16.25
2015-09-04,9.3,NA
2015-09-07,0.1,25.3
2015-09-07,1,NA
2015-09-07,1.6,24.1
2015-09-07,2.8,NA
2015-09-07,3.8,28.9
2015-09-07,5,31.9
2015-09-07,5.2,NA
2015-09-07,5.5,NA
2015-09-07,5.8,NA
2015-09-07,6,NA
2015-09-07,6.2,22.9
2015-09-07,8,20.4
2015-09-07,9,16.9
2015-09-07,9.3,NA
2015-09-14,0.1,24.8
2015-09-14,1,NA
2015-09-14,1.6,20
2015-09-14,2.8,NA
2015-09-14,3.8,24.4
2015-09-14,5,4.9
2015-09-14,5.2,NA
2015-09-14,5.5,NA
2015-09-14,5.8,NA
2015-09-14,6,NA
2015-09-14,6.2,23.2
2015-09-14,8,7.6
2015-09-14,9,13.6
2015-09-14,9.3,NA
2015-09-18,0.1,24.85
2015-09-18,1,NA
2015-09-18,1.6,22.15
2015-09-18,2.8,NA
2015-09-18,3.8,20.5
2015-09-18,5,16.45
2015-09-18,5.2,NA
2015-09-18,5.5,NA
2015-09-18,5.8,NA
2015-09-18,6,NA
2015-09-18,6.2,21.05
2015-09-18,8,16.25
2015-09-18,9,15.25
2015-09-18,9.3,NA
2015-09-21,0.1,24.9
2015-09-21,1,NA
2015-09-21,1.6,24.3
2015-09-21,2.8,NA
2015-09-21,3.8,16.6
2015-09-21,5,28
2015-09-21,5.2,NA
2015-09-21,5.5,NA
2015-09-21,5.8,NA
2015-09-21,6,NA
2015-09-21,6.2,18.9
2015-09-21,8,24.9
2015-09-21,9,16.9
2015-09-21,9.3,NA
2015-09-28,0.1,18.9
2015-09-28,1,NA
2015-09-28,1.6,22.1
2015-09-28,2.8,NA
2015-09-28,3.8,16.5
2015-09-28,5,21.2
2015-09-28,5.2,NA
2015-09-28,5.5,NA
2015-09-28,5.8,NA
2015-09-28,6,NA
2015-09-28,6.2,18
2015-09-28,8,11.9
2015-09-28,9,12.9
2015-09-28,9.3,NA
2015-10-02,0.1,17.35
2015-10-02,1,NA
2015-10-02,1.6,18.9
2015-10-02,2.8,NA
2015-10-02,3.8,16.75
2015-10-02,5,19.75
2015-10-02,5.2,NA
2015-10-02,5.5,NA
2015-10-02,5.8,NA
2015-10-02,6,NA
2015-10-02,6.2,18
2015-10-02,8,13.5
2015-10-02,9,14.85
2015-10-02,9.3,NA
2015-10-05,0.1,15.8
2015-10-05,1,NA
2015-10-05,1.6,15.7
2015-10-05,2.8,NA
2015-10-05,3.8,17
2015-10-05,5,18.3
2015-10-05,5.2,NA
2015-10-05,5.5,NA
2015-10-05,5.8,NA
