"Date","Depth","TP_interp"
2015-10-05,6,NA
2015-10-05,6.2,18
2015-10-05,8,15.1
2015-10-05,9,16.8
2015-10-05,9.3,NA
2015-10-19,0.1,14.7
2015-10-19,1,NA
2015-10-19,1.6,19
2015-10-19,2.8,NA
2015-10-19,3.8,14.2
2015-10-19,5,13.6
2015-10-19,5.2,NA
2015-10-19,5.5,NA
2015-10-19,5.8,NA
2015-10-19,6,NA
2015-10-19,6.2,16.1
2015-10-19,8,15.8
2015-10-19,9,13.9
2015-10-19,9.3,NA
2015-10-23,0.1,14.25
2015-10-23,1,NA
2015-10-23,1.6,16.3
2015-10-23,2.8,NA
2015-10-23,3.8,14
2015-10-23,5,13.75
2015-10-23,5.2,NA
2015-10-23,5.5,NA
2015-10-23,5.8,NA
2015-10-23,6,NA
2015-10-23,6.2,16.9
2015-10-23,8,14.85
2015-10-23,9,13.6
2015-10-23,9.3,NA
2015-12-07,0.1,13.8
2015-12-07,1,NA
2015-12-07,1.6,13.6
2015-12-07,2.8,NA
2015-12-07,3.8,13.8
2015-12-07,5,13.9
2015-12-07,5.2,NA
2015-12-07,5.5,NA
2015-12-07,5.8,NA
2015-12-07,6,NA
2015-12-07,6.2,17.7
2015-12-07,8,13.9
2015-12-07,9,13.3
2015-12-07,9.3,NA
2016-05-12,0.1,14.3
2016-05-12,1,NA
2016-05-12,1.6,12.9
2016-05-12,2.8,NA
2016-05-12,3.8,16.35
2016-05-12,5,17.85
2016-05-12,5.2,NA
2016-05-12,5.5,NA
2016-05-12,5.8,NA
2016-05-12,6,NA
2016-05-12,6.2,16.7
2016-05-12,8,14.3
2016-05-12,9,12.7
2016-05-12,9.3,NA
2016-05-16,0.1,14.8
2016-05-16,1,NA
2016-05-16,1.6,12.2
2016-05-16,2.8,NA
2016-05-16,3.8,18.9
2016-05-16,5,21.8
2016-05-16,5.2,NA
2016-05-16,5.5,NA
2016-05-16,5.8,NA
2016-05-16,6,NA
2016-05-16,6.2,15.7
2016-05-16,8,14.7
2016-05-16,9,12.1
2016-05-16,9.3,NA
2016-05-19,0.1,15.2
2016-05-19,1,NA
2016-05-19,1.6,12
2016-05-19,2.8,NA
2016-05-19,3.8,19.45
2016-05-19,5,21.15
2016-05-19,5.2,NA
2016-05-19,5.5,NA
2016-05-19,5.8,NA
2016-05-19,6,NA
2016-05-19,6.2,15.7
2016-05-19,8,18.55
2016-05-19,9,15.9
2016-05-19,9.3,NA
2016-05-23,0.1,15.6
2016-05-23,1,NA
2016-05-23,1.6,11.8
2016-05-23,2.8,NA
2016-05-23,3.8,20
2016-05-23,5,20.5
2016-05-23,5.2,NA
2016-05-23,5.5,NA
2016-05-23,5.8,NA
2016-05-23,6,NA
2016-05-23,6.2,15.7
2016-05-23,8,22.4
2016-05-23,9,19.7
2016-05-23,9.3,NA
2016-05-26,0.1,16.2666666666667
2016-05-26,1,NA
2016-05-26,1.6,12.5666666666667
2016-05-26,2.8,NA
2016-05-26,3.8,18.2666666666667
2016-05-26,5,19.6
2016-05-26,5.2,NA
2016-05-26,5.5,NA
2016-05-26,5.8,NA
2016-05-26,6,NA
2016-05-26,6.2,15.7
2016-05-26,8,20.5333333333333
2016-05-26,9,19.7
2016-05-26,9.3,NA
2016-05-29,0.1,16.9333333333333
2016-05-29,1,NA
2016-05-29,1.6,13.3333333333333
2016-05-29,2.8,NA
2016-05-29,3.8,16.5333333333333
2016-05-29,5,18.7
2016-05-29,5.2,NA
2016-05-29,5.5,NA
2016-05-29,5.8,NA
2016-05-29,6,NA
2016-05-29,6.2,15.7
2016-05-29,8,18.6666666666667
2016-05-29,9,19.7
2016-05-29,9.3,NA
2016-05-30,0.1,17.6
2016-05-30,0.1,17.6
2016-05-30,0.1,17.6
2016-05-30,0.1,17.6
2016-05-30,0.1,19.1
2016-05-30,0.1,19.1
2016-05-30,0.1,19.1
2016-05-30,0.1,19.1
2016-05-30,1,NA
2016-05-30,1,NA
2016-05-30,1,NA
2016-05-30,1,NA
2016-05-30,1.6,14.1
2016-05-30,1.6,14.1
2016-05-30,1.6,14.1
2016-05-30,1.6,14.1
2016-05-30,1.6,20.2
2016-05-30,1.6,20.2
2016-05-30,1.6,20.2
2016-05-30,1.6,20.2
2016-05-30,2.8,NA
2016-05-30,2.8,NA
2016-05-30,2.8,NA
2016-05-30,2.8,NA
2016-05-30,3.8,14.8
2016-05-30,3.8,14.8
2016-05-30,3.8,14.8
2016-05-30,3.8,14.8
2016-05-30,3.8,19.7
2016-05-30,3.8,19.7
2016-05-30,3.8,19.7
2016-05-30,3.8,19.7
2016-05-30,5,17.8
2016-05-30,5,17.8
2016-05-30,5,17.8
2016-05-30,5,17.8
2016-05-30,5,25.7
2016-05-30,5,25.7
2016-05-30,5,25.7
2016-05-30,5,25.7
2016-05-30,5.2,NA
2016-05-30,5.2,NA
2016-05-30,5.2,NA
2016-05-30,5.2,NA
2016-05-30,5.5,NA
2016-05-30,5.5,NA
2016-05-30,5.5,NA
2016-05-30,5.5,NA
2016-05-30,5.8,NA
2016-05-30,5.8,NA
2016-05-30,5.8,NA
2016-05-30,5.8,NA
2016-05-30,6,NA
2016-05-30,6,NA
2016-05-30,6,NA
2016-05-30,6,NA
2016-05-30,6.2,15.7
2016-05-30,6.2,15.7
2016-05-30,6.2,15.7
2016-05-30,6.2,15.7
2016-05-30,6.2,15.4
2016-05-30,6.2,15.4
2016-05-30,6.2,15.4
2016-05-30,6.2,15.4
2016-05-30,8,16.8
2016-05-30,8,16.8
2016-05-30,8,16.8
2016-05-30,8,16.8
2016-05-30,8,21.5
2016-05-30,8,21.5
2016-05-30,8,21.5
2016-05-30,8,21.5
2016-05-30,9,19.7
2016-05-30,9,19.7
2016-05-30,9,19.7
2016-05-30,9,19.7
2016-05-30,9,20.3
2016-05-30,9,20.3
2016-05-30,9,20.3
2016-05-30,9,20.3
2016-05-30,9.3,NA
2016-05-30,9.3,NA
2016-05-30,9.3,NA
2016-05-30,9.3,NA
2016-05-31,0.1,18.9
2016-05-31,1,NA
2016-05-31,1.6,26.4
2016-05-31,2.8,NA
2016-05-31,3.8,19.2
2016-05-31,5,17.7
2016-05-31,5.2,NA
2016-05-31,5.5,NA
2016-05-31,5.8,NA
2016-05-31,6,NA
2016-05-31,6.2,20.4
2016-05-31,8,18.6
2016-05-31,9,29.1
2016-05-31,9.3,NA
2016-06-01,0.1,19.5
2016-06-01,1,NA
2016-06-01,1.6,21.75
2016-06-01,2.8,NA
2016-06-01,3.8,23.85
2016-06-01,5,16.8
2016-06-01,5.2,NA
2016-06-01,5.5,NA
2016-06-01,5.8,NA
2016-06-01,6,NA
2016-06-01,6.2,20.05
2016-06-01,8,17.15
2016-06-01,9,24.05
2016-06-01,9.3,NA
2016-06-02,0.1,20.1
2016-06-02,1,NA
2016-06-02,1.6,17.1
2016-06-02,2.8,NA
2016-06-02,3.8,28.5
2016-06-02,5,15.9
2016-06-02,5.2,NA
2016-06-02,5.5,NA
2016-06-02,5.8,NA
2016-06-02,6,NA
2016-06-02,6.2,19.7
2016-06-02,8,15.7
2016-06-02,9,19
2016-06-02,9.3,NA
2016-06-03,0.1,20.15
2016-06-03,1,NA
2016-06-03,1.6,19.15
2016-06-03,2.8,NA
2016-06-03,3.8,23.85
2016-06-03,5,19.05
2016-06-03,5.2,NA
2016-06-03,5.5,NA
2016-06-03,5.8,NA
2016-06-03,6,14.9
2016-06-03,6.2,18.7
2016-06-03,8,16.5
2016-06-03,9,19.05
2016-06-03,9.3,NA
2016-06-06,0.1,20.2
2016-06-06,1,NA
2016-06-06,1.6,21.2
2016-06-06,2.8,NA
2016-06-06,3.8,19.2
2016-06-06,5,22.2
2016-06-06,5.2,NA
2016-06-06,5.5,NA
2016-06-06,5.8,NA
2016-06-06,6,NA
2016-06-06,6.2,17.7
2016-06-06,8,17.3
2016-06-06,9,19.1
2016-06-06,9.3,NA
2016-06-07,0.1,19.9
2016-06-07,1,NA
2016-06-07,1.6,20.325
2016-06-07,2.8,NA
2016-06-07,3.8,19.025
2016-06-07,5,20.85
2016-06-07,5.2,NA
2016-06-07,5.5,NA
2016-06-07,5.8,NA
2016-06-07,6,NA
2016-06-07,6.2,17.4
2016-06-07,8,16.95
2016-06-07,9,18.625
2016-06-07,9.3,NA
2016-06-08,0.1,19.6
2016-06-08,1,NA
2016-06-08,1.6,19.45
2016-06-08,2.8,NA
2016-06-08,3.8,18.85
2016-06-08,5,19.5
2016-06-08,5.2,NA
2016-06-08,5.5,NA
2016-06-08,5.8,NA
2016-06-08,6,NA
2016-06-08,6.2,17.1
2016-06-08,8,16.6
2016-06-08,9,18.15
2016-06-08,9.3,NA
2016-06-09,0.1,19.3
2016-06-09,1,NA
2016-06-09,1.6,18.575
2016-06-09,2.8,NA
2016-06-09,3.8,18.675
2016-06-09,5,18.15
2016-06-09,5.2,NA
2016-06-09,5.5,NA
2016-06-09,5.8,NA
2016-06-09,6,NA
2016-06-09,6.2,16.8
2016-06-09,8,16.25
2016-06-09,9,17.675
2016-06-09,9.3,NA
2016-06-13,0.1,19
2016-06-13,1,NA
2016-06-13,1.6,17.7
2016-06-13,2.8,NA
2016-06-13,3.8,18.5
2016-06-13,5,16.8
2016-06-13,5.2,NA
2016-06-13,5.5,NA
2016-06-13,5.8,NA
2016-06-13,6,NA
2016-06-13,6.2,16.5
2016-06-13,8,15.9
2016-06-13,9,17.2
2016-06-13,9.3,NA
2016-06-20,0.1,23.3
2016-06-20,1,NA
2016-06-20,1.6,26.4
2016-06-20,2.8,NA
2016-06-20,3.8,28
2016-06-20,5,19.875
2016-06-20,5.2,NA
2016-06-20,5.5,NA
2016-06-20,5.8,NA
2016-06-20,6,NA
2016-06-20,6.2,20.1
2016-06-20,8,16
2016-06-20,9,18.7
2016-06-20,9.3,NA
2016-06-23,0.1,22.5666666666667
2016-06-23,1,NA
2016-06-23,1.6,24.9
2016-06-23,2.8,NA
2016-06-23,3.8,28.0333333333333
2016-06-23,5,22.95
2016-06-23,5.2,NA
2016-06-23,5.5,NA
2016-06-23,5.8,NA
2016-06-23,6,NA
2016-06-23,6.2,19.9
2016-06-23,8,17.3
2016-06-23,9,19.3333333333333
2016-06-23,9.3,NA
2016-06-26,0.1,21.8333333333333
2016-06-26,1,NA
2016-06-26,1.6,23.4
2016-06-26,2.8,NA
2016-06-26,3.8,28.0666666666667
2016-06-26,5,26.025
2016-06-26,5.2,NA
2016-06-26,5.5,NA
2016-06-26,5.8,NA
2016-06-26,6,NA
2016-06-26,6.2,19.7
2016-06-26,8,18.6
2016-06-26,9,19.9666666666667
2016-06-26,9.3,NA
2016-06-27,0.1,21.1
2016-06-27,1,NA
2016-06-27,1.6,21.9
2016-06-27,2.8,NA
2016-06-27,3.8,28.1
2016-06-27,5,29.1
2016-06-27,5.2,NA
2016-06-27,5.5,NA
2016-06-27,5.8,NA
2016-06-27,6,NA
2016-06-27,6.2,19.5
2016-06-27,8,19.9
2016-06-27,9,20.6
2016-06-27,9.3,NA
2016-06-28,0.1,23.2
2016-06-28,1,NA
2016-06-28,1.6,24.6
2016-06-28,2.8,NA
2016-06-28,3.8,19.1
2016-06-28,5,19.6
2016-06-28,5.2,NA
2016-06-28,5.5,NA
2016-06-28,5.8,NA
2016-06-28,6,NA
2016-06-28,6.2,24.1
2016-06-28,8,18.1
2016-06-28,9,14.6
2016-06-28,9.3,NA
2016-06-30,0.1,19.1
2016-06-30,1,NA
2016-06-30,1.6,19.5
2016-06-30,2.8,NA
2016-06-30,3.8,18.3
2016-06-30,5,19.9
2016-06-30,5.2,NA
2016-06-30,5.5,NA
2016-06-30,5.8,NA
2016-06-30,6,NA
2016-06-30,6.2,23.4
2016-06-30,8,21.1
2016-06-30,9,20.6
2016-06-30,9.3,NA
2016-07-05,0.1,16.7
2016-07-05,1,NA
2016-07-05,1.6,20.1
2016-07-05,2.8,NA
2016-07-05,3.8,18.2
2016-07-05,5,17.1
2016-07-05,5.2,NA
2016-07-05,5.5,NA
2016-07-05,5.8,NA
2016-07-05,6,NA
2016-07-05,6.2,15.7
2016-07-05,8,18.5
2016-07-05,9,18.2
2016-07-05,9.3,NA
2016-07-07,0.1,17.1
2016-07-07,1,NA
2016-07-07,1.6,20
2016-07-07,2.8,NA
2016-07-07,3.8,16.8
2016-07-07,5,18.9
2016-07-07,5.2,NA
2016-07-07,5.5,NA
2016-07-07,5.8,NA
2016-07-07,6,NA
2016-07-07,6.2,19.5
2016-07-07,8,20.2
2016-07-07,9,20
2016-07-07,9.3,NA
2016-07-11,0.1,17.5
2016-07-11,1,NA
2016-07-11,1.6,19.9
2016-07-11,2.8,NA
2016-07-11,3.8,15.4
2016-07-11,5,20.7
2016-07-11,5.2,NA
2016-07-11,5.5,29.2
2016-07-11,5.8,NA
2016-07-11,6,NA
2016-07-11,6.2,23.3
2016-07-11,8,21.9
2016-07-11,9,21.8
2016-07-11,9.3,NA
2016-07-14,0.1,19.5
2016-07-14,1,NA
2016-07-14,1.6,21.45
2016-07-14,2.8,NA
2016-07-14,3.8,19.6
2016-07-14,5,20.85
2016-07-14,5.2,NA
2016-07-14,5.5,27.1333333333333
2016-07-14,5.8,NA
2016-07-14,6,NA
2016-07-14,6.2,22.6
2016-07-14,8,22.95
2016-07-14,9,21.15
2016-07-14,9.3,NA
2016-07-18,0.1,21.5
2016-07-18,1,NA
2016-07-18,1.6,23
2016-07-18,2.8,NA
2016-07-18,3.8,23.8
2016-07-18,5,21
2016-07-18,5.2,NA
2016-07-18,5.5,25.0666666666667
2016-07-18,5.8,NA
2016-07-18,6,NA
2016-07-18,6.2,21.9
2016-07-18,8,24
2016-07-18,9,20.5
2016-07-18,9.3,NA
2016-07-21,0.1,20.6
2016-07-21,1,NA
2016-07-21,1.6,22.5
2016-07-21,2.8,NA
2016-07-21,3.8,22.0666666666667
2016-07-21,5,22.1666666666667
2016-07-21,5.2,NA
2016-07-21,5.5,23
2016-07-21,5.8,NA
2016-07-21,6,NA
2016-07-21,6.2,23.4
2016-07-21,8,24.3666666666667
2016-07-21,9,22.2666666666667
2016-07-21,9.3,NA
2016-07-24,0.1,19.7
2016-07-24,1,NA
2016-07-24,1.6,22
2016-07-24,2.8,NA
2016-07-24,3.8,20.3333333333333
2016-07-24,5,23.3333333333333
2016-07-24,5.2,NA
2016-07-24,5.5,26.7
2016-07-24,5.8,NA
2016-07-24,6,NA
2016-07-24,6.2,24.9
2016-07-24,8,24.7333333333333
2016-07-24,9,24.0333333333333
2016-07-24,9.3,NA
2016-07-25,0.1,18.8
2016-07-25,0.1,20.6
2016-07-25,1,NA
2016-07-25,1.6,21.5
2016-07-25,2.8,NA
2016-07-25,3.8,18.6
2016-07-25,5,24.5
2016-07-25,5.2,24
2016-07-25,5.5,30.4
2016-07-25,5.8,NA
2016-07-25,6,NA
2016-07-25,6.2,26.4
2016-07-25,8,25.1
2016-07-25,8,22.4
2016-07-25,9,25.8
2016-07-25,9.3,NA
2016-07-26,0.1,19.7
2016-07-26,1,NA
2016-07-26,1.6,19.8666666666667
2016-07-26,2.8,NA
2016-07-26,3.8,19.1
2016-07-26,5,22.8666666666667
2016-07-26,5.2,NA
2016-07-26,5.5,30.4
2016-07-26,5.8,NA
2016-07-26,6,NA
2016-07-26,6.2,24.7
2016-07-26,8,22.4333333333333
2016-07-26,9,24.9333333333333
2016-07-26,9.3,NA
2016-07-28,0.1,18.8
2016-07-28,1,NA
2016-07-28,1.6,18.2333333333333
2016-07-28,2.8,NA
2016-07-28,3.8,19.6
2016-07-28,5,21.2333333333333
2016-07-28,5.2,NA
2016-07-28,5.5,30.4
2016-07-28,5.8,NA
2016-07-28,6,NA
2016-07-28,6.2,23
2016-07-28,8,22.4666666666667
2016-07-28,9,24.0666666666667
2016-07-28,9.3,NA
2016-08-01,0.1,17.9
2016-08-01,1,NA
2016-08-01,1.6,16.6
2016-08-01,2.8,NA
2016-08-01,3.8,20.1
2016-08-01,5,19.6
2016-08-01,5.2,NA
2016-08-01,5.5,30.4
2016-08-01,5.8,22.1
2016-08-01,6,NA
2016-08-01,6.2,41.9
2016-08-01,8,22.5
2016-08-01,9,23.2
2016-08-01,9.3,NA
2016-08-08,0.1,22
2016-08-08,1,NA
2016-08-08,1.6,32.1
2016-08-08,2.8,NA
2016-08-08,3.8,35.3
2016-08-08,5,45.6
2016-08-08,5.2,NA
2016-08-08,5.5,30.4
2016-08-08,5.8,NA
2016-08-08,6,NA
2016-08-08,6.2,28.6
2016-08-08,8,41.2
2016-08-08,9,26.7
2016-08-08,9.3,NA
2016-08-11,0.1,22
2016-08-11,1,NA
2016-08-11,1.6,26.95
2016-08-11,2.8,NA
2016-08-11,3.8,30.85
2016-08-11,5,51.4
2016-08-11,5.2,NA
2016-08-11,5.5,30.4
2016-08-11,5.8,NA
2016-08-11,6,NA
2016-08-11,6.2,24.8
2016-08-11,8,31.45
2016-08-11,9,23.05
2016-08-11,9.3,NA
2016-08-15,0.1,22
2016-08-15,1,NA
2016-08-15,1.6,21.8
2016-08-15,2.8,NA
2016-08-15,3.8,26.4
2016-08-15,5,57.2
2016-08-15,5.2,NA
2016-08-15,5.5,30.4
2016-08-15,5.8,NA
2016-08-15,6,NA
2016-08-15,6.2,21
2016-08-15,8,21.7
2016-08-15,9,19.4
2016-08-15,9.3,NA
2016-08-18,0.1,25.2
2016-08-18,1,NA
2016-08-18,1.6,22.6333333333333
2016-08-18,2.8,NA
2016-08-18,3.8,29.0333333333333
2016-08-18,5,51.8
2016-08-18,5.2,NA
2016-08-18,5.5,NA
2016-08-18,5.8,NA
2016-08-18,6,NA
2016-08-18,6.2,26.9666666666667
2016-08-18,8,21.3666666666667
2016-08-18,9,20.2
2016-08-18,9.3,NA
2016-08-23,0.1,28.4
2016-08-23,1,NA
2016-08-23,1.6,23.4666666666667
2016-08-23,2.8,NA
2016-08-23,3.8,31.6666666666667
2016-08-23,5,46.4
2016-08-23,5.2,NA
2016-08-23,5.5,NA
2016-08-23,5.8,NA
2016-08-23,6,NA
2016-08-23,6.2,32.9333333333333
2016-08-23,8,21.0333333333333
2016-08-23,9,21
2016-08-23,9.3,NA
2016-08-26,0.1,31.6
2016-08-26,1,NA
2016-08-26,1.6,24.3
2016-08-26,2.8,NA
2016-08-26,3.8,34.3
2016-08-26,5,41
2016-08-26,5.2,NA
2016-08-26,5.5,NA
2016-08-26,5.8,NA
2016-08-26,6,NA
2016-08-26,6.2,38.9
2016-08-26,8,20.7
2016-08-26,9,21.8
2016-08-26,9.3,NA
2016-09-02,0.1,25.4
2016-09-02,1,NA
2016-09-02,1.6,30
2016-09-02,2.8,NA
2016-09-02,3.8,40.6
2016-09-02,5,37.4
2016-09-02,5.2,NA
2016-09-02,5.5,NA
2016-09-02,5.8,NA
2016-09-02,6,NA
2016-09-02,6.2,32.9
2016-09-02,8,19.5
2016-09-02,9,20.1666666666667
2016-09-02,9.3,NA
2016-09-06,0.1,25.45
2016-09-06,1,NA
2016-09-06,1.6,28.4
2016-09-06,2.8,NA
2016-09-06,3.8,36.7
2016-09-06,5,33.8
2016-09-06,5.2,NA
2016-09-06,5.5,NA
2016-09-06,5.8,NA
2016-09-06,6,NA
2016-09-06,6.2,30.25
2016-09-06,8,20.4
2016-09-06,9,18.5333333333333
2016-09-06,9.3,NA
2016-09-09,0.1,25.5
2016-09-09,1,NA
2016-09-09,1.6,26.8
2016-09-09,2.8,NA
2016-09-09,3.8,32.8
2016-09-09,5,30.2
2016-09-09,5.2,NA
2016-09-09,5.5,NA
2016-09-09,5.8,NA
2016-09-09,6,NA
2016-09-09,6.2,27.6
2016-09-09,8,21.3
2016-09-09,9,16.9
2016-09-09,9.3,NA
2016-09-16,0.1,26.025
2016-09-16,1,NA
2016-09-16,1.6,27.225
2016-09-16,2.8,NA
2016-09-16,3.8,31.375
2016-09-16,5,30.125
2016-09-16,5.2,NA
2016-09-16,5.5,NA
2016-09-16,5.8,NA
2016-09-16,6,NA
2016-09-16,6.2,30.475
2016-09-16,8,20.9
2016-09-16,9,17.9
2016-09-16,9.3,NA
2016-09-17,0.1,26.55
2016-09-17,1,NA
2016-09-17,1.6,27.65
2016-09-17,2.8,NA
2016-09-17,3.8,29.95
2016-09-17,5,30.05
2016-09-17,5.2,NA
2016-09-17,5.5,NA
2016-09-17,5.8,NA
2016-09-17,6,NA
2016-09-17,6.2,33.35
2016-09-17,8,20.5
2016-09-17,9,18.9
2016-09-17,9.3,NA
2016-09-27,0.1,27.075
2016-09-27,1,NA
2016-09-27,1.6,28.075
2016-09-27,2.8,NA
2016-09-27,3.8,28.525
2016-09-27,5,29.975
2016-09-27,5.2,NA
2016-09-27,5.5,NA
2016-09-27,5.8,NA
2016-09-27,6,NA
2016-09-27,6.2,36.225
2016-09-27,8,20.1
2016-09-27,9,19.9
2016-09-27,9.3,NA
2016-09-30,0.1,27.6
2016-09-30,1,NA
2016-09-30,1.6,28.5
2016-09-30,2.8,NA
2016-09-30,3.8,27.1
2016-09-30,5,29.9
2016-09-30,5.2,NA
2016-09-30,5.5,NA
2016-09-30,5.8,NA
2016-09-30,6,NA
2016-09-30,6.2,39.1
2016-09-30,8,19.7
2016-09-30,9,20.9
2016-09-30,9.3,NA
2016-10-05,0.1,28.1
2016-10-05,1,NA
2016-10-05,1.6,27.9
2016-10-05,2.8,NA
2016-10-05,3.8,26.8333333333333
2016-10-05,5,26.3
2016-10-05,5.2,NA
2016-10-05,5.5,NA
2016-10-05,5.8,NA
2016-10-05,6,NA
2016-10-05,6.2,35.1666666666667
2016-10-05,8,22.6666666666667
2016-10-05,9,27.8
2016-10-05,9.3,NA
2016-10-06,0.1,27.75
2016-10-06,1,NA
2016-10-06,1.6,27.3
2016-10-06,2.8,NA
2016-10-06,3.8,26.5666666666667
2016-10-06,5,26.85
2016-10-06,5.2,NA
2016-10-06,5.5,NA
2016-10-06,5.8,NA
2016-10-06,6,NA
2016-10-06,6.2,31.2333333333333
2016-10-06,8,25.6333333333333
2016-10-06,9,28.75
2016-10-06,9.3,NA
2016-10-07,0.1,27.4
2016-10-07,1,NA
2016-10-07,1.6,26.7
2016-10-07,2.8,NA
2016-10-07,3.8,26.3
2016-10-07,5,27.4
2016-10-07,5.2,NA
2016-10-07,5.5,NA
2016-10-07,5.8,NA
2016-10-07,6,NA
2016-10-07,6.2,27.3
2016-10-07,8,28.6
2016-10-07,9,29.7
2016-10-07,9.3,NA
2016-10-11,0.1,27.3
2016-10-11,1,NA
2016-10-11,1.6,28.3
2016-10-11,2.8,NA
2016-10-11,3.8,25.75
2016-10-11,5,27.7
2016-10-11,5.2,NA
2016-10-11,5.5,NA
2016-10-11,5.8,NA
2016-10-11,6,NA
2016-10-11,6.2,26.55
2016-10-11,8,27.4
2016-10-11,9,27.1
2016-10-11,9.3,NA
2016-10-14,0.1,27.2
2016-10-14,1,NA
2016-10-14,1.6,29.9
2016-10-14,2.8,NA
2016-10-14,3.8,25.2
2016-10-14,5,28
2016-10-14,5.2,NA
2016-10-14,5.5,NA
2016-10-14,5.8,NA
2016-10-14,6,NA
2016-10-14,6.2,25.8
2016-10-14,8,26.2
2016-10-14,9,24.5
2016-10-14,9.3,NA
2016-11-04,0.1,25.6
2016-11-04,1,NA
2016-11-04,1.6,25.3
2016-11-04,2.8,NA
2016-11-04,3.8,20.8
2016-11-04,5,23.8
2016-11-04,5.2,NA
2016-11-04,5.5,NA
2016-11-04,5.8,NA
2016-11-04,6,NA
2016-11-04,6.2,18.8
2016-11-04,8,22.5
2016-11-04,9,25.4
2016-11-04,9.3,NA
2016-11-11,0.1,23.5
2016-11-11,1,NA
2016-11-11,1.6,23.8
2016-11-11,2.8,NA
2016-11-11,3.8,22.1
2016-11-11,5,21.75
2016-11-11,5.2,NA
2016-11-11,5.5,NA
2016-11-11,5.8,NA
2016-11-11,6,NA
2016-11-11,6.2,19.6
2016-11-11,8,21.45
2016-11-11,9,21.25
2016-11-11,9.3,NA
2016-12-02,0.1,21.4
2016-12-02,1,NA
2016-12-02,1.6,22.3
2016-12-02,2.8,NA
2016-12-02,3.8,23.4
2016-12-02,5,19.7
2016-12-02,5.2,NA
2016-12-02,5.5,NA
2016-12-02,5.8,NA
2016-12-02,6,NA
2016-12-02,6.2,20.4
2016-12-02,8,20.4
2016-12-02,9,17.1
2016-12-02,9.3,NA
2017-03-12,0.1,21.3533333333333
2017-03-12,1,NA
2017-03-12,1.6,22.08
2017-03-12,2.8,NA
2017-03-12,3.8,22.86
2017-03-12,5,19.22
2017-03-12,5.2,NA
2017-03-12,5.5,NA
2017-03-12,5.8,NA
2017-03-12,6,NA
2017-03-12,6.2,19.94
2017-03-12,8,19.92
2017-03-12,9,16.9866666666667
2017-03-12,9.3,NA
2017-03-26,0.1,21.3066666666667
2017-03-26,1,NA
2017-03-26,1.6,21.86
2017-03-26,2.8,NA
2017-03-26,3.8,22.32
2017-03-26,5,18.74
2017-03-26,5.2,NA
2017-03-26,5.5,NA
2017-03-26,5.8,NA
2017-03-26,6,NA
2017-03-26,6.2,19.48
2017-03-26,8,19.44
2017-03-26,9,16.8733333333333
2017-03-26,9.3,NA
2017-04-09,0.1,21.26
2017-04-09,1,NA
2017-04-09,1.6,21.64
2017-04-09,2.8,NA
2017-04-09,3.8,21.78
2017-04-09,5,18.26
2017-04-09,5.2,NA
2017-04-09,5.5,NA
2017-04-09,5.8,NA
2017-04-09,6,NA
2017-04-09,6.2,19.02
2017-04-09,8,18.96
2017-04-09,9,16.76
2017-04-09,9.3,NA
2017-04-16,0.1,21.2133333333333
2017-04-16,1,NA
2017-04-16,1.6,21.42
2017-04-16,2.8,NA
2017-04-16,3.8,21.24
2017-04-16,5,17.78
2017-04-16,5.2,NA
2017-04-16,5.5,NA
2017-04-16,5.8,NA
2017-04-16,6,NA
2017-04-16,6.2,18.56
2017-04-16,8,18.48
2017-04-16,9,16.6466666666667
2017-04-16,9.3,NA
2017-04-23,0.1,21.1666666666667
2017-04-23,1,NA
2017-04-23,1.6,21.2
2017-04-23,2.8,NA
2017-04-23,3.8,20.7
2017-04-23,5,17.3
2017-04-23,5.2,NA
2017-04-23,5.5,NA
2017-04-23,5.8,NA
2017-04-23,6,NA
2017-04-23,6.2,18.1
2017-04-23,8,18
2017-04-23,9,16.5333333333333
2017-04-23,9.3,NA
2017-04-30,0.1,21.12
2017-04-30,1,NA
2017-04-30,1.6,20.98
2017-04-30,2.8,NA
2017-04-30,3.8,20.16
2017-04-30,5,16.82
2017-04-30,5.2,NA
2017-04-30,5.5,NA
2017-04-30,5.8,NA
2017-04-30,6,NA
2017-04-30,6.2,17.64
2017-04-30,8,17.52
2017-04-30,9,16.42
2017-04-30,9.3,NA
2017-05-04,0.1,21.0733333333333
2017-05-04,1,NA
2017-05-04,1.6,20.76
2017-05-04,2.8,NA
2017-05-04,3.8,19.62
2017-05-04,5,16.34
2017-05-04,5.2,NA
2017-05-04,5.5,NA
2017-05-04,5.8,NA
2017-05-04,6,NA
2017-05-04,6.2,17.18
2017-05-04,8,17.04
2017-05-04,9,16.3066666666667
2017-05-04,9.3,NA
2017-05-07,0.1,21.0266666666667
2017-05-07,1,NA
2017-05-07,1.6,20.54
2017-05-07,2.8,NA
2017-05-07,3.8,19.08
2017-05-07,5,15.86
2017-05-07,5.2,NA
2017-05-07,5.5,NA
2017-05-07,5.8,NA
2017-05-07,6,NA
2017-05-07,6.2,16.72
2017-05-07,8,16.56
2017-05-07,9,16.1933333333333
2017-05-07,9.3,NA
2017-05-09,0.1,20.98
2017-05-09,1,NA
2017-05-09,1.6,20.32
2017-05-09,2.8,NA
2017-05-09,3.8,18.54
2017-05-09,5,15.38
2017-05-09,5.2,NA
2017-05-09,5.5,NA
2017-05-09,5.8,NA
2017-05-09,6,NA
2017-05-09,6.2,16.26
2017-05-09,8,16.08
