"Date","Depth","DOC_interp","DOCinf_interp"
2014-10-23,5,2.3,1.7
2014-10-23,5.2,NA,1.7
2014-10-23,5.5,NA,1.7
2014-10-23,5.8,NA,1.7
2014-10-23,6,NA,1.7
2014-10-23,6.2,NA,1.7
2014-10-23,8,NA,1.7
2014-10-23,9,2.2,1.7
2014-10-23,9.3,NA,1.7
2014-10-30,0.1,2.25,2.5
2014-10-30,1,NA,2.5
2014-10-30,1.6,NA,2.5
2014-10-30,2.8,NA,2.5
2014-10-30,3.8,NA,2.5
2014-10-30,5,2.3,2.5
2014-10-30,5.2,NA,2.5
2014-10-30,5.5,NA,2.5
2014-10-30,5.8,NA,2.5
2014-10-30,6,NA,2.5
2014-10-30,6.2,NA,2.5
2014-10-30,8,NA,2.5
2014-10-30,9,2.8,2.5
2014-10-30,9.3,NA,2.5
2014-11-10,0.1,2.4,3.3
2014-11-10,1,NA,3.3
2014-11-10,1.6,NA,3.3
2014-11-10,2.8,NA,3.3
2014-11-10,3.8,NA,3.3
2014-11-10,5,2.3,3.3
2014-11-10,5.2,NA,3.3
2014-11-10,5.5,NA,3.3
2014-11-10,5.8,NA,3.3
2014-11-10,6,NA,3.3
2014-11-10,6.2,NA,3.3
2014-11-10,8,NA,3.3
2014-11-10,9,3.4,3.3
2014-11-10,9.3,NA,3.3
2014-12-10,0.1,2.34,2.8
2014-12-10,1,NA,2.8
2014-12-10,1.6,NA,2.8
2014-12-10,2.8,NA,2.8
2014-12-10,3.8,NA,2.8
2014-12-10,5,2.2,2.8
2014-12-10,5.2,NA,2.8
2014-12-10,5.5,NA,2.8
2014-12-10,5.8,NA,2.8
2014-12-10,6,NA,2.8
2014-12-10,6.2,NA,2.8
2014-12-10,8,NA,2.8
2014-12-10,9,3.025,2.8
2014-12-10,9.3,NA,2.8
2015-03-01,0.1,2.28,2.3
2015-03-01,1,NA,2.3
2015-03-01,1.6,NA,2.3
2015-03-01,2.8,NA,2.3
2015-03-01,3.8,NA,2.3
2015-03-01,5,2.1,2.3
2015-03-01,5.2,NA,2.3
2015-03-01,5.5,NA,2.3
2015-03-01,5.8,NA,2.3
2015-03-01,6,NA,2.3
2015-03-01,6.2,NA,2.3
2015-03-01,8,NA,2.3
2015-03-01,9,2.65,2.3
2015-03-01,9.3,NA,2.3
2015-03-16,0.1,2.22,1.8
2015-03-16,1,NA,1.8
2015-03-16,1.6,NA,1.8
2015-03-16,2.8,NA,1.8
2015-03-16,3.8,NA,1.8
2015-03-16,5,2,1.8
2015-03-16,5.2,NA,1.8
2015-03-16,5.5,NA,1.8
2015-03-16,5.8,NA,1.8
2015-03-16,6,NA,1.8
2015-03-16,6.2,NA,1.8
2015-03-16,8,NA,1.8
2015-03-16,9,2.275,1.8
2015-03-16,9.3,NA,1.8
2015-03-31,0.1,2.16,1.7
2015-03-31,1,NA,1.7
2015-03-31,1.6,2.1,1.7
2015-03-31,2.8,NA,1.7
2015-03-31,3.8,2.1,1.7
2015-03-31,5,1.9,1.7
2015-03-31,5.2,NA,1.7
2015-03-31,5.5,NA,1.7
2015-03-31,5.8,NA,1.7
2015-03-31,6,NA,1.7
2015-03-31,6.2,1.9,1.7
2015-03-31,8,4.1,1.7
2015-03-31,9,1.9,1.7
2015-03-31,9.3,NA,1.7
2015-04-07,0.1,2.1,1.7
2015-04-07,1,NA,1.7
2015-04-07,1.6,1.7,1.7
2015-04-07,2.8,NA,1.7
2015-04-07,3.8,2.1,1.7
2015-04-07,5,1.8,1.7
2015-04-07,5.2,NA,1.7
2015-04-07,5.5,NA,1.7
2015-04-07,5.8,NA,1.7
2015-04-07,6,NA,1.7
2015-04-07,6.2,1.7,1.7
2015-04-07,8,2.9,1.7
2015-04-07,9,1.9,1.7
2015-04-07,9.3,NA,1.7
2015-04-13,0.1,1.7,1.7
2015-04-13,1,NA,1.7
2015-04-13,1.6,2,1.7
2015-04-13,2.8,NA,1.7
2015-04-13,3.8,1.9,1.7
2015-04-13,5,1.9,1.7
2015-04-13,5.2,NA,1.7
2015-04-13,5.5,NA,1.7
2015-04-13,5.8,NA,1.7
2015-04-13,6,NA,1.7
2015-04-13,6.2,1.9,1.7
2015-04-13,8,1.7,1.7
2015-04-13,9,1.7,1.7
2015-04-13,9.3,NA,1.7
2015-04-16,0.1,1.86666666666667,1.7
2015-04-16,1,NA,1.7
2015-04-16,1.6,2,1.7
2015-04-16,2.8,NA,1.7
2015-04-16,3.8,1.86666666666667,1.7
2015-04-16,5,1.86666666666667,1.7
2015-04-16,5.2,NA,1.7
2015-04-16,5.5,NA,1.7
2015-04-16,5.8,NA,1.7
2015-04-16,6,NA,1.7
2015-04-16,6.2,1.9,1.7
2015-04-16,8,1.7,1.7
2015-04-16,9,1.73333333333333,1.7
2015-04-16,9.3,NA,1.7
2015-04-19,0.1,2.03333333333333,1.7
2015-04-19,1,NA,1.7
2015-04-19,1.6,2,1.7
2015-04-19,2.8,NA,1.7
2015-04-19,3.8,1.83333333333333,1.7
2015-04-19,5,1.83333333333333,1.7
2015-04-19,5.2,NA,1.7
2015-04-19,5.5,NA,1.7
2015-04-19,5.8,NA,1.7
2015-04-19,6,NA,1.7
2015-04-19,6.2,1.9,1.7
2015-04-19,8,1.7,1.7
2015-04-19,9,1.76666666666667,1.7
2015-04-19,9.3,NA,1.7
2015-04-21,0.1,2.2,1.7
2015-04-21,1,NA,1.7
2015-04-21,1.6,2,1.7
2015-04-21,2.8,NA,1.7
2015-04-21,3.8,1.8,1.7
2015-04-21,5,1.8,1.7
2015-04-21,5.2,NA,1.7
2015-04-21,5.5,NA,1.7
2015-04-21,5.8,NA,1.7
2015-04-21,6,NA,1.7
2015-04-21,6.2,1.9,1.7
2015-04-21,8,1.7,1.7
2015-04-21,9,1.8,1.7
2015-04-21,9.3,NA,1.7
2015-04-25,0.1,2.05,1.95
2015-04-25,1,NA,1.95
2015-04-25,1.6,1.95,1.95
2015-04-25,2.8,NA,1.95
2015-04-25,3.8,1.95,1.95
2015-04-25,5,1.85,1.95
2015-04-25,5.2,NA,1.95
2015-04-25,5.5,NA,1.95
2015-04-25,5.8,NA,1.95
2015-04-25,6,NA,1.95
2015-04-25,6.2,2.1,1.95
2015-04-25,8,2.05,1.95
2015-04-25,9,1.75,1.95
2015-04-25,9.3,NA,1.95
2015-04-28,0.1,1.9,2.2
2015-04-28,1,NA,2.2
2015-04-28,1.6,1.9,2.2
2015-04-28,2.8,NA,2.2
2015-04-28,3.8,2.1,2.2
2015-04-28,5,1.9,2.2
2015-04-28,5.2,NA,2.2
2015-04-28,5.5,NA,2.2
2015-04-28,5.8,NA,2.2
2015-04-28,6,NA,2.2
2015-04-28,6.2,2.3,2.2
2015-04-28,8,2.4,2.2
2015-04-28,9,1.7,2.2
2015-04-28,9.3,NA,2.2
2015-05-01,0.1,1.9,2.1
2015-05-01,1,NA,2.1
2015-05-01,1.6,2.1,2.1
2015-05-01,2.8,NA,2.1
2015-05-01,3.8,2.15,2.1
2015-05-01,5,2.45,2.1
2015-05-01,5.2,NA,2.1
2015-05-01,5.5,NA,2.1
2015-05-01,5.8,NA,2.1
2015-05-01,6,NA,2.1
2015-05-01,6.2,2.2,2.1
2015-05-01,8,2.3,2.1
2015-05-01,9,1.9,2.1
2015-05-01,9.3,NA,2.1
2015-05-05,0.1,1.9,2
2015-05-05,1,NA,2
2015-05-05,1.6,2.3,2
2015-05-05,2.8,NA,2
2015-05-05,3.8,2.2,2
2015-05-05,5,3,2
2015-05-05,5.2,NA,2
2015-05-05,5.5,NA,2
2015-05-05,5.8,NA,2
2015-05-05,6,NA,2
2015-05-05,6.2,2.1,2
2015-05-05,8,2.2,2
2015-05-05,9,2.1,2
2015-05-05,9.3,NA,2
2015-05-07,0.1,1.9,1.9
2015-05-07,1,NA,1.9
2015-05-07,1.6,2.35,1.9
2015-05-07,2.8,NA,1.9
2015-05-07,3.8,2.15,1.9
2015-05-07,5,2.8,1.9
2015-05-07,5.2,NA,1.9
2015-05-07,5.5,NA,1.9
2015-05-07,5.8,NA,1.9
2015-05-07,6,NA,1.9
2015-05-07,6.2,2.2,1.9
2015-05-07,8,2.1,1.9
2015-05-07,9,2.15,1.9
2015-05-07,9.3,NA,1.9
2015-05-11,0.1,1.9,1.8
2015-05-11,1,NA,1.8
2015-05-11,1.6,2.4,1.8
2015-05-11,2.8,NA,1.8
2015-05-11,3.8,2.1,1.8
2015-05-11,5,2.6,1.8
2015-05-11,5.2,NA,1.8
2015-05-11,5.5,NA,1.8
2015-05-11,5.8,NA,1.8
2015-05-11,6,NA,1.8
2015-05-11,6.2,2.3,1.8
2015-05-11,8,2,1.8
2015-05-11,9,2.2,1.8
2015-05-11,9.3,NA,1.8
2015-05-14,0.1,1.95,1.7
2015-05-14,1,NA,1.7
2015-05-14,1.6,2.9,1.7
2015-05-14,2.8,NA,1.7
2015-05-14,3.8,2.1,1.7
2015-05-14,5,2.4,1.7
2015-05-14,5.2,NA,1.7
2015-05-14,5.5,NA,1.7
2015-05-14,5.8,NA,1.7
2015-05-14,6,NA,1.7
2015-05-14,6.2,3.05,1.7
2015-05-14,8,2.05,1.7
2015-05-14,9,2.65,1.7
2015-05-14,9.3,NA,1.7
2015-05-18,0.1,2,1.6
2015-05-18,1,NA,1.6
2015-05-18,1.6,3.4,1.6
2015-05-18,2.8,NA,1.6
2015-05-18,3.8,2.1,1.6
2015-05-18,5,2.2,1.6
2015-05-18,5.2,NA,1.6
2015-05-18,5.5,NA,1.6
2015-05-18,5.8,NA,1.6
2015-05-18,6,NA,1.6
2015-05-18,6.2,3.8,1.6
2015-05-18,8,2.1,1.6
2015-05-18,9,3.1,1.6
2015-05-18,9.3,NA,1.6
2015-05-21,0.1,2.15,1.5
2015-05-21,1,NA,1.5
2015-05-21,1.6,2.8,1.5
2015-05-21,2.8,NA,1.5
2015-05-21,3.8,2,1.5
2015-05-21,5,2.1,1.5
2015-05-21,5.2,NA,1.5
2015-05-21,5.5,NA,1.5
2015-05-21,5.8,NA,1.5
2015-05-21,6,NA,1.5
2015-05-21,6.2,2.8,1.5
2015-05-21,8,2.05,1.5
2015-05-21,9,2.45,1.5
2015-05-21,9.3,NA,1.5
2015-05-25,0.1,2.3,1.4
2015-05-25,1,NA,1.4
2015-05-25,1.6,2.2,1.4
2015-05-25,2.8,NA,1.4
2015-05-25,3.8,1.9,1.4
2015-05-25,5,2,1.4
2015-05-25,5.2,NA,1.4
2015-05-25,5.5,NA,1.4
2015-05-25,5.8,NA,1.4
2015-05-25,6,NA,1.4
2015-05-25,6.2,1.8,1.4
2015-05-25,8,2,1.4
2015-05-25,9,1.8,1.4
2015-05-25,9.3,NA,1.4
2015-05-28,0.1,2.3,1.5
2015-05-28,1,NA,1.5
2015-05-28,1.6,2.25,1.5
2015-05-28,2.8,NA,1.5
2015-05-28,3.8,2.05,1.5
2015-05-28,5,6.3,1.5
2015-05-28,5.2,NA,1.5
2015-05-28,5.5,NA,1.5
2015-05-28,5.8,NA,1.5
2015-05-28,6,NA,1.5
2015-05-28,6.2,2.1,1.5
2015-05-28,8,2,1.5
2015-05-28,9,2.05,1.5
2015-05-28,9.3,NA,1.5
2015-06-08,0.1,2.3,1.6
2015-06-08,1,NA,1.6
2015-06-08,1.6,2.3,1.6
2015-06-08,2.8,NA,1.6
2015-06-08,3.8,2.2,1.6
2015-06-08,5,10.6,1.6
2015-06-08,5.2,NA,1.6
2015-06-08,5.5,NA,1.6
2015-06-08,5.8,NA,1.6
2015-06-08,6,NA,1.6
2015-06-08,6.2,2.4,1.6
2015-06-08,8,2,1.6
2015-06-08,9,2.3,1.6
2015-06-08,9.3,NA,1.6
2015-06-11,0.1,2.25,1.64
2015-06-11,1,NA,1.64
2015-06-11,1.6,2.46,1.64
2015-06-11,2.8,NA,1.64
2015-06-11,3.8,2.24,1.64
2015-06-11,5,6.3,1.64
2015-06-11,5.2,NA,1.64
2015-06-11,5.5,NA,1.64
2015-06-11,5.8,NA,1.64
2015-06-11,6,NA,1.64
2015-06-11,6.2,2.3,1.64
2015-06-11,8,2.05,1.64
2015-06-11,9,2.25,1.64
2015-06-11,9.3,NA,1.64
2015-06-15,0.1,2.2,1.68
2015-06-15,1,NA,1.68
2015-06-15,1.6,2.62,1.68
2015-06-15,2.8,NA,1.68
2015-06-15,3.8,2.28,1.68
2015-06-15,5,2,1.68
2015-06-15,5.2,NA,1.68
2015-06-15,5.5,NA,1.68
2015-06-15,5.8,NA,1.68
2015-06-15,6,NA,1.68
2015-06-15,6.2,2.2,1.68
2015-06-15,8,2.1,1.68
2015-06-15,9,2.2,1.68
2015-06-15,9.3,NA,1.68
2015-06-18,0.1,2.43333333333333,1.72
2015-06-18,1,NA,1.72
2015-06-18,1.6,2.78,1.72
2015-06-18,2.8,NA,1.72
2015-06-18,3.8,2.32,1.72
2015-06-18,5,2.43333333333333,1.72
2015-06-18,5.2,NA,1.72
2015-06-18,5.5,NA,1.72
2015-06-18,5.8,NA,1.72
2015-06-18,6,NA,1.72
2015-06-18,6.2,2.225,1.72
2015-06-18,8,2.13333333333333,1.72
2015-06-18,9,2.16666666666667,1.72
2015-06-18,9.3,NA,1.72
2015-06-19,0.1,2.66666666666667,1.76
2015-06-19,1,NA,1.76
2015-06-19,1.6,2.94,1.76
2015-06-19,2.8,NA,1.76
2015-06-19,3.8,2.36,1.76
2015-06-19,5,2.86666666666667,1.76
2015-06-19,5.2,NA,1.76
2015-06-19,5.5,NA,1.76
2015-06-19,5.8,NA,1.76
2015-06-19,6,NA,1.76
2015-06-19,6.2,2.25,1.76
2015-06-19,8,2.16666666666667,1.76
2015-06-19,9,2.13333333333333,1.76
2015-06-19,9.3,NA,1.76
2015-06-22,0.1,2.9,1.8
2015-06-22,1,NA,1.8
2015-06-22,1.6,3.1,1.8
2015-06-22,2.8,NA,1.8
2015-06-22,3.8,2.4,1.8
2015-06-22,5,3.3,1.8
2015-06-22,5.2,NA,1.8
2015-06-22,5.5,NA,1.8
2015-06-22,5.8,NA,1.8
2015-06-22,6,NA,1.8
2015-06-22,6.2,2.275,1.8
2015-06-22,8,2.2,1.8
2015-06-22,9,2.1,1.8
2015-06-22,9.3,NA,1.8
2015-06-23,0.1,2.76666666666667,1.84
2015-06-23,1,NA,1.84
2015-06-23,1.6,2.9,1.84
2015-06-23,2.8,NA,1.84
2015-06-23,3.8,2.44,1.84
2015-06-23,5,3.63333333333333,1.84
2015-06-23,5.2,NA,1.84
2015-06-23,5.5,NA,1.84
2015-06-23,5.8,NA,1.84
2015-06-23,6,NA,1.84
2015-06-23,6.2,2.3,1.84
2015-06-23,8,2.23333333333333,1.84
2015-06-23,9,2.13333333333333,1.84
2015-06-23,9.3,NA,1.84
2015-06-25,0.1,2.63333333333333,1.88
2015-06-25,1,NA,1.88
2015-06-25,1.6,2.7,1.88
2015-06-25,2.8,NA,1.88
2015-06-25,3.8,2.48,1.88
2015-06-25,5,3.96666666666667,1.88
2015-06-25,5.2,NA,1.88
2015-06-25,5.5,NA,1.88
2015-06-25,5.8,NA,1.88
2015-06-25,6,NA,1.88
2015-06-25,6.2,2.325,1.88
2015-06-25,8,2.26666666666667,1.88
2015-06-25,9,2.16666666666667,1.88
2015-06-25,9.3,NA,1.88
2015-06-29,0.1,2.5,1.92
2015-06-29,1,NA,1.92
2015-06-29,1.6,2.5,1.92
2015-06-29,2.8,NA,1.92
2015-06-29,3.8,2.52,1.92
2015-06-29,5,4.3,1.92
2015-06-29,5.2,NA,1.92
2015-06-29,5.5,NA,1.92
2015-06-29,5.8,NA,1.92
2015-06-29,6,NA,1.92
2015-06-29,6.2,2.35,1.92
2015-06-29,8,2.3,1.92
2015-06-29,9,2.2,1.92
2015-06-29,9.3,NA,1.92
2015-07-02,0.1,2.7,1.96
2015-07-02,1,NA,1.96
2015-07-02,1.6,2.7,1.96
2015-07-02,2.8,NA,1.96
2015-07-02,3.8,2.56,1.96
2015-07-02,5,3.85,1.96
2015-07-02,5.2,NA,1.96
2015-07-02,5.5,NA,1.96
2015-07-02,5.8,NA,1.96
2015-07-02,6,NA,1.96
2015-07-02,6.2,2.375,1.96
2015-07-02,8,3.05,1.96
2015-07-02,9,2.25,1.96
2015-07-02,9.3,NA,1.96
2015-07-06,0.1,2.9,2
2015-07-06,1,NA,2
2015-07-06,1.6,2.9,2
2015-07-06,2.8,NA,2
2015-07-06,3.8,2.6,2
2015-07-06,5,3.4,2
2015-07-06,5.2,NA,2
2015-07-06,5.5,NA,2
2015-07-06,5.8,NA,2
2015-07-06,6,NA,2
2015-07-06,6.2,2.4,2
2015-07-06,8,3.8,2
2015-07-06,9,2.3,2
2015-07-06,9.3,NA,2
2015-07-09,0.1,5.25,2.6
2015-07-09,1,NA,2.6
2015-07-09,1.6,3.5,2.6
2015-07-09,2.8,NA,2.6
2015-07-09,3.8,2.75,2.6
2015-07-09,5,2.95,2.6
2015-07-09,5.2,NA,2.6
2015-07-09,5.5,NA,2.6
2015-07-09,5.8,NA,2.6
2015-07-09,6,NA,2.6
2015-07-09,6.2,2.35,2.6
2015-07-09,8,2.9,2.6
2015-07-09,9,2.4,2.6
2015-07-09,9.3,NA,2.6
2015-07-13,0.1,7.6,3.2
2015-07-13,1,NA,3.2
2015-07-13,1.6,4.1,3.2
2015-07-13,2.8,NA,3.2
2015-07-13,3.8,2.9,3.2
2015-07-13,5,2.5,3.2
2015-07-13,5.2,NA,3.2
2015-07-13,5.5,NA,3.2
2015-07-13,5.8,NA,3.2
2015-07-13,6,NA,3.2
2015-07-13,6.2,2.3,3.2
2015-07-13,8,2,3.2
2015-07-13,9,2.5,3.2
2015-07-13,9.3,NA,3.2
2015-07-16,0.1,5.45,2.45
2015-07-16,1,NA,2.45
2015-07-16,1.6,3.55,2.45
2015-07-16,2.8,NA,2.45
2015-07-16,3.8,2.85,2.45
2015-07-16,5,2.35,2.45
2015-07-16,5.2,NA,2.45
2015-07-16,5.5,NA,2.45
2015-07-16,5.8,NA,2.45
2015-07-16,6,NA,2.45
2015-07-16,6.2,2.25,2.45
2015-07-16,8,2,2.45
2015-07-16,9,2.7,2.45
2015-07-16,9.3,NA,2.45
2015-07-20,0.1,3.3,1.7
2015-07-20,1,NA,1.7
2015-07-20,1.6,3,1.7
2015-07-20,2.8,NA,1.7
2015-07-20,3.8,2.8,1.7
2015-07-20,5,2.2,1.7
2015-07-20,5.2,NA,1.7
2015-07-20,5.5,NA,1.7
2015-07-20,5.8,NA,1.7
2015-07-20,6,NA,1.7
2015-07-20,6.2,2.2,1.7
2015-07-20,8,2,1.7
2015-07-20,9,2.9,1.7
2015-07-20,9.3,NA,1.7
2015-07-23,0.1,3.2,1.65
2015-07-23,1,NA,1.65
2015-07-23,1.6,2.9,1.65
2015-07-23,2.8,NA,1.65
2015-07-23,3.8,2.9,1.65
2015-07-23,5,2.15,1.65
2015-07-23,5.2,NA,1.65
2015-07-23,5.5,NA,1.65
2015-07-23,5.8,NA,1.65
2015-07-23,6,NA,1.65
2015-07-23,6.2,2.05,1.65
2015-07-23,8,2.3,1.65
2015-07-23,9,2.5,1.65
2015-07-23,9.3,NA,1.65
2015-07-27,0.1,3.1,1.6
2015-07-27,1,NA,1.6
2015-07-27,1.6,2.8,1.6
2015-07-27,2.8,NA,1.6
2015-07-27,3.8,3,1.6
2015-07-27,5,2.1,1.6
2015-07-27,5.2,NA,1.6
2015-07-27,5.5,NA,1.6
2015-07-27,5.8,NA,1.6
2015-07-27,6,NA,1.6
2015-07-27,6.2,1.9,1.6
2015-07-27,8,2.6,1.6
2015-07-27,9,2.1,1.6
2015-07-27,9.3,NA,1.6
2015-07-30,0.1,3.05,1.55
2015-07-30,1,NA,1.55
2015-07-30,1.6,2.95,1.55
2015-07-30,2.8,NA,1.55
2015-07-30,3.8,3.3,1.55
2015-07-30,5,2.35,1.55
2015-07-30,5.2,NA,1.55
2015-07-30,5.5,NA,1.55
2015-07-30,5.8,NA,1.55
2015-07-30,6,NA,1.55
2015-07-30,6.2,2.25,1.55
2015-07-30,8,2.55,1.55
2015-07-30,9,2.1,1.55
2015-07-30,9.3,NA,1.55
2015-08-03,0.1,3,1.5
2015-08-03,1,NA,1.5
2015-08-03,1.6,3.1,1.5
2015-08-03,2.8,NA,1.5
2015-08-03,3.8,3.6,1.5
2015-08-03,5,2.6,1.5
2015-08-03,5.2,NA,1.5
2015-08-03,5.5,NA,1.5
2015-08-03,5.8,NA,1.5
2015-08-03,6,NA,1.5
2015-08-03,6.2,2.6,1.5
2015-08-03,8,2.5,1.5
2015-08-03,9,2.1,1.5
2015-08-03,9.3,NA,1.5
2015-08-08,0.1,3.25,1.5
2015-08-08,1,NA,1.5
2015-08-08,1.6,3.25,1.5
2015-08-08,2.8,NA,1.5
2015-08-08,3.8,3.475,1.5
2015-08-08,5,2.55,1.5
2015-08-08,5.2,NA,1.5
2015-08-08,5.5,NA,1.5
2015-08-08,5.8,NA,1.5
2015-08-08,6,NA,1.5
2015-08-08,6.2,4.75,1.5
2015-08-08,8,2.475,1.5
2015-08-08,9,2.075,1.5
2015-08-08,9.3,NA,1.5
2015-08-15,0.1,3.5,1.5
2015-08-15,1,NA,1.5
2015-08-15,1.6,3.4,1.5
2015-08-15,2.8,NA,1.5
2015-08-15,3.8,3.35,1.5
2015-08-15,5,2.5,1.5
2015-08-15,5.2,NA,1.5
2015-08-15,5.5,NA,1.5
2015-08-15,5.8,NA,1.5
2015-08-15,6,NA,1.5
2015-08-15,6.2,6.9,1.5
2015-08-15,8,2.45,1.5
2015-08-15,9,2.05,1.5
2015-08-15,9.3,NA,1.5
2015-08-22,0.1,3.75,1.5
2015-08-22,1,NA,1.5
2015-08-22,1.6,3.55,1.5
2015-08-22,2.8,NA,1.5
2015-08-22,3.8,3.225,1.5
2015-08-22,5,2.45,1.5
2015-08-22,5.2,NA,1.5
2015-08-22,5.5,NA,1.5
2015-08-22,5.8,NA,1.5
2015-08-22,6,NA,1.5
2015-08-22,6.2,9.05,1.5
2015-08-22,8,2.425,1.5
2015-08-22,9,2.025,1.5
2015-08-22,9.3,NA,1.5
2015-08-31,0.1,4,1.5
2015-08-31,1,NA,1.5
2015-08-31,1.6,3.7,1.5
2015-08-31,2.8,NA,1.5
2015-08-31,3.8,3.1,1.5
2015-08-31,5,2.4,1.5
2015-08-31,5.2,NA,1.5
2015-08-31,5.5,NA,1.5
2015-08-31,5.8,NA,1.5
2015-08-31,6,NA,1.5
2015-08-31,6.2,11.2,1.5
2015-08-31,8,2.4,1.5
2015-08-31,9,2,1.5
2015-08-31,9.3,NA,1.5
2015-09-04,0.1,3.8,1.5
2015-09-04,1,NA,1.5
2015-09-04,1.6,3.65,1.5
2015-09-04,2.8,NA,1.5
2015-09-04,3.8,3.25,1.5
2015-09-04,5,2.6,1.5
2015-09-04,5.2,NA,1.5
2015-09-04,5.5,NA,1.5
2015-09-04,5.8,NA,1.5
2015-09-04,6,NA,1.5
2015-09-04,6.2,6.8,1.5
2015-09-04,8,2.45,1.5
2015-09-04,9,2.25,1.5
2015-09-04,9.3,NA,1.5
2015-09-07,0.1,3.6,1.5
2015-09-07,1,NA,1.5
2015-09-07,1.6,3.6,1.5
2015-09-07,2.8,NA,1.5
2015-09-07,3.8,3.4,1.5
2015-09-07,5,2.8,1.5
2015-09-07,5.2,NA,1.5
2015-09-07,5.5,NA,1.5
2015-09-07,5.8,NA,1.5
2015-09-07,6,NA,1.5
2015-09-07,6.2,2.4,1.5
2015-09-07,8,2.5,1.5
2015-09-07,9,2.5,1.5
2015-09-07,9.3,NA,1.5
2015-09-14,0.1,18.3,1.5
2015-09-14,1,NA,1.5
2015-09-14,1.6,3.5,1.5
2015-09-14,2.8,NA,1.5
2015-09-14,3.8,4.1,1.5
2015-09-14,5,2.6,1.5
2015-09-14,5.2,NA,1.5
2015-09-14,5.5,NA,1.5
2015-09-14,5.8,NA,1.5
2015-09-14,6,NA,1.5
2015-09-14,6.2,2.3,1.5
2015-09-14,8,2.3,1.5
2015-09-14,9,2.3,1.5
2015-09-14,9.3,NA,1.5
2015-09-18,0.1,11.35,NA
2015-09-18,1,NA,NA
2015-09-18,1.6,3.6,NA
2015-09-18,2.8,NA,NA
2015-09-18,3.8,4.25,NA
2015-09-18,5,3.7,NA
2015-09-18,5.2,NA,NA
2015-09-18,5.5,NA,NA
2015-09-18,5.8,NA,NA
2015-09-18,6,NA,NA
2015-09-18,6.2,7.45,NA
2015-09-18,8,7.5,NA
2015-09-18,9,2.35,NA
2015-09-18,9.3,NA,NA
2015-09-21,0.1,4.4,NA
2015-09-21,1,NA,NA
2015-09-21,1.6,3.7,NA
2015-09-21,2.8,NA,NA
2015-09-21,3.8,4.4,NA
2015-09-21,5,4.8,NA
2015-09-21,5.2,NA,NA
2015-09-21,5.5,NA,NA
2015-09-21,5.8,NA,NA
2015-09-21,6,NA,NA
2015-09-21,6.2,12.6,NA
2015-09-21,8,12.7,NA
2015-09-21,9,2.4,NA
2015-09-21,9.3,NA,NA
2015-09-28,0.1,4.11,NA
2015-09-28,1,NA,NA
2015-09-28,1.6,3.48,NA
2015-09-28,2.8,NA,NA
2015-09-28,3.8,4.13,NA
2015-09-28,5,4.46,NA
2015-09-28,5.2,NA,NA
2015-09-28,5.5,NA,NA
2015-09-28,5.8,NA,NA
2015-09-28,6,NA,NA
2015-09-28,6.2,11.47,NA
2015-09-28,8,11.58,NA
2015-09-28,9,2.29,NA
2015-09-28,9.3,NA,NA
2015-10-02,0.1,3.82,NA
2015-10-02,1,NA,NA
2015-10-02,1.6,3.26,NA
2015-10-02,2.8,NA,NA
2015-10-02,3.8,3.86,NA
2015-10-02,5,4.12,NA
2015-10-02,5.2,NA,NA
2015-10-02,5.5,NA,NA
2015-10-02,5.8,NA,NA
2015-10-02,6,NA,NA
2015-10-02,6.2,10.34,NA
2015-10-02,8,10.46,NA
2015-10-02,9,2.18,NA
2015-10-02,9.3,NA,NA
2015-10-05,0.1,3.53,NA
2015-10-05,1,NA,NA
2015-10-05,1.6,3.04,NA
2015-10-05,2.8,NA,NA
2015-10-05,3.8,3.59,NA
2015-10-05,5,3.78,NA
2015-10-05,5.2,NA,NA
2015-10-05,5.5,NA,NA
2015-10-05,5.8,NA,NA
2015-10-05,6,NA,NA
2015-10-05,6.2,9.21,NA
2015-10-05,8,9.34,NA
2015-10-05,9,2.07,NA
2015-10-05,9.3,NA,NA
2015-10-12,0.1,3.24,NA
2015-10-12,1,NA,NA
2015-10-12,1.6,2.82,NA
2015-10-12,2.8,NA,NA
2015-10-12,3.8,3.32,NA
2015-10-12,5,3.44,NA
2015-10-12,5.2,NA,NA
2015-10-12,5.5,NA,NA
2015-10-12,5.8,NA,NA
2015-10-12,6,NA,NA
2015-10-12,6.2,8.08,NA
2015-10-12,8,8.22,NA
2015-10-12,9,1.96,NA
2015-10-12,9.3,NA,NA
2015-10-19,0.1,2.95,NA
2015-10-19,1,NA,NA
2015-10-19,1.6,2.6,NA
2015-10-19,2.8,NA,NA
2015-10-19,3.8,3.05,NA
2015-10-19,5,3.1,NA
2015-10-19,5.2,NA,NA
2015-10-19,5.5,NA,NA
2015-10-19,5.8,NA,NA
2015-10-19,6,NA,NA
2015-10-19,6.2,6.95,NA
2015-10-19,8,7.1,NA
2015-10-19,9,1.85,NA
2015-10-19,9.3,NA,NA
2015-10-23,0.1,2.66,NA
2015-10-23,1,NA,NA
2015-10-23,1.6,2.38,NA
2015-10-23,2.8,NA,NA
2015-10-23,3.8,2.78,NA
2015-10-23,5,2.76,NA
2015-10-23,5.2,NA,NA
2015-10-23,5.5,NA,NA
2015-10-23,5.8,NA,NA
2015-10-23,6,NA,NA
2015-10-23,6.2,5.82,NA
2015-10-23,8,5.98,NA
2015-10-23,9,1.74,NA
2015-10-23,9.3,NA,NA
