"Date","Depth","Temp_interp","DO_mgL_interp","Chla_interp","Turb_NTU_interp","SpCond_uScm_interp"
2014-06-12,5.5,10.0891,7.45839,2.2654,2.657,38.3428979297466
2014-06-12,5.8,10.009,7.95655,1.4481,2.5898,37.9971650838431
2014-06-12,6,9.9623,8.18376,1.0553,3.0766,37.3198274536153
2014-06-12,6.2,9.918,8.3251,1.0117,2.6234,36.772733644617
2014-06-12,8,9.7474,6.62573,0.6467,3.5969,38.6740464258288
2014-06-12,9,9.6457,4.00139,0.7618,7.34,45.7748696477072
2014-06-12,9.3,9.62,2.10786,0.5118,10.8312,49.8918911647849
2014-06-16,0.1,24.1882,8.27992,0.5594,0.5757,32.0795038981523
2014-06-16,1,22.8787,8.87761,1.3648,0.8106,31.9999182476541
2014-06-16,1.6,21.6439,9.21149,2.3447,1.6163,32.3739693179759
2014-06-16,2.8,17.709,7.5937,2.9359,1.5324,35.8453341239691
2014-06-16,3.8,13.1352,5.89209,5.7289,2.422,36.7736658370985
2014-06-16,5,10.4825,7.28841,4.011,1.566,36.9993057436482
2014-06-16,5.2,10.3715,7.46981,3.3048,1.6667,37.017493791421
2014-06-16,5.5,10.2445,7.7056,2.1186,1.5828,36.9102341305146
2014-06-16,5.8,10.1597,6.8597,1.7139,1.6331,38.1705557099295
2014-06-16,6,10.1081,7.07128,1.464,1.8345,39.1555726665168
2014-06-16,6.2,10.04,7.32023,1.2259,3.5969,37.9442195042729
2014-06-16,8,9.8184,5.87815,0.8411,3.6977,39.9821337488943
2014-06-16,9,9.6232,1.37667,0.607,9.4885,51.1283130109917
2014-06-16,9.3,9.5843,0.31711,0.5436,16.0346,55.2538406613197
2014-06-19,0.1,25.7921,8.50906,0.9522,0.2735,32.3478380006263
2014-06-19,1,24.0161,9.41615,1.5037,1.0288,31.5896715874097
2014-06-19,1.6,22.9668,9.55374,2.1583,1.0456,32.1107393033968
2014-06-19,2.8,17.6856,6.72791,4.1975,1.5828,36.5038742061211
2014-06-19,3.8,13.7882,5.44033,6.9548,2.657,37.3427594024961
2014-06-19,5,10.8473,6.34055,4.1737,3.5634,37.8990735749611
2014-06-19,5.2,10.6832,6.11218,3.4953,3.2948,39.1184329009992
2014-06-19,5.5,10.4725,6.23825,2.6026,3.127,39.4735875829859
2014-06-19,5.8,10.287,6.79154,1.4679,4.923,37.5395326473539
2014-06-19,6,10.1856,6.77984,1.5354,4.1173,37.4697926891502
2014-06-19,6.2,10.1082,6.63093,1.46,2.6906,37.6515550711407
2014-06-19,8,9.911,4.17357,0.7062,11.8216,44.0729665533905
2014-06-19,9,9.6878,1.70218,0.5198,9.4885,49.3166138114788
2014-06-19,9.3,9.654,0.44929,0.5237,13.7183,62.9391261514852
2014-06-23,0.1,24.9734,8.17872,2.4003,0.7939,32.4270318778158
2014-06-23,1,24.0891,9.18007,2.7772,0.7939,32.1783938093906
2014-06-23,1.6,23.0241,9.64037,3.6143,1.2974,32.8979774713975
2014-06-23,2.8,18.5408,7.39726,5.2171,1.3478,36.313218969825
2014-06-23,3.8,13.4243,4.98791,9.6327,2.7073,38.2337412949653
2014-06-23,5,10.8033,5.87594,4.0348,2.6738,38.393681284158
2014-06-23,5.2,10.6354,6.41022,3.4953,2.8416,37.7702259978396
2014-06-23,5.5,10.4105,6.43989,2.7891,2.7409,37.8060321161759
2014-06-23,5.8,10.2629,5.51474,2.3408,2.4052,38.8190419773029
2014-06-23,6,10.2164,5.14095,2.2971,2.6402,41.50177463909
2014-06-23,6.2,10.1514,5.39132,1.4441,7.8939,40.4190687625739
2014-06-23,8,9.8904,3.78321,1.1545,6.2657,43.944013511035
2014-06-23,9,9.6975,0.94754,0.5951,13.7518,50.00772407537
2014-06-23,9.3,9.6668,0.38602,0.4563,20.1133,82.4959369902147
2014-06-25,0.1,25.306,8.17342,2.1821,0.7267,32.7551611849385
2014-06-25,1,24.8583,8.91921,2.3685,0.8274,32.8837127821335
2014-06-25,1.6,23.3808,9.43499,2.559,1.0288,32.8821490156039
2014-06-25,2.8,18.3288,7.44771,7.4785,1.3142,36.83040529644
2014-06-25,3.8,13.2614,5.00965,8.6409,2.187,38.1702386129574
2014-06-25,5,11.0692,5.20823,4.0031,3.8823,38.280857800475
2014-06-25,5.2,10.835,4.5927,4.0031,2.8584,40.0873618905241
2014-06-25,5.5,10.5824,4.82356,2.2575,8.1792,40.6027808855971
2014-06-25,5.8,10.4002,4.39829,1.7972,8.6996,42.4893622467707
2014-06-25,6,10.2903,4.75173,1.5989,12.0901,40.8533944751949
2014-06-25,6.2,10.1762,5.11169,1.4918,12.0901,39.4775089025776
2014-06-25,8,9.8537,2.63656,1.1426,6.8196,43.6580673403098
2014-06-25,9,9.6781,0.23425,0.607,21.2043,53.5783040660211
2014-06-25,9.3,9.6561,0.18309,1.0791,27.8176,102.666675587852
2014-06-29,0.1,25.5807,8.11423,1.3053,0.8274,34.8017973884991
2014-06-29,1,24.8403,8.32965,2.0313,1.0456,32.5613599393823
2014-06-29,1.6,24.0172,8.97907,2.5312,1.2638,32.5315880545339
2014-06-29,2.8,19.1253,6.45657,5.6138,1.6163,37.2341316457212
2014-06-29,3.8,14.1253,4.47589,6.6652,2.187,38.7435697260723
2014-06-29,5,11.2114,5.12679,4.257,4.3858,38.8989342305487
2014-06-29,5.2,11.4088,4.81364,3.2533,3.4123,40.774280853337
2014-06-29,5.5,10.6009,5.5147,2.432,3.8487,38.3931555143135
2014-06-29,5.8,10.4781,5.3175,2.6621,3.0263,38.4984738629862
2014-06-29,6,10.4812,4.80218,2.0988,2.8752,42.0867222186768
2014-06-29,6.2,10.1383,4.72129,1.5751,4.688,39.5740867032247
2014-06-29,8,9.9971,2.69834,0.7737,20.1972,46.5351556864379
2014-06-29,9,9.9393,2.62417,0.9601,18.9887,46.749482757989
2014-06-29,9.3,9.7268,0.22152,1.0315,23.7389,116.386961643011
2014-06-30,0.1,24.6683,8.18659,1.2061,0.6932,32.633323441665
2014-06-30,1,24.2948,8.70829,1.7258,0.7267,32.8941944309325
2014-06-30,1.6,23.6789,9.675,2.0829,1.0456,33.1794616885826
2014-06-30,2.8,19.8032,6.57085,3.2175,1.2135,36.7003207314439
2014-06-30,3.8,14.433,4.47078,6.3914,2.0695,38.4773424919469
2014-06-30,5,10.9813,4.93708,4.2967,3.0766,38.6048846664705
2014-06-30,5.2,10.7011,4.69836,3.6024,2.6234,39.1275288987272
2014-06-30,5.5,10.2945,4.47448,2.2217,3.362,40.6283024945804
2014-06-30,5.8,10.1808,4.37617,1.583,8.3303,41.2363145894249
2014-06-30,6,10.1532,4.34062,1.4521,9.9081,41.2847635985131
2014-06-30,6.2,10.1421,4.32884,1.2775,10.5123,41.4747679293836
2014-06-30,8,10.1231,4.24813,1.2616,11.4523,41.6689593917149
2014-06-30,9,10.0784,4.24332,1.1387,11.7376,41.4729149240031
2014-06-30,9.3,10.0777,4.23071,1.2497,11.7376,41.6094711033212
2014-07-01,0.1,25.9951,8.10015,1.0553,0.3742,32.4534317698747
2014-07-01,1,24.8722,8.56918,1.337,0.6092,32.3404032775925
2014-07-01,1.6,24.194,9.55338,1.3727,0.5589,32.7359600099695
2014-07-01,2.8,19.2577,6.84922,3.531,0.8778,36.8313075738985
2014-07-01,3.8,13.845,4.213,6.5739,1.7002,38.9104791410267
2014-07-01,5,11.238,4.32906,3.8404,2.9927,38.6418412748197
2014-07-01,5.2,10.7805,4.40427,3.5587,2.8416,39.5493992339865
2014-07-01,5.5,10.419,4.51058,2.3884,4.9901,40.4785815829708
2014-07-01,5.8,10.3175,4.53841,2.2098,7.1386,40.7477358693126
2014-07-01,6,10.2754,4.55732,1.8806,8.6828,40.862414824506
2014-07-01,6.2,10.2591,4.54904,1.829,9.7738,40.8296563258279
2014-07-01,8,10.2141,4.52088,1.6346,10.5963,40.9415756207405
2014-07-01,9,10.2118,4.50505,1.6425,10.5627,41.0958286707943
2014-07-01,9.3,10.193,4.45235,1.8885,10.5291,41.0502626723349
2014-07-02,0.1,26.5658,8.18846,0.9205,0.391,32.8892358588027
2014-07-02,1,25.667,8.48141,0.9998,0.6932,32.7137743291786
2014-07-02,1.6,24.2371,9.19955,1.3291,0.8778,32.7788605609898
2014-07-02,2.8,19.4497,7.11255,2.9081,1.2638,36.8764571413704
2014-07-02,3.8,14.1591,4.65679,6.9945,2.0863,38.9549554271407
2014-07-02,5,11.0682,4.29756,4.1102,3.278,39.8185116167047
2014-07-02,5.2,10.4322,4.6923,3.5389,3.8151,41.3637206153412
2014-07-02,5.5,10.3741,4.68269,1.952,11.2005,41.2911366896983
2014-07-02,5.8,10.3451,4.66963,1.8369,11.1837,41.3545010903546
2014-07-02,6,10.3164,4.68362,1.9599,11.1334,41.4270391866929
2014-07-02,6.2,10.2986,4.70361,1.8845,11.5026,41.3422138826234
2014-07-02,8,10.2836,4.64564,1.829,11.8048,41.4035026808945
2014-07-02,9,10.2657,4.66865,1.8925,11.8216,41.4784920045979
2014-07-02,9.3,10.2408,4.62162,1.71,11.7208,41.4756717204897
2014-07-07,0.1,24.5992,7.94662,1.2656,0.6932,32.4413869003102
2014-07-07,1,24.3004,7.91337,1.3965,0.9449,32.512997375612
2014-07-07,1.6,24.0621,7.58728,1.464,0.9953,32.8661475519698
2014-07-07,2.8,19.5855,7.1047,2.6502,2.187,37.5598189147118
2014-07-07,3.8,15.3055,5.2605,3.6302,1.8177,39.0246664033414
2014-07-07,5,10.7348,5.01211,3.9991,6.7861,42.0807926297067
2014-07-07,5.2,10.594,5.11783,2.9676,9.5556,42.1432528922719
2014-07-07,5.5,10.544,5.23231,3.2533,11.9894,42.1718619282698
2014-07-07,5.8,10.5402,5.24825,2.5272,13.0804,42.177426634785
2014-07-07,6,10.5367,5.24789,2.9121,13.0636,42.1858474331302
2014-07-07,6.2,10.5343,5.25172,2.7097,13.0636,42.1897548245927
2014-07-07,8,10.4864,5.23322,2.5312,13.3658,42.2029799406257
2014-07-07,9,10.4811,5.24866,2.8407,13.6343,42.1540490839898
2014-07-07,9.3,10.4785,5.24704,2.4717,13.4329,42.2599447428375
2014-07-09,0.1,25.3279,7.79643,1.0672,0.4917,32.6544557357173
2014-07-09,1,24.8063,8.04536,1.456,0.8274,32.4696138562957
2014-07-09,1.6,24.3357,7.96645,1.5949,0.8106,32.5736415991839
2014-07-09,2.8,20.2503,5.31609,3.0311,1.9017,39.0707070191623
2014-07-09,3.8,15.651,4.82076,4.1261,1.3142,39.9951755107318
2014-07-09,5,10.7714,5.40837,4.8481,5.6951,42.7556295318039
2014-07-09,5.2,10.6942,5.43161,3.043,12.5769,42.7302580351165
2014-07-09,5.5,10.6562,5.45382,2.8605,13.7015,42.7240181312866
2014-07-09,5.8,10.6386,5.47268,2.6502,14.0372,42.7777307578645
2014-07-09,6,10.6322,5.46206,2.5193,14.1379,42.866423378247
2014-07-09,6.2,10.6295,5.43666,2.5907,14.1714,42.7696444546348
2014-07-09,8,10.6066,5.39242,2.5986,14.4232,42.5639102756989
2014-07-09,9,10.585,5.45296,2.8049,14.5071,42.684301274988
2014-07-09,9.3,10.5796,5.44991,2.5391,14.5071,42.5718214584433
2014-07-14,0.1,26.6282,7.87774,0.8967,0.4582,32.6006798457358
2014-07-14,1,25.6012,8.22223,1.218,0.5924,32.3378886120984
2014-07-14,1.6,24.8051,8.35267,1.6584,0.7771,32.8345846966459
2014-07-14,2.8,20.9951,5.83554,3.9555,1.2638,38.9695183599213
2014-07-14,3.8,15.3617,4.33405,5.4908,1.3478,40.1547124519984
2014-07-14,5,11.591,5.06701,4.6339,5.5104,43.1892350475831
2014-07-14,5.2,11.1644,5.77638,5.0505,8.6828,43.3742426197166
2014-07-14,5.5,10.9147,5.93604,2.8843,15.4471,43.4983043166008
2014-07-14,5.8,10.8822,5.91611,2.7534,16.2528,43.4391129338232
2014-07-14,6,10.8712,5.93208,2.7216,16.236,43.4717088198656
2014-07-14,6.2,10.8531,5.93481,2.6264,16.5045,43.3838465229808
2014-07-14,8,10.7978,5.94806,2.4122,16.622,43.4696281371255
2014-07-14,9,10.7946,5.93921,2.6859,16.622,43.4506305030738
2014-07-14,9.3,10.7913,5.94095,2.3487,16.5549,43.5057374631497
2014-07-16,0.1,25.6007,7.94724,1.4521,0.4917,32.4566864276417
2014-07-16,1,25.58,7.91389,1.7774,0.7267,32.5339360563676
2014-07-16,1.6,25.5669,7.94621,1.8964,0.4917,32.593708172586
2014-07-16,2.8,21.9623,6.68157,2.9716,1.0288,37.8924835479244
2014-07-16,3.8,15.1535,3.71116,6.7128,1.8177,41.8054803491204
2014-07-16,5,11.599,5.19913,4.864,7.5582,43.8007372981781
2014-07-16,5.2,11.1642,5.91187,4.3641,11.6201,43.7497341098689
2014-07-16,5.5,10.9735,6.11621,3.3485,15.7828,43.8785177610767
2014-07-16,5.8,10.9369,6.13282,2.7375,17.5956,43.8367068488415
2014-07-16,6,10.9349,6.14934,2.7375,17.5116,43.8699608900769
2014-07-16,6.2,10.9328,6.16739,2.4558,17.6291,43.7556623911989
2014-07-16,8,10.8697,6.18309,2.3527,17.9145,43.7571180075059
2014-07-16,9,10.8603,6.18551,1.8964,17.8473,43.9113997688524
2014-07-16,9.3,10.8566,6.19889,2.1503,17.8977,43.9841536415164
2014-07-21,0.1,24.0229,8.25049,1.9758,0.4582,32.9527431946723
2014-07-21,1,23.9154,8.21994,2.92,0.7603,32.8747139721879
2014-07-21,1.6,23.8556,8.01172,3.2334,0.7771,32.8803837430714
2014-07-21,2.8,21.2391,6.6797,6.4628,1.3813,39.0466009014048
2014-07-21,3.8,16.2764,4.18073,7.9427,1.6499,41.5906652534325
2014-07-21,5,11.7065,5.17595,4.257,7.8603,44.5618558998218
2014-07-21,5.2,11.1826,6.1677,4.86,12.1069,44.5899867415248
2014-07-21,5.5,11.0635,6.27857,2.7851,20.5833,44.4723569504132
2014-07-21,5.8,11.048,6.40688,2.8049,20.6672,44.636469130632
2014-07-21,6,11.0502,6.4159,2.7494,21.2211,44.715082288834
2014-07-21,6.2,11.0379,6.42817,2.7097,21.2547,44.5936201532995
2014-07-21,8,10.9968,6.45776,2.3566,21.1875,44.6722104361205
2014-07-21,9,10.9852,6.44905,2.5352,21.389,44.6565049151097
2014-07-21,9.3,10.982,6.45671,2.7891,21.3722,44.572119703459
2014-07-23,0.1,25.0366,8.15769,1.337,0.4917,32.9371719405832
2014-07-23,1,24.7624,8.01072,1.7853,0.4749,32.8693553938743
2014-07-23,1.6,24.0342,7.82021,2.0234,0.5085,32.0596340155657
2014-07-23,2.8,21.4047,7.13175,3.9912,1.2974,39.4464186407356
2014-07-23,3.8,16.5761,3.8546,9.6883,1.3142,41.224568349142
2014-07-23,5,11.4528,6.23828,4.2292,7.2896,44.7917761666101
2014-07-23,5.2,11.1959,6.34162,3.6302,18.3173,44.7867470331607
2014-07-23,5.5,11.1534,6.44322,3.4953,20.9861,44.8266687825107
2014-07-23,5.8,11.1257,6.454,3.4794,21.7918,44.8210340213611
2014-07-23,6,11.1168,6.45823,3.3009,21.9764,44.8988874827906
2014-07-23,6.2,11.1134,6.46736,3.5032,22.2786,45.0013442375949
2014-07-23,8,11.0669,6.49083,3.3802,22.4968,45.0784796198833
2014-07-23,9,11.05,6.48286,3.4556,22.5471,44.9901997805209
2014-07-23,9.3,11.0462,6.49682,3.3128,22.5136,44.9586453619434
2014-07-28,0.1,24.9737,7.85678,1.5989,1.0121,32.3738833728347
2014-07-28,1,24.945,7.87533,1.9123,0.8274,32.3970611126989
2014-07-28,1.6,24.4842,7.83236,2.0869,1.0121,33.3342799929489
2014-07-28,2.8,21.6967,6.24625,3.9912,1.6331,40.4321391695912
2014-07-28,3.8,16.6429,2.93808,9.2955,2.6066,43.1282554418665
2014-07-28,5,11.4942,6.53663,3.8722,14.3896,45.688601203586
2014-07-28,5.2,11.3514,6.6305,3.5627,21.7247,45.7948239804768
2014-07-28,5.5,11.3027,6.6145,3.9872,24.6285,45.6466756070307
2014-07-28,5.8,11.2728,6.62496,4.0586,25.4341,45.6810887261997
2014-07-28,6,11.2606,6.64317,3.9872,24.8634,45.8229851546711
2014-07-28,6.2,11.2533,6.6362,3.8047,24.5445,45.8721365373576
2014-07-28,8,11.2238,6.67578,3.3762,25.1152,45.7434683117987
2014-07-28,9,11.2093,6.66994,3.4834,25.3502,45.7069757338209
2014-07-28,9.3,11.2068,6.68592,3.5508,25.3502,45.8546677110313
2014-07-30,0.1,23.8457,7.80636,1.2616,0.7267,32.6581106101769
2014-07-30,1,23.626,7.79495,1.6981,1.0121,32.8100276804286
2014-07-30,1.6,23.592,7.76174,2.2733,1.0456,32.7703998079554
2014-07-30,2.8,21.8162,6.37245,4.0547,1.566,39.7882005527703
2014-07-30,3.8,16.6541,2.89755,11.9021,2.7409,42.9978737280219
2014-07-30,5,11.9023,5.68144,5.4591,9.3877,45.8689766145952
2014-07-30,5.2,11.5715,6.40658,4.6934,12.5601,45.9422757274847
2014-07-30,5.5,11.3478,6.56946,3.8047,23.571,46.1695638962983
2014-07-30,5.8,11.3209,6.58327,3.7968,25.4173,46.05481610927
2014-07-30,6,11.3131,6.58837,3.9277,26.1559,45.9523983183898
2014-07-30,6.2,11.3078,6.59801,3.9237,25.9712,45.8676440594152
2014-07-30,8,11.2678,6.64846,3.6738,25.8873,46.2005136455274
2014-07-30,9,11.2622,6.62697,3.4913,25.8873,46.0982745279803
2014-07-30,9.3,11.2584,6.6228,3.6381,25.9041,46.0243605378475
2014-08-02,0.1,23.1517,8.00316,3.1104,1.0456,32.7372082773266
2014-08-02,1,23.1282,7.96196,3.2572,1.0456,32.7545648963439
2014-08-02,1.6,23.0831,7.91079,3.3643,1.0288,32.8234801871617
2014-08-02,2.8,21.7205,5.87679,5.6575,1.6163,40.1466616589938
2014-08-02,3.8,17.0246,2.87638,9.6248,2.4891,42.581795936451
2014-08-02,5,11.9154,4.93154,6.0304,7.0211,46.4387368595742
2014-08-02,5.2,11.6596,5.20568,5.4155,18.0655,47.065550439483
2014-08-02,5.5,11.4862,5.72785,6.3319,31.4096,47.0467864878831
2014-08-02,5.8,11.3942,6.45248,4.7886,31.6781,46.355272934637
2014-08-02,6,11.3714,6.40164,4.5942,27.4987,46.400208821559
2014-08-02,6.2,11.3677,5.54936,5.0386,26.1391,46.7657262232234
2014-08-02,8,11.3046,5.37213,3.1223,30.6207,47.004009355895
2014-08-02,9,11.2052,4.21747,2.924,29.5632,47.3559648102646
2014-08-02,9.3,11.2041,0.74165,3.5072,31.6613,52.298524622548
2014-08-04,0.1,23.715,8.20116,1.4521,1.096,32.5078863075903
2014-08-04,1,23.3929,8.05298,1.7615,1.0792,32.6881796130109
2014-08-04,1.6,22.9792,8.01295,1.9599,1.1631,32.5994740268677
2014-08-04,2.8,22.0269,5.63917,3.039,1.4317,37.530690682544
2014-08-04,3.8,17.1874,3.27495,11.0174,2.7913,42.5229131680607
2014-08-04,5,12.3036,4.22625,5.2211,7.575,46.0611249053398
2014-08-04,5.2,11.8605,4.98182,5.5742,10.2102,47.4495769927075
2014-08-04,5.5,11.475,6.19662,4.3046,24.7963,46.32436958361
2014-08-04,5.8,11.3907,6.15939,3.3723,25.0313,46.2896606944088
2014-08-04,6,11.3729,6.09318,2.6542,24.0913,46.3565122045312
2014-08-04,6.2,11.3427,6.07801,2.4519,23.7724,46.2394045059351
2014-08-04,8,11.2592,2.90478,2.0075,31.1242,48.6329740143159
2014-08-04,9,11.1576,0.24471,5.6495,53.7839,64.5308759737631
2014-08-04,9.3,11.1216,0.19132,11.2197,53.465,90.0711157921183
2014-08-06,0.1,24.2232,8.13997,1.0871,1.0456,32.6039874493069
2014-08-06,1,23.8384,7.99718,1.341,1.0288,32.5982510528798
2014-08-06,1.6,23.2637,7.96742,1.7139,0.9953,32.7148793394442
2014-08-06,2.8,21.5066,5.53788,2.8724,1.5156,40.2705476019603
2014-08-06,3.8,17.937,4.16106,10.208,3.2948,42.5647225333307
2014-08-06,5,12.4207,4.15977,6.5898,8.9178,46.1252606943915
2014-08-06,5.2,11.9099,4.05002,5.3559,16.9913,47.3530188688327
2014-08-06,5.5,11.6082,5.33438,7.3238,21.5568,47.6836972547052
2014-08-06,5.8,11.4273,5.81483,4.6299,28.1197,46.3510687914731
2014-08-06,6,11.382,5.87001,4.6379,23.7221,46.2211591301591
2014-08-06,6.2,11.3564,5.78851,4.0586,22.1611,46.2264434954681
2014-08-06,8,11.2675,2.142,3.4318,26.3573,49.2176856939235
2014-08-06,9,11.1408,0.32043,7.3595,43.0751,99.1695826165179
2014-08-06,9.3,11.0911,0.21169,9.236,27.314,129.82232031726
2014-08-09,0.1,23.2407,7.70108,3.0946,1.8177,32.3198778986743
2014-08-09,1,23.2506,7.71318,3.5508,1.952,32.334666678447
2014-08-09,1.6,23.2382,7.6447,3.3485,1.8681,32.4090705390871
2014-08-09,2.8,22.2348,5.36373,5.3956,2.3549,37.3809318790925
2014-08-09,3.8,18.3049,3.06266,5.7527,3.4962,44.294576414336
2014-08-09,5,12.5878,3.8424,8.6409,12.3251,46.3729792332157
2014-08-09,5.2,12.1508,4.16793,7.2246,12.6944,46.6275861330487
2014-08-09,5.5,11.7585,3.83874,4.6894,19.4419,48.5537199900387
2014-08-09,5.8,11.506,5.34197,4.38,25.9377,46.6996998105527
2014-08-09,6,11.4247,4.90026,4.1102,28.7408,46.5990165108352
2014-08-09,6.2,11.3773,4.40971,4.2332,25.3166,46.8535073424544
2014-08-09,8,11.2266,0.50982,4.8521,38.0732,55.7460574916906
2014-08-09,9,11.22,0.16785,5.4155,18.3005,130.809002961447
2014-08-09,9.3,11.1294,0.15195,6.5938,8.4814,154.690714865658
2014-08-10,0.1,22.5459,7.43981,3.9753,3.5802,32.6772393709802
2014-08-10,1,22.3999,7.18087,4.495,3.4459,33.6721692382129
2014-08-10,1.6,22.3698,6.96475,4.7212,3.5969,33.6876578011794
2014-08-10,2.8,21.5908,4.83787,4.618,4.0837,38.39116109643
2014-08-10,3.8,17.9799,2.60749,3.9237,7.4239,43.9408418891951
2014-08-10,5,12.3601,4.35914,7.8871,14.6246,46.4618024534883
2014-08-10,5.2,11.9307,2.85167,5.3401,18.7034,46.9841594292208
2014-08-10,5.5,11.6969,1.91851,3.1699,21.5568,49.3402059514383
2014-08-10,5.8,11.509,2.14732,2.4638,44.8375,49.7901341722506
2014-08-10,6,11.4393,2.40445,2.0908,45.9117,50.4931202706301
2014-08-10,6.2,11.3726,2.97518,2.0273,44.8879,49.4829452671784
2014-08-10,8,11.1686,0.18087,1.6465,44.5689,51.8189741065298
2014-08-10,9,11.1845,0.11606,3.289,26.6594,93.4213348173225
2014-08-10,9.3,11.0648,0.09767,2.7851,28.3883,125.630203398659
2014-08-11,0.1,22.3619,7.5459,2.7058,1.6835,32.6398387282877
2014-08-11,1,22.2812,7.49403,3.9317,1.8177,32.834201897048
2014-08-11,1.6,22.1195,5.71176,4.8402,1.8681,34.2807435206865
2014-08-11,2.8,21.4216,3.79641,5.6694,2.3381,39.4586185648435
2014-08-11,3.8,18.027,1.89312,2.4638,2.9255,43.9974829712937
2014-08-11,5,12.7898,3.50129,12.9375,7.8435,46.530536753462
2014-08-11,5.2,12.268,4.23408,3.043,13.3658,46.3473634640154
2014-08-11,5.5,11.8307,2.08428,2.9795,15.3632,48.4678596848647
2014-08-11,5.8,11.6113,1.70338,2.0432,20.0965,50.056525414778
2014-08-11,6,11.4874,2.67902,1.456,43.0751,49.0828097675654
2014-08-11,6.2,11.4006,3.06532,1.4878,44.4682,47.9980937828883
2014-08-11,8,11.2073,0.18354,2.8367,43.3772,56.5573927958536
2014-08-11,9,11.1679,0.15309,3.1818,23.5206,111.243104831486
2014-08-11,9.3,11.1262,0.13338,3.9198,23.0842,136.435876650565
2014-08-13,0.1,22.5351,8.08226,1.5909,3.0934,32.1540442186562
2014-08-13,1,22.5154,8.08158,2.2019,3.0598,32.4191055335241
2014-08-13,1.6,22.2274,7.8551,2.7891,3.1102,32.1792464112572
2014-08-13,2.8,21.2707,5.66243,4.6855,3.8823,36.9015217399754
2014-08-13,3.8,18.3699,1.74749,3.039,4.7719,43.986115817842
2014-08-13,5,12.5698,3.15078,11.5529,8.5653,46.7698408978808
2014-08-13,5.2,12.0272,3.00662,1.8806,14.3225,47.7384128505466
2014-08-13,5.5,11.6296,4.30621,1.6306,23.6885,46.8662751427107
2014-08-13,5.8,11.4511,4.22204,1.1863,26.6259,46.7483723132208
2014-08-13,6,11.3874,3.11653,1.1466,22.1443,47.6686587315064
2014-08-13,6.2,11.3508,2.44188,1.1942,22.3457,48.4746022279337
2014-08-13,8,11.1985,0.19385,2.2733,40.6916,57.3596349278139
2014-08-13,9,11.2098,0.15439,2.8248,16.3367,125.870098089459
2014-08-13,9.3,11.1824,0.15086,2.8565,16.4038,133.225404051799
2014-08-18,0.1,23.205,8.23597,1.7734,6.1818,32.8317097530277
2014-08-18,1,22.5314,8.70384,3.7452,6.2993,32.2799059587296
2014-08-18,1.6,22.0864,8.65883,6.4668,6.5343,33.2007201057099
2014-08-18,2.8,20.8722,4.54212,6.7683,7.2393,38.3081001584287
2014-08-18,3.8,17.7373,0.41302,4.9235,8.0114,45.9603918774937
2014-08-18,5,12.6563,2.96685,7.1532,11.8383,46.4495628591261
2014-08-18,5.2,12.266,3.20235,3.7373,15.6989,46.7071209277828
2014-08-18,5.5,11.9831,1.51428,3.7293,18.7705,49.8609812773001
2014-08-18,5.8,11.8135,1.51526,2.4796,22.6143,60.8362349264912
2014-08-18,6,11.6079,1.51583,2.9795,29.8318,50.9219463316373
2014-08-18,6.2,11.4717,1.86474,3.6222,32.4838,48.7579979257816
2014-08-18,8,11.1806,0.1366,2.3527,27.2469,88.798438898386
2014-08-18,9,11.1879,0.11879,4.13,6.1986,155.006108554559
2014-08-18,9.3,11.065,0.10887,3.9317,5.3258,191.457644464097
2014-08-19,0.1,22.7996,8.35037,2.7296,3.0766,32.3145273210179
2014-08-19,1,22.6387,7.92528,3.7373,3.0598,32.4209916320275
2014-08-19,1.6,22.0752,7.73976,5.3282,3.5634,33.2700112627804
2014-08-19,2.8,20.8106,4.83578,6.7802,4.5705,38.0032734537135
2014-08-19,3.8,17.409,0.4372,6.197,6.3497,46.4051506183715
2014-08-19,5,12.4859,1.94102,3.6302,18.0823,47.2176462191176
2014-08-19,5.2,12.1401,2.80186,2.0392,22.6814,46.9321879591834
2014-08-19,5.5,11.807,2.12896,2.0908,23.7053,47.4925432515474
2014-08-19,5.8,11.6383,1.4597,1.9678,25.1991,48.9575371513691
2014-08-19,6,11.4637,0.75974,2.1107,24.2088,50.5705356996788
2014-08-19,6.2,11.3079,0.48475,1.8964,37.2004,51.5567694649485
2014-08-19,8,11.2312,0.39878,1.8448,50.1248,51.8157816726673
2014-08-19,9,11.2225,0.41038,1.7139,50.0912,51.8172083250351
2014-08-19,9.3,11.2196,0.41463,1.7933,49.8562,51.7238215558545
2014-08-21,0.1,24.1502,8.54089,1.702,2.5395,32.3286623375602
2014-08-21,1,23.4109,9.33007,2.8565,2.4556,32.5878058927744
2014-08-21,1.6,22.7706,9.46222,3.6024,2.6906,32.3383946451168
2014-08-21,2.8,20.9347,3.8861,9.1487,3.7312,38.119795531161
2014-08-21,3.8,17.8173,0.5104,5.6733,4.8055,46.6372364089294
2014-08-21,5,13.0184,1.28684,9.4661,10.0256,47.1874123712977
2014-08-21,5.2,12.6888,1.80057,7.1492,11.6201,47.0308806331251
2014-08-21,5.5,11.9299,1.77934,2.9835,17.9481,48.0689290538773
2014-08-21,5.8,11.5142,1.73032,3.0351,19.9958,49.9839700163743
2014-08-21,6,11.4637,1.75374,2.8803,33.9105,49.9879001695406
2014-08-21,6.2,11.4434,1.74752,2.7177,34.3805,50.1858949856946
