Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophyta
FCR,2014,2014-07-21 13:32:36,2.46,9.88,6.79,0.11,1.9,0.16
FCR,2014,2014-07-21 13:32:36,2.59,9.54,6.07,0.66,2.52,0
FCR,2014,2014-07-21 13:32:44,2.75,10.09,7.15,0.41,2.47,0
FCR,2014,2014-07-21 13:32:44,2.92,11.16,5.24,0.77,3.04,0.19
FCR,2014,2014-07-21 13:32:44,3.06,13.46,5.37,0.46,3.62,0.35
FCR,2014,2014-07-21 13:32:53,3.21,14.11,6.02,0.43,2.72,0.24
FCR,2014,2014-07-21 13:32:53,3.33,15.32,6.14,0.61,2.63,0.74
FCR,2014,2014-07-21 13:32:53,3.41,15.81,4.71,0.57,4.22,0.38
FCR,2014,2014-07-21 13:33:01,3.5,16.96,4.39,0.99,4.13,0.04
FCR,2014,2014-07-21 13:33:01,3.65,18.9,5.51,0.84,3.06,0.68
FCR,2014,2014-07-21 13:33:01,3.83,19.71,5.99,0.8,3.16,1.2
FCR,2014,2014-07-21 13:33:10,3.96,19.6,7.44,1.14,4.06,0.81
FCR,2014,2014-07-21 13:33:10,4.06,20.31,6.64,1.52,5.19,0.75
FCR,2014,2014-07-21 13:33:10,4.17,20.03,7,1.45,5.46,1.42
FCR,2014,2014-07-21 13:33:19,4.31,19.99,6.08,1.46,6.72,1.54
FCR,2014,2014-07-21 13:33:19,4.46,19.68,5.63,1.69,7.98,1.66
FCR,2014,2014-07-21 13:33:19,4.63,18.06,4.94,1.96,10.2,1.8
FCR,2014,2014-07-21 13:33:27,4.73,17.06,4.88,2.43,10.37,2.03
FCR,2014,2014-07-21 13:33:27,4.84,15.75,6.47,2.59,8.63,1.91
FCR,2014,2014-07-21 13:33:27,4.98,14.18,6.7,2.9,9.04,1.68
FCR,2014,2014-07-21 13:33:36,5.14,12.58,6.47,2.71,8.82,2.03
FCR,2014,2014-07-21 13:33:36,5.33,11.47,7.19,2.65,7.72,2.43
FCR,2014,2014-07-21 13:33:36,5.5,10.81,6.81,2.57,7.39,2.91
FCR,2014,2014-07-21 13:33:45,5.67,10.4,6.03,2.2,6.97,2.85
FCR,2014,2014-07-21 13:33:45,5.89,9.63,5.8,2.07,6.47,2.71
FCR,2014,2014-07-21 13:33:45,6.07,8.83,5.22,1.76,5.73,3.04
FCR,2014,2014-07-21 13:33:53,6.24,7.73,3.62,1.74,5.45,3.37
FCR,2014,2014-07-21 13:33:53,6.43,7.19,1.65,1.78,4.99,4.15
FCR,2014,2014-07-21 13:33:53,6.58,6.47,0,1.68,4.42,5.37
FCR,2014,2014-07-21 13:33:53,6.77,6.62,0,1.53,3.31,5.98
FCR,2014,2014-07-21 13:34:02,6.93,6.48,0,1.5,2.83,6.08
FCR,2014,2014-07-21 13:34:02,7.11,6.68,0,1.35,2.72,5.57
FCR,2014,2014-07-21 13:34:02,7.27,6.41,0,1.42,3.48,3.93
FCR,2014,2014-07-21 13:34:11,7.4,6.85,0.46,1.19,2.91,3.17
FCR,2014,2014-07-21 13:34:11,7.52,7.17,1.6,1.07,2.23,2.29
FCR,2014,2014-07-21 13:34:11,7.64,7.09,1.51,1.02,2.17,1.76
FCR,2014,2014-07-21 13:34:19,7.73,6.87,1.74,1.06,2.11,1.71
FCR,2014,2014-07-21 13:34:19,7.88,6.89,1.64,1.04,2.13,1.67
FCR,2014,2014-07-21 13:34:19,8.01,7.12,1.58,1.13,2.36,1.61
FCR,2014,2014-07-21 13:34:28,8.13,6.81,1.72,1.03,2.04,1.62
FCR,2014,2014-07-21 13:34:28,8.29,7.06,1.86,1.14,2.22,1.63
FCR,2014,2014-07-21 13:34:28,8.47,6.57,1.99,1.18,2.39,1.61
FCR,2014,2014-07-21 13:34:36,8.55,6.72,2.02,1.2,2.36,1.51
FCR,2014,2014-07-21 13:34:36,8.69,6.91,1.93,1.13,2.26,1.55
FCR,2014,2014-07-21 13:34:36,8.85,6.83,1.93,1.05,2.15,1.76
FCR,2014,2014-07-21 13:34:45,9.02,6.67,1.92,1.18,2.53,1.49
FCR,2014,2014-07-21 13:34:45,9.14,6.8,1.89,1.1,2.14,1.69
FCR,2014,2014-07-21 13:34:45,9.25,6.55,1.87,1.14,2.45,1.61
FCR,2014,2014-07-21 13:34:54,9.34,6.56,1.8,1.04,2.12,1.6
FCR,2014,2014-07-28 11:30:12,0.02,1.14,1.91,1.08,2.18,1.55
FCR,2014,2014-07-28 11:32:56,0.21,0,1.72,1.2,2.41,1.58
FCR,2014,2014-07-28 11:30:20,0.47,6.11,1.94,1.13,2.2,1.57
FCR,2014,2014-07-28 11:30:20,0.83,7.05,1.87,1.14,2.15,1.52
FCR,2014,2014-07-28 11:30:29,0.92,6.5,1.97,1.13,2.1,1.6
FCR,2014,2014-07-28 11:30:37,1.23,6.52,1.77,1.04,2.15,1.59
FCR,2014,2014-07-28 11:30:37,1.53,7.5,1.73,1.12,2.18,1.53
FCR,2014,2014-07-28 11:30:37,1.83,6.49,0,1.14,0,0
FCR,2014,2014-07-28 11:30:46,2.17,6.99,0,0,0,0
FCR,2014,2014-07-28 11:30:46,2.43,6.64,3.67,0.76,0.84,0.83
FCR,2014,2014-07-28 11:30:46,2.83,8.07,2.93,1.14,2.93,0.07
FCR,2014,2014-07-28 11:30:55,3.15,8.9,1.46,1.24,3.79,0
FCR,2014,2014-07-28 11:30:55,3.41,9.61,2.16,1.28,3.08,0
FCR,2014,2014-07-28 11:30:55,3.72,13.44,4.14,0.86,2.02,0.48
FCR,2014,2014-07-28 11:30:55,4.08,17.16,2.41,1.07,2.62,0.4
FCR,2014,2014-07-28 11:31:03,4.38,21.45,3.33,1,2.66,0
FCR,2014,2014-07-28 11:31:03,4.73,21.09,2.42,1.07,2.89,0.26
FCR,2014,2014-07-28 11:31:12,4.92,19.76,3.39,1.35,3.03,0.3
FCR,2014,2014-07-28 11:31:12,5.15,15.82,3.67,1.43,3.36,0.44
FCR,2014,2014-07-28 11:31:12,5.57,12.76,3.92,1.32,3.7,0.67
FCR,2014,2014-07-28 11:31:12,5.95,10.79,4.95,1.48,6.04,0.97
FCR,2014,2014-07-28 11:31:21,6.41,9.87,5.44,1.52,8.25,1.95
FCR,2014,2014-07-28 11:31:21,6.77,9.89,6,2.08,10.95,2.41
FCR,2014,2014-07-28 11:31:21,7.16,9.78,5.47,2.01,9.73,3.88
FCR,2014,2014-07-28 11:31:29,7.49,9.88,3.58,2.23,9.44,4.5
FCR,2014,2014-07-28 11:31:29,7.9,9.95,0.32,2.18,7.68,5.63
FCR,2014,2014-07-28 11:31:29,8.34,9.92,0,1.86,5.26,5.64
FCR,2014,2014-07-28 11:31:38,8.73,10.03,0.32,1.67,4.44,4.36
FCR,2014,2014-07-28 11:31:38,9.17,9.98,1.08,1.42,3.31,4.06
FCR,2014,2014-07-28 11:31:38,9.4,10.27,1.28,1.48,3.21,3.92
FCR,2014,2014-08-04 12:33:16,0.13,1.73,1.27,1.41,3.15,3.94
FCR,2014,2014-08-04 12:33:59,0.64,7.1,1.39,1.36,3.06,4.08
FCR,2014,2014-08-04 12:34:08,0.86,7.38,1.35,1.47,3.26,3.86
FCR,2014,2014-08-04 12:34:25,1.15,8.11,1.44,1.41,3.03,4.04
FCR,2014,2014-08-04 12:34:25,1.4,7.67,1.3,1.47,3.29,3.97
FCR,2014,2014-08-04 12:34:34,1.65,6.76,1.23,1.47,3.35,3.93
FCR,2014,2014-08-04 12:34:34,1.94,6.55,1.4,1.52,3.32,4.02
FCR,2014,2014-08-04 12:34:34,2.21,6.51,0,1.73,0,0
FCR,2014,2014-08-04 12:34:42,2.43,6.38,1.4,0.62,5.09,0
FCR,2014,2014-08-04 12:34:42,2.72,7.13,3.16,0.17,3.32,0.73
FCR,2014,2014-08-04 12:34:42,3,6.83,3.84,0.34,3.3,0.63
FCR,2014,2014-08-04 12:34:51,3.32,8.04,3.72,0.58,3.24,0.12
FCR,2014,2014-08-04 12:34:51,3.59,9.18,3.5,0.2,1.89,1.16
FCR,2014,2014-08-04 12:34:51,3.89,10.03,3.78,0.45,2.21,0.12
FCR,2014,2014-08-04 12:34:51,4.11,14.31,3.39,0.45,2.67,0
FCR,2014,2014-08-04 12:35:00,4.33,23.68,3.44,0.29,1.96,0.68
FCR,2014,2014-08-04 12:35:00,4.54,30.21,3.97,0.65,2.51,0
FCR,2014,2014-08-04 12:35:00,4.77,31.66,3.1,0.61,2.9,0.21
FCR,2014,2014-08-04 12:35:08,4.99,24.51,4.22,0.82,2.78,0.22
FCR,2014,2014-08-04 12:35:08,5.33,18.88,4.7,0.9,3.14,0.44
FCR,2014,2014-08-04 12:35:08,5.59,15.83,4.4,0.96,4.06,0.61
FCR,2014,2014-08-04 12:35:17,5.88,13.91,4.64,1.3,7.31,1.06
FCR,2014,2014-08-04 12:35:17,6.15,10.61,4.61,2.07,14.6,2.4
FCR,2014,2014-08-04 12:35:17,6.42,9.55,4.21,2.55,18.33,5.12
FCR,2014,2014-08-04 12:35:25,6.68,7.95,4.88,3.03,16.63,7.12
FCR,2014,2014-08-04 12:35:25,6.88,7.12,2.85,3.06,13.05,5.55
FCR,2014,2014-08-04 12:35:25,7.05,6.75,0.78,2.48,10.13,5.5
FCR,2014,2014-08-04 12:35:34,7.31,6.61,0,2.31,8.24,5.28
FCR,2014,2014-08-04 12:35:34,7.54,6.32,0.21,2.17,6.56,4.97
FCR,2014,2014-08-04 12:35:34,7.82,5.87,0.24,1.74,4.49,4.15
FCR,2014,2014-08-04 12:35:43,8.04,6.04,0.74,1.53,4,3.28
FCR,2014,2014-08-04 12:35:43,8.27,6.26,1.32,1.28,2.77,2.59
FCR,2014,2014-08-04 12:35:43,8.56,6,1.14,1.31,2.72,1.96
FCR,2014,2014-08-04 12:35:51,8.86,6.78,1.31,1.35,2.2,1.88
FCR,2014,2014-08-04 12:35:51,9.14,8.93,1.27,1.3,2.35,1.7
FCR,2014,2014-08-04 12:35:51,9.4,12.38,1.29,1.16,2.03,1.84
FCR,2014,2014-08-11 12:56:18,0.14,1.3,1.01,1.09,1.86,1.9
FCR,2014,2014-08-11 12:56:36,0.56,9.19,1.05,1.09,1.87,2.03
FCR,2014,2014-08-11 12:57:01,0.84,11.95,1.03,1.28,2.16,1.79
FCR,2014,2014-08-11 12:57:01,1.03,10.73,0.92,1.17,1.84,2.07
FCR,2014,2014-08-11 12:57:10,1.21,13.03,0.64,1.36,1.91,2.86
FCR,2014,2014-08-11 12:57:10,1.48,13.76,0.52,1.85,2.15,4.4
FCR,2014,2014-08-11 12:57:10,1.69,14.46,0.71,2.64,2.72,6.32
FCR,2014,2014-08-11 12:57:19,1.96,13.99,0,1.3,0,0
FCR,2014,2014-08-11 12:57:19,2.26,14.71,4.45,1.65,2.76,0.33
FCR,2014,2014-08-11 12:57:19,2.56,15.29,6.47,1.64,3.84,0
FCR,2014,2014-08-11 12:57:19,2.84,16.58,4.8,0.77,2.75,2.41
FCR,2014,2014-08-11 12:57:27,3.15,18.42,5.86,1.4,4.33,1.43
FCR,2014,2014-08-11 12:57:27,3.45,15.16,5.39,1.55,5.94,0.88
FCR,2014,2014-08-11 12:57:27,3.77,11.99,6.51,1.16,5.22,1.57
FCR,2014,2014-08-11 12:57:36,4.05,8.45,5.15,1.34,6.4,1.1
FCR,2014,2014-08-11 12:57:36,4.3,7.02,6.23,1.06,5.35,2.06
FCR,2014,2014-08-11 12:57:36,4.66,7.06,5.73,1.7,6.49,1.37
FCR,2014,2014-08-11 12:57:45,4.97,7.39,4.71,1.9,8.58,1.4
FCR,2014,2014-08-11 12:57:45,5.3,9.6,2.82,2.01,11.63,1.96
FCR,2014,2014-08-11 12:57:45,5.67,15.8,2.66,1.81,9.05,1.64
FCR,2014,2014-08-11 12:57:53,6.05,9.6,2.1,1.76,6.64,1.49
FCR,2014,2014-08-11 12:57:53,6.32,7.09,2.08,1.29,3.47,1.61
FCR,2014,2014-08-11 12:57:53,6.65,5.15,1.66,1.4,2.91,1.06
FCR,2014,2014-08-11 12:58:02,6.98,4.46,1.73,1.55,2.66,1.12
FCR,2014,2014-08-11 12:58:02,7.25,4.13,1.01,1.53,2.87,1.98
FCR,2014,2014-08-11 12:58:02,7.52,3.65,1.01,1.87,2.97,3.74
FCR,2014,2014-08-11 12:58:11,7.84,3.15,0.3,2.47,4.14,8.89
FCR,2014,2014-08-11 12:58:11,8.12,3.25,0.61,1.57,2.63,4.79
FCR,2014,2014-08-11 12:58:11,8.35,3.93,0.67,1.28,2.16,2.99
FCR,2014,2014-08-11 12:58:19,8.6,6.34,1.02,1.09,1.46,1.57
FCR,2014,2014-08-11 12:58:19,8.96,7.33,0.87,1.07,1.31,1.21
FCR,2014,2014-08-11 12:58:19,9.23,9.03,0.9,1.01,1.16,1.06
FCR,2014,2014-08-18 10:36:55,0.11,0.8,0.7,0.91,1.13,0.91
FCR,2014,2014-08-18 10:36:55,0.49,3.43,0.55,0.82,1.05,0.73
FCR,2014,2014-08-18 10:37:03,0.81,5.84,0.56,0.93,1.1,0.67
FCR,2014,2014-08-18 10:37:03,1.15,6.08,0.83,1.04,1.19,0.87
FCR,2014,2014-08-18 10:37:12,1.4,6.14,1.74,1.52,1.29,1.79
FCR,2014,2014-08-18 10:37:12,1.65,8.26,1.94,1.64,1.2,2.55
FCR,2014,2014-08-18 10:37:12,1.93,10.16,3.35,1.72,1.17,2.79
FCR,2014,2014-08-18 10:37:12,2.23,15.43,3.35,1.72,1.17,2.79
FCR,2014,2014-08-18 10:37:21,2.55,19.54,0,0.8,0,0
FCR,2014,2014-08-18 10:37:21,2.84,19.86,0.09,0,2.32,1.02
FCR,2014,2014-08-18 10:37:21,3.14,17.45,4.57,0.2,0.89,0.18
FCR,2014,2014-08-18 10:37:29,3.44,16.17,4.29,0,0.82,0.97
FCR,2014,2014-08-18 10:37:29,3.73,16.17,2.23,0.36,3.53,0.02
FCR,2014,2014-08-18 10:37:29,4,15.87,5.82,0.43,1.82,0.2
FCR,2014,2014-08-18 10:37:38,4.3,14.28,5.39,0.7,4.07,0
FCR,2014,2014-08-18 10:37:38,4.57,12.55,6.19,0.53,8.23,0.49
FCR,2014,2014-08-18 10:37:38,4.82,10.69,8.36,0.63,9.32,1.23
FCR,2014,2014-08-18 10:37:47,5.06,13.55,9.34,0.76,8.94,0.82
FCR,2014,2014-08-18 10:37:47,5.31,13.96,7.59,0.91,7.54,1.41
FCR,2014,2014-08-18 10:37:47,5.57,13.64,6.14,1.1,7.96,0.97
FCR,2014,2014-08-18 10:37:55,5.83,11.68,5.44,1.41,8.53,0.79
FCR,2014,2014-08-18 10:37:55,6.09,9.87,4.98,1.61,8.43,0.85
FCR,2014,2014-08-18 10:37:55,6.36,8.56,3.49,1.72,7.95,1.12
FCR,2014,2014-08-18 10:38:04,6.6,8.85,2.85,1.68,7,1.02
FCR,2014,2014-08-18 10:38:04,6.84,9.05,2.27,1.73,5.52,1.17
FCR,2014,2014-08-18 10:38:04,7.1,8.81,3.04,2.06,5.15,3.29
FCR,2014,2014-08-18 10:38:12,7.35,8.54,3.36,2.14,3.96,4.5
FCR,2014,2014-08-18 10:38:12,7.66,8.38,2.19,2.07,3.05,6.33
FCR,2014,2014-08-18 10:38:12,7.95,9.18,2.18,1.84,2.7,4.95
FCR,2014,2014-08-18 10:38:21,8.24,10.57,1.99,1.59,2.42,3.87
FCR,2014,2014-08-18 10:38:21,8.51,10.94,2.04,1.33,2.04,3.15
FCR,2014,2014-08-18 10:38:21,8.82,10.91,2.73,1.49,1.98,2.64
FCR,2014,2014-08-18 10:38:30,9.07,11.07,3.03,1.61,2.16,2.25
FCR,2014,2014-08-18 10:38:30,9.32,10.91,2.85,1.57,2.13,2.25
FCR,2014,2014-08-25 13:26:33,0.07,1.98,2.73,1.42,1.79,2.6
FCR,2014,2014-08-25 13:30:00,0.35,0.1,2.59,1.38,1.86,2.56
FCR,2014,2014-08-25 13:26:33,0.78,5.25,2.89,1.53,1.87,2.9
FCR,2014,2014-08-25 13:26:41,0.9,5.19,3.57,1.58,1.77,3.65
FCR,2014,2014-08-25 13:26:41,1.12,6.13,3.94,1.67,1.74,3.59
FCR,2014,2014-08-25 13:26:50,1.37,6.61,3.85,1.67,1.82,3.57
FCR,2014,2014-08-25 13:26:50,1.57,6.61,4.21,1.55,1.79,3.53
FCR,2014,2014-08-25 13:26:50,1.77,8.99,4.41,1.56,1.62,3.32
FCR,2014,2014-08-25 13:26:50,2,11.75,0,1.56,0,0.42
FCR,2014,2014-08-25 13:26:59,2.19,10.68,0.1,0,0,0
FCR,2014,2014-08-25 13:26:59,2.37,11.68,4.68,0.57,0,0
FCR,2014,2014-08-25 13:27:07,2.59,13.51,0.38,0.79,4.03,0
FCR,2014,2014-08-25 13:27:07,2.81,19.41,0,0,5.98,0.15
FCR,2014,2014-08-25 13:27:07,2.99,26.07,4.05,0,0,2.56
FCR,2014,2014-08-25 13:27:07,3.18,28.75,4.85,0.2,0,1.56
FCR,2014,2014-08-25 13:27:16,3.43,30.44,5.1,1.23,2.64,0.02
FCR,2014,2014-08-25 13:27:16,3.62,29.68,8.27,0.78,2.36,0.34
FCR,2014,2014-08-25 13:27:16,3.8,26.12,4.85,0.24,4.49,1.1
FCR,2014,2014-08-25 13:27:24,3.99,20.8,5.73,0.82,3.82,1.31
FCR,2014,2014-08-25 13:27:24,4.2,19.4,5.6,0.6,4.3,3.02
FCR,2014,2014-08-25 13:27:24,4.41,18.65,9.16,1.67,7.48,1.1
FCR,2014,2014-08-25 13:27:33,4.68,21.98,12.96,1.33,8.85,2.92
FCR,2014,2014-08-25 13:27:33,4.92,22.22,12.67,1.72,12.53,1.82
FCR,2014,2014-08-25 13:27:33,5.21,22.01,11.61,2.11,15.87,0.85
FCR,2014,2014-08-25 13:27:42,5.47,14.65,12.04,1.65,14.04,1.95
FCR,2014,2014-08-25 13:27:42,5.75,10.38,9.09,1.89,13.87,1.27
FCR,2014,2014-08-25 13:27:42,6.03,7.98,7.36,1.32,10.35,1.77
FCR,2014,2014-08-25 13:27:50,6.25,6.31,7.01,1.29,8.99,2.1
FCR,2014,2014-08-25 13:27:50,6.54,5.59,5.66,1.61,8.41,2.97
FCR,2014,2014-08-25 13:27:50,6.85,5.58,5.16,2.36,6.56,7.9
FCR,2014,2014-08-25 13:27:59,7.13,5.41,3.25,2.92,5.6,10.45
FCR,2014,2014-08-25 13:27:59,7.42,5.36,3.22,3.13,5.11,10.55
FCR,2014,2014-08-25 13:27:59,7.81,5.3,2.12,2.27,3,7.26
FCR,2014,2014-08-25 13:28:08,8.01,5.41,2.35,1.79,1.84,4.41
FCR,2014,2014-08-25 13:28:08,8.26,5.54,2.54,1.22,1.2,3.03
FCR,2014,2014-08-25 13:28:08,8.55,5.5,2.2,1.17,1.1,1.84
FCR,2014,2014-08-25 13:28:16,8.83,5.58,1.84,1.19,1.16,1.41
FCR,2014,2014-08-25 13:28:16,9.11,5.69,2.06,1.19,1.03,1.3
FCR,2014,2014-08-25 13:28:16,9.37,5.81,1.91,1.14,0.96,1.4
FCR,2014,2014-09-03 12:09:48,0.04,1.32,1.93,1.21,1.03,1.2
FCR,2014,2014-09-03 12:10:05,0.19,2.14,1.88,1.12,1.06,1.24
FCR,2014,2014-09-03 12:10:05,0.82,3.85,1.98,1.12,0.91,1.4
FCR,2014,2014-09-03 12:10:13,0.87,4.65,1.94,1.2,1.04,1.36
FCR,2014,2014-09-03 12:10:22,1,4.7,1.82,1.13,1.03,1.52
FCR,2014,2014-09-03 12:10:22,1.25,4.7,1.88,1.16,0.95,1.59
FCR,2014,2014-09-03 12:10:22,1.51,4.28,1.93,1.17,1.03,1.56
FCR,2014,2014-09-03 12:10:31,1.73,5.27,1.97,1.2,0.93,1.71
FCR,2014,2014-09-03 12:10:31,1.96,5.7,0,1.32,0,0
FCR,2014,2014-09-03 12:10:31,2.18,5.89,0.54,1.61,0,0
FCR,2014,2014-09-03 12:10:39,2.41,5.97,2.99,0.27,0.04,0.65
FCR,2014,2014-09-03 12:10:39,2.66,6.53,2,0.43,1.42,0
FCR,2014,2014-09-03 12:10:39,2.89,6.65,3.04,0.08,0.81,0.72
FCR,2014,2014-09-03 12:10:48,3.08,7.77,3.9,0.79,0,0
FCR,2014,2014-09-03 12:10:48,3.3,10.12,2.26,0.55,1.9,0
FCR,2014,2014-09-03 12:10:48,3.49,11.68,0.49,0,3.35,0.45
FCR,2014,2014-09-03 12:10:57,3.66,18.42,3.25,0.75,1.28,0
FCR,2014,2014-09-03 12:10:57,3.91,27.25,4.29,0.85,0.56,0
FCR,2014,2014-09-03 12:10:57,4.13,33.09,4.73,0.75,0.17,0.25
FCR,2014,2014-09-03 12:11:05,4.35,27.12,3.63,1.3,0.67,0.37
FCR,2014,2014-09-03 12:11:05,4.59,40.41,2.59,1.25,2.69,0
FCR,2014,2014-09-03 12:11:05,4.82,38.26,2.15,1.42,3.05,0.03
FCR,2014,2014-09-03 12:11:14,5.02,31.56,3.96,0.57,1.31,1.93
FCR,2014,2014-09-03 12:11:14,5.29,25.38,4.86,1.53,2.93,0.8
FCR,2014,2014-09-03 12:11:14,5.51,24.08,4.18,1.93,5.34,0.22
FCR,2014,2014-09-03 12:11:14,5.77,21.51,7.19,2.07,8.45,0.72
FCR,2014,2014-09-03 12:11:23,6.03,17,10.75,1.92,12.82,1.76
FCR,2014,2014-09-03 12:11:23,6.26,13.79,11.61,2.06,18.24,1.17
FCR,2014,2014-09-03 12:11:23,6.49,12.67,9.63,1.82,13.81,1.86
FCR,2014,2014-09-03 12:11:31,6.72,10.87,8.23,3.35,20.08,8.74
FCR,2014,2014-09-03 12:11:31,7.01,10.45,7.47,3.21,17.81,9.76
FCR,2014,2014-09-03 12:11:31,7.19,10.92,7.74,3.21,12.33,8.27
FCR,2014,2014-09-03 12:11:40,7.33,11,6.9,3.34,6.64,8.5
FCR,2014,2014-09-03 12:11:40,7.55,11.43,6.84,3.53,4.32,9.4
FCR,2014,2014-09-03 12:11:40,7.8,11.5,6.29,3,3.11,9.12
FCR,2014,2014-09-03 12:11:48,8.02,11.39,5.89,2.44,2.5,6.17
FCR,2014,2014-09-03 12:11:48,8.19,11.41,4.83,2.06,1.95,4.95
FCR,2014,2014-09-03 12:11:48,8.43,11.02,4.19,2.16,2.26,4.07
FCR,2014,2014-09-03 12:11:57,8.64,11.83,3.77,1.83,1.89,3.39
FCR,2014,2014-09-03 12:11:57,8.87,11.77,3.71,1.79,1.68,3.26
FCR,2014,2014-09-03 12:11:57,9.07,11.64,3.76,1.89,1.88,3.38
FCR,2014,2014-09-03 12:12:06,9.31,11.51,3.87,1.84,1.72,3.58
FCR,2014,2014-09-08 12:03:45,0.16,1.24,3.77,1.98,1.91,3.76
FCR,2014,2014-09-08 12:07:29,0.43,3.59,3.73,1.99,1.86,3.93
FCR,2014,2014-09-08 12:04:19,0.77,9.49,3.55,1.96,1.82,4.05
FCR,2014,2014-09-08 12:04:28,0.99,10.86,3.52,2.06,1.92,3.91
FCR,2014,2014-09-08 12:04:28,1.03,10.22,3.48,1.83,1.73,3.98
FCR,2014,2014-09-08 12:04:28,1.29,11.06,3.89,1.92,1.69,4.33
FCR,2014,2014-09-08 12:04:36,1.56,10.77,3.77,2.12,1.97,3.92
FCR,2014,2014-09-08 12:04:36,1.84,11.17,3.81,1.94,1.67,4.21
FCR,2014,2014-09-08 12:04:36,2.17,11,3.59,2.07,1.8,4.05
FCR,2014,2014-09-08 12:04:45,2.47,9.99,0,1.07,0,0.16
FCR,2014,2014-09-08 12:04:45,2.68,9.87,1.93,0.81,0.71,0.14
FCR,2014,2014-09-08 12:04:45,2.92,10.29,5.43,0.28,2.79,0.98
FCR,2014,2014-09-08 12:04:54,3.17,9.75,5.65,0.69,4.28,0.24
FCR,2014,2014-09-08 12:04:54,3.43,13.75,6.88,0,1.49,1.85
FCR,2014,2014-09-08 12:04:54,3.65,14.79,5.4,0.17,4.75,0.75
FCR,2014,2014-09-08 12:04:54,3.92,13.62,5.55,0.28,4.82,0.13
FCR,2014,2014-09-08 12:05:02,4.18,12.41,6.06,0.28,4.46,0.36
FCR,2014,2014-09-08 12:05:02,4.48,22.13,5.71,0.41,4.54,0.34
FCR,2014,2014-09-08 12:05:02,4.71,34.51,5.37,0.01,3.62,1
FCR,2014,2014-09-08 12:05:11,4.88,34.22,5.47,0,3.3,1.1
FCR,2014,2014-09-08 12:05:11,5.09,26.88,6.28,0,3.19,0.82
FCR,2014,2014-09-08 12:05:11,5.31,18.34,5.66,0,2.67,1.41
FCR,2014,2014-09-08 12:05:20,5.51,15.46,5.57,1.11,6.85,0.23
FCR,2014,2014-09-08 12:05:20,5.76,13.26,5.59,1.21,6.61,1.39
FCR,2014,2014-09-08 12:05:20,5.94,11.19,5.48,1.22,5.78,1.13
FCR,2014,2014-09-08 12:05:28,6.12,8.97,5.65,1.35,4.81,0.6
FCR,2014,2014-09-08 12:05:28,6.4,7.18,7.97,2.75,5.81,5.6
FCR,2014,2014-09-08 12:05:28,6.66,6.73,9.22,3.79,7.25,14.26
FCR,2014,2014-09-08 12:05:37,6.88,6.69,8.59,3.8,7.38,14.44
FCR,2014,2014-09-08 12:05:37,7.16,6.66,8.03,2.97,4.7,11.18
FCR,2014,2014-09-08 12:05:37,7.44,6.45,5.5,2.64,2.72,7.47
FCR,2014,2014-09-08 12:05:46,7.65,6.81,4.57,2.38,2.21,6.3
FCR,2014,2014-09-08 12:05:46,7.95,6.35,4.3,2.2,1.81,4.95
FCR,2014,2014-09-08 12:05:46,8.17,6.8,4.07,2.13,1.71,3.28
FCR,2014,2014-09-08 12:05:54,8.45,6.34,3.35,1.68,1.52,2.43
FCR,2014,2014-09-08 12:05:54,8.64,6.51,2.74,1.49,1.3,1.65
FCR,2014,2014-09-08 12:05:54,8.78,6.58,2.49,1.38,1.08,1.77
FCR,2014,2014-09-08 12:06:03,8.97,6.57,2.53,1.36,1.11,1.69
FCR,2014,2014-09-08 12:06:03,9.15,6.68,2.42,1.42,1.18,1.65
FCR,2014,2014-09-08 12:06:03,9.31,6.59,2.26,1.34,1.15,1.69
FCR,2014,2014-09-15 11:49:12,0.16,1.02,2.4,1.48,1.33,1.6
FCR,2014,2014-09-15 11:53:05,0.34,0.3,2.28,1.35,1.12,1.61
FCR,2014,2014-09-15 11:49:55,0.82,7.43,2.42,1.43,1.1,1.86
FCR,2014,2014-09-15 11:49:55,1.1,7.97,2.27,1.3,1.04,1.73
FCR,2014,2014-09-15 11:50:04,1.27,8.01,2.3,1.41,1.15,1.65
FCR,2014,2014-09-15 11:50:04,1.43,10.23,2.38,1.41,1.14,1.65
FCR,2014,2014-09-15 11:50:04,1.59,10.74,2.39,1.37,1.08,1.73
FCR,2014,2014-09-15 11:50:12,1.77,12.34,2.42,1.46,1.16,1.63
FCR,2014,2014-09-15 11:50:12,1.98,13.07,2.31,1.42,1.16,1.7
FCR,2014,2014-09-15 11:50:12,2.18,11.98,0,1.02,0,0
FCR,2014,2014-09-15 11:50:21,2.37,12.68,0,0.22,0,0.08
FCR,2014,2014-09-15 11:50:21,2.56,12.22,4.71,0,1.91,0.82
FCR,2014,2014-09-15 11:50:21,2.77,12.28,4.81,0.05,2.44,0.67
FCR,2014,2014-09-15 11:50:30,2.98,12.32,3.78,0.29,3.33,0.62
FCR,2014,2014-09-15 11:50:30,3.19,12.02,4.69,0.13,3.85,1.57
FCR,2014,2014-09-15 11:50:30,3.36,12.45,4.76,0,4.37,1.61
FCR,2014,2014-09-15 11:50:38,3.55,12.07,5.69,0.47,5.62,0.57
FCR,2014,2014-09-15 11:50:38,3.75,12.85,6.31,0.61,5.48,0.68
FCR,2014,2014-09-15 11:50:38,4,12.83,5.12,0.55,5.59,0.72
