Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophyta
FCR,2016,2016-06-20 09:08:02,5.07,16.08,7.16,0.93,4.07,3.92
FCR,2016,2016-06-20 09:08:05,5.22,15.59,6.66,0.95,3.58,4.4
FCR,2016,2016-06-20 09:08:08,5.37,13.11,4.05,1.61,2.85,4.6
FCR,2016,2016-06-20 09:08:11,5.53,12.6,3.28,1.82,2.65,4.86
FCR,2016,2016-06-20 09:08:14,5.71,10.74,0.65,2.46,2.18,5.44
FCR,2016,2016-06-20 09:08:16,5.84,10.17,0,2.79,1.98,5.4
FCR,2016,2016-06-20 09:08:19,5.96,10.08,0,2.86,1.81,5.41
FCR,2016,2016-06-20 09:08:22,6.12,9.43,0,3.08,1.24,5.1
FCR,2016,2016-06-20 09:08:25,6.3,8.04,0.36,2.93,0.8,3.94
FCR,2016,2016-06-20 09:08:28,6.53,7.05,0.74,2.73,0.49,3.1
FCR,2016,2016-06-20 09:08:30,6.63,7.1,1.32,2.64,0.47,2.67
FCR,2016,2016-06-20 09:08:33,6.66,7.09,1.46,2.65,0.35,2.63
FCR,2016,2016-06-20 09:08:36,6.71,7.04,1.43,2.6,0.32,2.69
FCR,2016,2016-06-20 09:08:39,6.92,6.68,1.28,2.53,0.27,2.59
FCR,2016,2016-06-20 09:08:42,7.06,6.6,1.41,2.51,0.29,2.39
FCR,2016,2016-06-20 09:08:44,7.14,6.66,1.42,2.58,0.39,2.27
FCR,2016,2016-06-20 09:08:47,7.32,6.63,1.3,2.57,0.22,2.55
FCR,2016,2016-06-20 09:08:50,7.46,6.92,1.78,2.52,0.27,2.35
FCR,2016,2016-06-20 09:08:53,7.47,6.97,1.86,2.58,0.32,2.21
FCR,2016,2016-06-20 09:08:55,7.49,6.91,1.8,2.54,0.26,2.3
FCR,2016,2016-06-20 09:08:58,7.55,6.99,1.75,2.61,0.36,2.27
FCR,2016,2016-06-20 09:09:01,7.71,7.23,1.81,2.71,0.33,2.37
FCR,2016,2016-06-20 09:09:04,7.89,6.86,1.73,2.58,0.25,2.3
FCR,2016,2016-06-20 09:09:07,8.02,7.4,1.93,2.66,0.46,2.36
FCR,2016,2016-06-20 09:09:09,8.15,7.24,2,2.54,0.28,2.42
FCR,2016,2016-06-20 09:09:12,8.31,7.03,1.85,2.52,0.21,2.44
FCR,2016,2016-06-20 09:09:15,8.47,7.15,1.75,2.6,0.45,2.35
FCR,2016,2016-06-20 09:09:18,8.63,7.21,1.9,2.61,0.46,2.25
FCR,2016,2016-06-20 09:09:21,8.79,7.39,2.1,2.63,0.32,2.34
FCR,2016,2016-06-20 09:09:23,8.96,7.23,2.07,2.54,0.3,2.32
FCR,2016,2016-06-20 09:09:26,9.13,6.95,1.83,2.44,0.31,2.38
FCR,2016,2016-06-20 09:09:29,9.29,7.18,2,2.53,0.39,2.26
FCR,2016,2016-06-23 10:03:06,0.34,9.64,4.75,0,4.03,0.85
FCR,2016,2016-06-23 10:03:09,0.43,9.78,5.13,0,3.68,0.97
FCR,2016,2016-06-23 10:03:12,0.49,9.77,4.77,0,4.13,0.87
FCR,2016,2016-06-23 10:03:15,0.56,9.68,4.81,0,3.95,0.92
FCR,2016,2016-06-23 10:03:17,0.6,9.56,4.91,0,3.75,0.9
FCR,2016,2016-06-23 10:03:20,0.69,9.87,5.1,0,3.69,1.09
FCR,2016,2016-06-23 10:03:23,0.74,9.9,5.11,0,3.81,0.98
FCR,2016,2016-06-23 10:03:26,0.85,9.64,4.74,0,3.96,0.94
FCR,2016,2016-06-23 10:03:29,0.96,9.73,4.98,0,3.87,0.87
FCR,2016,2016-06-23 10:03:31,1.05,9.78,4.84,0,3.95,0.99
FCR,2016,2016-06-23 10:03:34,1.1,9.71,4.78,0,3.96,0.98
FCR,2016,2016-06-23 10:03:37,1.15,9.55,4.79,0,3.77,0.99
FCR,2016,2016-06-23 10:03:40,1.2,9.64,5,0,3.59,1.05
FCR,2016,2016-06-23 10:03:42,1.28,9.75,4.84,0,3.97,0.95
FCR,2016,2016-06-23 10:03:45,1.39,9.73,4.77,0,3.93,1.03
FCR,2016,2016-06-23 10:03:48,1.48,9.74,4.76,0,4.03,0.95
FCR,2016,2016-06-23 10:03:51,1.61,9.64,4.93,0,3.76,0.95
FCR,2016,2016-06-23 10:03:54,1.71,9.39,4.46,0,3.91,1.02
FCR,2016,2016-06-23 10:03:56,1.8,9.5,4.82,0,3.65,1.03
FCR,2016,2016-06-23 10:03:59,1.89,9.66,4.87,0,3.82,0.97
FCR,2016,2016-06-23 10:04:02,1.96,9.58,4.66,0,3.92,1
FCR,2016,2016-06-23 10:04:05,2.05,9.59,4.69,0,3.9,1.01
FCR,2016,2016-06-23 10:04:08,2.08,9.69,4.98,0,3.7,1.01
FCR,2016,2016-06-23 10:04:10,2.17,9.67,4.95,0,3.72,1
FCR,2016,2016-06-23 10:04:13,2.23,9.78,4.83,0,3.97,0.99
FCR,2016,2016-06-23 10:04:16,2.3,9.52,4.7,0,3.86,0.96
FCR,2016,2016-06-23 10:04:19,2.38,9.72,4.89,0,3.87,0.96
FCR,2016,2016-06-23 10:04:22,2.42,9.56,4.81,0,3.76,0.98
FCR,2016,2016-06-23 10:04:24,2.48,9.68,4.8,0,3.89,0.99
FCR,2016,2016-06-23 10:04:27,2.53,9.73,4.98,0,3.68,1.07
FCR,2016,2016-06-23 10:04:30,2.6,9.78,4.92,0,3.86,1
FCR,2016,2016-06-23 10:04:33,2.65,9.81,4.88,0,3.89,1.04
FCR,2016,2016-06-23 10:04:35,2.7,9.91,5.05,0,3.91,0.94
FCR,2016,2016-06-23 10:04:38,2.76,9.89,4.8,0,4.15,0.94
FCR,2016,2016-06-23 10:04:41,2.78,9.92,4.97,0,3.93,1.02
FCR,2016,2016-06-23 10:04:44,2.81,9.76,4.94,0,3.78,1.04
FCR,2016,2016-06-23 10:04:47,2.88,9.83,5.05,0,3.81,0.96
FCR,2016,2016-06-23 10:04:49,2.97,9.77,4.8,0,3.88,1.09
FCR,2016,2016-06-23 10:04:52,3.07,10.38,5.42,0,3.56,1.4
FCR,2016,2016-06-23 10:04:55,3.25,12.59,6.51,0.87,4.1,1.11
FCR,2016,2016-06-23 10:04:58,3.4,12.91,6.63,0.92,4.09,1.26
FCR,2016,2016-06-23 10:05:01,3.58,14.97,7.77,1.33,4.47,1.4
FCR,2016,2016-06-23 10:05:03,3.78,16.89,9.04,1.22,5.08,1.55
FCR,2016,2016-06-23 10:05:06,3.98,19.52,10.71,0.91,5.92,1.98
FCR,2016,2016-06-23 10:05:09,4.16,21.79,10.44,0.65,7.35,3.35
FCR,2016,2016-06-23 10:05:12,4.37,23.91,10.3,0.12,8.51,4.98
FCR,2016,2016-06-23 10:05:15,4.53,24.4,10.51,0.08,8.29,5.51
FCR,2016,2016-06-23 10:05:17,4.73,23.07,9.48,0.39,7.33,5.87
FCR,2016,2016-06-23 10:05:20,4.93,20.68,8.21,0.74,5.7,6.04
FCR,2016,2016-06-23 10:05:23,5.14,19.36,7.5,0.97,5.07,5.81
FCR,2016,2016-06-23 10:05:26,5.37,16.1,3.81,1.45,4.09,6.76
FCR,2016,2016-06-23 10:05:28,5.56,13.29,0.69,1.82,3.47,7.31
FCR,2016,2016-06-23 10:05:31,5.76,12.13,0,2.36,2.59,7.19
FCR,2016,2016-06-23 10:05:34,6.01,9.6,0.09,2.63,1.75,5.13
FCR,2016,2016-06-23 10:05:37,6.19,9.05,0.93,2.62,1.43,4.07
FCR,2016,2016-06-23 10:05:40,6.4,7.6,1.15,2.42,0.89,3.14
FCR,2016,2016-06-23 10:05:42,6.65,6.78,1.36,2.25,0.55,2.61
FCR,2016,2016-06-23 10:05:45,6.87,6.67,1.61,2.28,0.38,2.4
FCR,2016,2016-06-23 10:05:48,7.1,6.51,1.48,2.28,0.36,2.39
FCR,2016,2016-06-23 10:05:51,7.3,6.57,1.63,2.27,0.32,2.35
FCR,2016,2016-06-23 10:05:54,7.48,6.7,1.72,2.27,0.34,2.37
FCR,2016,2016-06-23 10:05:56,7.71,6.5,1.55,2.28,0.32,2.34
FCR,2016,2016-06-23 10:05:59,7.88,6.36,1.41,2.27,0.37,2.3
FCR,2016,2016-06-23 10:06:02,8.04,6.79,1.79,2.35,0.39,2.27
FCR,2016,2016-06-23 10:06:05,8.21,6.83,1.73,2.37,0.42,2.31
FCR,2016,2016-06-23 10:06:08,8.39,6.66,1.72,2.28,0.34,2.32
FCR,2016,2016-06-23 10:06:10,8.55,6.77,1.87,2.29,0.24,2.38
FCR,2016,2016-06-23 10:06:13,8.74,6.7,1.47,2.4,0.47,2.35
FCR,2016,2016-06-23 10:06:16,8.93,6.41,1.44,2.26,0.31,2.41
FCR,2016,2016-06-23 10:06:19,9.12,6.77,1.72,2.35,0.39,2.31
FCR,2016,2016-06-23 10:06:21,9.28,6.39,1.54,2.27,0.26,2.32
FCR,2016,2016-06-27 07:11:35,0.38,10.22,6.14,0,2.78,1.31
FCR,2016,2016-06-27 07:11:37,0.43,10.14,5.83,0,3.29,1.02
FCR,2016,2016-06-27 07:11:40,0.48,9.82,5.77,0,3.14,0.91
FCR,2016,2016-06-27 07:11:43,0.51,10.08,5.93,0.01,3.11,1.03
FCR,2016,2016-06-27 07:11:46,0.56,10,5.72,0,3.07,1.2
FCR,2016,2016-06-27 07:11:48,0.62,10.22,6.27,0,2.77,1.19
FCR,2016,2016-06-27 07:11:51,0.71,9.94,5.67,0,3.38,0.89
FCR,2016,2016-06-27 07:11:54,0.78,9.95,5.83,0,3.22,0.9
FCR,2016,2016-06-27 07:11:57,0.82,10.15,5.59,0,3.49,1.07
FCR,2016,2016-06-27 07:12:00,0.86,9.95,5.83,0,2.97,1.15
FCR,2016,2016-06-27 07:12:02,0.91,10.07,5.82,0,3.31,0.94
FCR,2016,2016-06-27 07:12:05,0.95,9.74,5.36,0,3.36,1.02
FCR,2016,2016-06-27 07:12:08,0.91,9.64,5.09,0,3.6,0.95
FCR,2016,2016-06-27 07:12:11,0.91,10.13,5.89,0,3.3,0.94
FCR,2016,2016-06-27 07:12:14,0.99,10.02,5.45,0,3.36,1.2
FCR,2016,2016-06-27 07:12:16,1.01,10.19,5.93,0,3.17,1.09
FCR,2016,2016-06-27 07:12:19,1.06,10.07,5.57,0,3.41,1.09
FCR,2016,2016-06-27 07:12:22,1.08,10.17,5.85,0,3.28,1.03
FCR,2016,2016-06-27 07:12:25,1.11,10.16,5.72,0,3.45,1
FCR,2016,2016-06-27 07:12:28,1.15,9.92,5.67,0,3.26,1
FCR,2016,2016-06-27 07:12:30,1.2,10.01,5.76,0,3.27,0.98
FCR,2016,2016-06-27 07:12:33,1.24,10,6.06,0,3.05,0.9
FCR,2016,2016-06-27 07:12:36,1.27,9.98,5.61,0,3.39,0.98
FCR,2016,2016-06-27 07:12:39,1.31,9.9,5.57,0,3.34,0.99
FCR,2016,2016-06-27 07:12:41,1.34,9.93,5.87,0,3.13,0.92
FCR,2016,2016-06-27 07:12:44,1.35,9.81,5.41,0,3.4,1
FCR,2016,2016-06-27 07:12:47,1.37,9.98,5.61,0,3.45,0.92
FCR,2016,2016-06-27 07:12:50,1.39,10.02,5.92,0,3.06,1.05
FCR,2016,2016-06-27 07:12:53,1.42,9.81,5.9,0,3.21,0.7
FCR,2016,2016-06-27 07:12:55,1.45,9.93,5.9,0,3.18,0.86
FCR,2016,2016-06-27 07:12:58,1.48,9.98,5.94,0,3.07,0.97
FCR,2016,2016-06-27 07:13:01,1.52,9.95,5.8,0,3.15,1
FCR,2016,2016-06-27 07:13:04,1.57,9.79,5.69,0,3.01,1.09
FCR,2016,2016-06-27 07:13:07,1.57,9.87,5.75,0,3.2,0.91
FCR,2016,2016-06-27 07:13:09,1.62,9.94,5.75,0,3.21,0.99
FCR,2016,2016-06-27 07:13:12,1.7,10.07,5.94,0,3.16,0.98
FCR,2016,2016-06-27 07:13:15,1.78,9.77,5.88,0,3.02,0.87
FCR,2016,2016-06-27 07:13:18,1.84,9.9,5.93,0,2.94,1.03
FCR,2016,2016-06-27 07:13:21,1.9,9.92,5.74,0,3.04,1.13
FCR,2016,2016-06-27 07:13:23,1.98,9.94,5.73,0,3.11,1.1
FCR,2016,2016-06-27 07:13:26,2.04,10.4,5.85,0,3.53,1.02
FCR,2016,2016-06-27 07:13:29,2.1,10.43,6.29,0,2.97,1.17
FCR,2016,2016-06-27 07:13:32,2.16,10.5,5.73,0,3.57,1.19
FCR,2016,2016-06-27 07:13:34,2.25,10.55,5.88,0,3.59,1.08
FCR,2016,2016-06-27 07:13:37,2.31,10.92,6.37,0,3.26,1.29
FCR,2016,2016-06-27 07:13:40,2.36,10.92,5.94,0,3.89,1.1
FCR,2016,2016-06-27 07:13:43,2.46,11.04,6.15,0,3.87,1.01
FCR,2016,2016-06-27 07:13:46,2.62,10.82,6.14,0,3.49,1.18
FCR,2016,2016-06-27 07:13:48,2.75,10.79,5.94,0,3.77,1.08
FCR,2016,2016-06-27 07:13:51,2.81,10.87,6.06,0,3.6,1.2
FCR,2016,2016-06-27 07:13:54,2.9,10.78,5.99,0,3.66,1.12
FCR,2016,2016-06-27 07:13:57,2.97,11.36,6.43,0.06,3.84,1.03
FCR,2016,2016-06-27 07:14:00,3.05,11.39,6.54,0,3.84,1
FCR,2016,2016-06-27 07:14:02,3.15,11.59,6.66,0,3.79,1.14
FCR,2016,2016-06-27 07:14:05,3.24,11.82,6.59,0,3.94,1.28
FCR,2016,2016-06-27 07:14:08,3.35,12.05,6.8,0,3.83,1.42
FCR,2016,2016-06-27 07:14:11,3.42,12.96,7.14,0.23,3.96,1.64
FCR,2016,2016-06-27 07:14:14,3.52,13.07,7.23,0.22,4,1.61
FCR,2016,2016-06-27 07:14:16,3.62,14.36,7.71,0.69,4.47,1.49
FCR,2016,2016-06-27 07:14:19,3.73,16.3,8.62,1.28,4.95,1.44
FCR,2016,2016-06-27 07:14:22,3.79,17.59,9.45,1.25,5.07,1.83
FCR,2016,2016-06-27 07:14:25,3.85,17.81,9.5,1.27,5.23,1.82
FCR,2016,2016-06-27 07:14:27,3.88,18.36,9.87,1.13,5.17,2.19
FCR,2016,2016-06-27 07:14:30,3.89,19.43,10.45,1.27,5.46,2.24
FCR,2016,2016-06-27 07:14:33,3.94,19.43,10.25,1.14,5.65,2.39
FCR,2016,2016-06-27 07:14:36,4,21.26,10.74,1.17,6.4,2.96
FCR,2016,2016-06-27 07:14:39,4.09,21.03,10,1.06,6.52,3.45
FCR,2016,2016-06-27 07:14:41,4.22,22.14,9.68,0.91,7.22,4.33
FCR,2016,2016-06-27 07:14:44,4.38,22.63,9.16,0.88,7.66,4.92
FCR,2016,2016-06-27 07:14:47,4.52,22.52,8.53,1,7.3,5.69
FCR,2016,2016-06-27 07:14:50,4.59,22.83,8.86,1.18,7.27,5.53
FCR,2016,2016-06-27 07:14:53,4.74,20.13,7.23,1.45,5.83,5.63
FCR,2016,2016-06-27 07:14:55,4.78,21.3,8.27,1.73,5.88,5.42
FCR,2016,2016-06-27 07:14:58,4.84,20.95,8.07,1.64,5.61,5.64
FCR,2016,2016-06-27 07:15:01,5,19.44,6.62,1.66,5.15,6.02
FCR,2016,2016-06-27 07:15:04,5.17,18.01,5,1.74,4.57,6.71
FCR,2016,2016-06-27 07:15:07,5.22,17.08,4.04,1.71,4.43,6.9
FCR,2016,2016-06-27 07:15:09,5.26,16.81,3.56,1.88,4.64,6.73
FCR,2016,2016-06-27 07:15:12,5.43,13.13,0,1.8,4.06,7.26
FCR,2016,2016-06-27 07:15:15,5.58,12.51,0,1.83,3.47,7.2
FCR,2016,2016-06-27 07:15:18,5.72,10.47,0,1.87,1.63,6.97
FCR,2016,2016-06-27 07:15:20,5.88,9.55,0,1.93,1.48,6.13
FCR,2016,2016-06-27 07:15:23,6.03,8.48,0,1.9,1.67,4.91
FCR,2016,2016-06-27 07:15:26,6.13,6.89,0.31,1.83,1.51,3.24
FCR,2016,2016-06-27 07:15:29,6.25,7.17,0.49,1.87,1.53,3.28
FCR,2016,2016-06-27 07:15:32,6.37,6.27,0.73,1.71,1.06,2.76
FCR,2016,2016-06-27 07:15:34,6.46,6.53,0.95,1.77,1.19,2.61
FCR,2016,2016-06-27 07:15:37,6.58,6.09,0.81,1.72,0.91,2.66
FCR,2016,2016-06-27 07:15:40,6.67,6.08,0.87,1.77,0.88,2.55
FCR,2016,2016-06-27 07:15:43,6.78,5.98,1.13,1.72,0.79,2.34
FCR,2016,2016-06-27 07:15:46,6.88,6.25,1.4,1.72,0.82,2.31
FCR,2016,2016-06-27 07:15:48,7.01,5.95,1.05,1.72,0.88,2.3
FCR,2016,2016-06-27 07:15:51,7.17,6.02,0.89,1.78,0.9,2.45
FCR,2016,2016-06-27 07:15:54,7.24,5.89,1.16,1.69,0.76,2.28
FCR,2016,2016-06-27 07:15:57,7.37,5.83,0.95,1.69,0.74,2.45
FCR,2016,2016-06-27 07:15:59,7.39,6.2,1.29,1.8,0.82,2.29
FCR,2016,2016-06-27 07:16:02,7.42,6.16,1.22,1.79,0.86,2.29
FCR,2016,2016-06-27 07:16:05,7.44,6.47,1.38,1.87,0.93,2.3
FCR,2016,2016-06-27 07:16:08,7.57,6.28,1.07,1.82,0.91,2.49
FCR,2016,2016-06-27 07:16:11,7.69,5.91,0.97,1.8,0.78,2.36
FCR,2016,2016-06-27 07:16:13,7.73,6.19,1.25,1.78,0.87,2.29
FCR,2016,2016-06-27 07:16:16,7.9,5.94,1.12,1.77,0.91,2.13
FCR,2016,2016-06-27 07:16:19,8.03,5.98,1.27,1.67,0.67,2.36
FCR,2016,2016-06-27 07:16:22,8.16,6.09,1.38,1.74,0.71,2.26
FCR,2016,2016-06-27 07:16:25,8.29,5.73,1.1,1.69,0.67,2.27
FCR,2016,2016-06-27 07:16:27,8.47,5.82,0.88,1.74,0.84,2.35
FCR,2016,2016-06-27 07:16:30,8.52,5.95,1.3,1.66,0.61,2.38
FCR,2016,2016-06-27 07:16:33,8.52,6.19,1.37,1.73,0.68,2.41
FCR,2016,2016-06-27 07:16:36,8.57,6.06,1.3,1.75,0.74,2.26
FCR,2016,2016-06-27 07:16:39,8.62,6.12,1.28,1.75,0.8,2.28
FCR,2016,2016-06-27 07:16:41,8.75,5.82,0.94,1.77,0.71,2.4
FCR,2016,2016-06-27 07:16:44,8.82,5.97,1.16,1.76,0.81,2.24
FCR,2016,2016-06-27 07:16:47,8.92,5.92,1.19,1.69,0.73,2.32
FCR,2016,2016-06-27 07:16:50,9.03,5.9,1.27,1.64,0.63,2.37
FCR,2016,2016-06-27 07:16:52,9.14,6.2,1.33,1.77,0.74,2.36
FCR,2016,2016-06-27 07:16:55,9.24,6.01,1.03,1.81,0.83,2.34
FCR,2016,2016-06-27 07:16:58,9.35,5.79,0.97,1.76,0.78,2.28
FCR,2016,2016-06-27 14:31:15,0.37,9.32,4.82,0,3.62,0.88
FCR,2016,2016-06-27 14:31:18,0.39,9.62,5.16,0,2.76,1.69
FCR,2016,2016-06-27 14:31:21,0.52,8.88,4.22,0,3.45,1.22
FCR,2016,2016-06-27 14:31:24,0.64,9.57,5.86,0,2.49,1.22
FCR,2016,2016-06-27 14:31:27,0.74,9.43,5.2,0,3.25,0.97
FCR,2016,2016-06-27 14:31:29,0.78,9.55,4.47,0,4.04,1.04
FCR,2016,2016-06-27 14:31:32,0.94,9.42,4.71,0,3.39,1.33
FCR,2016,2016-06-27 14:31:35,1.08,9.45,4.18,0,3.96,1.32
FCR,2016,2016-06-27 14:31:38,1.19,9.76,4.54,0,3.57,1.64
FCR,2016,2016-06-27 14:31:41,1.3,9.6,4.23,0,4.01,1.36
FCR,2016,2016-06-27 14:31:43,1.4,10.03,4.89,0,3.95,1.19
FCR,2016,2016-06-27 14:31:46,1.49,9.86,4.99,0,3.44,1.44
FCR,2016,2016-06-27 14:31:49,1.58,9.43,3.96,0,3.96,1.52
FCR,2016,2016-06-27 14:31:52,1.68,9.72,4.79,0,3.64,1.3
FCR,2016,2016-06-27 14:31:55,1.76,9.61,4.52,0,3.59,1.49
FCR,2016,2016-06-27 14:31:57,1.88,9.83,5.39,0,2.83,1.6
FCR,2016,2016-06-27 14:32:00,1.99,9.56,4.83,0,3.46,1.26
FCR,2016,2016-06-27 14:32:03,2.14,9.27,4.59,0,3.34,1.34
FCR,2016,2016-06-27 14:32:06,2.31,9.6,4.83,0,3.21,1.57
FCR,2016,2016-06-27 14:32:08,2.45,9.71,5.19,0,2.9,1.62
FCR,2016,2016-06-27 14:32:11,2.65,10.08,5.56,0,2.84,1.67
FCR,2016,2016-06-27 14:32:14,2.76,10.15,5.58,0,3.06,1.51
FCR,2016,2016-06-27 14:32:17,2.92,10.49,5.49,0,3.65,1.35
FCR,2016,2016-06-27 14:32:20,3.05,10.47,5.09,0,3.62,1.76
FCR,2016,2016-06-27 14:32:22,3.19,10.56,5.26,0,3.27,2.03
FCR,2016,2016-06-27 14:32:25,3.33,10.67,5.41,0,3.04,2.21
FCR,2016,2016-06-27 14:32:28,3.44,11.81,5.93,0.17,3.27,2.44
FCR,2016,2016-06-27 14:32:31,3.57,12.07,6.08,0.07,3.4,2.52
FCR,2016,2016-06-27 14:32:34,3.64,12.59,6.32,0.11,3.65,2.52
FCR,2016,2016-06-27 14:32:36,3.72,12.96,6.89,0.09,3.47,2.51
FCR,2016,2016-06-27 14:32:39,3.82,14.98,7.83,0.25,3.93,2.97
FCR,2016,2016-06-27 14:32:42,3.99,17.23,8.77,0.48,4.37,3.62
FCR,2016,2016-06-27 14:32:45,4.04,18.1,8.95,0.31,4.75,4.08
FCR,2016,2016-06-27 14:32:48,4.15,18.65,8.93,0.5,4.98,4.24
FCR,2016,2016-06-27 14:32:50,4.23,19.14,9.25,0.45,4.99,4.45
FCR,2016,2016-06-27 14:32:53,4.34,20.28,9.07,0.54,5.78,4.9
FCR,2016,2016-06-27 14:32:56,4.43,20.61,9.04,0.29,5.65,5.64
FCR,2016,2016-06-27 14:32:59,4.53,20.82,9,0.43,5.79,5.6
FCR,2016,2016-06-27 14:33:01,4.62,20.96,8.25,0.59,6.02,6.1
FCR,2016,2016-06-27 14:33:04,4.74,20.94,7.87,0.72,5.94,6.41
FCR,2016,2016-06-27 14:33:07,4.82,21.03,7.84,0.89,5.82,6.48
FCR,2016,2016-06-27 14:33:10,4.91,20.48,7.98,1.25,5.17,6.08
FCR,2016,2016-06-27 14:33:13,5.02,20.18,7.43,1.29,5.31,6.14
FCR,2016,2016-06-27 14:33:15,5.15,20.27,8.07,1.28,4.87,6.05
FCR,2016,2016-06-27 14:33:18,5.27,19.08,6.88,1.45,4.56,6.19
FCR,2016,2016-06-27 14:33:21,5.37,18.71,7.13,1.3,4.09,6.19
FCR,2016,2016-06-27 14:33:24,5.48,17.87,6.37,1.24,3.88,6.37
FCR,2016,2016-06-27 14:33:27,5.57,15.86,4.74,1.37,3.72,6.03
FCR,2016,2016-06-27 14:33:29,5.65,16.9,5.29,1.4,4.06,6.15
FCR,2016,2016-06-27 14:33:32,5.74,13.7,0.89,1.65,3.96,7.2
FCR,2016,2016-06-27 14:33:35,5.87,14.15,2.67,1.55,3.56,6.37
FCR,2016,2016-06-27 14:33:38,5.94,11.68,0,1.56,2.98,7.14
FCR,2016,2016-06-27 14:33:40,6.06,11.35,0,1.8,3.1,6.45
FCR,2016,2016-06-27 14:33:43,6.12,11.48,0.05,1.82,3.22,6.39
FCR,2016,2016-06-27 14:33:46,6.13,11.33,0,1.97,2.83,6.53
FCR,2016,2016-06-27 14:33:49,6.19,11.33,0,1.91,2.61,6.81
FCR,2016,2016-06-27 14:33:52,6.27,10.18,0,1.83,2.06,6.29
FCR,2016,2016-06-27 14:33:54,6.36,8.91,0,1.8,1.62,5.49
FCR,2016,2016-06-27 14:33:57,6.46,6.75,0,1.58,1.41,3.76
FCR,2016,2016-06-27 14:34:00,6.56,6.99,0,1.64,1.59,3.76
FCR,2016,2016-06-27 14:34:03,6.68,6.32,0.33,1.58,1.2,3.21
FCR,2016,2016-06-27 14:34:06,6.79,5.91,0.48,1.52,0.81,3.1
FCR,2016,2016-06-27 14:34:08,6.88,5.33,0.85,1.55,0.63,2.3
FCR,2016,2016-06-27 14:34:11,6.99,5.48,0.85,1.53,0.68,2.42
FCR,2016,2016-06-27 14:34:14,7.1,5.46,1.02,1.54,0.65,2.25
FCR,2016,2016-06-27 14:34:17,7.2,5.29,0.81,1.52,0.59,2.37
FCR,2016,2016-06-27 14:34:20,7.29,5.44,1.04,1.6,0.55,2.24
FCR,2016,2016-06-27 14:34:22,7.39,5.34,1,1.52,0.47,2.34
FCR,2016,2016-06-27 14:34:25,7.47,5.36,0.97,1.6,0.56,2.23
FCR,2016,2016-06-27 14:34:28,7.53,5.45,1.1,1.57,0.5,2.28
FCR,2016,2016-06-27 14:34:31,7.63,5.35,1.05,1.51,0.48,2.31
FCR,2016,2016-06-27 14:34:33,7.75,5.23,1.09,1.55,0.41,2.18
FCR,2016,2016-06-27 14:34:36,7.83,5.32,1.14,1.53,0.4,2.24
FCR,2016,2016-06-27 14:34:39,7.94,5.3,1.12,1.52,0.33,2.33
FCR,2016,2016-06-27 14:34:42,8.06,5.32,1.16,1.54,0.41,2.2
FCR,2016,2016-06-27 14:34:45,8.18,5.27,1.07,1.5,0.36,2.35
FCR,2016,2016-06-27 14:34:47,8.32,5.11,0.95,1.52,0.42,2.21
FCR,2016,2016-06-27 14:34:50,8.41,5.2,0.99,1.54,0.42,2.25
FCR,2016,2016-06-27 14:34:53,8.49,5.45,1.09,1.59,0.56,2.21
FCR,2016,2016-06-27 14:34:56,8.59,5.31,1.12,1.57,0.44,2.19
FCR,2016,2016-06-27 14:34:59,8.69,5.22,1.11,1.56,0.41,2.14
FCR,2016,2016-06-27 14:35:01,8.75,5.25,1.08,1.59,0.41,2.17
FCR,2016,2016-06-27 14:35:04,8.87,5.41,1.2,1.62,0.48,2.11
FCR,2016,2016-06-27 14:35:07,8.97,5.38,1.16,1.59,0.56,2.08
FCR,2016,2016-06-27 14:35:10,9.03,5.79,1.39,1.64,0.51,2.26
FCR,2016,2016-06-27 14:35:13,9.05,5.63,1.43,1.59,0.32,2.29
FCR,2016,2016-06-27 14:35:15,9.11,5.48,1.32,1.64,0.41,2.11
FCR,2016,2016-06-27 14:35:18,9.19,5.51,1.35,1.6,0.37,2.19
FCR,2016,2016-06-27 14:35:21,9.27,5.56,1.34,1.53,0.39,2.29
FCR,2016,2016-06-27 14:35:24,9.38,5.54,1.27,1.6,0.38,2.29
FCR,2016,2016-06-28 07:33:57,0.43,8.56,4.35,0.4,2.62,1.19
FCR,2016,2016-06-28 07:34:00,0.52,8.6,4.26,0.31,2.66,1.38
FCR,2016,2016-06-28 07:34:03,0.61,8.72,4.73,0.17,2.23,1.6
FCR,2016,2016-06-28 07:34:06,0.68,8.72,4.59,0.31,2.57,1.25
FCR,2016,2016-06-28 07:34:08,0.7,8.79,4.45,0.3,2.64,1.4
FCR,2016,2016-06-28 07:34:11,0.72,8.75,4.56,0.04,2.3,1.85
FCR,2016,2016-06-28 07:34:14,0.76,8.91,4.35,0.37,3,1.19
FCR,2016,2016-06-28 07:34:17,0.79,8.64,4.31,0.2,2.7,1.43
FCR,2016,2016-06-28 07:34:19,0.81,8.7,4,0.22,3.13,1.35
FCR,2016,2016-06-28 07:34:22,0.86,8.68,4.45,0.25,2.65,1.34
FCR,2016,2016-06-28 07:34:25,0.9,8.8,4.64,0.19,2.46,1.51
FCR,2016,2016-06-28 07:34:28,0.93,8.81,4.82,0.11,2,1.88
FCR,2016,2016-06-28 07:34:31,0.99,8.86,4.46,0.18,2.56,1.65
FCR,2016,2016-06-28 07:34:33,1.03,8.91,4.56,0.16,2.59,1.59
