Reservoir,Year,Date,Depth,Total_chlorophyll,Green_algae,Cyanobacteria,Diatoms,Cryptophytes
FCR,2015,2015-06-25 13:24:00,3.33,55.83,0,1.3,47.74,6.8
FCR,2015,2015-06-25 13:24:00,3.47,65.37,0,0.48,54.17,10.72
FCR,2015,2015-06-25 13:24:00,3.62,61.54,0,1.24,51.68,8.62
FCR,2015,2015-06-25 13:24:00,3.79,42.81,0,0.58,35.6,6.64
FCR,2015,2015-06-25 13:24:00,3.98,37.02,0,0.71,31.15,5.15
FCR,2015,2015-06-25 13:24:00,4.12,31.7,0,0.34,26.76,4.59
FCR,2015,2015-06-25 13:24:00,4.31,29.05,0.39,0.52,24.28,3.87
FCR,2015,2015-06-25 13:25:00,4.45,24.56,1.23,0.36,19.51,3.45
FCR,2015,2015-06-25 13:25:00,4.56,22.96,1.61,0.19,17.66,3.5
FCR,2015,2015-06-25 13:25:00,4.7,22.68,1.53,0.3,17.61,3.24
FCR,2015,2015-06-25 13:25:00,4.87,20.1,2.01,0.46,15.22,2.42
FCR,2015,2015-06-25 13:25:00,5.03,20.2,1.55,0.34,15.56,2.75
FCR,2015,2015-06-25 13:25:00,5.22,18.84,1.57,0.27,14.36,2.64
FCR,2015,2015-06-25 13:25:00,5.37,19.26,1.84,0.18,14.66,2.59
FCR,2015,2015-06-25 13:25:00,5.47,18.35,1.69,0.35,14.02,2.29
FCR,2015,2015-06-25 13:25:00,5.52,18.6,2.22,0.31,13.73,2.35
FCR,2015,2015-06-25 13:25:00,5.69,18.13,1.7,0.33,13.83,2.27
FCR,2015,2015-06-25 13:25:00,5.85,17.81,1.77,0.3,13.41,2.33
FCR,2015,2015-06-25 13:25:00,6,18.13,2.28,0.27,13.41,2.17
FCR,2015,2015-06-25 13:25:00,6.19,19.53,2.95,0,14.17,2.41
FCR,2015,2015-06-25 13:25:00,6.35,19.72,3.1,0.16,14.16,2.31
FCR,2015,2015-06-25 13:25:00,6.53,18.48,3.03,0.31,13.05,2.08
FCR,2015,2015-06-25 13:25:00,6.7,18.21,3.59,0.4,12.27,1.95
FCR,2015,2015-06-25 13:25:00,6.87,17.04,2.24,0.64,12.16,1.99
FCR,2015,2015-06-25 13:25:00,7.06,14.46,0.71,0.73,11.23,1.79
FCR,2015,2015-06-25 13:25:00,7.23,12.83,0,0.91,10.39,1.53
FCR,2015,2015-06-25 13:25:00,7.36,13.32,0,1.08,10.84,1.4
FCR,2015,2015-06-25 13:25:00,7.49,12.05,0,1.02,9.89,1.14
FCR,2015,2015-06-25 13:26:00,7.68,10.51,0,0.95,8.54,1.03
FCR,2015,2015-06-25 13:26:00,7.84,9.95,0,0.94,8.02,0.98
FCR,2015,2015-06-25 13:26:00,8.03,10.13,0,1.06,8.28,0.79
FCR,2015,2015-06-25 13:26:00,8.26,9.38,0,0.91,7.65,0.81
FCR,2015,2015-06-25 13:26:00,8.48,9.81,0,0.94,7.93,0.94
FCR,2015,2015-06-25 13:26:00,8.67,10.4,0,0.98,8.4,1.02
FCR,2015,2015-06-25 13:26:00,8.93,10.53,0,0.97,8.45,1.11
FCR,2015,2015-06-25 13:26:00,9.15,10.65,0,1.09,8.63,0.92
FCR,2015,2015-06-25 13:26:00,9.34,10.34,0,0.82,8.27,1.25
FCR,2015,2015-06-29 10:55:00,0.09,0.5,0,0.5,0,0
FCR,2015,2015-06-29 10:55:00,0.1,0.32,0,0.32,0,0
FCR,2015,2015-06-29 10:55:00,0.25,2.76,0.77,1.15,0.28,0.56
FCR,2015,2015-06-29 10:55:00,0.58,7.08,4.21,2.02,0.48,0.37
FCR,2015,2015-06-29 10:55:00,0.78,7.4,3.75,1.61,0.84,1.2
FCR,2015,2015-06-29 10:55:00,1.03,7.66,4.59,1.92,0.24,0.89
FCR,2015,2015-06-29 10:55:00,1.2,9.64,7.13,2.31,0,0.21
FCR,2015,2015-06-29 10:55:00,1.33,8.43,4.78,1.71,0.86,1.08
FCR,2015,2015-06-29 10:56:00,1.54,9.08,4.85,1.96,1.34,0.94
FCR,2015,2015-06-29 10:56:00,1.75,9.58,5.95,2.35,0.71,0.57
FCR,2015,2015-06-29 10:56:00,1.89,9.49,5.66,2.03,0.82,0.98
FCR,2015,2015-06-29 10:56:00,2.05,10.03,6.59,2.21,0.52,0.7
FCR,2015,2015-06-29 10:56:00,2.19,10.49,7,2.06,0.61,0.82
FCR,2015,2015-06-29 10:56:00,2.31,10.62,7.26,1.95,1.4,0
FCR,2015,2015-06-29 10:56:00,2.43,9.46,5.61,2.38,1.47,0
FCR,2015,2015-06-29 10:56:00,2.58,9.95,5.52,1.81,2.15,0.47
FCR,2015,2015-06-29 10:56:00,2.71,9.83,5.19,1.88,1.51,1.25
FCR,2015,2015-06-29 10:56:00,2.88,9.47,3.73,2.22,3.31,0.21
FCR,2015,2015-06-29 10:56:00,3.06,11.49,6.48,0.91,3.12,0.98
FCR,2015,2015-06-29 10:56:00,3.25,11.93,7.13,0.98,3.04,0.78
FCR,2015,2015-06-29 10:56:00,3.43,11.86,5.79,0.5,4.98,0.59
FCR,2015,2015-06-29 10:56:00,3.59,12.57,6.76,0.24,4.95,0.62
FCR,2015,2015-06-29 10:56:00,3.71,13.33,6.95,0,5.03,1.35
FCR,2015,2015-06-29 10:56:00,3.85,15.01,6.33,0.05,7.88,0.75
FCR,2015,2015-06-29 10:56:00,3.99,42.11,4.61,0.23,31.9,5.37
FCR,2015,2015-06-29 10:56:00,4.12,63.54,0,0.15,54.69,8.69
FCR,2015,2015-06-29 10:56:00,4.25,108.14,0,2.5,91.99,13.65
FCR,2015,2015-06-29 10:56:00,4.38,134.35,0,1.8,111.97,20.59
FCR,2015,2015-06-29 10:56:00,4.54,94.37,0,0.8,79.19,14.38
FCR,2015,2015-06-29 10:56:00,4.7,68.03,0,0.83,57.66,9.54
FCR,2015,2015-06-29 10:57:00,4.86,48.53,0,0.77,41.86,5.89
FCR,2015,2015-06-29 10:57:00,4.97,44.18,0,0.28,37.77,6.14
FCR,2015,2015-06-29 10:57:00,5.2,39.06,0,0.55,33.51,5
FCR,2015,2015-06-29 10:57:00,5.39,33.19,0,0.39,28.21,4.59
FCR,2015,2015-06-29 10:57:00,5.6,28.57,0,0.36,24.07,4.14
FCR,2015,2015-06-29 10:57:00,5.83,24.2,0,0.61,20.19,3.41
FCR,2015,2015-06-29 10:57:00,5.99,22.23,0,0.63,18.33,3.27
FCR,2015,2015-06-29 10:57:00,6.22,21.62,0,0.46,17.37,3.78
FCR,2015,2015-06-29 10:57:00,6.38,19.1,0,0.44,15.31,3.36
FCR,2015,2015-06-29 10:57:00,6.56,18.48,0,0.53,14.79,3.16
FCR,2015,2015-06-29 10:57:00,6.71,14.87,0,0.67,11.99,2.21
FCR,2015,2015-06-29 10:57:00,6.91,15.29,0,0.7,12.12,2.47
FCR,2015,2015-06-29 10:57:00,7.16,16.8,0,0.78,13.12,2.9
FCR,2015,2015-06-29 10:57:00,7.38,18.37,0,0.53,14.01,3.82
FCR,2015,2015-06-29 10:57:00,7.59,18.91,0,0.34,14.33,4.24
FCR,2015,2015-06-29 10:57:00,7.79,19.38,0,0.61,14.81,3.95
FCR,2015,2015-06-29 10:57:00,7.99,19.54,0,0.58,14.87,4.1
FCR,2015,2015-06-29 10:57:00,8.17,18.84,0,0.5,14.29,4.06
FCR,2015,2015-06-29 10:57:00,8.33,19.35,0,0.59,14.71,4.05
FCR,2015,2015-06-29 10:57:00,8.53,18.5,0,0.5,14.17,3.83
FCR,2015,2015-06-29 10:57:00,8.72,18.54,0,0.67,14.25,3.61
FCR,2015,2015-06-29 10:58:00,8.93,18.31,0,0.79,14.1,3.41
FCR,2015,2015-06-29 10:58:00,9.19,17.61,0,0.67,13.61,3.34
FCR,2015,2015-06-29 10:58:00,9.35,16.86,0,0.72,13.01,3.13
FCR,2015,2015-06-29 10:58:00,9.54,15.9,0,0.89,12.5,2.52
FCR,2015,2015-07-02 13:29:00,0.32,7.87,4.52,3.31,0,0.04
FCR,2015,2015-07-02 13:29:00,0.47,9,4.12,4.03,0,0.84
FCR,2015,2015-07-02 13:29:00,0.47,10.44,5.72,3.86,0,0.87
FCR,2015,2015-07-02 13:30:00,0.6,9.61,4.5,3.62,0,1.49
FCR,2015,2015-07-02 13:30:00,0.8,9.92,4.97,3.87,0,1.07
FCR,2015,2015-07-02 13:30:00,0.95,10.72,5.96,3.9,0,0.85
FCR,2015,2015-07-02 13:30:00,1.12,10.08,5.11,3.67,0,1.29
FCR,2015,2015-07-02 13:30:00,1.27,10.04,5.01,3.83,0,1.2
FCR,2015,2015-07-02 13:30:00,1.41,9.79,4.6,4.01,0,1.18
FCR,2015,2015-07-02 13:30:00,1.57,10.13,5.3,4.15,0,0.68
FCR,2015,2015-07-02 13:30:00,1.74,9.75,4.36,3.84,0,1.54
FCR,2015,2015-07-02 13:30:00,1.89,10.93,5.6,4.35,0,0.97
FCR,2015,2015-07-02 13:30:00,2.08,10.76,4.74,4.51,0,1.52
FCR,2015,2015-07-02 13:30:00,2.29,11.6,5.41,4.76,0,1.43
FCR,2015,2015-07-02 13:30:00,2.46,12.98,6.39,5.22,0,1.37
FCR,2015,2015-07-02 13:30:00,2.67,13.93,6.86,5.47,0,1.6
FCR,2015,2015-07-02 13:30:00,2.86,15.29,8.33,5.06,0,1.91
FCR,2015,2015-07-02 13:30:00,3,16.06,9.14,4.79,0.4,1.72
FCR,2015,2015-07-02 13:30:00,3.21,16.41,10.33,3.34,1.14,1.6
FCR,2015,2015-07-02 13:30:00,3.41,14.91,9.2,2.32,2.29,1.11
FCR,2015,2015-07-02 13:30:00,3.6,14.26,9.25,1.73,2.15,1.12
FCR,2015,2015-07-02 13:30:00,3.78,13.25,8.54,0.85,2.89,0.97
FCR,2015,2015-07-02 13:30:00,3.96,12.77,8.01,0.46,3.6,0.7
FCR,2015,2015-07-02 13:30:00,4.15,16.44,6.52,0.26,8.45,1.2
FCR,2015,2015-07-02 13:31:00,4.33,30.76,2.08,0.78,25.18,2.72
FCR,2015,2015-07-02 13:31:00,4.52,239.42,0,3.21,187.38,48.82
FCR,2015,2015-07-02 13:31:00,4.69,286.99,0,7.79,224.4,54.8
FCR,2015,2015-07-02 13:31:00,4.84,219.3,0,6.13,173.47,39.71
FCR,2015,2015-07-02 13:31:00,5.02,119.35,0,0,95.62,23.74
FCR,2015,2015-07-02 13:31:00,5.22,57.8,0,0,47.27,10.53
FCR,2015,2015-07-02 13:31:00,5.4,41.56,0,0,33.59,7.97
FCR,2015,2015-07-02 13:31:00,5.59,23,0,0.48,19.07,3.46
FCR,2015,2015-07-02 13:31:00,5.8,14.24,0,0.54,12.2,1.51
FCR,2015,2015-07-02 13:31:00,6.01,11.8,0,0.65,10.2,0.95
FCR,2015,2015-07-02 13:31:00,6.21,10.11,0.42,0.74,7.99,0.95
FCR,2015,2015-07-02 13:31:00,6.42,9.51,0.79,0.75,6.95,1
FCR,2015,2015-07-02 13:31:00,6.63,7.93,1.15,0.69,5.37,0.72
FCR,2015,2015-07-02 13:31:00,6.8,6.1,0.89,0.7,4.01,0.5
FCR,2015,2015-07-02 13:31:00,7.03,5.17,0.32,0.68,3.76,0.42
FCR,2015,2015-07-02 13:31:00,7.27,5.46,0.22,0.85,4.18,0.23
FCR,2015,2015-07-02 13:31:00,7.51,5.14,0.04,0.73,4.06,0.31
FCR,2015,2015-07-02 13:31:00,7.81,5.31,0.03,0.76,4.19,0.33
FCR,2015,2015-07-02 13:31:00,8.07,5.82,0,0.79,4.67,0.37
FCR,2015,2015-07-02 13:31:00,8.34,5.15,0.13,0.77,4.03,0.21
FCR,2015,2015-07-02 13:31:00,8.6,4.49,0.21,0.71,3.32,0.25
FCR,2015,2015-07-02 13:31:00,8.88,4.47,0.29,0.74,3.2,0.24
FCR,2015,2015-07-02 13:32:00,9.1,4.59,0.15,0.75,3.48,0.21
FCR,2015,2015-07-02 13:32:00,9.32,4.43,0.12,0.72,3.35,0.25
FCR,2015,2015-07-06 10:21:00,0.08,1.07,0,1.07,0,0
FCR,2015,2015-07-06 10:21:00,0.13,1.03,0.08,0.95,0,0
FCR,2015,2015-07-06 10:21:00,0.39,20.06,3.76,13.72,0,2.57
FCR,2015,2015-07-06 10:21:00,0.66,20.11,4.03,13.88,0,2.2
FCR,2015,2015-07-06 10:22:00,0.8,20.51,4.49,13.65,0,2.37
FCR,2015,2015-07-06 10:22:00,0.95,20.01,3.58,13.42,0,3.01
FCR,2015,2015-07-06 10:22:00,1.12,20.62,4.53,13.74,0,2.35
FCR,2015,2015-07-06 10:22:00,1.22,20.33,3.94,13.5,0,2.88
FCR,2015,2015-07-06 10:22:00,1.32,20.32,4.09,13.67,0,2.56
FCR,2015,2015-07-06 10:22:00,1.42,20.55,4.3,13.82,0,2.43
FCR,2015,2015-07-06 10:22:00,1.53,21.04,4.3,14.12,0,2.62
FCR,2015,2015-07-06 10:22:00,1.63,21.01,4.45,14.04,0,2.52
FCR,2015,2015-07-06 10:22:00,1.74,20.61,3.84,14.14,0,2.63
FCR,2015,2015-07-06 10:22:00,1.85,21.51,4.41,14.22,0,2.88
FCR,2015,2015-07-06 10:22:00,2.01,20.53,4.76,12.81,0,2.95
FCR,2015,2015-07-06 10:22:00,2.09,20.9,4.76,13.05,0,3.09
FCR,2015,2015-07-06 10:22:00,2.25,20,5.43,11.24,0,3.33
FCR,2015,2015-07-06 10:22:00,2.39,20.97,5.51,11.84,0,3.62
FCR,2015,2015-07-06 10:22:00,2.59,25.91,6.46,10.88,3.05,5.52
FCR,2015,2015-07-06 10:22:00,2.76,29.54,5.45,10.87,7.85,5.37
FCR,2015,2015-07-06 10:22:00,2.94,35.18,2.67,9.53,17.18,5.81
FCR,2015,2015-07-06 10:22:00,3.08,33.03,0.21,9.1,17.34,6.37
FCR,2015,2015-07-06 10:22:00,3.18,33.61,3.06,8.04,16.81,5.69
FCR,2015,2015-07-06 10:22:00,3.28,38.17,1.21,8.21,22.49,6.25
FCR,2015,2015-07-06 10:22:00,3.39,64.49,0,7.26,46.99,10.24
FCR,2015,2015-07-06 10:22:00,3.54,83.89,0,6.34,64.93,12.62
FCR,2015,2015-07-06 10:23:00,3.67,86.76,0,5.8,66.65,14.32
FCR,2015,2015-07-06 10:23:00,3.81,65.15,0,3.99,49.46,11.7
FCR,2015,2015-07-06 10:23:00,3.95,39.04,0,2.53,31.62,4.89
FCR,2015,2015-07-06 10:23:00,4.09,33.83,0,1.8,27.46,4.56
FCR,2015,2015-07-06 10:23:00,4.21,22.41,0,1.3,18.23,2.88
FCR,2015,2015-07-06 10:23:00,4.34,17.33,0.63,0.99,14.06,1.65
FCR,2015,2015-07-06 10:23:00,4.46,16.48,0.92,1.06,13.25,1.26
FCR,2015,2015-07-06 10:23:00,4.58,17.1,0.97,0.92,13.45,1.76
FCR,2015,2015-07-06 10:23:00,4.71,13.5,1.29,0.61,9.99,1.61
FCR,2015,2015-07-06 10:23:00,4.91,9.41,2.46,0.31,5.84,0.81
FCR,2015,2015-07-06 10:23:00,5.1,8.12,2.52,0.39,4.63,0.58
FCR,2015,2015-07-06 10:23:00,5.25,7.39,2.55,0.36,3.99,0.49
FCR,2015,2015-07-06 10:23:00,5.42,7.67,2.86,0.52,3.67,0.62
FCR,2015,2015-07-06 10:23:00,5.56,7.61,3.06,0.6,3.1,0.86
FCR,2015,2015-07-06 10:23:00,5.72,7.67,3.28,0.61,2.51,1.26
FCR,2015,2015-07-06 10:23:00,5.89,7.53,3.32,0.6,2.46,1.15
FCR,2015,2015-07-06 10:23:00,6.05,7.87,3.4,0.57,2.6,1.3
FCR,2015,2015-07-06 10:23:00,6.25,9.35,3.46,0.65,4.26,0.97
FCR,2015,2015-07-06 10:23:00,6.38,9.96,2.76,0.7,5.66,0.84
FCR,2015,2015-07-06 10:23:00,6.55,7.34,1.85,0.85,4.27,0.36
FCR,2015,2015-07-06 10:23:00,6.72,3.89,0.99,0.74,2.04,0.12
FCR,2015,2015-07-06 10:24:00,6.89,3.22,0.83,0.66,1.53,0.19
FCR,2015,2015-07-06 10:24:00,7.12,2.42,0.71,0.7,1.02,0
FCR,2015,2015-07-06 10:24:00,7.33,2.09,0.63,0.67,0.79,0
FCR,2015,2015-07-06 10:24:00,7.52,2.03,0.61,0.65,0.76,0
FCR,2015,2015-07-06 10:24:00,7.76,1.92,0.55,0.69,0.68,0
FCR,2015,2015-07-06 10:24:00,7.98,1.87,0.55,0.69,0.63,0
FCR,2015,2015-07-06 10:24:00,8.12,1.88,0.58,0.68,0.62,0
FCR,2015,2015-07-06 10:24:00,8.33,2.02,0.61,0.67,0.67,0.06
FCR,2015,2015-07-06 10:24:00,8.52,1.86,0.56,0.68,0.62,0
FCR,2015,2015-07-06 10:24:00,8.72,1.79,0.48,0.67,0.64,0
FCR,2015,2015-07-06 10:24:00,8.9,1.8,0.53,0.67,0.59,0
FCR,2015,2015-07-06 10:24:00,9.04,1.78,0.51,0.67,0.58,0.02
FCR,2015,2015-07-06 10:24:00,9.18,1.87,0.53,0.68,0.67,0
FCR,2015,2015-07-06 10:24:00,9.32,1.85,0.48,0.72,0.65,0
FCR,2015,2015-07-13 10:14:00,0.15,2.25,0.41,0.6,1.24,0
FCR,2015,2015-07-13 10:14:00,0.45,5.87,3.68,1.18,0.46,0.55
FCR,2015,2015-07-13 10:14:00,0.65,6.36,3.46,0.69,0.1,2.11
FCR,2015,2015-07-13 10:14:00,0.74,8.12,3.93,0.81,1.01,2.37
FCR,2015,2015-07-13 10:14:00,0.94,9,6.1,0.69,0,2.21
FCR,2015,2015-07-13 10:14:00,1.08,9.79,5.25,0.86,1.36,2.32
FCR,2015,2015-07-13 10:14:00,1.15,10.25,6.79,0.71,1.34,1.42
FCR,2015,2015-07-13 10:14:00,1.33,11.34,7.28,0.98,1.55,1.53
FCR,2015,2015-07-13 10:14:00,1.46,10.89,7.01,0.95,1.27,1.67
FCR,2015,2015-07-13 10:14:00,1.54,10.84,7.15,1.16,1.06,1.48
FCR,2015,2015-07-13 10:14:00,1.72,11.23,6.23,1.56,2.86,0.58
FCR,2015,2015-07-13 10:14:00,1.96,11.19,6.51,2.72,0,1.96
FCR,2015,2015-07-13 10:14:00,2.14,12.09,5.53,4.64,0.48,1.45
FCR,2015,2015-07-13 10:14:00,2.29,12.32,4.93,5.36,0,2.03
FCR,2015,2015-07-13 10:14:00,2.35,11.37,3.88,5.94,0,1.55
FCR,2015,2015-07-13 10:14:00,2.46,11.91,4.16,6.11,0,1.64
FCR,2015,2015-07-13 10:14:00,2.6,11.36,3.74,5.86,0,1.77
FCR,2015,2015-07-13 10:14:00,2.75,10.32,3.44,5.24,0,1.63
FCR,2015,2015-07-13 10:14:00,2.88,8.93,3.07,4.23,0,1.64
FCR,2015,2015-07-13 10:15:00,3.03,8.5,3.08,3.54,0.29,1.58
FCR,2015,2015-07-13 10:15:00,3.22,19.96,0,3.74,13.18,3.04
FCR,2015,2015-07-13 10:15:00,3.32,65.38,0,6.41,47.59,11.38
FCR,2015,2015-07-13 10:15:00,3.49,218.09,0,19.74,162.96,35.4
FCR,2015,2015-07-13 10:15:00,3.66,158.24,0,9.07,115.93,33.24
FCR,2015,2015-07-13 10:15:00,3.79,108.82,0,5.44,78.9,24.47
FCR,2015,2015-07-13 10:15:00,3.94,77.73,0,3.17,56.57,17.99
FCR,2015,2015-07-13 10:15:00,4.01,56.48,0,3.99,42.55,9.94
FCR,2015,2015-07-13 10:15:00,4.13,48.39,0,4.4,36.72,7.27
FCR,2015,2015-07-13 10:15:00,4.31,30.05,0,2.28,22.56,5.21
FCR,2015,2015-07-13 10:15:00,4.51,8.56,0,0.92,6.22,1.41
FCR,2015,2015-07-13 10:15:00,4.65,8.34,0.3,1,6.03,1.01
FCR,2015,2015-07-13 10:15:00,4.79,6.02,0.63,0.85,3.74,0.81
FCR,2015,2015-07-13 10:15:00,4.98,5.79,1.5,0.92,2.58,0.79
FCR,2015,2015-07-13 10:15:00,5.2,5.69,2.2,0.94,1.88,0.66
FCR,2015,2015-07-13 10:15:00,5.39,5.04,2.15,0.85,1.41,0.63
FCR,2015,2015-07-13 10:15:00,5.55,4.05,1.92,0.74,0.82,0.56
FCR,2015,2015-07-13 10:15:00,5.76,3.68,1.66,0.85,0.72,0.45
FCR,2015,2015-07-13 10:15:00,6,3.53,1.67,0.86,0.55,0.44
FCR,2015,2015-07-13 10:15:00,6.21,3.05,1.41,0.77,0.45,0.42
FCR,2015,2015-07-13 10:15:00,6.4,3.03,1.47,0.7,0.42,0.44
FCR,2015,2015-07-13 10:16:00,6.52,2.78,1.31,0.72,0.51,0.24
FCR,2015,2015-07-13 10:16:00,6.71,1.79,0.79,0.61,0.3,0.09
FCR,2015,2015-07-13 10:16:00,6.89,1.29,0.52,0.62,0.15,0
FCR,2015,2015-07-13 10:16:00,6.98,1.14,0.45,0.59,0.1,0
FCR,2015,2015-07-13 10:16:00,7.21,1.07,0.37,0.59,0.11,0
FCR,2015,2015-07-13 10:16:00,7.38,1.1,0.47,0.6,0.04,0
FCR,2015,2015-07-13 10:16:00,7.52,1.16,0.45,0.63,0.09,0
FCR,2015,2015-07-13 10:16:00,7.7,0.94,0.32,0.57,0.06,0
FCR,2015,2015-07-13 10:16:00,7.76,0.92,0.32,0.58,0.03,0
FCR,2015,2015-07-13 10:16:00,7.92,0.96,0.32,0.59,0.04,0
FCR,2015,2015-07-13 10:16:00,8.04,0.94,0.33,0.56,0.04,0
FCR,2015,2015-07-13 10:16:00,8.25,0.93,0.33,0.58,0.02,0
FCR,2015,2015-07-13 10:16:00,8.44,0.89,0.27,0.57,0.05,0
FCR,2015,2015-07-13 10:16:00,8.62,0.92,0.3,0.56,0.05,0
FCR,2015,2015-07-13 10:16:00,8.83,0.94,0.29,0.58,0.07,0
FCR,2015,2015-07-13 10:16:00,8.93,0.93,0.34,0.59,0,0
FCR,2015,2015-07-13 10:16:00,9,0.96,0.34,0.6,0.01,0
FCR,2015,2015-07-13 10:16:00,9.18,0.91,0.27,0.59,0.05,0
FCR,2015,2015-07-13 10:16:00,9.33,0.9,0.32,0.59,0,0
FCR,2015,2015-07-16 12:57:00,0.07,0,0,0,0,0
FCR,2015,2015-07-16 12:57:00,0.35,3.08,3.03,0.04,0,0
FCR,2015,2015-07-16 12:57:00,0.67,8.32,6.02,0,0.73,1.57
FCR,2015,2015-07-16 12:57:00,0.96,9.35,5.13,0,2.09,2.13
FCR,2015,2015-07-16 12:57:00,1.04,10.57,5.27,0,4.34,0.96
FCR,2015,2015-07-16 12:57:00,1.14,10.2,7.47,0,0,2.73
FCR,2015,2015-07-16 12:57:00,1.29,12.18,8.85,0,0,3.33
FCR,2015,2015-07-16 12:57:00,1.43,11.64,6.57,0.12,2.93,2.01
FCR,2015,2015-07-16 12:57:00,1.56,12.44,6.9,0,2.96,2.58
FCR,2015,2015-07-16 12:57:00,1.69,13.2,7.71,0,3.53,1.95
FCR,2015,2015-07-16 12:57:00,1.84,16.19,8.78,0,2.7,4.71
FCR,2015,2015-07-16 12:57:00,1.94,15.25,8.05,0,3.19,4.02
FCR,2015,2015-07-16 12:57:00,2,14.54,8.73,0.06,2.37,3.38
FCR,2015,2015-07-16 12:57:00,2.05,15.74,10.12,0,0.84,4.79
FCR,2015,2015-07-16 12:57:00,2.23,13.65,7.97,0,2.08,3.6
FCR,2015,2015-07-16 12:57:00,2.48,11.3,5.2,0.42,3.24,2.44
FCR,2015,2015-07-16 12:57:00,2.54,11.65,7.78,0.24,0,3.63
FCR,2015,2015-07-16 12:57:00,2.57,11.55,7.83,0.98,0.28,2.46
FCR,2015,2015-07-16 12:57:00,2.6,11.64,7.52,0.45,0.73,2.94
FCR,2015,2015-07-16 12:58:00,2.73,10.43,5.12,0.87,1.5,2.95
FCR,2015,2015-07-16 12:58:00,2.86,10.52,5.08,1.42,2.92,1.11
FCR,2015,2015-07-16 12:58:00,3.04,11,6.58,1.97,0.45,2
FCR,2015,2015-07-16 12:58:00,3.25,10.77,5.86,2.22,0,2.69
FCR,2015,2015-07-16 12:58:00,3.45,15.11,8.41,3.3,1.58,1.82
FCR,2015,2015-07-16 12:58:00,3.61,30.15,14.15,4.81,7.77,3.42
FCR,2015,2015-07-16 12:58:00,3.69,28.76,10.33,4.35,10.77,3.31
FCR,2015,2015-07-16 12:58:00,3.88,38.59,0,4.04,28.83,5.72
FCR,2015,2015-07-16 12:58:00,4.03,68.78,0,5.18,54.64,8.96
FCR,2015,2015-07-16 12:58:00,4.2,73.34,0,4.63,58.69,10.01
FCR,2015,2015-07-16 12:58:00,4.39,60.01,0,3.61,47.84,8.55
FCR,2015,2015-07-16 12:58:00,4.55,37.14,0,2.53,29.1,5.5
FCR,2015,2015-07-16 12:58:00,4.62,17.4,0,1.92,13.13,2.35
FCR,2015,2015-07-16 12:58:00,4.76,14.09,0,1.77,10.33,1.98
FCR,2015,2015-07-16 12:58:00,4.9,9.88,2.7,1.38,4.53,1.27
FCR,2015,2015-07-16 12:58:00,5.05,6.34,1.95,1.09,2.38,0.92
FCR,2015,2015-07-16 12:58:00,5.28,5.49,1.9,1.06,1.91,0.62
FCR,2015,2015-07-16 12:58:00,5.47,5.03,1.82,1.13,1.66,0.42
FCR,2015,2015-07-16 12:58:00,5.66,4.72,1.82,1.21,1.11,0.59
FCR,2015,2015-07-16 12:58:00,5.86,3.79,1.61,1.33,0.27,0.59
FCR,2015,2015-07-16 12:58:00,6.03,3.42,1.48,1.16,0.23,0.55
FCR,2015,2015-07-16 12:59:00,6.22,3.67,1.58,1.38,0.61,0.1
FCR,2015,2015-07-16 12:59:00,6.37,2.39,0.95,0.88,0.25,0.31
FCR,2015,2015-07-16 12:59:00,6.53,2.46,1.02,1,0.45,0
FCR,2015,2015-07-16 12:59:00,6.66,1.34,0.38,0.67,0.28,0
FCR,2015,2015-07-16 12:59:00,6.83,1.4,0.44,0.68,0.28,0
FCR,2015,2015-07-16 12:59:00,7,1.29,0.41,0.68,0.2,0
FCR,2015,2015-07-16 12:59:00,7.2,1.2,0.49,0.6,0.1,0
FCR,2015,2015-07-16 12:59:00,7.43,1.13,0.47,0.59,0.06,0
FCR,2015,2015-07-16 12:59:00,7.63,1.2,0.43,0.62,0.14,0
FCR,2015,2015-07-16 12:59:00,7.71,1.19,0.45,0.61,0.12,0
FCR,2015,2015-07-16 12:59:00,7.84,1.25,0.46,0.64,0.15,0
FCR,2015,2015-07-16 12:59:00,8.01,1.11,0.41,0.62,0.08,0
FCR,2015,2015-07-16 12:59:00,8.2,1.19,0.48,0.63,0.09,0
FCR,2015,2015-07-16 12:59:00,8.41,1.19,0.44,0.63,0.12,0
FCR,2015,2015-07-16 12:59:00,8.58,1.12,0.45,0.59,0.09,0
FCR,2015,2015-07-16 12:59:00,8.63,1.32,0.48,0.63,0.2,0
FCR,2015,2015-07-16 12:59:00,8.84,1.26,0.47,0.63,0.16,0
FCR,2015,2015-07-16 12:59:00,9.05,1.13,0.43,0.6,0.1,0
FCR,2015,2015-07-16 12:59:00,9.12,1.19,0.49,0.6,0.1,0
FCR,2015,2015-07-16 12:59:00,9.25,1.17,0.42,0.61,0.14,0
FCR,2015,2015-07-20 11:08:00,0.17,2.77,1.16,0,0,1.61
FCR,2015,2015-07-20 11:08:00,0.41,8.25,5.59,0,0.44,2.23
FCR,2015,2015-07-20 11:08:00,0.54,8.77,3.40,0,3.84,1.53
FCR,2015,2015-07-20 11:08:00,0.7,9.79,5.87,0,1.19,2.74
FCR,2015,2015-07-20 11:08:00,0.81,10.24,6.10,0,1.59,2.55
FCR,2015,2015-07-20 11:08:00,0.93,10.58,5.58,0,2.62,2.37
FCR,2015,2015-07-20 11:08:00,1.04,10.95,7.01,0,1.27,2.66
