datetime	green_ugL	cyano_ugL	diatom_ugL	crypto_ugL	yellow_sub_ugL	total_conc_ugL	transmission_%	depth_m	temp_sample_C	green_cells_ml	cyano_cells_ml	diatom_cells_ml	crypto_cells_ml	yellow_sub_cells_ml	total_cells_ml	trans_700_nm	LED3_525_nm	LED4_570_nm	LED5_610_nm	LED6_370_nm	LED7_590_nm	LED8_470_nm	pressure_bar	temp_LEDs_C	temp_sensor_C	filename	Reservoir	Site
2017-05-25 10:52:54	0	0.32	0.59	1.59	0.86	2.5	92.21	9.08	27.35	0	322	264	48	0	634	160.72	9.61	4.64	7.91	12.87	10.66	15.96	1.89	35.34	11.15	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:52:57	0	0.41	0.84	1.43	0.85	2.68	91.83	9.19	27.32	0	409	377	43	0	829	160.06	9.69	4.61	8.17	13.03	10.69	16.41	1.9	35.28	11.14	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:52:59	0	0.37	0.82	1.44	0.85	2.63	91.89	9.19	27.29	0	371	369	43	0	783	160.16	9.68	4.54	7.99	12.96	10.54	16.29	1.9	35.23	11.13	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:02	0	0.33	0.74	1.45	0.85	2.51	91.92	9.29	27.31	0	327	333	43	0	703	160.22	9.38	4.4	7.68	12.82	10.37	16.04	1.91	35.19	11.13	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:04	0	0.31	0.7	1.52	0.86	2.52	91.92	9.39	27.54	0	308	313	46	0	667	160.21	9.55	4.47	7.73	12.97	10.52	16.22	1.92	35.15	11.13	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:06	0	0.34	0.67	1.59	0.88	2.61	91.91	9.39	27.35	0	345	303	48	0	695	160.2	9.79	4.73	8.1	13.22	10.86	16.54	1.92	35.09	11.11	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:09	0	0.41	0.78	1.49	0.86	2.68	92.05	9.49	27.33	0	410	350	45	0	804	160.44	9.73	4.8	8.3	13.15	10.79	16.5	1.93	35.04	11.09	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:11	0	0.38	0.8	1.52	0.87	2.7	91.92	9.59	27.27	0	383	358	46	0	786	160.21	9.85	4.71	8.22	13.22	10.88	16.71	1.94	35	11.1	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:13	0	0.35	0.61	1.55	0.87	2.51	91.96	9.59	26.99	0	350	277	46	0	673	160.28	9.6	4.63	7.97	13.05	10.64	16.05	1.94	34.95	11.07	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:16	0	0.38	0.64	1.65	0.87	2.67	92.02	9.7	27.03	0	381	289	50	0	719	160.39	10.17	4.98	8.47	13.3	11.04	16.49	1.95	34.88	11.09	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:18	0	0.34	0.58	1.7	0.89	2.63	92.16	9.7	27.15	0	342	263	51	0	656	160.63	10.07	4.92	8.31	13.47	11.13	16.73	1.95	34.83	11.07	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:21	0	0.41	0.71	1.57	0.89	2.69	91.96	9.8	27.17	0	410	319	47	0	776	160.28	9.98	4.94	8.46	13.41	10.95	16.63	1.96	34.77	11.06	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:23	0	0.41	0.67	1.6	0.87	2.68	91.9	9.8	27.19	0	409	300	48	0	758	160.19	9.91	4.83	8.43	13.26	11.14	16.54	1.96	34.75	11.05	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:25	0	0.42	0.76	1.53	0.87	2.71	91.85	9.9	27.19	0	420	342	46	0	808	160.09	9.87	4.73	8.38	13.25	11.05	16.63	1.97	34.69	11.07	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:28	0	0.42	0.84	1.45	0.88	2.71	91.97	10	27.07	0	416	380	43	0	839	160.3	9.71	4.62	8.22	13.3	10.84	16.75	1.98	34.62	11.04	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:30	0	0.38	0.77	1.43	0.88	2.59	92.06	10.1	26.85	0	380	348	43	0	771	160.46	9.51	4.55	7.97	13.13	10.54	16.34	1.99	34.58	11.03	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:32	0	0.4	0.73	1.49	0.89	2.61	92.19	10.21	26.98	0	396	327	45	0	768	160.68	9.7	4.69	8.17	13.33	10.73	16.47	2	34.54	11.03	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:35	0	0.39	0.75	1.49	0.88	2.62	91.95	10.21	27.07	0	387	337	45	0	768	160.27	9.75	4.62	8.12	13.29	10.73	16.48	2	34.48	11.02	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:37	0	0.46	0.82	1.39	0.9	2.67	91.98	10.31	27.12	0	458	371	42	0	871	160.32	9.61	4.69	8.32	13.44	10.71	16.59	2.01	34.45	11.01	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:40	0	0.38	0.63	1.59	0.9	2.6	91.88	10.31	27.36	0	377	285	48	0	710	160.15	9.84	4.77	8.23	13.39	10.92	16.49	2.01	34.38	10.99	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:42	0	0.41	0.71	1.6	0.91	2.72	92.16	10.41	27.4	0	412	319	48	0	778	160.64	10.01	4.98	8.53	13.72	11.18	17.09	2.02	34.34	10.99	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:44	0	0.41	0.66	1.6	0.9	2.66	91.97	10.51	27.34	0	408	297	48	0	753	160.3	9.96	4.95	8.47	13.52	11.04	16.68	2.03	34.29	10.99	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:47	0	0.38	0.55	1.66	0.9	2.6	91.88	10.61	27.22	0	384	248	50	0	682	160.15	9.93	5.05	8.44	13.48	11.01	16.48	2.04	34.24	10.97	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:49	0	0.43	0.73	1.38	0.92	2.53	92.08	10.72	26.92	0	426	327	41	0	795	160.49	9.53	4.37	7.99	13.51	10.54	16.23	2.05	34.18	10.96	052517_FCR50_BVR.txt	FCR	50
2017-05-25 10:53:52	0	0.43	0.6	1.41	0.91	2.44	91.81	10.82	26.48	0	432	269	42	0	743	160.02	9.22	4.44	7.97	13.2	10.49	15.71	2.06	34.14	10.96	052517_FCR50_BVR.txt	FCR	50
2017-05-25 11:59:29	4.67	0	1.05	0	0.32	5.72	79.41	0.2	40.2	2477	0	472	0	0	2949	138.42	6.49	1.87	7.04	11.5	6.5	22.01	1.02	27.32	8.29	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:31	0.59	0	2.43	0	0.64	3.02	78.09	0.31	40.56	312	0	1095	0	0	1407	136.13	8.32	1.4	5.28	11.48	5.02	17.51	1.03	27.4	8.3	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:33	2.52	0	2.92	0	0.29	5.45	73.86	0.51	40.54	1338	0	1316	0	0	2653	128.76	9.66	0.78	5.49	11.42	9.1	23.01	1.05	27.48	8.34	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:36	2.17	0	3.63	0.59	0.52	6.38	83.93	0.61	40.38	1149	0	1632	18	0	2798	146.3	13.44	1.97	6.14	15.41	12.73	29.65	1.06	27.56	8.32	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:38	2.6	0	2.25	1.2	0.67	6.05	86.13	0.61	40.36	1379	0	1013	36	0	2427	150.13	12.6	5.44	8.53	16.37	11.94	28.71	1.06	27.64	8.36	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:41	2.76	0	4.47	0	0.52	7.23	87.49	0.82	40.4	1465	0	2009	0	0	3475	152.5	14.2	1.7	8.68	16.76	9.25	32.62	1.08	27.74	8.34	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:43	1.72	0.32	5.06	0	0.3	7.11	80.68	0.82	40.37	911	324	2278	0	0	3514	140.64	14.61	3.1	9.53	14.44	11.02	29.99	1.08	27.8	8.33	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:45	2.64	0.13	5.77	0	0.54	8.54	85.79	1.02	40.34	1401	132	2596	0	0	4129	149.54	17.35	2.68	9.84	19.24	12.49	37.91	1.1	27.9	8.35	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:48	2.37	0.28	5.98	0	0.43	8.64	85.53	1.12	40.22	1258	284	2690	0	0	4232	149.09	17.61	3.14	11.81	18.18	11.57	37.08	1.11	27.97	8.35	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:50	3.4	0	5.67	0	0.31	9.07	85.53	1.33	40.12	1800	0	2552	0	0	4352	149.08	16.77	4.08	10.6	17.64	10.85	38.06	1.13	28.04	8.38	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:52	2.65	0	5.95	0.34	0.41	8.94	85.91	1.33	39.94	1407	0	2678	10	0	4095	149.74	18.28	3.29	9.31	18.63	13.81	39.31	1.13	28.11	8.38	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:55	0.61	0.43	7.35	0	0.82	8.38	86.82	1.43	39.89	321	427	3307	0	0	4056	151.34	20.86	4.21	11.55	22.16	13.39	40.68	1.14	28.19	8.4	052517_FCR50_BVR.txt	BVR	1
2017-05-25 11:59:57	2.91	0.33	6.79	0	0.51	10.02	86.7	1.53	40.02	1541	326	3053	0	0	4921	151.12	20.06	3.01	12.1	21.16	14.51	43.03	1.15	28.28	8.39	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:00	0.99	0	8.17	0	0.39	9.16	87.85	1.63	40.1	525	0	3678	0	0	4203	153.13	21.42	3.07	8.53	19.03	13.4	42.48	1.16	28.33	8.4	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:02	1.57	0	6.75	0.72	0.65	9.03	87.27	1.74	40.19	831	0	3036	22	0	3889	152.11	21.41	3.78	10.3	21.59	15.48	42.88	1.17	28.4	8.42	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:04	2.01	0	6.95	0.53	0.41	9.49	87.79	1.84	40.11	1067	0	3130	16	0	4213	153.03	20.79	4.95	10.27	19.74	14.69	42.58	1.18	28.49	8.42	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:07	3.14	0	6.69	0.07	0.37	9.9	87.81	1.94	40.12	1663	0	3011	2	0	4677	153.05	19.39	3.87	10.22	19.77	13.52	42.62	1.19	28.55	8.44	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:09	3.24	0.03	6.76	0.25	0.44	10.28	87.45	2.04	40.16	1716	28	3044	8	0	4795	152.43	20.48	4.07	11.57	21.1	14.31	44.45	1.2	28.63	8.42	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:12	2.29	0	7.57	0.08	0.46	9.94	86.77	2.14	40.14	1213	0	3406	2	0	4622	151.25	21.32	3.99	10.76	21.04	13.78	44.46	1.21	28.7	8.45	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:14	2.87	0	7.21	0.28	0.35	10.36	86.88	2.25	40.07	1520	0	3246	8	0	4775	151.44	21.03	4.95	11.2	20.4	14.33	44.78	1.22	28.77	8.46	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:16	3.03	0.2	7.29	0	0.38	10.51	87.32	2.35	40.11	1605	200	3279	0	0	5084	152.21	20.86	2.98	11.71	20.74	14.94	44.53	1.23	28.84	8.48	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:19	2.78	0	7.75	0	0.33	10.53	86.89	2.35	40.19	1473	0	3489	0	0	4961	151.45	21.59	2.83	11.49	20.54	13.76	45.4	1.23	28.92	8.49	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:21	2.4	0	7.87	0.05	0.44	10.33	86.74	2.45	40.13	1273	0	3542	2	0	4817	151.19	21.9	3.8	10.23	21.38	14.64	46.02	1.24	28.99	8.48	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:23	2.06	0	8.39	0.3	0.39	10.75	87.82	2.55	40.18	1091	0	3777	9	0	4876	153.07	23.57	5.01	11.6	21.73	15.27	47.81	1.25	29.07	8.51	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:26	3.01	0	8.44	0	0.28	11.45	87.29	2.76	40.21	1593	0	3800	0	0	5393	152.16	23.13	3.54	11.6	21.47	15.27	48.81	1.27	29.12	8.5	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:28	3.31	0	7.9	0.37	0.42	11.58	87.58	2.86	40.21	1754	0	3555	11	0	5320	152.65	23.47	5.12	12.8	23.11	15.82	50.08	1.28	29.21	8.52	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:31	3.37	0	8.39	0.27	0.29	12.04	87.03	2.96	40.2	1788	0	3777	8	0	5573	151.7	24.09	4.55	12.81	22.53	16.33	51	1.29	29.28	8.53	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:33	3.19	0	8.45	0.06	0.34	11.7	87.38	3.06	40.22	1692	0	3803	2	0	5497	152.31	23.5	4.1	11.37	22.45	15.94	50.32	1.3	29.34	8.54	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:35	2.33	0	8.83	0.02	0.43	11.18	87.5	3.06	40.21	1236	0	3971	1	0	5208	152.52	24.05	4.44	11.71	22.78	15.02	49.63	1.3	29.41	8.55	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:38	3.05	0	8.57	0.2	0.35	11.81	87.05	3.16	40.15	1614	0	3856	6	0	5477	151.73	24.24	4.67	12.67	22.9	15.86	50.9	1.31	29.49	8.56	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:40	2.22	0	8.87	0.15	0.45	11.24	87.37	3.37	40.19	1178	0	3990	5	0	5172	152.3	24.58	4.2	11.77	23.13	15.79	50.22	1.33	29.57	8.54	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:43	2.64	0	8.8	0.15	0.36	11.6	87.51	3.37	40.21	1402	0	3962	5	0	5368	152.54	24.34	5.31	12.09	22.72	15.56	50.68	1.33	29.63	8.57	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:45	1.98	0.13	9.43	0	0.32	11.54	87.62	3.47	40.11	1048	131	4245	0	0	5424	152.72	25.17	4.16	12.92	22.37	15.7	50.19	1.34	29.71	8.59	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:47	2.93	0	8.74	0	0.34	11.68	87.31	3.57	40.09	1555	0	3935	0	0	5490	152.18	23.76	4.99	11.21	22.44	15.34	50.72	1.35	29.76	8.61	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:50	4.02	0	7.69	0.18	0.42	11.89	87.18	3.78	40.17	2133	0	3459	5	0	5597	151.96	22.8	4.63	12.55	23.45	15.64	50.65	1.37	29.84	8.59	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:52	3.59	0	8.13	0.07	0.48	11.79	87.54	3.88	40.17	1903	0	3659	2	0	5564	152.59	23.42	4.5	12.26	24.01	15.49	51.24	1.38	29.9	8.61	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:54	4.05	0	7.77	0.14	0.32	11.96	87.78	4.08	39.99	2148	0	3498	4	0	5650	153	22.54	4.91	11.94	22.5	15.72	50.31	1.4	29.97	8.63	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:57	3.88	0.21	8.16	0	0.35	12.24	87	4.18	39.49	2056	209	3671	0	0	5935	151.65	23.37	4.12	13.74	23.21	16.09	50.9	1.41	30.04	8.63	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:00:59	2.89	0.21	10.82	0	0.39	13.92	87.77	4.29	38.77	1534	213	4868	0	0	6615	152.99	29.29	4.7	15.46	26.76	18.44	59.77	1.42	30.1	8.64	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:02	1.22	0.79	19.14	0.33	0.71	21.47	86.98	4.49	38.06	645	788	8614	10	0	10056	151.61	50.57	9.46	25.83	43.07	30.07	95.37	1.44	30.17	8.64	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:04	1.52	0.52	15.78	0.51	0.71	18.33	87.83	4.59	37.72	808	517	7099	15	0	8439	153.1	43.04	7.84	21.82	37.8	26.37	82.2	1.45	30.23	8.67	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:06	2.34	0.32	13.11	0.88	0.66	16.64	87.44	4.69	37.07	1238	317	5899	26	0	7480	152.42	38	6.9	19.67	34.29	24.88	74.16	1.46	30.29	8.67	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:09	2.07	0.57	10.97	0.25	0.6	13.86	88.34	4.8	36.29	1096	569	4935	8	0	6607	153.98	30.79	5.34	16.96	28.74	20.82	60.73	1.47	30.35	8.69	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:11	2.55	0	9.54	0.84	0.49	12.93	88.35	4.9	36.16	1351	0	4294	25	0	5670	154	28.67	5.11	14.22	26.34	19.74	57.55	1.48	30.42	8.68	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:13	2.65	0.64	8.63	0.08	0.62	12	88.17	5	35.89	1404	642	3881	2	0	5930	153.68	25.05	4.76	15.23	25.46	18.1	51.66	1.49	30.48	8.7	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:16	2.29	0.03	2.69	0.53	0.52	5.53	89.09	5.1	34.95	1212	25	1210	16	0	2464	155.28	11.24	2.76	7.42	14.13	10.11	25.36	1.5	30.53	8.71	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:18	2.13	0.02	2.11	0.79	0.61	5.06	89.1	5.31	34.12	1129	24	952	24	0	2128	155.3	10.78	3.25	7.49	14.29	10.19	24.16	1.52	30.6	8.71	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:21	1.43	0.22	1.19	0.26	0.65	3.1	88.84	5.41	33.73	758	217	537	8	0	1520	154.86	6.77	2.02	5.56	11.33	7.45	15.91	1.53	30.62	8.73	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:23	1.12	0.27	1.54	0.03	0.55	2.97	89.38	5.51	32.84	596	270	692	1	0	1559	155.8	6.49	1.83	5.32	10.12	6.83	14.68	1.54	30.68	8.72	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:25	0.44	0.18	0.97	0.25	0.57	1.83	89.65	5.72	31.81	233	179	436	7	0	855	156.27	5.34	1.79	4.3	8.61	6.04	10.98	1.56	30.75	8.76	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:28	0.72	0.07	0.3	0.46	0.62	1.55	89.25	5.82	31.22	382	73	133	14	0	603	155.57	4.63	1.58	3.84	8.65	6.1	10.23	1.57	30.79	8.76	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:30	0.74	0.27	0.28	0.05	0.57	1.35	89.68	5.92	30.12	392	268	128	2	0	790	156.32	3.36	1.16	3.74	7.58	5.28	8.11	1.58	30.82	8.74	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:33	0.19	0.21	0.77	0.04	0.54	1.21	89.86	6.12	29.64	102	212	345	1	0	660	156.63	4	1.58	3.62	7.25	4.82	8.15	1.6	30.86	8.78	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:35	0.32	0.09	0.16	0.38	0.49	0.94	89.53	6.23	29.57	167	85	74	11	0	338	156.05	3.47	1.22	3.12	6.37	5.28	6.92	1.61	30.92	8.8	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:37	0.57	0.15	0.16	0.26	0.48	1.14	89.64	6.33	29.41	302	151	73	8	0	534	156.25	3.26	1.31	3.41	6.46	5.2	7.14	1.62	30.93	8.78	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:40	0.38	0.18	0.46	0.06	0.49	1.08	89.47	6.43	29.51	204	183	205	2	0	593	155.95	3.28	1.41	3.33	6.56	4.57	7.11	1.63	30.99	8.8	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:42	0.4	0.04	0	0.37	0.51	0.81	89.68	6.53	29.19	212	36	0	11	0	259	156.31	2.94	1.73	2.85	6.49	4.84	6.67	1.64	31.01	8.81	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:44	0.37	0.22	0.46	0	0.48	1.05	89.5	6.63	29.07	196	219	207	0	0	621	156.01	3.13	0.99	3.21	6.36	4.69	6.76	1.65	31.06	8.83	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:47	0.54	0.22	0.3	0	0.47	1.06	89.55	6.74	29.45	285	216	136	0	0	637	156.09	2.79	1.27	3.3	6.15	4.47	6.47	1.66	31.08	8.82	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:49	0.42	0.13	0.05	0.15	0.5	0.75	89.35	6.84	29.14	223	132	21	5	0	381	155.74	2.61	1.03	2.83	6.07	4.5	5.86	1.67	31.14	8.86	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:52	0.12	0.13	0.34	0.08	0.47	0.68	89.45	6.94	28.7	64	134	154	3	0	355	155.91	2.87	1.02	2.72	5.8	4.29	5.72	1.68	31.16	8.83	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:54	0.01	0.23	0.4	0.1	0.48	0.74	89.5	7.04	28.78	4	232	180	3	0	419	156.01	3.09	1.09	3.14	5.92	4.76	5.77	1.69	31.19	8.88	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:56	0.25	0.32	0.23	0	0.46	0.81	89.47	7.25	28.5	134	324	104	0	0	562	155.95	2.53	0.96	3.39	5.6	4.72	5.19	1.71	31.19	8.86	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:01:59	0.24	0.39	0.32	0	0.47	0.96	89.46	7.25	27.71	129	391	145	0	0	665	155.94	2.82	1.28	3.98	5.9	4.85	5.66	1.71	31.25	8.86	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:01	0.37	0.5	0.18	0	0.45	1.04	89.57	7.35	27.41	194	500	80	0	0	775	156.12	2.59	1.33	4.39	5.73	5.28	5.32	1.72	31.24	8.86	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:03	0.35	0.35	0	0.26	0.47	0.96	89.72	7.45	27.55	187	350	0	8	0	545	156.39	2.78	1.65	3.95	5.99	5.65	5.76	1.73	31.27	8.89	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:06	0.37	0.84	0.15	0	0.47	1.36	89.4	7.55	27.54	198	838	67	0	0	1102	155.82	2.83	1.7	5.79	6.13	6.78	5.47	1.74	31.3	8.92	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:08	0.17	3.75	0.2	0.05	0.45	4.17	89.22	7.76	27.04	88	3754	92	1	0	3936	155.52	5.34	4.04	18.71	8	19.36	6.07	1.76	31.35	8.88	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:11	0.55	13.91	0	0.16	0.35	14.62	87.89	7.86	26.68	291	13912	0	5	0	14208	153.19	13.44	12.49	64.19	15.04	63.36	9.52	1.77	31.34	8.92	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:13	1.04	34.59	0	0	0.2	35.63	84.94	7.96	26.64	550	34594	0	0	0	35144	148.06	28.92	28.03	162.6	29.99	145.11	16.15	1.78	31.36	8.88	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:15	0.86	44.3	0	0	0.25	45.16	84.53	8.16	26.54	453	44302	0	0	0	44756	147.34	38.1	37.18	201.32	37.17	190.63	19.2	1.8	31.35	8.9	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:18	1.11	46.2	0.06	0	0.18	47.37	83.69	8.27	26.17	588	46204	27	0	0	46819	145.88	40.01	38.39	211.59	38.32	197.39	20.3	1.81	31.38	8.9	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:20	1.26	46.64	0.12	0	0.19	48.02	83.33	8.37	26.26	668	46642	54	0	0	47365	145.25	40.57	38.92	213.36	39.01	199.83	21.24	1.82	31.38	8.9	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:23	0.84	41.68	0.24	0	0.28	42.77	83.86	8.47	26.38	447	41681	109	0	0	42237	146.17	36.68	34.89	190.13	35.81	179.48	19.52	1.83	31.4	8.91	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:25	0.6	33.58	0.53	0	0.29	34.72	84.82	8.68	25.96	320	33585	239	0	0	34144	147.85	30.47	28.71	153.08	30	146.12	17.45	1.85	31.38	8.91	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:27	2.2	25.86	0.1	0	0.4	28.15	84.89	8.78	25.69	1164	25860	43	0	0	27066	147.98	24.41	22.36	120.86	26.8	112.78	18.88	1.86	31.37	8.94	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:30	2.33	24.34	0.28	0	0.4	26.95	85.02	8.88	25.79	1235	24345	124	0	0	25704	148.19	23.62	20.98	113.54	26.14	107.58	19.61	1.87	31.39	8.96	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:32	2.52	20.38	0.29	0	0.56	23.19	85.17	9.08	25.86	1333	20384	131	0	0	21848	148.46	20.9	17.79	95.83	25.09	91.28	20.24	1.89	31.39	8.95	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:34	2.73	20.4	0.23	0	0.49	23.36	84.84	9.19	25.78	1447	20400	102	0	0	21948	147.89	20.78	18.03	97.01	24.63	90.29	20.1	1.9	31.39	8.95	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:37	2.7	19.79	0.34	0	0.51	22.83	85.03	9.29	25.87	1428	19795	152	0	0	21375	148.22	20.49	17.33	93.18	24.48	89.15	20.44	1.91	31.38	8.98	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:39	2.85	18.81	0.12	0	0.58	21.79	85.24	9.39	25.88	1510	18815	55	0	0	20381	148.58	19.49	16.76	89.45	24.37	84.14	20.25	1.92	31.38	8.93	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:42	2.99	18.87	0.15	0	0.58	22.02	85.04	9.39	25.96	1585	18873	70	0	0	20527	148.23	19.74	16.51	89.96	24.67	84.49	20.86	1.92	31.38	8.97	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:44	2.98	18	0.11	0	0.61	21.09	85.15	9.49	26.37	1579	17996	51	0	0	19626	148.42	18.93	15.98	85.65	24.19	81.06	20.57	1.93	31.38	8.97	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:46	3.15	16.26	0.02	0	0.65	19.43	85.36	9.59	26.36	1670	16264	8	0	0	17942	148.79	17.56	14.28	78.39	23.44	73.38	20.48	1.94	31.36	8.98	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:49	3.33	16.91	0	0	0.66	20.23	85.53	9.59	26.06	1763	16906	0	0	0	18669	149.09	18.12	15.23	81.43	24.24	76.14	21.25	1.94	31.36	8.99	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:51	3.2	17.06	0	0	0.69	20.25	85.72	9.7	25.8	1695	17055	0	0	0	18750	149.42	18.27	14.93	82.18	24.42	76.56	21.08	1.95	31.34	8.98	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:54	2.94	15.84	0.13	0	0.68	18.92	85.46	9.7	25.53	1559	15844	60	0	0	17463	148.96	17.38	14.45	76.5	23.26	71.43	20.36	1.95	31.34	8.99	052517_FCR50_BVR.txt	BVR	1
2017-05-25 12:02:56	3.35	16.46	0	0	0.68	19.81	85.3	9.8	25.66	1774	16465	0	0	0	18239	148.68	17.81	15.02	80.1	24.18	73.63	21.34	1.96	31.32	8.99	052517_FCR50_BVR.txt	BVR	1
