"","Date","Site","Depth","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta"
"1052",2016-06-20,50,5.2,15.59,6.66,0.95,3.58,4.4
"1053",2016-06-23,50,5.2,19.36,7.5,0.97,5.07,5.81
"1054",2016-06-27,50,5.2,17.08,4.04,1.71,4.43,6.9
"1055",2016-06-28,50,5.2,13.67,5.03,0.89,3.69,4.05
"1056",2016-06-30,50,5.2,10.92,2.68,1.31,2.78,4.16
"1057",2016-07-05,50,5.2,9.21,1.06,1.33,3.31,3.5
"1058",2016-07-07,50,5.2,10.87,2.29,1.25,3.96,3.37
"1059",2016-07-12,50,5.2,13.02,3.11,1.27,5.04,3.6
"1060",2016-07-14,50,5.2,14.48,1.87,1.3,6.84,4.47
"1061",2016-07-18,50,5.2,12.95,1.57,0.95,5.52,4.91
"1062",2016-07-21,50,5.2,11.42,0,1.1,4.83,5.49
"1063",2016-07-24,50,5.2,11.49,2.93,2.09,2.03,4.44
"1064",2016-07-25,50,5.2,12.52,2.54,1.35,4.5,4.13
"1065",2016-07-26,50,5.2,9.19,0,1.28,2.42,5.49
"1066",2016-07-27,50,5.2,7.82,2.05,1.03,1.91,2.84
"1067",2016-07-28,50,5.2,8.21,1.07,1.1,1.92,4.11
"1068",2016-08-01,50,5.2,3.87,1.68,0.44,0.59,1.16
"1069",2016-08-08,50,5.2,43.89,7.53,4.28,5.4,26.68
"1070",2016-08-11,50,5.2,31.62,2.86,1.48,2.89,24.39
"1071",2016-08-15,50,5.2,41.44,10.26,4.22,4.78,22.18
"1072",2016-08-18,50,5.2,20.49,3.39,2.38,3.55,11.17
"1073",2016-08-23,50,5.2,16.56,6.78,1.61,1.96,6.21
"1074",2016-08-26,50,5.2,13.84,8.67,1.22,1.77,2.18
"1075",2016-09-02,50,5.2,15.29,10.07,1.45,1.77,2
"1076",2016-09-09,50,5.2,18.76,11.04,2.3,1.56,3.87
"1077",2016-09-20,50,5.2,22.72,13.49,3.24,2.57,3.42
"1078",2016-09-30,50,5.2,7.04,2,3.53,0,1.51
"1079",2016-10-05,50,5.2,4.92,1.48,2.28,0,1.16
"1080",2016-10-06,50,5.2,9.5,2.99,4.47,0,2.03
"1081",2016-10-07,50,5.2,8.46,2.65,4.32,0.15,1.34
"1082",2016-10-11,50,5.2,7.83,2,4.5,0,1.34
"1083",2016-11-04,50,5.2,5.22,2.55,1.05,0.26,1.36
"1084",2016-12-02,50,5.2,10.56,6.06,0.07,2.69,1.74
"1085",2017-05-01,50,5.2,16.79,9.59,0.51,2.12,4.57
"1086",2017-05-05,50,5.2,13.76,6.57,0.56,2.62,4.01
"1087",2017-05-08,50,5.2,9.1,0,0.48,2.97,5.65
"1088",2017-05-10,50,5.2,7.1,0,0.31,0.97,5.82
"1089",2017-05-15,30,5.2,5.91,0,0.36,1.3,4.25
"1090",2017-05-18,50,5.2,13.29,2.23,0.27,7.03,3.76
"1091",2017-05-22,50,5.2,4.58,0,0.11,0.8,3.68
"1092",2017-05-25,50,5.2,3.11,0,0.32,0.97,1.83
"1093",2017-05-29,45,5.2,2.87,0.97,0.22,1.35,0.33
"1094",2017-05-30,50,5.2,3.26,0,0.12,0.61,2.53
"1095",2017-06-01,50,5.2,3.2,0,0,0.19,3
"1096",2017-06-05,50,5.2,4.67,1.96,0.2,1.5,1.02
"1097",2017-06-08,50,5.2,3.64,2.07,0.04,0.77,0.76
"1098",2017-06-12,50,5.2,6.02,4.08,0,0.74,1.2
"1099",2017-06-19,50,5.2,4.31,2.69,0.19,0.3,1.12
"1100",2017-06-22,50,5.2,3.41,2.12,0.23,0.4,0.65
"1101",2017-06-26,50,5.2,5.73,4.24,0.41,0.55,0.53
"1102",2017-06-29,50,5.2,5.77,4.51,0.14,0.42,0.7
"1103",2017-07-05,30,5.2,8.43,3.95,1.03,1.98,1.47
"1104",2017-07-07,50,5.2,7.57,4.11,0.46,1.39,1.61
"1105",2017-07-10,30,5.2,9.33,3.8,1.01,2.25,2.28
"1106",2017-07-11,50,5.2,9.46,4.48,1.05,2.21,1.71
"1107",2017-07-12,50,5.2,7.89,2.38,1.86,1.96,1.69
"1108",2017-07-13,50,5.2,7.22,1.78,2.07,1.98,1.39
"1109",2017-07-15,50,5.2,4.91,0.82,1.45,1.53,1.11
"1110",2017-07-17,30,5.2,6.55,2.37,1.07,1.97,1.14
"1111",2017-07-19,50,5.2,3.47,0.75,0.66,0.81,1.25
"1112",2017-07-20,50,5.2,5.85,1.12,0.99,2.23,1.51
"1113",2017-07-24,50,5.2,4.63,0,0.7,1.78,2.15
"1114",2017-07-27,50,5.2,3.99,0,0.51,1.07,2.4
"1115",2017-07-31,50,5.2,5.29,0.42,0.83,1.09,2.94
"1116",2017-08-03,50,5.2,8.25,0.1,1.55,2.98,3.63
"1117",2017-08-07,50,5.2,13.37,6.1,1.57,1.32,4.38
"1118",2017-08-10,50,5.2,13.93,5.14,2.21,2.43,4.15
"1119",2017-08-14,50,5.2,24.08,11.8,3.15,3.14,5.98
"1120",2017-08-17,50,5.2,27.78,6.18,4.57,6.58,10.46
"1121",2017-08-21,50,5.2,30.09,14.08,4.61,8.1,3.3
"1122",2017-08-28,50,5.2,41.24,8.11,12.32,14.63,6.18
"1123",2017-09-04,50,5.2,71.94,26.24,13.9,16.17,15.64
"1124",2017-09-11,50,5.2,18.79,6.45,6.36,3.95,2.04
"1125",2017-09-18,50,5.2,10.51,5.09,2.18,1.93,1.31
"1126",2017-09-19,50,5.2,16.99,7.72,2.89,2.74,3.64
"1127",2017-09-25,50,5.2,32.1,13.28,4.37,6.25,8.19
"1128",2017-10-02,50,5.2,45.91,14.9,13.95,9.03,8.03
"1129",2017-10-09,50,5.2,64.67,9.2,20.72,11.69,23.06
"1130",2017-10-16,50,5.2,65.91,4.83,22.63,14.7,23.75
"1131",2017-10-23,30,5.2,10.1,5.66,2.15,2.04,0.26
"1132",2017-10-30,50,5.2,15.71,8.6,1.12,5.25,0.75
"1133",2017-11-06,50,5.2,6.44,4.44,0.74,1.22,0.03
"1134",2017-12-11,50,5.2,11.98,8.17,0.55,2.95,0.32
"1135",2014-05-05,50,5.5,9.93,4.07,0,5.85,0
"1136",2014-05-08,50,5.5,7.6,2.75,0.24,4.14,0.04
"1137",2014-05-26,50,5.5,8.41,4.77,0.01,2.03,2.93
"1138",2014-06-02,50,5.5,9.65,7.41,0,7.34,0.92
"1139",2014-06-09,50,5.5,11.02,8,0,9.25,0
"1140",2014-06-16,50,5.5,10.96,7.57,0,2.63,0.04
"1141",2014-06-23,50,5.5,11.56,8.02,0,3.59,0.5
"1142",2014-06-30,50,5.5,9.87,8.69,0,5.69,1.68
"1143",2014-07-07,50,5.5,12.69,4.46,0.07,4.41,1.42
"1144",2014-07-14,50,5.5,11.02,5.24,0.53,4.04,0.73
"1145",2014-07-21,50,5.5,10.81,6.81,2.57,7.39,2.91
"1146",2014-07-28,50,5.5,12.76,3.92,1.32,3.7,0.67
"1147",2014-08-04,50,5.5,15.83,4.4,0.96,4.06,0.61
"1148",2014-08-11,50,5.5,15.8,2.66,1.81,9.05,1.64
"1149",2014-08-18,50,5.5,13.64,6.14,1.1,7.96,0.97
"1150",2014-08-25,50,5.5,14.65,12.04,1.65,14.04,1.95
"1151",2014-09-03,50,5.5,24.08,4.18,1.93,5.34,0.22
"1152",2014-09-08,50,5.5,15.46,5.57,1.11,6.85,0.23
"1153",2014-09-15,50,5.5,14.87,5.33,0.8,5.68,1.05
"1154",2014-09-22,50,5.5,22.79,7.06,0,8.44,0
"1155",2014-12-10,50,5.5,3.61,2.58,0,1.04,0
"1156",2015-02-06,50,5.5,12.53,7.04,0,5.49,0
"1157",2015-03-16,50,5.5,10.43,5.42,0,5.01,0
"1158",2015-03-31,50,5.5,12.97,5.67,0,7.3,0
"1159",2015-04-07,50,5.5,10.44,5.02,0,5.42,0
"1160",2015-04-13,50,5.5,12.57,7.53,0,4.69,0.36
"1161",2015-04-21,50,5.5,14.75,7.81,0.45,6.12,0.37
"1162",2015-05-18,50,5.5,23.25,9.64,1.16,9.9,2.55
"1163",2015-05-25,50,5.5,18.84,8.81,0.74,7.52,1.77
"1164",2015-06-01,50,5.5,17.78,6.47,2.17,7.33,1.81
"1165",2015-06-02,50,5.5,17.18,6.73,3.77,4.67,2.01
"1166",2015-06-03,50,5.5,15.41,6.35,3.86,3.43,1.77
"1167",2015-06-04,50,5.5,11.55,5.08,2.99,2.03,1.45
"1168",2015-06-08,50,5.5,11.04,3.38,3.76,1.99,1.91
"1169",2015-06-15,50,5.5,24.91,3.75,8.19,8.76,4.2
"1170",2015-06-22,50,5.5,27.41,0.32,3.14,19.29,4.68
"1171",2015-06-23,50,5.5,19.35,4.26,0.51,11.38,3.2
"1172",2015-06-25,50,5.5,18.6,2.22,0.31,13.73,2.35
"1173",2015-06-29,50,5.5,28.57,0,0.36,24.07,4.14
"1174",2015-07-02,50,5.5,23,0,0.48,19.07,3.46
"1175",2015-07-06,50,5.5,7.61,3.06,0.6,3.1,0.86
"1176",2015-07-13,50,5.5,4.05,1.92,0.74,0.82,0.56
"1177",2015-07-16,50,5.5,5.03,1.82,1.13,1.66,0.42
"1178",2015-07-20,50,5.5,8.77,3.88,1.19,0.48,3.22
"1179",2015-07-27,50,5.5,20.32,9.82,1.96,4.49,4.05
"1180",2015-08-03,50,5.5,20.62,11.49,1.97,2.93,4.24
"1181",2015-08-08,50,5.5,17.71,11.29,1.56,2.02,2.83
"1182",2015-08-10,50,5.5,15.71,9.64,1.59,2.02,2.45
"1183",2015-08-17,50,5.5,16.47,10.77,1.59,1.58,2.52
"1184",2015-08-24,50,5.5,14.05,9.57,1.13,1.6,1.75
"1185",2015-08-31,50,5.5,11.44,7.72,1.2,1.33,1.2
"1186",2015-09-07,50,5.5,15.59,10.23,1.75,1.5,2.11
"1187",2015-09-28,50,5.5,5.64,3.02,1.11,1.06,0.44
"1188",2015-10-05,50,5.5,8.45,4.17,1.07,2.11,1.1
"1189",2015-10-19,50,5.5,6.05,3.18,2.44,0,0.43
"1190",2015-11-09,50,5.5,14.77,5.72,6.74,0,2.31
"1191",2016-01-11,50,5.5,10.34,4.86,1.95,2.67,0.86
"1192",2016-03-28,50,5.5,9.2,4.53,0,4.54,0.13
"1193",2016-03-30,50,5.5,8.26,4.78,0,3.47,0
"1194",2016-04-11,50,5.5,9.46,4.51,0,4.94,0
"1195",2016-04-18,50,5.5,12.84,5.19,0,7.65,0
"1196",2016-04-20,50,5.5,10.1,4.2,0,5.44,0.47
"1197",2016-04-25,50,5.5,11.21,4.6,0,6.61,0
"1198",2016-05-02,50,5.5,11.26,5.25,0,6.02,0
"1199",2016-05-04,50,5.5,10.47,6,0,4.1,0.37
"1200",2016-05-09,50,5.5,8.92,5.8,0.23,1.88,1.01
"1201",2016-05-12,50,5.5,9.66,6.41,0.47,1.78,1
"1202",2016-05-16,50,5.5,15.93,9.9,0.86,4.15,1.02
"1203",2016-05-19,50,5.5,14,8.01,1.41,3.71,0.88
"1204",2016-05-23,50,5.5,16.51,7.6,1.75,5.64,1.51
"1205",2016-05-26,50,5.5,12.22,7.17,1.54,2.02,1.5
"1206",2016-05-29,50,5.5,9.57,5.66,1.77,0.88,1.26
"1207",2016-05-30,50,5.5,7.81,4.09,1.43,1.31,0.98
"1208",2016-05-31,50,5.5,7.32,3.72,1.67,1,0.93
"1209",2016-06-01,50,5.5,9.78,4.96,2.22,0.63,1.97
"1210",2016-06-02,50,5.5,10.36,5.04,2.68,0.38,2.26
"1211",2016-06-06,50,5.5,11.92,4.61,4.74,0,2.58
"1212",2016-06-13,50,5.5,16.75,3,9.69,0,4.06
"1213",2016-06-16,50,5.5,11.86,3.01,3.36,1.44,4.05
"1214",2016-06-20,50,5.5,12.6,3.28,1.82,2.65,4.86
"1215",2016-06-23,50,5.5,13.29,0.69,1.82,3.47,7.31
"1216",2016-06-27,50,5.5,17.87,6.37,1.24,3.88,6.37
"1217",2016-06-28,50,5.5,14.83,4.54,1.28,4.21,4.8
"1218",2016-06-30,50,5.5,10.96,2.7,1.44,2.77,4.04
"1219",2016-07-05,50,5.5,8.03,1.27,1.35,2.44,2.97
"1220",2016-07-07,50,5.5,10.54,2.28,1.57,3.53,3.17
"1221",2016-07-12,50,5.5,11.16,1.68,1.76,3.66,4.07
"1222",2016-07-14,50,5.5,15.53,2.1,1.96,5.51,5.96
"1223",2016-07-18,50,5.5,19.41,2.12,2.33,4.22,10.74
"1224",2016-07-21,50,5.5,13.7,2.07,2.13,3.17,6.33
"1225",2016-07-24,50,5.5,14.97,1.94,2.25,1.14,9.64
"1226",2016-07-25,50,5.5,11.9,2.3,2.19,2.5,4.91
"1227",2016-07-26,50,5.5,8.49,0,1.33,2.85,4.31
"1228",2016-07-27,50,5.5,8.83,1.17,1.28,2.51,3.87
"1229",2016-07-28,50,5.5,8.31,1.08,1.25,2.09,3.89
"1230",2016-08-01,50,5.5,4.01,1.85,0.45,0.64,1.07
"1231",2016-08-08,50,5.5,36.93,7.05,3.69,4.64,21.55
"1232",2016-08-11,50,5.5,28.14,3.1,2.28,3.35,19.42
"1233",2016-08-15,50,5.5,22.56,7.97,2.5,2.18,9.92
"1234",2016-08-18,50,5.5,12.09,3.27,1.31,1.72,5.79
"1235",2016-08-23,50,5.5,12.55,6.49,1.18,1.24,3.63
"1236",2016-08-26,50,5.5,11.95,7.78,1.02,1.43,1.72
"1237",2016-09-02,50,5.5,14.36,10.14,1.2,2.03,0.98
"1238",2016-09-09,50,5.5,17.29,11.52,1.75,1.97,2.04
"1239",2016-09-20,50,5.5,22.84,13.87,2.74,2.3,3.93
"1240",2016-09-30,50,5.5,7.46,2.09,3.82,0,1.54
"1241",2016-10-05,50,5.5,3.85,1.22,1.67,0.14,0.83
"1242",2016-10-06,50,5.5,8.88,2.9,4.09,0.09,1.8
"1243",2016-10-07,50,5.5,7.64,2.42,3.72,0.02,1.48
"1244",2016-10-11,50,5.5,7.59,1.98,4.42,0,1.18
"1245",2016-11-04,50,5.5,5,2.4,1.06,0.38,1.16
"1246",2016-12-02,50,5.5,10.61,6.17,0,1.96,2.48
"1247",2017-05-01,50,5.5,18.93,10.19,0.45,2.9,5.39
"1248",2017-05-05,50,5.5,15.22,5.53,0.85,3.86,4.97
"1249",2017-05-08,50,5.5,10.33,0.49,0.67,3.61,5.55
"1250",2017-05-10,50,5.5,7.99,0,0.28,1.66,6.05
"1251",2017-05-15,30,5.5,5.92,0,0,0.04,5.88
"1252",2017-05-18,50,5.5,8.43,0,0,2.63,5.8
"1253",2017-05-22,50,5.5,4.42,0,0,0.26,4.16
"1254",2017-05-25,50,5.5,3.01,0,0.43,0.91,1.67
"1255",2017-05-29,45,5.5,2.58,1.01,0.25,1.01,0.31
"1256",2017-05-30,50,5.5,2.83,0,0.2,0.12,2.5
"1257",2017-06-01,50,5.5,2.38,0,0,0.39,1.99
"1258",2017-06-05,50,5.5,4.14,1.75,0.12,1.4,0.87
"1259",2017-06-08,50,5.5,3.18,1.84,0.04,0.63,0.67
"1260",2017-06-12,50,5.5,5.12,3.32,0.12,0.74,0.93
"1261",2017-06-19,50,5.5,3.15,1.81,0.3,0.44,0.6
"1262",2017-06-22,50,5.5,3.46,2.35,0.34,0.19,0.57
"1263",2017-06-26,50,5.5,3.81,2.34,0.41,0.91,0.16
"1264",2017-06-29,50,5.5,3.24,2.3,0.27,0.67,0
"1265",2017-07-05,30,5.5,7.35,3.21,1.21,1.96,0.97
"1266",2017-07-07,50,5.5,7.1,3.64,0.49,1.52,1.46
"1267",2017-07-10,50,5.5,4.44,1.45,0.67,1.57,0.75
"1268",2017-07-11,50,5.5,9.2,4.28,0.93,2.55,1.43
"1269",2017-07-12,50,5.5,7.14,2.39,1.5,1.57,1.68
"1270",2017-07-13,50,5.5,6.54,1.57,1.81,1.59,1.57
"1271",2017-07-15,50,5.5,3.81,0.37,1.11,1.22,1.11
"1272",2017-07-17,50,5.5,4.41,0.84,0.98,1.36,1.23
"1273",2017-07-19,50,5.5,3,0.4,0.61,0.96,1.03
"1274",2017-07-20,50,5.5,5.23,1.26,0.78,1.86,1.33
"1275",2017-07-24,50,5.5,4.63,1.9,0.7,0.96,1.07
"1276",2017-07-27,50,5.5,4.94,1.47,0.89,1.45,1.13
"1277",2017-07-31,50,5.5,5.77,1.25,1.2,1.81,1.51
"1278",2017-08-03,50,5.5,6.23,1.66,1.39,1.78,1.41
"1279",2017-08-07,50,5.5,10.72,5.17,1.62,1.31,2.62
"1280",2017-08-10,50,5.5,13.18,4.38,2.2,1.85,4.74
"1281",2017-08-14,50,5.5,6.93,1.87,1.41,1.6,2.06
"1282",2017-08-17,50,5.5,21.75,4.12,3.85,5.65,8.13
"1283",2017-08-21,50,5.5,21.42,7.32,3.62,7.6,2.88
"1284",2017-08-28,50,5.5,51.12,10.52,13.92,18.88,7.8
"1285",2017-09-04,50,5.5,19.98,6.31,6.49,4.15,3.03
"1286",2017-09-11,50,5.5,20.69,7.08,6.51,3.64,3.45
"1287",2017-09-18,50,5.5,25.15,12.72,3.86,3.74,4.83
"1288",2017-09-19,50,5.5,18.65,7.41,3.56,2.63,5.04
"1289",2017-09-25,50,5.5,24.61,9.46,3.14,3.83,8.17
"1290",2017-10-02,50,5.5,41.79,14.63,10.45,7.95,8.76
"1291",2017-10-09,50,5.5,23.32,4.37,11.12,3.82,4.01
"1292",2017-10-16,50,5.5,61.18,4.37,21.55,13.2,22.05
"1293",2017-10-23,30,5.5,9.68,5.36,2.17,1.67,0.47
"1294",2017-10-30,50,5.5,14.64,7.82,1.14,5.08,0.59
"1295",2017-11-06,50,5.5,6.03,4.3,0.68,0.86,0.18
"1296",2017-12-11,50,5.5,12.05,8.18,0.42,3.1,0.34
"1297",2014-05-05,50,5.8,8.36,3.35,0,5.01,0
"1298",2014-05-08,50,5.8,8.27,4.13,0,3.63,0.49
"1299",2014-05-26,50,5.8,6.14,3.78,0.26,2.45,1.92
"1300",2014-06-02,50,5.8,6.84,7.46,0,6.92,1.17
"1301",2014-06-09,50,5.8,6.31,8.22,0,10.75,0
"1302",2014-06-16,50,5.8,6.64,8.35,0,5.3,0
"1303",2014-06-23,50,5.8,7.76,11.21,0,4.67,0
"1304",2014-06-30,50,5.8,8.1,8.6,0,5.02,2.16
"1305",2014-07-07,50,5.8,11.57,6.08,0.3,3.57,3.7
"1306",2014-07-14,50,5.8,10.78,6.01,0.78,4.92,0.73
"1307",2014-07-21,50,5.8,9.63,5.8,2.07,6.47,2.71
"1308",2014-07-28,50,5.8,10.79,4.95,1.48,6.04,0.97
"1309",2014-08-04,50,5.8,13.91,4.64,1.3,7.31,1.06
"1310",2014-08-11,50,5.8,15.8,2.66,1.81,9.05,1.64
"1311",2014-08-18,50,5.8,11.68,5.44,1.41,8.53,0.79
"1312",2014-08-25,50,5.8,10.38,9.09,1.89,13.87,1.27
"1313",2014-09-03,50,5.8,21.51,7.19,2.07,8.45,0.72
"1314",2014-09-08,50,5.8,13.26,5.59,1.21,6.61,1.39
"1315",2014-09-15,50,5.8,13.13,5.41,0.69,4.91,1.81
"1316",2014-09-22,50,5.8,15.55,7.1,0,8.46,0
"1317",2014-12-10,50,5.8,3.62,2.46,0,1.16,0
"1318",2015-02-06,50,5.8,12.62,7.05,0,5.58,0
"1319",2015-03-16,50,5.8,10.36,5.32,0,5.04,0
"1320",2015-03-31,50,5.8,12.78,5.83,0,6.95,0
"1321",2015-04-07,50,5.8,11.4,5.78,0,5.62,0
"1322",2015-04-13,50,5.8,12.13,6.79,0,5.23,0.1
"1323",2015-04-21,50,5.8,15.51,8.41,0.58,6.1,0.41
"1324",2015-05-18,50,5.8,21.57,9.13,2.06,8.21,2.17
"1325",2015-05-25,50,5.8,19.65,8.21,2.34,7.2,1.89
"1326",2015-06-01,50,5.8,19.28,6.37,3.54,7.38,1.98
"1327",2015-06-02,50,5.8,14.81,5.84,3.57,3.46,1.93
"1328",2015-06-03,50,5.8,13.68,5.53,3.61,2.51,2.02
"1329",2015-06-04,50,5.8,10.61,4.37,3,1.81,1.43
"1330",2015-06-08,50,5.8,10.67,2.81,3.57,2.66,1.64
"1331",2015-06-15,50,5.8,16.78,2.51,5.86,5.76,2.65
"1332",2015-06-22,50,5.8,20.17,0.06,3.84,12.56,3.7
"1333",2015-06-23,50,5.8,17.78,3.75,0.69,10.36,2.99
"1334",2015-06-25,50,5.8,17.81,1.77,0.3,13.41,2.33
"1335",2015-06-29,50,5.8,24.2,0,0.61,20.19,3.41
"1336",2015-07-02,50,5.8,14.24,0,0.54,12.2,1.51
"1337",2015-07-06,50,5.8,7.67,3.28,0.61,2.51,1.26
"1338",2015-07-13,50,5.8,3.68,1.66,0.85,0.72,0.45
"1339",2015-07-16,50,5.8,3.79,1.61,1.33,0.27,0.59
"1340",2015-07-20,50,5.8,7.3,2.93,1.03,0.68,2.67
"1341",2015-07-27,50,5.8,13.75,7.96,1.7,1.47,2.61
"1342",2015-08-03,50,5.8,17.77,10.35,2.05,2.54,2.82
"1343",2015-08-08,50,5.8,14.27,9.33,1.53,1.93,1.49
"1344",2015-08-10,50,5.8,15.71,9.64,1.59,2.02,2.45
"1345",2015-08-17,50,5.8,14.17,9.08,1.28,1.49,2.32
"1346",2015-08-24,50,5.8,11.9,8.31,0.96,1.39,1.23
"1347",2015-08-31,50,5.8,7.2,4.79,1.07,0.95,0.4
"1348",2015-09-07,50,5.8,11.18,7.45,1.3,1.29,1.14
"1349",2015-09-28,50,5.8,5.62,2.97,1.23,0.96,0.46
"1350",2015-10-05,50,5.8,8.07,3.88,1.14,2.2,0.86
"1351",2015-10-19,50,5.8,5.93,3.01,2.41,0,0.5
"1352",2015-11-09,50,5.8,14.7,5.7,6.88,0,2.13
"1353",2016-01-11,50,5.8,10.46,5.07,1.92,2.65,0.83
"1354",2016-03-28,50,5.8,8.51,4.42,0,3.87,0.21
"1355",2016-03-30,50,5.8,8.76,5.2,0,3.45,0.11
"1356",2016-04-11,50,5.8,8.86,4.46,0,4.32,0.08
"1357",2016-04-18,50,5.8,14.06,5.58,0,8.48,0
"1358",2016-04-20,50,5.8,11.31,5.1,0,5.63,0.58
"1359",2016-04-25,50,5.8,15.23,5.37,0,9.85,0
"1360",2016-05-02,50,5.8,13.02,5.64,0,7.39,0
"1361",2016-05-04,50,5.8,11.64,6.21,0,5.25,0.19
"1362",2016-05-09,50,5.8,7.77,4.68,0.14,2.16,0.79
"1363",2016-05-12,50,5.8,8.19,5.46,0.36,1.68,0.69
"1364",2016-05-16,50,5.8,14.86,8.31,0.72,4.69,1.14
"1365",2016-05-19,50,5.8,10.86,6.32,1.01,2.76,0.77
"1366",2016-05-23,50,5.8,17.42,8.25,1.95,5.96,1.26
"1367",2016-05-26,50,5.8,11.5,6.21,1.27,2.64,1.39
"1368",2016-05-29,50,5.8,9.59,5.86,1.73,0.66,1.34
"1369",2016-05-30,50,5.8,9.21,5.42,1.79,1.15,0.86
"1370",2016-05-31,50,5.8,7.51,4.14,1.59,0.42,1.36
"1371",2016-06-01,50,5.8,9.5,4.69,2.32,0.41,2.07
"1372",2016-06-02,50,5.8,10.04,5,2.65,0.15,2.25
"1373",2016-06-06,50,5.8,10.32,3.67,4.33,0,2.33
"1374",2016-06-13,50,5.8,15.06,1.82,9.25,0,3.99
"1375",2016-06-16,50,5.8,11.08,2.28,3.79,0.83,4.17
"1376",2016-06-20,50,5.8,10.17,0,2.79,1.98,5.4
"1377",2016-06-23,50,5.8,12.13,0,2.36,2.59,7.19
"1378",2016-06-27,50,5.8,13.7,0.89,1.65,3.96,7.2
"1379",2016-06-28,50,5.8,14.41,4.28,1.32,3.93,4.88
"1380",2016-06-30,50,5.8,10.28,2.48,1.45,2.41,3.93
"1381",2016-07-05,50,5.8,7.3,1.46,1.36,2.09,2.39
"1382",2016-07-07,50,5.8,9.06,2.08,1.34,2.54,3.1
"1383",2016-07-12,50,5.8,9.57,0.96,1.89,2.58,4.13
"1384",2016-07-14,50,5.8,16,1.67,2.42,4.46,7.45
"1385",2016-07-18,50,5.8,15.81,2.86,2.86,4.07,6.02
"1386",2016-07-21,50,5.8,16.87,3.65,3.39,2.61,7.22
"1387",2016-07-24,50,5.8,19.44,1.24,2.93,2.03,13.24
"1388",2016-07-25,50,5.8,15.78,4.23,3.66,2.64,5.25
"1389",2016-07-26,50,5.8,12.65,0.7,2.32,3.61,6.02
"1390",2016-07-27,50,5.8,7.58,0,1.15,2.11,4.32
"1391",2016-07-28,50,5.8,8.2,1.1,1.35,2.12,3.63
"1392",2016-08-01,50,5.8,4.45,2.02,0.55,0.77,1.11
"1393",2016-08-08,50,5.8,24.6,8.12,2.68,2.06,11.73
"1394",2016-08-11,50,5.8,9.97,3.13,1.46,1.41,3.96
"1395",2016-08-15,50,5.8,14.06,5.33,1.51,1.36,5.86
"1396",2016-08-18,50,5.8,7.24,3.02,1.12,0.83,2.27
"1397",2016-08-23,50,5.8,7.05,3.89,0.88,0.85,1.43
"1398",2016-08-26,50,5.8,10.68,7.35,0.93,1.28,1.12
"1399",2016-09-02,50,5.8,12.07,9.07,0.86,1.38,0.77
"1400",2016-09-09,50,5.8,13.74,9.52,1.24,1.5,1.47
"1401",2016-09-20,50,5.8,18.15,11.58,2.05,2.45,2.06
"1402",2016-09-30,50,5.8,7.66,2.63,3.49,0,1.54
"1403",2016-10-05,50,5.8,3.59,1.22,1.55,0.21,0.61
"1404",2016-10-06,50,5.8,6.18,1.94,2.64,0,1.6
"1405",2016-10-07,50,5.8,7.43,2.22,3.79,0.15,1.28
"1406",2016-10-11,50,5.8,7.43,1.95,4.3,0,1.18
"1407",2016-11-04,50,5.8,4.76,2.18,1.11,0.45,1.02
"1408",2016-12-02,50,5.8,9.37,4.94,0.27,2.24,1.92
"1409",2017-05-01,50,5.8,20.19,11.32,0.53,3.07,5.27
"1410",2017-05-05,50,5.8,15.33,3.77,0.83,4.15,6.59
"1411",2017-05-08,50,5.8,10.21,0.05,0.61,3.62,5.92
"1412",2017-05-10,50,5.8,8.56,0,0.4,2.11,6.04
"1413",2017-05-15,30,5.8,6.76,0,0,0,6.76
"1414",2017-05-18,50,5.8,7.61,0,0,1.5,6.12
"1415",2017-05-22,50,5.8,4.71,0,0,0.22,4.49
"1416",2017-05-25,50,5.8,2.53,0,0.34,0.85,1.34
"1417",2017-05-29,45,5.8,2.4,0.83,0.19,1.02,0.37
"1418",2017-05-30,50,5.8,2.44,0,0.14,0.22,2.07
"1419",2017-06-01,50,5.8,2.32,0,0.1,0.67,1.54
"1420",2017-06-05,50,5.8,3.75,1.57,0.13,1.4,0.66
"1421",2017-06-08,50,5.8,3.11,1.79,0.14,0.7,0.48
"1422",2017-06-12,50,5.8,4.39,2.88,0,0.45,1.06
"1423",2017-06-19,50,5.8,2.94,1.7,0.32,0.25,0.67
"1424",2017-06-22,50,5.8,2.04,1.33,0.17,0.09,0.45
"1425",2017-06-26,50,5.8,2.31,1.64,0.33,0.35,0
"1426",2017-06-29,50,5.8,1.18,0.58,0.11,0.46,0.03
"1427",2017-07-05,30,5.8,3.67,2.08,0.61,0.98,0.01
"1428",2017-07-07,50,5.8,4.72,2.28,0.44,1.12,0.88
"1429",2017-07-10,50,5.8,2.48,1.07,0.43,0.77,0.21
"1430",2017-07-11,50,5.8,7.73,3.2,0.95,2.11,1.47
"1431",2017-07-12,50,5.8,6.44,1.65,1.53,1.77,1.49
"1432",2017-07-13,50,5.8,5.13,0.91,1.39,1.47,1.36
"1433",2017-07-15,50,5.8,3.77,0.4,1.07,1.21,1.1
"1434",2017-07-17,30,5.8,4.73,1.62,1.01,1.5,0.61
"1435",2017-07-19,50,5.8,2.84,0.57,0.57,0.85,0.84
"1436",2017-07-20,50,5.8,4.27,0.95,0.66,1.38,1.28
