"","Date","Site","Depth","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta"
"647",2017-11-06,50,2.8,12.28,7.42,0.54,3.58,0.73
"648",2017-12-11,50,2.8,13.76,10.25,0.22,2.46,0.82
"649",2014-05-05,50,3.8,5.73,3.34,0,1.99,0.4
"650",2014-05-08,50,3.8,5.95,3.02,0,3.51,0.11
"651",2014-05-26,50,3.8,10.43,3.28,0,4.32,0.24
"652",2014-06-02,50,3.8,11.43,2.28,0,7.23,0
"653",2014-06-09,50,3.8,12.17,3.99,0.24,3.61,0
"654",2014-06-16,50,3.8,7.9,3.36,0.23,2.15,0.69
"655",2014-06-23,50,3.8,10.66,7.07,0,4.25,0
"656",2014-06-30,50,3.8,13.08,6,0.24,0.52,1.02
"657",2014-07-07,50,3.8,8.65,5.27,0.05,1.06,1.03
"658",2014-07-14,50,3.8,12.45,2.66,0.36,1.35,0.2
"659",2014-07-21,50,3.8,19.71,5.99,0.8,3.16,1.2
"660",2014-07-28,50,3.8,13.44,4.14,0.86,2.02,0.48
"661",2014-08-04,50,3.8,10.03,3.78,0.45,2.21,0.12
"662",2014-08-11,50,3.8,11.99,6.51,1.16,5.22,1.57
"663",2014-08-18,50,3.8,16.17,2.23,0.36,3.53,0.02
"664",2014-08-25,50,3.8,26.12,4.85,0.24,4.49,1.1
"665",2014-09-03,50,3.8,27.25,4.29,0.85,0.56,0
"666",2014-09-08,50,3.8,13.62,5.55,0.28,4.82,0.13
"667",2014-09-15,50,3.8,12.85,6.31,0.61,5.48,0.68
"668",2014-09-22,50,3.8,16.24,6.53,0,4.94,0.03
"669",2014-12-10,50,3.8,3.64,2.52,0,1.12,0
"670",2015-02-06,50,3.8,12.62,7.08,0,5.54,0
"671",2015-03-16,50,3.8,11.63,5.73,0,5.9,0
"672",2015-03-31,50,3.8,16.05,7.47,0,8.58,0
"673",2015-04-07,50,3.8,2.85,1.68,0.19,0.8,0.17
"674",2015-04-13,50,3.8,5.59,4.07,0,1.33,0.19
"675",2015-04-21,50,3.8,21.78,6.87,0,14.91,0
"676",2015-05-18,50,3.8,7.03,4.85,0,2.18,0
"677",2015-05-25,50,3.8,6.12,3.32,0.58,1.5,0.72
"678",2015-06-01,50,3.8,10.18,5.4,1.54,2.19,1.05
"679",2015-06-02,50,3.8,12.12,5.67,1.62,3.91,0.91
"680",2015-06-03,50,3.8,15.33,5.22,1.93,6.63,1.55
"681",2015-06-04,50,3.8,13.4,4.41,2.03,5.5,1.46
"682",2015-06-08,50,3.8,27.1,6.89,3.48,12.96,3.77
"683",2015-06-15,50,3.8,15.15,8.06,0,6.19,0.91
"684",2015-06-22,50,3.8,20.07,7.57,0,12.5,0
"685",2015-06-23,50,3.8,35.22,0.81,0.45,28.78,5.17
"686",2015-06-25,50,3.8,42.81,0,0.58,35.6,6.64
"687",2015-06-29,50,3.8,15.01,6.33,0.05,7.88,0.75
"688",2015-07-02,50,3.8,13.25,8.54,0.85,2.89,0.97
"689",2015-07-06,50,3.8,65.15,0,3.99,49.46,11.7
"690",2015-07-13,50,3.8,108.82,0,5.44,78.9,24.47
"691",2015-07-16,50,3.8,38.59,0,4.04,28.83,5.72
"692",2015-07-20,50,3.8,21.98,8.87,1.78,4.74,6.6
"693",2015-07-27,50,3.8,9.75,4.91,0.93,0.44,3.47
"694",2015-08-03,50,3.8,45.06,27.11,6.04,9.46,2.45
"695",2015-08-08,50,3.8,47.13,24.99,7.84,10.76,3.54
"696",2015-08-10,50,3.8,44.23,25.58,5.58,10.38,2.68
"697",2015-08-17,50,3.8,85.16,48.66,1.12,32.87,2.52
"698",2015-08-24,50,3.8,63.24,42.15,0.68,16.54,3.86
"699",2015-08-31,50,3.8,45.15,28.79,2.29,11.19,2.88
"700",2015-09-07,50,3.8,55.03,34.28,1.96,14.72,4.07
"701",2015-09-28,50,3.8,11.11,6.18,1.13,3.09,0.72
"702",2015-10-05,50,3.8,9.52,4.72,1.14,2.51,1.15
"703",2015-10-19,50,3.8,6.59,3.47,2.72,0.23,0.17
"704",2015-11-09,50,3.8,12.02,6.61,1.28,1.64,2.49
"705",2016-01-11,50,3.8,10.78,5.66,1.54,2.19,1.39
"706",2016-03-28,50,3.8,7.74,3.72,0,4.01,0
"707",2016-03-30,50,3.8,6.95,3.31,0,3.64,0
"708",2016-04-11,50,3.8,8.42,4.22,0,4.21,0
"709",2016-04-18,50,3.8,1.37,0.9,0,0.47,0
"710",2016-04-20,50,3.8,1.29,0.31,0.28,0,0.7
"711",2016-04-25,50,3.8,3.75,3.15,0.09,0.4,0.12
"712",2016-05-02,50,3.8,7.12,5.5,0,1.3,0.32
"713",2016-05-04,50,3.8,8.47,6.22,0.18,2.05,0.02
"714",2016-05-09,50,3.8,8.65,6.45,0.45,1.27,0.47
"715",2016-05-12,50,3.8,8.66,5.78,0.45,1.71,0.72
"716",2016-05-16,50,3.8,4.85,3.08,0.43,1.08,0.26
"717",2016-05-19,50,3.8,15.24,6.1,1.22,6.79,1.13
"718",2016-05-23,50,3.8,8.18,4.3,0.72,2.4,0.77
"719",2016-05-26,50,3.8,5.73,3.94,0.51,0.38,0.91
"720",2016-05-29,50,3.8,6.47,3.51,1.11,1.13,0.73
"721",2016-05-30,50,3.8,6.29,2.98,1.65,0.5,1.16
"722",2016-05-31,50,3.8,7.46,4.08,1.29,0.83,1.27
"723",2016-06-01,50,3.8,8.82,4.32,1.76,1.45,1.28
"724",2016-06-02,50,3.8,9.11,4.78,1.86,1.49,0.98
"725",2016-06-06,50,3.8,14.36,6.44,4.86,0.92,2.13
"726",2016-06-13,50,3.8,17.43,7.7,3.32,3.46,2.95
"727",2016-06-16,50,3.8,21.57,10.36,0,9.75,1.46
"728",2016-06-20,50,3.8,22.47,8.54,0,10.41,3.51
"729",2016-06-23,50,3.8,16.89,9.04,1.22,5.08,1.55
"730",2016-06-27,50,3.8,17.59,9.45,1.25,5.07,1.83
"731",2016-06-28,50,3.8,12.18,5.63,0.52,3.6,2.43
"732",2016-06-30,50,3.8,11.13,5.09,0.53,3.02,2.48
"733",2016-07-05,50,3.8,12.89,3.99,0.31,5.29,3.3
"734",2016-07-07,50,3.8,13.62,3.7,0,7.31,2.61
"735",2016-07-12,50,3.8,17.19,7.6,0,8.41,1.18
"736",2016-07-14,50,3.8,17.27,7.44,0.08,7.16,2.59
"737",2016-07-18,50,3.8,19.22,9.68,0,7.15,2.39
"738",2016-07-21,50,3.8,15.63,6.65,0.62,6.17,2.19
"739",2016-07-24,50,3.8,14.07,6.51,0,3.58,3.98
"740",2016-07-25,50,3.8,13.51,5.64,0.78,3.77,3.32
"741",2016-07-26,50,3.8,13.46,4.92,1.24,3.76,3.54
"742",2016-07-27,50,3.8,10.11,3.03,1.08,2.95,3.04
"743",2016-07-28,50,3.8,9.36,2.07,1.1,2.25,3.95
"744",2016-08-01,50,3.8,5.95,2.46,0.46,0.97,2.07
"745",2016-08-08,50,3.8,8,4.2,0.95,1.89,0.96
"746",2016-08-11,50,3.8,8.69,4.39,0.52,2.46,1.32
"747",2016-08-15,50,3.8,17.61,11.6,0.31,4.19,1.5
"748",2016-08-18,50,3.8,20.97,14.12,0,4.93,1.93
"749",2016-08-23,50,3.8,28.67,16.07,0.06,9.99,2.56
"750",2016-08-26,50,3.8,24.47,13.43,0.8,7.77,2.47
"751",2016-09-02,50,3.8,21.94,10.77,3.99,4.43,2.75
"752",2016-09-09,50,3.8,46.35,21.34,5.03,16.7,3.28
"753",2016-09-20,50,3.8,19.16,8.89,3.27,5.05,1.96
"754",2016-09-30,50,3.8,5.3,1.65,2.47,0.12,1.06
"755",2016-10-05,50,3.8,7.84,1.96,3.98,0,1.89
"756",2016-10-06,50,3.8,12.04,3.86,4.9,1.08,2.2
"757",2016-10-07,50,3.8,9.79,2.97,4.84,0.19,1.78
"758",2016-10-11,50,3.8,10.92,3.17,5.29,0.2,2.27
"759",2016-11-04,50,3.8,6.08,3.27,0.35,1.32,1.14
"760",2016-12-02,50,3.8,11.98,6.99,0,3.68,1.3
"761",2017-05-01,50,3.8,7.91,0,0.66,1.25,5.99
"762",2017-05-05,50,3.8,4.41,0,0.48,0.72,3.21
"763",2017-05-08,50,3.8,3.77,0,0.23,0.6,2.95
"764",2017-05-10,50,3.8,4.37,0,0,0,4.37
"765",2017-05-15,20,3.8,9.12,4.24,0.17,3.32,1.38
"766",2017-05-18,50,3.8,7.48,3.79,0,2.66,1.03
"767",2017-05-22,50,3.8,4.91,0.88,0.26,1.95,1.82
"768",2017-05-25,50,3.8,4.37,0,0.1,0.76,3.51
"769",2017-05-29,45,3.8,5.11,0,0.01,0.99,4.11
"770",2017-05-30,50,3.8,4.11,0,0,1.76,2.36
"771",2017-06-01,50,3.8,7.27,0.85,0.07,3.49,2.87
"772",2017-06-05,30,3.8,6.48,3.31,0.03,2.23,0.91
"773",2017-06-08,50,3.8,5.3,2.99,0,1.4,0.91
"774",2017-06-12,50,3.8,5.5,3.94,0.05,0.34,1.17
"775",2017-06-19,50,3.8,6.83,3.45,0.75,0.88,1.75
"776",2017-06-22,50,3.8,8.15,4.87,0.56,1.69,1.03
"777",2017-06-26,50,3.8,8,4.41,0.99,1.95,0.65
"778",2017-06-29,50,3.8,8.67,5.19,0.4,2.42,0.66
"779",2017-07-05,20,3.8,9.36,4.62,1.43,2.46,0.85
"780",2017-07-07,50,3.8,10.76,4.55,0.83,3.05,2.34
"781",2017-07-10,20,3.8,12.38,7.2,1.6,1.58,2
"782",2017-07-11,50,3.8,12.54,5.43,2.65,3.16,1.31
"783",2017-07-12,50,3.8,15.41,7.17,2.94,3.21,2.09
"784",2017-07-13,20,3.8,13.46,6.46,1.88,2.96,2.15
"785",2017-07-15,50,3.8,12.66,3.71,2.97,3.4,2.59
"786",2017-07-17,30,3.8,12.99,4.87,2.18,3.72,2.23
"787",2017-07-19,50,3.8,11.95,3.13,2.07,3.55,3.2
"788",2017-07-20,50,3.8,23.1,12.34,2.71,4.34,3.71
"789",2017-07-24,50,3.8,15.79,4.92,1.8,4.48,4.59
"790",2017-07-27,50,3.8,9.15,0,1.16,2.14,5.86
"791",2017-07-31,50,3.8,5.33,0,0.82,0,4.51
"792",2017-08-03,50,3.8,5.63,1.53,0.69,1.52,1.88
"793",2017-08-07,50,3.8,5.89,3.63,0.51,1.02,0.72
"794",2017-08-10,50,3.8,11.42,4.97,0.32,4.93,1.21
"795",2017-08-14,50,3.8,12.49,4.68,1.41,6.4,0
"796",2017-08-17,50,3.8,16.78,6.53,2.44,7.8,0
"797",2017-08-21,50,3.8,13.13,5.27,3.67,4.19,0
"798",2017-08-28,50,3.8,10.63,4.79,3.57,2.27,0
"799",2017-09-04,50,3.8,11.9,4.06,5.08,2.76,0
"800",2017-09-11,50,3.8,10.16,5.48,1.52,3.16,0
"801",2017-09-18,50,3.8,17.5,9.23,3.29,4.82,0.17
"802",2017-09-19,50,3.8,21.62,11.6,3.73,6.29,0
"803",2017-09-25,50,3.8,18.7,10.73,1.12,6.4,0.46
"804",2017-10-02,50,3.8,15.48,5.87,4.29,4.18,1.14
"805",2017-10-09,50,3.8,17.98,6.97,8.57,2.42,0.01
"806",2017-10-16,50,3.8,16.55,8.78,3.9,3.79,0.07
"807",2017-10-23,50,3.8,15.33,8.19,1.43,4.86,0.85
"808",2017-10-30,50,3.8,19.51,10.59,0.89,7.1,0.93
"809",2017-11-06,50,3.8,9.38,5.69,0.64,2.41,0.64
"810",2017-12-11,50,3.8,12.85,9.09,0.25,2.84,0.66
"811",2014-05-05,50,5,7.75,3.52,0,4.11,0.12
"812",2014-05-08,50,5,6.37,2.53,0.29,3.39,0
"813",2014-05-26,50,5,9.74,5.86,0,3.33,0.84
"814",2014-06-02,50,5,13.89,7.52,0,6.7,1.22
"815",2014-06-09,50,5,18.74,6.97,0,6.44,0.31
"816",2014-06-16,50,5,14.54,5.31,0,1.86,0.73
"817",2014-06-23,50,5,15.47,6.4,0.16,3.83,0.42
"818",2014-06-30,50,5,12.85,6.78,0,5.23,1.07
"819",2014-07-07,50,5,14.24,4.27,0.47,4.72,0
"820",2014-07-14,50,5,11.33,3.75,0.67,1.9,0.55
"821",2014-07-21,50,5,14.18,6.7,2.9,9.04,1.68
"822",2014-07-28,50,5,19.76,3.39,1.35,3.03,0.3
"823",2014-08-04,50,5,24.51,4.22,0.82,2.78,0.22
"824",2014-08-11,50,5,7.39,4.71,1.9,8.58,1.4
"825",2014-08-18,50,5,13.55,9.34,0.76,8.94,0.82
"826",2014-08-25,50,5,22.22,12.67,1.72,12.53,1.82
"827",2014-09-03,50,5,31.56,3.96,0.57,1.31,1.93
"828",2014-09-08,50,5,26.88,6.28,0,3.19,0.82
"829",2014-09-15,50,5,29.61,6.16,0.36,4.42,1.09
"830",2014-09-22,50,5,24.09,7.09,0,8.38,0
"831",2014-12-10,50,5,3.46,2.18,0,1.28,0
"832",2015-02-06,50,5,12.46,7.09,0,5.37,0
"833",2015-03-16,50,5,10.32,5.26,0,5.05,0
"834",2015-03-31,50,5,14.47,6.47,0,8.01,0
"835",2015-04-07,50,5,6.81,3.77,0,2.73,0.32
"836",2015-04-13,50,5,9.99,6.47,0.05,2.82,0.64
"837",2015-04-21,50,5,11.75,5.89,0.09,5.42,0.36
"838",2015-05-18,50,5,20.44,8.86,0,10.59,0.98
"839",2015-05-25,50,5,15.7,6.57,0.09,8.29,0.75
"840",2015-06-01,50,5,22.35,7.01,3.87,9.42,2.06
"841",2015-06-02,50,5,17.39,6.65,3,5.94,1.81
"842",2015-06-03,50,5,17.39,6.91,3.26,5.48,1.74
"843",2015-06-04,50,5,11.76,4.66,2.88,2.93,1.29
"844",2015-06-08,50,5,14.24,4.9,4.18,2.87,2.29
"845",2015-06-15,50,5,52.02,5.64,10.31,29.96,6.11
"846",2015-06-22,50,5,63.2,0,2.8,51.98,8.41
"847",2015-06-23,50,5,23.05,3.74,0.42,14.93,3.95
"848",2015-06-25,50,5,20.2,1.55,0.34,15.56,2.75
"849",2015-06-29,50,5,44.18,0,0.28,37.77,6.14
"850",2015-07-02,50,5,119.35,0,0,95.62,23.74
"851",2015-07-06,50,5,9.41,2.46,0.31,5.84,0.81
"852",2015-07-13,50,5,5.79,1.5,0.92,2.58,0.79
"853",2015-07-16,50,5,6.34,1.95,1.09,2.38,0.92
"854",2015-07-20,50,5,11.89,3.75,1.06,2.91,4.18
"855",2015-07-27,50,5,30.97,3.33,1.76,16.53,9.35
"856",2015-08-03,50,5,33.72,14.05,3.97,6.51,9.19
"857",2015-08-08,50,5,34.5,15.51,5.83,3.82,9.34
"858",2015-08-10,50,5,20.18,12.06,2.97,2.93,2.23
"859",2015-08-17,50,5,23.86,13.51,2.3,3.03,5.02
"860",2015-08-24,50,5,17.61,12.42,1.49,1.42,2.29
"861",2015-08-31,50,5,20.65,13.94,2.13,1.65,2.94
"862",2015-09-07,50,5,18.87,12.13,2.5,1.51,2.73
"863",2015-09-28,50,5,6.23,3.46,1.07,1.2,0.5
"864",2015-10-05,50,5,8.59,4.18,1.11,2.29,1
"865",2015-10-19,50,5,6.23,3.13,2.51,0,0.59
"866",2015-11-09,50,5,14.69,6.89,4.66,0.14,3.01
"867",2016-01-11,50,5,10.43,5.09,1.86,2.56,0.93
"868",2016-03-28,50,5,12.35,4.74,0,7.31,0.3
"869",2016-03-30,50,5,7.75,4.49,0,3.13,0.14
"870",2016-04-11,50,5,10.2,4.23,0,5.97,0
"871",2016-04-18,50,5,10.88,4.77,0,6.12,0
"872",2016-04-20,50,5,5.83,3.56,0,1.34,0.93
"873",2016-04-25,50,5,6.89,4.25,0,2.64,0
"874",2016-05-02,50,5,9.45,5.02,0,4.42,0
"875",2016-05-04,50,5,9.22,5.76,0,2.72,0.74
"876",2016-05-09,50,5,9.43,6.29,0.5,1.74,0.9
"877",2016-05-12,50,5,10.77,7.37,0.81,1.9,0.69
"878",2016-05-16,50,5,14.47,8.74,0.75,4.09,0.89
"879",2016-05-19,50,5,14.64,7.29,1.51,4.95,0.89
"880",2016-05-23,50,5,16.29,7.48,1.59,5.94,1.28
"881",2016-05-26,50,5,9.32,5.33,1.04,1.85,1.11
"882",2016-05-29,50,5,8.3,4.5,1.42,1.31,1.07
"883",2016-05-30,50,5,8.24,4.22,1.39,1.45,1.17
"884",2016-05-31,50,5,7.71,4.08,1.63,0.75,1.25
"885",2016-06-01,50,5,9.73,4.86,2.28,0.82,1.77
"886",2016-06-02,50,5,10.04,5.07,2.42,0.34,2.21
"887",2016-06-06,50,5,13.59,5.82,4.83,0.17,2.77
"888",2016-06-13,50,5,22.39,5.41,12.14,0,4.84
"889",2016-06-16,50,5,14.63,6.41,1.7,3.01,3.51
"890",2016-06-20,50,5,16.08,7.16,0.93,4.07,3.92
"891",2016-06-23,50,5,20.68,8.21,0.74,5.7,6.04
"892",2016-06-27,50,5,19.44,6.62,1.66,5.15,6.02
"893",2016-06-28,50,5,13.17,5.1,0.85,3.57,3.65
"894",2016-06-30,50,5,11.72,3.43,1.43,3.23,3.63
"895",2016-07-05,50,5,9.72,1.58,1.24,3.26,3.64
"896",2016-07-07,50,5,10.67,2,1.13,4.3,3.24
"897",2016-07-12,50,5,13.66,4.34,0.41,5.18,3.73
"898",2016-07-14,50,5,14.62,3,0.77,7.36,3.48
"899",2016-07-18,50,5,13.26,1.07,0.76,6.62,4.81
"900",2016-07-21,50,5,10.77,0,0.92,4.6,5.25
"901",2016-07-24,50,5,12.14,1.71,1.08,2.41,6.94
"902",2016-07-25,50,5,10.74,1.61,1.01,4.11,4.01
"903",2016-07-26,50,5,8.09,0,1.13,2.09,4.87
"904",2016-07-27,50,5,7.67,2.11,1.02,1.94,2.6
"905",2016-07-28,50,5,8.55,1.06,1.11,2.1,4.28
"906",2016-08-01,50,5,4.2,1.73,0.51,0.63,1.33
"907",2016-08-08,50,5,54.65,8.06,5.09,6.18,35.32
"908",2016-08-11,50,5,26.23,6.01,2.77,2.31,15.13
"909",2016-08-15,50,5,54.95,11.1,5.38,5.83,32.64
"910",2016-08-18,50,5,50.98,7.82,4.94,8.01,30.22
"911",2016-08-23,50,5,23.17,6.63,2.33,3.32,10.89
"912",2016-08-26,50,5,15.94,8.55,1.68,2.48,3.23
"913",2016-09-02,50,5,16.95,10.02,2.26,2.08,2.58
"914",2016-09-09,50,5,19.86,9.46,3.36,0.77,6.27
"915",2016-09-20,50,5,18.07,10.22,2.91,2.22,2.72
"916",2016-09-30,50,5,6.68,1.83,3.45,0,1.41
"917",2016-10-05,50,5,6.01,1.67,3.03,0.02,1.29
"918",2016-10-06,50,5,9.21,2.9,4.31,0,2
"919",2016-10-07,50,5,8.31,2.53,4.31,0.1,1.36
"920",2016-10-11,50,5,8.97,2.41,4.92,0,1.63
"921",2016-11-04,50,5,5.27,2.33,1.11,0.6,1.22
"922",2016-12-02,50,5,10.81,6.66,0,1.97,2.18
"923",2017-05-01,50,5,14.98,9.89,0.53,1.64,2.91
"924",2017-05-05,50,5,12.87,5.87,0.65,2.73,3.62
"925",2017-05-08,50,5,9.08,0,0.4,2.62,6.05
"926",2017-05-10,50,5,6.26,0,0.05,0,6.22
"927",2017-05-15,30,5,6.44,0.55,0.54,2.82,2.52
"928",2017-05-18,50,5,16.38,4.29,0.13,8.61,3.35
"929",2017-05-22,50,5,4.89,0,0.3,1.46,3.13
"930",2017-05-25,50,5,3.41,0,0.29,1.09,2.03
"931",2017-05-29,45,5,3.15,0.93,0.3,1.57,0.34
"932",2017-05-30,50,5,3.51,0,0.2,1.02,2.28
"933",2017-06-01,50,5,3.2,0,0,0,3.2
"934",2017-06-05,50,5,4.64,2.02,0.2,1.47,0.95
"935",2017-06-08,50,5,4.11,2.3,0.1,0.99,0.73
"936",2017-06-12,50,5,6.44,4.75,0,0.44,1.25
"937",2017-06-19,50,5,4.68,3.14,0.37,0.1,1.08
"938",2017-06-22,50,5,5.19,3.36,0.41,0.49,0.94
"939",2017-06-26,50,5,6.64,4.6,0.49,1.13,0.41
"940",2017-06-29,50,5,5.77,4.51,0.14,0.42,0.7
"941",2017-07-05,30,5,7.82,4.07,0.87,1.53,1.35
"942",2017-07-07,50,5,7.55,3.98,0.48,1.58,1.51
"943",2017-07-10,50,5,7.92,3.77,0.51,1.92,1.72
"944",2017-07-11,50,5,10.75,5.38,1.08,2.93,1.36
"945",2017-07-12,50,5,9.67,3.61,2.22,2.29,1.56
"946",2017-07-13,30,5,6.94,1.93,1.25,2.06,1.69
"947",2017-07-15,50,5,5.04,0.77,1.52,1.58,1.17
"948",2017-07-17,30,5,4.93,0.94,0.87,1.95,1.17
"949",2017-07-19,50,5,4.12,0.66,0.73,1.04,1.68
"950",2017-07-20,50,5,8.19,2.67,1.04,2.64,1.84
"951",2017-07-24,50,5,4.87,0,0.69,1.9,2.29
"952",2017-07-27,50,5,6.28,0,0.62,1.63,4.03
"953",2017-07-31,50,5,4.8,0,0.81,1.06,2.94
"954",2017-08-03,50,5,6.64,0,0.94,1.31,4.4
"955",2017-08-07,50,5,6.81,2.49,1.33,1.15,1.83
"956",2017-08-10,50,5,10.5,3.26,2.07,2.59,2.58
"957",2017-08-14,50,5,20.62,8.23,3.27,4.21,4.9
"958",2017-08-17,50,5,38.04,14.56,5.8,9.02,8.65
"959",2017-08-21,50,5,21.22,5.52,4.61,9.32,1.76
"960",2017-08-28,50,5,24.45,4.17,10.23,8.59,1.46
"961",2017-09-04,50,5,19.46,3.17,7.05,7.68,1.56
"962",2017-09-11,50,5,13.52,4.91,4.77,3.83,0
"963",2017-09-18,50,5,12.13,6.14,2.66,2.01,1.32
"964",2017-09-19,50,5,19.05,8.9,3.42,3.03,3.7
"965",2017-09-25,50,5,32.3,15.13,5.31,6.61,5.26
"966",2017-10-02,50,5,24.18,8.32,6.63,6.38,2.85
"967",2017-10-09,50,5,31.36,5.43,14.36,5.19,6.38
"968",2017-10-16,50,5,58.86,7.03,21.64,12.03,18.16
"969",2017-10-23,30,5,9.92,5.48,2.18,2.08,0.17
"970",2017-10-30,50,5,16.06,8.68,1.23,5.48,0.67
"971",2017-11-06,50,5,5.98,4.04,0.55,1.11,0.28
"972",2017-12-11,50,5,12.49,8.8,0.39,2.87,0.43
"973",2014-05-05,50,5.2,9.04,3.8,0,5.24,0
"974",2014-05-08,50,5.2,7.19,3.04,0,2.75,1.14
"975",2014-05-26,50,5.2,8.88,5.89,0,2.59,1.94
"976",2014-06-02,50,5.2,13.89,7.52,0,6.7,1.22
"977",2014-06-09,50,5.2,18.74,6.97,0,6.44,0.31
"978",2014-06-16,50,5.2,13.43,6.43,0,2.4,0.25
"979",2014-06-23,50,5.2,13.54,6.41,0,3.51,0.74
"980",2014-06-30,50,5.2,11.69,7.09,0,5.77,1.45
"981",2014-07-07,50,5.2,14.49,3.79,0.23,4.82,0.62
"982",2014-07-14,50,5.2,11.12,4.92,0.54,2.79,0.73
"983",2014-07-21,50,5.2,12.58,6.47,2.71,8.82,2.03
"984",2014-07-28,50,5.2,15.82,3.67,1.43,3.36,0.44
"985",2014-08-04,50,5.2,18.88,4.7,0.9,3.14,0.44
"986",2014-08-11,50,5.2,9.6,2.82,2.01,11.63,1.96
"987",2014-08-18,50,5.2,13.96,7.59,0.91,7.54,1.41
"988",2014-08-25,50,5.2,22.01,11.61,2.11,15.87,0.85
"989",2014-09-03,50,5.2,25.38,4.86,1.53,2.93,0.8
"990",2014-09-08,50,5.2,18.34,5.66,0,2.67,1.41
"991",2014-09-15,50,5.2,25.12,5.58,0.39,4.95,1.53
"992",2014-09-22,50,5.2,22.79,7.06,0,8.44,0
"993",2014-12-10,50,5.2,3.46,2.18,0,1.28,0
"994",2015-02-06,50,5.2,12.37,6.51,0,5.86,0
"995",2015-03-16,50,5.2,10.45,5.64,0,4.81,0
"996",2015-03-31,50,5.2,13.24,6.32,0,6.92,0
"997",2015-04-07,50,5.2,8.66,4.45,0,3.98,0.23
"998",2015-04-13,50,5.2,11.33,6.84,0,3.72,0.76
"999",2015-04-21,50,5.2,12.61,6.01,0.42,6.17,0.01
"1000",2015-05-18,50,5.2,22.25,8.52,0,12.39,1.34
"1001",2015-05-25,50,5.2,18.2,7.77,0.01,9.09,1.33
"1002",2015-06-01,50,5.2,19.07,6.71,3.16,7.44,1.76
"1003",2015-06-02,50,5.2,17.37,6.89,3.4,4.95,2.13
"1004",2015-06-03,50,5.2,17.93,7.11,4,4.66,2.16
"1005",2015-06-04,50,5.2,10.96,4.58,2.83,2.19,1.35
"1006",2015-06-08,50,5.2,12.8,4.24,3.92,2.32,2.32
"1007",2015-06-15,50,5.2,42.22,6.41,10.58,19.51,5.71
"1008",2015-06-22,50,5.2,37.69,0.58,2.94,29.02,5.16
"1009",2015-06-23,50,5.2,21.05,3.53,0.61,13.53,3.38
"1010",2015-06-25,50,5.2,18.84,1.57,0.27,14.36,2.64
"1011",2015-06-29,50,5.2,39.06,0,0.55,33.51,5
"1012",2015-07-02,50,5.2,57.8,0,0,47.27,10.53
"1013",2015-07-06,50,5.2,7.39,2.55,0.36,3.99,0.49
"1014",2015-07-13,50,5.2,5.69,2.2,0.94,1.88,0.66
"1015",2015-07-16,50,5.2,5.49,1.9,1.06,1.91,0.62
"1016",2015-07-20,50,5.2,9.6,3.73,1.05,1.02,3.8
"1017",2015-07-27,50,5.2,23.55,8.87,1.95,7.26,5.47
"1018",2015-08-03,50,5.2,26.42,12.72,2.63,5.17,5.89
"1019",2015-08-08,50,5.2,25.24,13.77,3.33,2.85,5.3
"1020",2015-08-10,50,5.2,20.18,12.06,2.97,2.93,2.23
"1021",2015-08-17,50,5.2,16.47,10.77,1.59,1.58,2.52
"1022",2015-08-24,50,5.2,15.22,10.17,1.21,1.39,2.45
"1023",2015-08-31,50,5.2,16.81,11.1,1.66,1.6,2.45
"1024",2015-09-07,50,5.2,16.55,10.65,2.09,1.42,2.39
"1025",2015-09-28,50,5.2,5.77,3.15,1.12,1.07,0.43
"1026",2015-10-05,50,5.2,8.59,4.18,1.11,2.29,1
"1027",2015-10-19,50,5.2,6.23,3.13,2.51,0,0.59
"1028",2015-11-09,50,5.2,14.85,6.27,5.96,0,2.61
"1029",2016-01-11,50,5.2,10.22,4.97,1.87,2.5,0.88
"1030",2016-03-28,50,5.2,11.24,4.82,0,6.22,0.21
"1031",2016-03-30,50,5.2,8.09,4.82,0,3.15,0.12
"1032",2016-04-11,50,5.2,10.02,4,0,6.01,0
"1033",2016-04-18,50,5.2,10.94,4.37,0,6.57,0
"1034",2016-04-20,50,5.2,8.2,4.11,0,3.24,0.85
"1035",2016-04-25,50,5.2,8.29,4.06,0,4.23,0
"1036",2016-05-02,50,5.2,9.45,5.02,0,4.42,0
"1037",2016-05-04,50,5.2,9.85,6.1,0,3.34,0.41
"1038",2016-05-09,50,5.2,9.09,6.04,0.27,1.82,0.96
"1039",2016-05-12,50,5.2,10.94,7.3,0.84,1.9,0.9
"1040",2016-05-16,50,5.2,15.45,9.6,0.77,4.05,1.03
"1041",2016-05-19,50,5.2,14.41,7.6,1.39,4.19,1.24
"1042",2016-05-23,50,5.2,16.15,7.24,1.67,5.87,1.36
"1043",2016-05-26,50,5.2,10.32,5.72,1.37,1.92,1.31
"1044",2016-05-29,50,5.2,9.14,5.39,1.55,0.97,1.23
"1045",2016-05-30,50,5.2,8.99,4.78,1.64,1.41,1.17
"1046",2016-05-31,50,5.2,7.56,4.13,1.69,0.47,1.27
"1047",2016-06-01,50,5.2,9.88,4.91,2.24,0.95,1.78
"1048",2016-06-02,50,5.2,10.23,5.01,2.46,0.62,2.14
"1049",2016-06-06,50,5.2,12.97,4.89,4.96,0.5,2.63
"1050",2016-06-13,50,5.2,18.61,3.98,10.58,0,4.05
"1051",2016-06-16,50,5.2,13.67,5.33,2.29,2.25,3.79
