"Date","AirTemp_max","AirTemp_mean","AirTemp_median","LongWave_max","LongWave_mean","LongWave_median","Rain_mean","Rain_sum","RelHum_max","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","ShortWave_median","WindSpeed_max","WindSpeed_mean","WindSpeed_median"
2018-01-01,-5.850012207,-8.142497762,-8.2950042725,239.1999969,204.3362496625,204.80999755,4e-07,9.6e-06,56.10596298,39.51154775,36.97463799,510.7650146,118.265791695833,0,6.026715362,4.38510020125,4.2047361055
2018-01-02,-4.340002441406,-10.1929153442382,-10.465002441406,204.669998168945,169.116665522257,160.590003967285,0,0,71.8927775025025,50.2291566750251,49.6048417439061,522.708068847656,121.940418521563,0,6.15241402433824,4.69059771161536,4.7510634398954
2018-01-03,-0.239996337891,-7.50166422526053,-7.99001159667947,244.580001831055,186.940418243408,171.17000579834,0,0,54.4273557578391,41.4637659338565,43.2418658506982,458.052001953125,113.825375477473,0,3.34965670304119,1.85646269202651,1.87813496519676
2018-01-04,1.659997558594,-3.41582209269202,-3.07500305175799,270.179992675781,227.039998372396,238.714996337891,0,0,53.3023157253902,39.0515788170202,41.1109333778952,491.714996337891,118.172501007716,0,11.9381946098799,5.76570235046563,5.52588979716904
2018-01-05,-4.63999023437498,-8.94040654500333,-9.57001342773449,197.910003662109,184.775831858317,184.404998779297,0,0,58.3299237791816,48.6212571876196,50.3756213333729,498.355010986328,120.599917093913,0,11.9549233930392,9.05533560929808,8.38407326736577
2018-01-06,-5.82996215820299,-10.2570734659831,-10.514974975586,188.300003051758,172.198333104452,178.479995727539,0,0,65.9506916364284,47.7318540130458,47.5036897311237,532.414978027344,127.684750159581,0,7.62895785712831,6.08162458782332,6.47582676100654
2018-01-07,-5.67999877929697,-11.804993693034,-12.3949798583985,223.089996337891,162.313748677571,156.864997863769,0,0,68.3445777807013,49.2993454049032,50.7873470983907,493.526000976562,119.796790599823,0,6.01804807739983,3.12739076486612,3.12582770651411
2018-01-08,4.08999023437502,-6.02290954589839,-8.07500305175748,329.170043945312,245.998336791992,233.75,3.9999998989515e-07,9.5999997574836e-06,46.7644883697261,35.2809430857571,37.8144394551926,337.77099609375,76.5299994150797,0,4.02616443968294,2.93142394507958,2.68167043268207
2018-01-09,11.770043945312,3.54000752766927,2.010003662109,329.160003662109,295.162083307902,294.114990234375,0.00233720004418864,0.0560928010605274,97.8784301146624,82.4790759782169,89.3406188933062,453.319000244141,93.328917503357,0,4.46574732272964,3.28753907046747,3.4031305193271
2018-01-10,12.869989013672,6.41833775838223,5.30501708984352,336.109985351562,302.596249262492,317.450012207031,0,0,98.7240779975626,81.8641474951002,83.2658970763243,379.157989501953,86.2018744945526,0,3.69871607016201,2.75469761613667,2.77563289314189
