time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2018-08-25 05:00,0,362.255737704918,16.52,99.7,0.670573770491803,0,0
2018-08-25 06:00,30.1927868852459,337.522950819672,16.23,99.1,0.97972131147541,0,0
2018-08-25 07:00,125.197704918033,337.503278688525,16.35,99.1,0.507573770491803,0,0
2018-08-25 08:00,250.487704918033,344.460655737705,18.37,88.3,0.946868852459016,0,0
2018-08-25 09:00,683.467213114754,356.831147540984,19.61,77.29,1.40540983606557,0,0
2018-08-25 10:00,651.183606557377,388.568852459016,23.04,73.41,1.6574262295082,0,0
2018-08-25 11:00,707.031147540984,398.119672131148,24.92,72.84,1.28972131147541,0,0
2018-08-25 12:00,632.55737704918,403.47868852459,24.73,60.1,1.13316393442623,0,0
2018-08-25 13:00,803.444262295082,388.247540983607,25.67,61.64,1.1547868852459,0,0
2018-08-25 14:00,708.814754098361,397.124590163934,30.77,54.67,1.32919672131148,0,0
2018-08-25 15:00,508.35737704918,390.513114754098,24.83,74.66,1.14334426229508,0,0
2018-08-25 16:00,432.77868852459,378.227868852459,27.09,54.16,1.48977049180328,0,0
2018-08-25 17:00,93.8390163934426,395.632786885246,26.06,58.66,0.672131147540984,0,0
2018-08-25 18:00,14.4945737704918,382.393442622951,22.61,77.14,0.787475409836066,0,0
2018-08-25 19:00,0,375.016393442623,20.49,89.2,0.989786885245902,0,0
2018-08-25 20:00,0,370.526229508197,19.27,92.6,0.54472131147541,0,0
2018-08-25 21:00,0,377.016393442623,18.94,93.9,0.304229508196721,0,0
2018-08-25 22:00,0,377.618032786885,19.2,89.9,0.428606557377049,0,0
2018-08-25 23:00,0,368.932786885246,19.08,93.7,0.752622950819672,0,0
2018-08-26 00:00,0,366.434426229508,18.36,96.9,0.926081967213115,0,0
2018-08-26 01:00,0,362.25737704918,17.81,98.2,1.32255737704918,0,0
2018-08-26 02:00,0,359.373770491803,17.82,99.1,1.4893606557377,0,0
2018-08-26 03:00,0,357.939344262295,17.41,99.4,1.68531147540984,0,0
2018-08-26 04:00,0,356.16393442623,17.31,99.8,1.5782131147541,0,0
2018-08-26 05:00,0,357.062295081967,17.03,99.9,1.72480327868852,0,0
2018-08-26 06:00,30.2828196721311,359.560655737705,17.13,100,1.17126229508197,0,0
2018-08-26 07:00,132.237049180328,363.347540983607,18.85,96.8,1.98240983606557,0,0
2018-08-26 08:00,316.809836065574,397.349180327869,21.62,77,3.23672131147541,0,0
2018-08-26 09:00,332.555573770492,420.237704918033,22.53,73.7,1.8886393442623,0,0
2018-08-26 10:00,156.880163934426,445.808196721312,23.89,82.3,1.69334426229508,0.024384,0
2018-08-26 11:00,559.283606557377,441.340983606557,21.36,97.4,1.1785737704918,0,0
2018-08-26 12:00,694.104918032787,435.804918032787,26.57,82.7,1.86459016393443,0,0
2018-08-26 13:00,813.888524590164,414.008196721311,25.99,74.31,2.01391803278689,0,0
2018-08-26 14:00,457.595081967213,424.049180327869,28.72,71.49,1.42686885245902,0,0
2018-08-26 15:00,382.381967213115,420.513114754098,29.02,69.48,1.7372131147541,0,0
2018-08-26 16:00,332.44262295082,408.188524590164,27.7,80.4,0.667459016393443,0,0
2018-08-26 17:00,73.3154098360656,424.540983606557,31.59,78.79,0.896262295081967,0,0
2018-08-26 18:00,19.7225081967213,411.365573770492,31.7,98.7,0.956295081967213,0,0
2018-08-26 19:00,0,401.57868852459,32.45,103.1,1.51355737704918,0,0
2018-08-26 20:00,0,394.031147540984,28.34,104.4,1.8864262295082,0,0
2018-08-26 21:00,0,392.772131147541,25.36,100,1.92347540983607,0,0
2018-08-26 22:00,0,390.208196721311,28.24,104,2.37208196721311,0,0
2018-08-26 23:00,0,388.744262295082,26.67,92.7,2.21108196721311,0,0
2018-08-27 00:00,0,389.686885245902,25.9,90.5,2.63673770491803,0,0
2018-08-27 01:00,0,389.191803278688,25.57,100,2.92509836065574,0,0
2018-08-27 02:00,0,386.114754098361,24.28,98.6,2.41739344262295,0,0
2018-08-27 03:00,0,386.073770491803,23.4,98.5,1.9502131147541,0,0
2018-08-27 04:00,0,386.303278688525,23.56,98,2.13991803278689,0,0
2018-08-27 05:00,0,386.277049180328,22.98,100,1.82714754098361,0,0
2018-08-27 06:00,29.5999508196721,387.004918032787,23.42,95.4,2.38418032786885,0,0
2018-08-27 07:00,132.951639344262,395.514754098361,23.27,99.5,1.92272131147541,0,0
2018-08-27 08:00,284.514754098361,400.909836065574,26.79,91.2,1.25414754098361,0,0
2018-08-27 09:00,617.018032786885,417.131147540984,28.57,79.09,2.00467213114754,0,0
2018-08-27 10:00,674.985245901639,429.498360655738,30.3,76.14,1.5715737704918,0,0
2018-08-27 11:00,478.713114754098,445.390163934426,31.01,73.32,0.734426229508197,0,0
2018-08-27 12:00,544.918032786885,448.160655737705,28.47,72.09,0.78372131147541,0,0
2018-08-27 13:00,462.327868852459,441.086885245902,28.54,69.67,1.27634426229508,0,0
2018-08-27 14:00,594.522950819672,417.786885245902,28.36,63.66,0.930262295081967,0,0
2018-08-27 15:00,606.252459016393,407.362295081967,28.81,60.64,1.15437704918033,0,0
2018-08-27 16:00,390.744262295082,415.724590163934,29.87,57.34,0.682688524590164,0,0
2018-08-27 17:00,80.8472131147541,429.698360655738,28.72,63.2,0.848852459016394,0,0
2018-08-27 18:00,30.0616393442623,437.477049180328,28,86,1.7185737704918,0,0
2018-08-27 19:00,0,420.406557377049,30,86.3,1.33418032786885,0,0
2018-08-27 20:00,0,411.954098360656,25.15,94.3,1.1934262295082,0,0
2018-08-27 21:00,0,401.713114754098,27.6,100,1.51313114754098,0,0
2018-08-27 22:00,0,398.031147540984,23.49,99.2,1.54703278688525,0,0
2018-08-27 23:00,0,395.54262295082,23.79,100,2.05404918032787,0,0
2018-08-28 00:00,0,392.995081967213,25.2,100,2.08677049180328,0,0
2018-08-28 01:00,0,390.965573770492,22.42,99.5,2.00104918032787,0,0
2018-08-28 02:00,0,389.624590163934,25.18,103.1,2.1742131147541,0,0
2018-08-28 03:00,0,388.362295081967,23.59,100,2.11806557377049,0,0
2018-08-28 04:00,0,386.168852459016,22.29,100,2.56191803278689,0,0
2018-08-28 05:00,0,385.959016393443,23.02,96.5,1.92429508196721,0,0
2018-08-28 06:00,25.6821803278689,387.340983606557,24.35,88.1,1.98309836065574,0,0
2018-08-28 07:00,118.333278688525,388.727868852459,25.02,84.1,1.12449180327869,0,0
2018-08-28 08:00,278.416229508197,401.7,26.64,81.3,0.665147540983607,0,0
2018-08-28 09:00,630.813114754098,422.986885245902,33.53,77.16,1.63262295081967,0,0
2018-08-28 10:00,763.62131147541,425.816393442623,27.94,68.33,1.17724590163934,0,0
