"","Date","AirTemp_max","AirTemp_mean","AirTemp_median","Rain_sum","RelHum_max","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","WindSpeed_max","WindSpeed_mean","WindSpeed_median"
"1",2013-01-01,10.85,7.08125076325,6.6399932865,0.025867201,87.70303653,67.4426405595833,63.327597235,288.4119873,62.31104091625,4.775950394,3.648035382125,3.64127956
"2",2013-01-02,7.189996338,4.60417327883333,4.6100097655,0.0049872,86.13911692,71.22623681125,69.52934797,490.7170105,115.757418797917,4.4151784,2.63754653883333,2.8939949685
"3",2013-01-03,7.480004883,2.703337605875,1.704995728,0,85.02837876,67.734110745,65.104025145,463.072998,95.8558326495833,4.980863329,2.32723338483333,1.5082103525
"4",2013-01-04,4.719995117,0.185006713791667,-0.7650054935,0,79.71132917,64.3971080466667,65.88842448,505.2900085,119.552832844583,8.683230904,6.64209893308333,7.3018841585
"5",2013-01-05,6.429986572,0.965838368708333,1.654992676,0.000516,84.12280294,65.9415514566667,64.553611645,499.0740051,121.632666742917,7.903176519,4.04273422370833,3.330243196
"6",2013-01-06,8.990014648,5.25750503545833,5.5499969485,0.0001416,68.79061716,63.1282710554167,63.954154365,332.2799988,83.8035001808333,7.542585645,4.14100810875,3.899908652
"7",2013-01-07,7.909997559,3.05084508254167,2.85,0,85.29610278,67.3744408441667,69.132677705,508.2680054,123.900251072083,6.772001208,3.47935760358333,3.180290922
"8",2013-01-08,11.18999634,3.71875152591667,4.059991455,0,89.23311333,74.1391382616667,77.91129888,497.4679871,122.370583062083,3.526953239,3.04648034291667,3.1129122045
"9",2013-01-09,15.27999268,9.38792444925,10.92499695,0,96.22379895,84.9232012954167,86.877994985,349.105011,77.3625421479167,5.153794749,3.596277771875,3.5524814535
"10",2013-01-10,14.80001221,10.5879213972917,9.6150146485,0,91.0293852,68.5928813304167,65.601514045,395.427002,95.7380018295833,4.897438012,2.94235090608333,3.283884808
"11",2013-01-11,9.890039063,7.19000778195833,7.205026245,0.0487536,100,84.4166076875,88.911400225,145.3130035,36.9524586625,4.384883043,3.39506230895833,3.3620845795
"12",2013-01-12,22.33999023,15.1649998978333,16.145013425,0,100,88.6354325654167,94.54311124,485.2219849,110.494874558333,3.236309596,2.38866082233333,2.515732351
"13",2013-01-13,23.27001343,17.2754201254167,16.015023805,0,100,87.3602408025,92.96102244,487.8680115,121.195624990833,7.999931087,4.69266026695833,4.3913781285
"14",2013-01-14,17.83001099,16.0529215495833,15.61499939,0.337120799,100,95.019781265,96.66397254,240.6970062,59.0684582404167,4.289813617,2.60538872179167,2.7047347675
"15",2013-01-15,13.4999939,7.677915191875,7.2399993895,1.312965601,100,97.0518414283333,96.697950985,121.7870026,30.8917919791667,6.112160161,4.44209736754167,4.477983423
"16",2013-01-16,11.14000854,7.260008747875,5.6900115965,0.2801256,100,96.4023438241667,95.93852279,216.3119965,40.8141659916667,3.648410605,1.64157809941667,1.619598109
"17",2013-01-17,9.379998779,7.02833964029167,7.3449951175,0.431894402,99.86482054,94.9758333529167,94.8481355,144.9100037,37.111166405,6.1180472,3.889949927625,3.501010579
"18",2013-01-18,6.330010986,2.43292516079167,2.3749938965,0.0012576,92.2026713,68.7100309458333,71.17272561,538.9160156,134.97800064125,8.196548336,4.63165231654167,4.7367655675
"19",2013-01-19,8.300012207,2.09458821620833,1.6700073245,0,86.71842716,76.2291339191667,79.107665485,543.1849976,136.4956650725,4.14482803,3.57565668045833,3.6063745135
"20",2013-01-20,10.5800415,4.52916870091667,3.309991455,0,79.61097033,62.0175816225,62.416840655,544.8380127,137.093211176667,9.169673286,6.13322232316667,5.5040352035
"21",2013-01-21,8.360009766,2.130840555875,0.955026245,0,73.09152881,55.6852619870833,49.25192536,526.5739746,125.269539835,10.65780936,6.10854421529167,4.9019221435
