time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2019-01-01 00:00,0,381.608196721311,13.15,100,1.13781967213115,0,0
2019-01-01 01:00,0,379.650819672131,12.81,100,1.10568852459016,0,0
2019-01-01 02:00,0,378.122950819672,11.84,100,1.26708196721311,0,0
2019-01-01 03:00,0,382.270491803279,16.35,104.1,1.2845737704918,0,0
2019-01-01 04:00,1.27275409836066,386.662295081967,15.29,100,1.84739344262295,0,0
2019-01-01 05:00,0.994459016393443,397.004918032787,17.83,81.7,1.96422950819672,0,0
2019-01-01 06:00,0.528901639344262,399,16.87,84.7,2.18173770491803,0,0
2019-01-01 07:00,0.209934426229508,394.952459016393,16.5,76.44,1.92654098360656,0,0
2019-01-01 08:00,1.52527868852459,379.793442622951,14.82,69.11,3.10681967213115,0,0
2019-01-01 09:00,22.4209836065574,364.67868852459,14.61,65.72,2.84904918032787,0,0
2019-01-01 10:00,51.0475409836066,356.84262295082,14.47,65.39,2.50055737704918,0,0
2019-01-01 11:00,112.993442622951,350.186885245902,14.46,64.11,2.0835737704918,0,0
2019-01-01 12:00,157.095081967213,348.375409836066,14.76,59.44,2.27747540983607,0,0
2019-01-01 13:00,186.426229508197,344.344262295082,14.64,56.99,1.9867868852459,0,0
2019-01-01 14:00,165.408196721311,341.431147540984,14.53,56.36,1.81214754098361,0,0
2019-01-01 15:00,153.877049180328,335.391803278689,14.61,54.62,2.03568852459016,0,0
2019-01-01 16:00,106.503278688525,330.27868852459,14.49,54.01,1.06352459016393,0,0
2019-01-01 17:00,40.4455737704918,326.636065573771,14.24,55.86,1.78777049180328,0,0
2019-01-01 18:00,0,320.031147540984,13.59,59.08,2.40109836065574,0,0
2019-01-01 19:00,0,317.980327868852,12.11,65.35,3.08539344262295,0,0
2019-01-01 20:00,0,308.670491803279,10.94,65.69,1.85049180327869,0,0
2019-01-01 21:00,0,302.588524590164,10.34,79.79,2.34019672131148,0,0
2019-01-01 22:00,0,291.580327868852,8.11,88.4,2.51440983606557,0,0
2019-01-01 23:00,0,283.747540983607,6.907,94.4,2.52719672131148,0,0
2019-01-02 00:00,0,296.393442622951,5.942,96.1,2.28749180327869,0,0
2019-01-02 01:00,0,302.577049180328,5.898,96.8,2.02995081967213,0,0
2019-01-02 02:00,0,302.916393442623,6.282,97.9,2.57213114754098,0,0
