"Reservoir","Site","DateTime","Depth_m","Temp_C","DO_mgL","DOSat","Cond_uScm","PAR_umolm2s","ORP_mV","pH","Flag_Temp","Flag_DO","Flag_DOSat","Flag_Cond","Flag_PAR","Flag_ORP","Flag_pH","Notes"
"BVR",50,2016-06-08 12:00:00,0.1,22.6,8.75,NA,31.7,1633,30.3,7.11,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,1,22.7,8.75,NA,31.7,912,30.3,7.16,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,2,22.7,8.75,NA,31.7,438,30.3,7.16,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,3,22.7,8.75,NA,31.6,290,32.3,7.19,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,4,22.7,8.74,NA,31.6,134,33.4,7.16,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,5,17.1,8.06,NA,32.1,74,45.9,7.17,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,6,14.1,8.39,NA,32.7,50,58.7,7.17,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,7,11.2,6,NA,32.1,20,62.9,7.02,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,8,9.7,2.06,NA,34.3,8.1,62.6,6.54,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,9,8.9,0.66,NA,51.5,0.8,-63.4,6.22,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,10,8.3,0.51,NA,64,0.2,-76.2,6.15,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-08 12:00:00,11,8.1,0.49,NA,77.1,NA,-72.8,6.2,0,0,1,0,1,0,0,NA
"GWR",50,2016-06-10 12:00:00,-0.1,NA,NA,NA,NA,2552,NA,NA,1,1,1,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,0.1,22.8,8.03,99.6,NA,1770,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,1,22.4,8.08,99.7,NA,674,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,2,22,8.01,98.2,NA,310,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,3,21,8.63,103.3,NA,205,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,4,19.1,7.86,90.4,NA,86.8,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,5,17.4,6.45,71.9,NA,36.7,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,6,16.2,5.32,58,NA,15.2,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,7,14.9,4.1,43.4,NA,6.8,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,8,12.8,3.12,31.5,NA,3.68,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,9,11.9,2.9,28.7,NA,1.9,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,10,11.4,2.74,27,NA,1.1,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,11,11,3.08,29.8,NA,0.67,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,12,10.6,2.59,25,NA,0.38,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,13,10.4,1.11,10.7,NA,0.17,NA,NA,0,0,0,1,0,1,1,NA
"GWR",50,2016-06-10 12:00:00,13.5,10.2,0.63,6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-10 12:00:00,14,10.1,0.45,4.3,NA,0.04,NA,NA,0,0,0,1,0,1,1,NA
"FCR",50,2016-06-13 10:00:00,0.1,23.6,8.85,109.3,38.8,1200,150.1,7.42,0,0,0,0,0,0,0,"Phytoplankton samples @1.6,3.8,5.0, CMAX~5.0+about 25ug/l: mostly changes (~13-15ug/L)"
"FCR",100,2016-06-13 10:00:00,0.1,20,8.46,55.5,33.9,NA,158.5,7.3,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-13 10:00:00,0.8,23.6,8.73,108.7,38.8,717,148.4,7.43,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,1.6,23.4,8.71,108.2,38.7,530,149.1,7.44,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,2.8,20.1,13.09,153.7,39.6,157.4,145,7.58,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,3.8,18.3,13.22,150.3,39.5,75.3,151.8,7.54,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,5,15.7,7.98,84.5,41.2,32.3,166.9,7.26,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,6.2,12,12.75,125.8,40.9,17.5,185.3,6.9,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,8,11.5,13.5,130.5,38.6,2.4,192.9,6.5,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-13 10:00:00,9,11.5,13.52,130.8,39,1,195,6.4,0,0,0,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,0.1,24.3,8.05,NA,32.2,1308,110.8,7.26,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,1,24.3,8.1,NA,32.1,831,113.5,7.26,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,2,24.2,8.07,NA,32,311,114.6,7.27,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,3,24.2,8.03,NA,32,133,116.4,7.29,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,4,24.2,8,NA,31.9,94,118.8,7.28,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,5,16.4,7.35,NA,33,84,144.6,6.8,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,6,12.8,6.14,NA,32.5,63,153.8,6.58,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,7,11.3,4.92,NA,31.7,33,157.4,6.48,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,8,9.9,2.35,NA,33,10.5,166.3,6.36,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,9,8.8,0.4,NA,41.3,0.6,54.4,6.27,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,10,8.3,0.31,NA,68.5,0.09,-80.5,6.68,0,0,1,0,0,0,0,NA
"BVR",50,2016-06-16 12:00:00,11,8,0.31,NA,77.8,0.01,-111,6.81,0,0,1,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,0.1,23.6,8.58,105.2,38.2,1097,173.4,7.36,0,0,0,0,0,0,0,"Sed traps, HOBO downloads potentially, outflow, inflow, methane ebullition, DO sonde retrieve 0945, phtodepth 3.8+5, CMAX~28ug/l @ 4m; mostly greens + diatoms"
"FCR",100,2016-06-20 09:00:00,0.1,21.2,9.05,95.1,33.9,NA,177.5,7.14,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-20 09:00:00,0.8,23.5,8.49,104.8,38.1,493,174.8,7.34,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,1.6,23.5,8.4,103.6,38.1,243.1,176.8,7.32,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,2.8,21.7,11.02,131.6,39.4,92.57,179.3,7.33,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,3.8,18.7,12.51,141.1,40.6,36.21,193.4,7.04,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,5,15.3,5.55,57.8,42.5,13.52,210.5,6.5,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,6.2,12.3,11.21,110.6,41.1,3.47,220.7,6.23,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,8,11.9,12.4,120.2,40.1,0.82,225.6,6.08,0,0,0,0,0,0,0,NA
"FCR",50,2016-06-20 09:00:00,9,11.8,12.43,120.2,39.9,0.33,227.7,6.04,0,0,0,0,0,0,0,NA
"BVR",50,2016-06-23 12:00:00,0.1,23.9,10.48,NA,32.2,NA,140.1,7.16,0,0,1,0,1,0,0,"PAR out of service, refer to secchi."
"BVR",50,2016-06-23 12:00:00,1,23.9,10.5,NA,32.8,NA,140.8,7.15,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,2,23.9,10.45,NA,32.2,NA,162.1,6.84,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,3,23.9,10.4,NA,32.1,NA,168.1,6.78,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,4,23.9,10.33,NA,32,NA,174.3,6.69,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,5,17.6,8.96,NA,33,NA,198.7,6.27,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,6,14.6,8.05,NA,33.2,NA,206.5,5.99,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,7,12.3,5.18,NA,33.6,NA,210.7,5.94,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,8,9.9,3.28,NA,35.2,NA,220.4,5.78,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,9,8.9,0.83,NA,53.1,NA,4,5.62,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,10,8.3,0.39,NA,69.9,NA,-79.1,6.51,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-23 12:00:00,11,8.1,0.38,NA,83.8,NA,-109.6,6.74,0,0,1,0,1,0,0,NA
"GWR",50,2016-06-25 12:00:00,0.1,25.6,8.62,112.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,0.1,25.6,8.62,112.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,0.1,25.1,8.71,112.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,1,25.1,8.74,113.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,1,25.1,8.74,113.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,1,25,8.78,113.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,2,24.7,8.63,111.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,2,24.7,8.63,111.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,2,24.7,8.8,114.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,3,24.4,8.74,112.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,3,24.4,8.74,112.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,3,24.1,8.97,114.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,4,21.7,9.45,115.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,4,21.7,9.45,115.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,4,22.5,9.39,116.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,5,19.1,7.25,84,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,5,19.1,7.25,84,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,5,19.3,7.34,85.4,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,6,17.1,5.03,55.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,6,17.1,5.03,55.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,6,16.6,4.06,44.7,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,7,15.2,2.6,28.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,7,15.2,2.6,28.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,7,14.9,2.55,27.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,8,13.3,1.78,18.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,8,13.3,1.78,18.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,8,13.5,1.53,15.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,9,12.4,1.4,14.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,9,12.4,1.4,14.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,9,12.3,1.57,15.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,10,11.4,1.06,10.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,10,11.4,1.06,10.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,10,11.4,0.97,9.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,11,11,0.56,4.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,11,11,0.56,4.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,11,11,0.59,5.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,12,10.8,0.42,4.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,12,10.8,0.42,4.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,12,10.8,0.32,3.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,13,10.5,0.32,3.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,13,10.5,0.32,3.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,13,10.4,0.3,2.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,14,10.1,0.32,3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,14,10.1,0.32,3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-25 12:00:00,14,10.2,0.29,2.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"BVR",50,2016-06-26 12:00:00,0.1,24.8,8.4,NA,31.9,NA,133.9,7.37,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,1,24.4,8.53,NA,31.8,NA,143.6,7.26,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,2,24.1,8.47,NA,31.8,NA,132.1,7.42,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,3,23.7,7.98,NA,31.9,NA,140.6,7.22,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,4,22.1,7,NA,33.1,NA,152.4,6.88,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,5,18.1,6.67,NA,32.5,NA,162.6,6.62,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,6,13.6,4.69,NA,32.6,NA,171.6,6.45,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,7,11.7,3.37,NA,32,NA,175.2,6.38,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,8,10.2,1.82,NA,32.9,NA,179.2,6.27,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,9,9,0.45,NA,48.1,NA,25.6,6.22,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,10,8.4,0.33,NA,69.41,NA,-84.1,6.4,0,0,1,0,1,0,0,NA
"BVR",50,2016-06-26 12:00:00,11,8.1,0.31,NA,90.6,NA,-113.4,6.7,0,0,1,0,1,0,0,NA
"GWR",50,2016-06-26 12:00:00,0.1,24.5,8.15,105,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,0.1,24.6,8.2,105.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,0.1,24.6,8.29,106.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,0.1,25.1,8.21,106.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,1,24.7,8.1,105,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,1,24.7,8.17,104.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,1,24.7,8.26,106.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,1,24.8,8.3,107.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,2,24.7,8.2,105.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,2,24.7,8.11,104.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,2,24.7,8.22,105.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,2,24.7,8.22,105.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,3,24.6,8.23,105.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,3,24.6,8.16,104.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,3,24.4,8.25,105.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,3,24.5,8.19,104.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,4,22.9,8.59,106.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,4,22.6,8.59,106.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,4,22.9,8.77,109.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,4,22.1,9.02,110.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,5,19.7,7.49,87.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,5,19.1,7.3,83.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,5,18.8,6.96,80.7,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,5,19,6.5,74.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,6,16.7,3.81,41.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,6,16.5,3.61,39.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,6,16.6,3.9,42.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,6,17.3,4.55,51,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,7,14.7,2.24,23.4,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,7,14.7,2.3,24.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,7,15,2.59,27.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,7,15,2.47,26,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,8,13.4,1.7,17.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,8,13.4,1.58,16.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,8,13.5,1.46,15,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,8,13.6,1.82,18.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,9,12.2,1.32,13.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,9,12.2,1.48,14.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,9,12.3,1.54,15.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,9,12.3,1.46,14.7,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,10,11.5,1.07,10.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,10,11.6,1.26,12.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,10,11.7,1.43,14.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,10,11.6,1.2,11.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,11,10.9,0.79,7.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,11,11.2,0.58,5.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,11,11.2,0.68,6.5,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,11,11.1,0.8,7.6,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,12,10.9,0.8,7.8,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,12,10.8,0.33,3.2,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,12,10.8,0.86,8.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,12,10.8,0.41,4,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,13,10.7,0.32,3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,13,10.6,0.32,3.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,13,10.6,0.35,3.3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,13,10.5,0.33,3.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,14,10.5,0.29,2.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,14,10.4,0.32,3.1,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,14,10.5,0.31,3,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"GWR",50,2016-06-26 12:00:00,14,10.3,0.32,2.9,NA,NA,NA,NA,0,0,0,1,1,1,1,NA
"FCR",50,2016-06-27 09:30:00,0.1,23.6,8.59,107.1,36.6,NA,161.3,6.79,0,0,0,0,1,0,0,"VEM on @10:10, Max drop @x hours 15 SCFM"
"FCR",100,2016-06-27 09:30:00,0.1,23,7.56,92.6,33,NA,159.1,6.77,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,0.8,23.7,8.63,107.6,36.9,NA,161,6.94,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,1.6,23.7,8.58,106.7,36.8,NA,163,7.02,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,2.8,21.5,9.1,108.2,39.5,NA,178.1,6.8,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,3.8,18.3,11.09,123.2,40,NA,228.5,6.15,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,5,14.6,4.05,42,0.3,NA,235.2,6.13,0,0,0,2,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,6.2,12.4,12.04,118.9,43,NA,255.6,5.82,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,8,12,12.31,120.8,41,NA,260.7,5.6,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 09:30:00,9,11.9,12.38,120.5,41.5,NA,262.2,5.75,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,0.1,25.2,8.12,NA,36.9,NA,119.1,7.29,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,0.8,24.2,8.43,NA,36.5,NA,127.3,7.17,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,1.6,23.4,8.41,NA,38.1,NA,133.9,7.09,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,2.8,21.5,8.44,NA,37.5,NA,141.9,6.9,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,3.8,19.3,10.03,NA,39.9,NA,149.9,6.78,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,5,16.4,5.47,NA,41.7,NA,164.1,6.63,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,6.2,12.7,8.01,NA,42.4,NA,183.5,6.24,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,8,12,11.39,NA,40.3,NA,192.4,6.15,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 14:00:00,9,12,11.5,NA,40.4,NA,198.4,6.1,0,0,1,0,1,0,0,NA
"FCR",50,2016-06-27 16:00:00,0.1,25.7,8.2,106.1,37.5,NA,179.3,7.24,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 16:00:00,0.4,24.4,8.45,106.8,37.9,NA,178.9,7.24,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 16:00:00,0.7,23.9,8.5,106.8,37.6,NA,181.2,7.18,0,0,0,0,1,0,0,NA
"FCR",50,2016-06-27 16:00:00,1,23.7,8.5,106.6,37.7,NA,1824,7.12,0,0,0,0,1,2,0,NA
"FCR",50,2016-06-27 16:00:00,1.3,23.4,8.4,104.8,37.8,NA,183.1,7.09,0,0,0,0,1,0,0,NA
