Reservoir,Site,DateTime,Depth_m,TN_ugL,TP_ugL,NH4_ugL,NO3NO2_ugL,SRP_ugL,DOC_mgL,Flag_TN,Flag_TP,Flag_NH4,Flag_NO3NO2,Flag_SRP,Flag_DOC
FCR,50,2013-09-11,5,NA,28.3,111,13,4,NA,0,0,0,0,0,0
FCR,50,2013-09-11,6.2,NA,40,209,16,3,NA,0,0,0,0,0,0
FCR,50,2013-09-11,8,NA,40,202,15,4,NA,0,0,0,0,0,0
FCR,50,2013-09-18,0.1,NA,16.1,6,6,4,NA,0,0,0,0,0,0
FCR,100,2013-09-18,0.1,NA,40.8,7,18,10,NA,0,0,0,0,0,0
FCR,50,2013-09-18,0.8,NA,16.1,7,2,3,NA,0,0,0,0,0,0
FCR,50,2013-09-18,1.6,NA,17.1,4,3,4,NA,0,0,0,0,0,0
FCR,50,2013-09-18,2.8,NA,17.1,3,2,3,NA,0,0,0,0,0,0
FCR,50,2013-09-18,3.8,NA,28,5,5,1,NA,0,0,0,0,0,0
FCR,50,2013-09-18,5,NA,19.8,131,14,4,NA,0,0,0,0,0,0
FCR,50,2013-09-18,6.2,NA,18.9,211,18,4,NA,0,0,0,0,0,0
FCR,50,2013-09-18,8,NA,17.1,220,16,4,NA,0,0,0,0,0,0
FCR,50,2013-09-25,0.1,NA,27.1,13,4,5,NA,0,0,0,0,0,0
FCR,100,2013-09-25,0.1,NA,46.7,NA,NA,NA,NA,0,0,0,0,0,0
FCR,50,2013-09-25,0.8,NA,17.1,8,4,4,NA,0,0,0,0,0,0
FCR,50,2013-09-25,1.6,NA,20.7,7,4,5,NA,0,0,0,0,0,0
FCR,50,2013-09-25,2.8,NA,21.6,8,3,5,NA,0,0,0,0,0,0
FCR,50,2013-09-25,3.8,NA,25.3,7,6,6,NA,0,0,0,0,0,0
FCR,50,2013-09-25,5,NA,18.9,137,14,4,NA,0,0,0,0,0,0
FCR,50,2013-09-25,6.2,NA,30.8,276,19,5,NA,0,0,0,0,0,0
FCR,50,2013-09-25,8,NA,18.9,282,18,0,NA,0,0,0,0,3,0
FCR,100,2013-09-28,0.1,NA,NA,12,23,10,NA,0,0,0,0,0,0
FCR,50,2013-10-09,0.1,NA,42.5,13,4,7,NA,0,0,0,0,0,0
FCR,100,2013-10-09,0.1,NA,NA,21,19,10,NA,0,0,0,0,0,0
FCR,50,2013-10-09,0.8,NA,43.7,11,6,6,NA,0,0,0,0,0,0
FCR,50,2013-10-09,1.6,NA,44.9,10,9,5,NA,0,0,0,0,0,0
FCR,50,2013-10-09,2.8,NA,47.2,8,4,5,NA,0,0,0,0,0,0
FCR,50,2013-10-09,3.8,NA,56.5,7,6,5,NA,0,0,0,0,0,0
FCR,50,2013-10-09,5,NA,27.4,148,22,5,NA,0,0,0,0,0,0
FCR,50,2013-10-09,6.2,NA,34.4,363,28,1,NA,0,0,0,0,0,0
FCR,50,2013-10-09,8,NA,32.1,410,35,5,NA,0,0,0,0,0,0
FCR,50,2013-10-16,0.1,NA,24.5,10,4,5,NA,0,0,0,0,0,0
FCR,100,2013-10-16,0.1,NA,NA,8,4,9,NA,0,0,0,0,0,0
FCR,50,2013-10-16,0.8,NA,22.6,10,6,5,NA,0,0,0,0,0,0
FCR,50,2013-10-16,1.6,NA,20.8,9,4,1,NA,0,0,0,0,0,0
FCR,50,2013-10-16,2.8,NA,20.8,17,6,1,NA,0,0,0,0,0,0
FCR,50,2013-10-16,3.8,NA,21.7,11,5,5,NA,0,0,0,0,0,0
FCR,50,2013-10-16,5,NA,19.8,93,14,5,NA,0,0,0,0,0,0
FCR,50,2013-10-16,6.2,NA,16.1,438,36,6,NA,0,0,0,0,0,0
FCR,50,2013-10-16,8,NA,18,502,30,5,NA,0,0,0,0,0,0
FCR,50,2013-10-23,0.1,NA,36,8,5,5,NA,0,0,0,0,0,0
FCR,100,2013-10-23,0.1,NA,NA,9,4,9,NA,0,0,0,0,0,0
FCR,50,2013-10-23,0.8,NA,NA,6,4,NA,NA,0,0,0,0,0,0
FCR,50,2013-10-23,1.6,NA,36.9,8,4,5,NA,0,0,0,0,0,0
FCR,50,2013-10-23,2.8,NA,19.2,6,0,5,NA,0,0,0,3,0,0
FCR,50,2013-10-23,3.8,NA,16.4,11,6,6,NA,0,0,0,0,0,0
FCR,50,2013-10-23,5,NA,17.4,89,9,6,NA,0,0,0,0,0,0
FCR,50,2013-10-23,6.2,NA,15.5,462,32,7,NA,0,0,0,0,0,0
FCR,50,2013-10-23,8,NA,13.6,486,40,5,NA,0,0,0,0,0,0
FCR,50,2013-10-30,0.1,NA,28,20,7,4,NA,0,0,0,0,0,0
