Reservoir,Site,DateTime,Depth_m,TN_ugL,TP_ugL,NH4_ugL,NO3NO2_ugL,SRP_ugL,DOC_mgL,Flag_TN,Flag_TP,Flag_NH4,Flag_NO3NO2,Flag_SRP,Flag_DOC
FCR,50,2017-05-01,0.1,173.9,29.1,14,5,8,2.9,6,6,0,0,0,0
FCR,100,2017-05-01,0.1,208,27.4,12,22,12,2.3,0,0,0,0,0,0
FCR,20,2017-05-01,0.1,171.6,23,7,1,6,2.4,6,6,0,0,0,0
FCR,50,2017-05-05,0.1,149,16.8,6,3,9,2.4,0,0,0,0,0,0
FCR,50,2017-05-08,0.1,170.8,27.2,10,2,10,2.7,6,6,0,0,0,0
FCR,50,2017-05-08,0.1,215.6,27.2,10,2,10,2.7,6,6,0,0,0,0
FCR,100,2017-05-08,0.1,228.3,28,5,15,9,2.2,6,6,0,0,0,0
FCR,20,2017-05-08,0.1,170.8,27.2,5,3,10,2.7,6,6,0,0,0,0
FCR,20,2017-05-08,0.1,215.6,27.2,5,3,10,2.7,6,6,0,0,0,0
FCR,50,2017-05-15,0.1,218,26.9,5,3,6,2.6,6,6,0,0,0,0
FCR,100,2017-05-15,0.1,187,24,6,17,6,2.4,0,0,0,0,0,0
FCR,20,2017-05-15,0.1,179,20.7,6,2,5,2.7,0,0,0,0,0,0
FCR,50,2017-05-22,0.1,184,22,6,1,9,2.1,0,0,0,0,0,0
FCR,100,2017-05-22,0.1,325,33.8,7,32,13,1.9,6,6,0,0,0,0
FCR,20,2017-05-22,0.1,194.9,15.1,6,2,4,2.2,6,6,0,0,0,0
FCR,50,2017-05-29,0.1,174.9,11,15,2,6,2.4,6,6,0,0,0,0
FCR,100,2017-05-29,0.1,210.1,28.3,10,21,11,2.4,6,6,0,0,0,0
FCR,20,2017-05-29,0.1,169,23.3,8,2,7,2.1,0,0,0,0,0,0
FCR,50,2017-05-30,0.1,164.1,12.8,7,2,9,2.7,6,6,0,0,0,0
FCR,50,2017-06-01,0.1,180.2,24.1,10,3,7,2.8,6,6,0,0,0,0
FCR,20,2017-06-01,0.1,227.5,23.3,9,3,6,2.2,6,6,0,0,0,0
FCR,50,2017-06-05,0.1,169.2,20.4,19,7,8,2.7,6,6,0,0,0,0
FCR,100,2017-06-05,0.1,355.5,32.9,12,25,10,2.9,6,6,0,0,0,0
FCR,20,2017-06-05,0.1,176,22.6,8,3,5,2.2,0,0,0,0,0,0
FCR,50,2017-06-12,0.1,150,18.6,16,6,8,2.3,0,0,0,0,0,0
FCR,100,2017-06-12,0.1,251.4,31.6,11,72,11,2.2,6,6,0,0,0,0
FCR,20,2017-06-12,0.1,162,19.1,7,3,7,2.1,0,0,0,0,0,0
FCR,50,2017-06-19,0.1,187.6,10.7,6,3,7,2.5,6,6,0,0,0,0
FCR,100,2017-06-19,0.1,334,36.4,6,57,9,2.7,0,0,0,0,0,0
FCR,20,2017-06-19,0.1,225.9,19.4,8,3,7,2.6,6,6,0,0,0,0
FCR,50,2017-06-26,0.1,206.9,19.3,12,2,8,2.8,6,6,0,0,0,0
FCR,100,2017-06-26,0.1,348.8,27.5,9,205,12,1.3,6,6,0,0,0,0
FCR,20,2017-06-26,0.1,226,21.9,9,2,6,2.8,0,0,0,0,0,0
FCR,50,2017-07-05,0.1,237.6,13.1,7,4,15,3.9,0,0,0,0,0,0
FCR,100,2017-07-05,0.1,269,32,7,123,18,1.7,0,0,0,0,0,0
FCR,20,2017-07-05,0.1,286.4,14.2,16,2,6,2.8,6,6,0,0,0,0
FCR,50,2017-07-10,0.1,365.6,20.7,20,5,20,4.4,0,0,0,0,0,0
FCR,100,2017-07-10,0.1,263,28.3,6,151,19,1.4,0,0,0,0,0,0
FCR,20,2017-07-10,0.1,411.3,18.5,15,1,10,4.1,6,6,0,0,0,0
FCR,50,2017-07-13,0.1,379.6,18.4,18,5,20,4.3,0,0,0,0,0,0
FCR,20,2017-07-13,0.1,469.8,14.5,16,2,10,4.5,6,6,0,0,0,0
FCR,50,2017-07-17,0.1,495.6,20.7,35,4,18,4.4,0,0,0,0,0,0
FCR,100,2017-07-17,0.1,247,29.1,7,151,23,1.5,0,0,0,0,0,0
FCR,20,2017-07-17,0.1,565,30.9,19,7,27,4,0,0,0,0,0,0
FCR,50,2017-07-19,0.1,673,39,10,3,16,5.7,0,0,0,0,0,0
FCR,50,2017-07-19,0.1,706,40.9,11,3,19,5.8,0,0,0,0,0,0
FCR,50,2017-07-19,0.1,781,38,14,2,21,6.4,0,0,0,0,0,0
FCR,50,2017-07-20,0.1,709,34,8,0,16,5.9,0,0,0,3,0,0
FCR,50,2017-07-20,0.1,748,34.6,16,3,23,6.2,0,0,0,0,0,0
FCR,50,2017-07-20,0.1,821,32.3,12,4,20,5.9,0,0,0,0,0,0
FCR,50,2017-07-20,0.1,644,34.1,10,4,19,6.3,0,0,0,0,0,0
FCR,50,2017-07-24,0.1,648.6,23.2,31,6,18,6.9,0,0,0,0,0,0
FCR,100,2017-07-24,0.1,303,52.8,9,111,25,2.3,0,0,0,0,0,0
FCR,20,2017-07-24,0.1,767,35,19,4,16,6.9,0,0,0,0,0,0
FCR,50,2017-07-31,0.1,478.6,18.9,93,9,15,5.8,0,0,0,0,0,0
FCR,100,2017-07-31,0.1,245,36.2,8,120,23,1.4,0,0,0,0,0,0
FCR,20,2017-07-31,0.1,473,27.6,15,11,71,5.5,0,0,0,0,0,0
FCR,50,2017-08-07,0.1,388.6,19.5,76,17,8,3.6,0,0,0,0,0,0
FCR,100,2017-08-07,0.1,260,34.3,23,125,25,1.3,0,0,0,0,0,0
FCR,20,2017-08-07,0.1,443,27.9,14,14,67,4,0,0,0,0,0,0
FCR,50,2017-08-14,0.1,272,17.3,19,2,5,3.7,0,0,0,0,0,0
FCR,100,2017-08-14,0.1,263,41.3,5,115,15,1.5,0,0,0,0,0,0
FCR,20,2017-08-14,0.1,293,20.7,5,0,10,3.6,0,0,0,4,0,0
FCR,50,2017-08-21,0.1,241,14.6,7,2,7,3.6,0,0,0,0,0,0
FCR,100,2017-08-21,0.1,303,40.9,6,150,19,5.3,0,0,0,0,0,0
FCR,50,2017-08-28,0.1,259,17.9,7,3,5,3.5,0,0,0,0,0,0
FCR,100,2017-08-28,0.1,563,106,6,121,18,1.3,0,0,0,0,0,0
FCR,50,2017-09-04,0.1,324,35,32,6,8,3.4,0,0,0,0,0,0
FCR,100,2017-09-04,0.1,166,27.6,7,76,18,1.5,0,0,0,0,0,0
FCR,50,2017-09-11,0.1,278,25.2,8,0,10,3.4,0,0,0,3,0,0
FCR,100,2017-09-11,0.1,240,41.8,2,94,14,1.1,0,0,0,0,0,0
FCR,50,2017-09-18,0.1,283,22.2,9,4,6,3.4,0,0,0,0,0,0
FCR,100,2017-09-18,0.1,259,34.4,5,97,18,1.4,0,0,0,0,0,0
FCR,50,2017-09-25,0.1,258,14.8,8,3,3,3.1,0,0,0,0,0,0
FCR,100,2017-09-25,0.1,217,29.5,1,60,18,1.5,0,0,0,0,0,0
FCR,50,2017-10-02,0.1,270,21.7,12,3,4,3.4,0,0,0,0,0,0
FCR,100,2017-10-02,0.1,200,35.3,6,33,17,1.4,0,0,0,0,0,0
FCR,50,2017-10-09,0.1,313,28.9,26,2,3,3.7,0,0,0,0,0,0
FCR,100,2017-10-09,0.1,171,35.6,6,1,18,3.9,0,0,0,0,0,0
FCR,50,2017-10-16,0.1,308,21.1,58,12,6,5,0,0,0,0,0,0
FCR,100,2017-10-16,0.1,144,33.3,8,2,20,3,0,0,0,0,0,0
FCR,50,2017-10-23,0.1,359,34.6,59,11,9,4.9,0,0,0,0,0,0
FCR,100,2017-10-23,0.1,187,39.1,11,2,25,6.9,0,0,0,0,0,0
FCR,50,2017-10-30,0.1,249,22.6,2,6,7,6.1,0,0,0,0,0,0
FCR,100,2017-10-30,0.1,101,22,8,2,20,3.1,0,0,0,0,0,0
FCR,50,2017-11-06,0.1,217,18.6,6,3,NA,4.2,0,0,0,0,2,0
FCR,100,2017-11-06,0.1,69.9,23.2,8,2,28,3.2,0,0,0,0,0,0
FCR,50,2017-12-11,0.1,215,17.8,27,5,7,4.4,0,0,0,0,0,0
FCR,100,2017-12-11,0.1,49.8,20.3,7,2,19,2.2,0,0,0,0,0,0
