"date","runoff_m3s","Site"
2013-01-01,NA,"whole"
2013-01-02,0.00118877522746138,"whole"
2013-01-03,0.000192149567719542,"whole"
2013-01-04,0,"whole"
2013-01-05,1.98807300576042e-05,"whole"
2013-01-06,2.53363722594583e-05,"whole"
2013-01-07,5.45564220185417e-06,"whole"
2013-01-08,0,"whole"
2013-01-09,0,"whole"
2013-01-10,0,"whole"
2013-01-11,0.00187840535065196,"whole"
2013-01-12,0.00187840535065196,"whole"
2013-01-13,0,"whole"
2013-01-14,0.0129887744219435,"whole"
2013-01-15,0.0635754307948137,"whole"
2013-01-16,0.06137948861284,"whole"
2013-01-17,0.0274330958437535,"whole"
2013-01-18,0.0166887171040171,"whole"
2013-01-19,4.84535002334167e-05,"whole"
2013-01-20,0,"whole"
2013-01-21,0,"whole"
2013-01-22,0,"whole"
2013-01-23,0,"whole"
2013-01-24,0,"whole"
2013-01-25,0,"whole"
2013-01-26,0.00110216750383995,"whole"
2013-01-27,0.00122806333313199,"whole"
2013-01-28,0.00243276517560726,"whole"
2013-01-29,0.0155188530899787,"whole"
2013-01-30,0.0825439624665475,"whole"
2013-01-31,0.072439290558103,"whole"
2013-02-01,0.00310731183521904,"whole"
2013-02-02,0.000421127404549931,"whole"
2013-02-03,0.000674750120777701,"whole"
2013-02-04,0.000253622716227771,"whole"
2013-02-05,0,"whole"
2013-02-06,0,"whole"
2013-02-07,0.000229784252061146,"whole"
2013-02-08,0.0109849821159177,"whole"
2013-02-09,0.0107747087198666,"whole"
2013-02-10,0.00230708937180104,"whole"
2013-02-11,0.00365583508631367,"whole"
2013-02-12,0.00136825657052265,"whole"
2013-02-13,0.00262508854568227,"whole"
2013-02-14,0.00262508854568227,"whole"
2013-02-15,0.000895742474734937,"whole"
2013-02-16,0.000895742474734937,"whole"
2013-02-17,0,"whole"
2013-02-18,0,"whole"
2013-02-19,0.000437160299509007,"whole"
2013-02-20,0.000437160299509007,"whole"
2013-02-21,0,"whole"
2013-02-22,0.0002539760409435,"whole"
