"Date","Site","Depth","Temp_C","DO_mgL","Chla_ugL","Turb_NTU","SpCond_uScm","TP_ugL","TN_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TP_inf","TN_inf","NH4_inf","NO3NO2_inf","SRP_inf","DOC_inf","Total_chlorophyll","Green_algae","Cyanobacteria","Diatoms","Cryptophyta","Kd","TN_TP","NH4NO3NO2_SRP","TN_TP_inf","NH4NO3_SRP_inf","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median","AirTemp_max","AirTemp_mean","AirTemp_median","Rain_sum","RelHum_max","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","WindSpeed_max","WindSpeed_mean","WindSpeed_median","week_julian","week_series","week_cum"
"2013-10-16",50,1.6,17.5777,8.54635,6.2367,1.5492,40.89029465,13.5,NA,9,4,1,NA,NA,NA,8,4,9,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,1.33333333333333,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222,23.2499939,17.93875529125,18.55500183,0.0002712,97.24288764,75.3528904641667,74.20707344,540.5150146,142.5655037575,2.965687056,1.48565647183333,1.3524031775,41,25,25
"2013-10-23",50,1.6,15.1618,8.45116,5.4472,2.6738,41.58898545,13.2,NA,8,4,5,NA,NA,NA,9,4,9,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,1.44444444444444,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717,12.76003418,9.812507883875,10.299996945,0.0137184,95.48921023,74.05133928125,73.14887521,407.5079956,106.761916644167,9.56912759,5.39891974216667,5.7206390045,42,26,26
"2013-10-30",50,1.6,12.8348,8.9556,5.6178,2.4052,42.47249261,12.9,NA,31,8,4,NA,NA,NA,14,8,16,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,1.375,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479,18.90999756,15.4125012716667,15.4400116,0.0126096,97.19163268,87.2054713591667,87.132150545,327.0270081,73.571625035,3.735304657,2.89218381066667,2.9976712095,43,27,27
"2014-05-06",50,1.6,14.2899,9.50895,1.8012,1.5995,33.0022378,12.63333333,156.6666667,7,0.333333333,2,NA,NA,NA,13.33333333,13,1.833333333,2,1.896666667,1.036666667,0.286666667,0.526666667,0.316666667,NA,12.4010554148815,3.6666666665,NA,14.3636363644298,0.0943125068448838,NA,NA,1.25750009095074,1.22606258898349,0.172906262517516,0.188625013689768,38.0600833833157,14.0163541666667,15.75,12.75,0.0978695176783351,0.0894660807348132,0.094784671619937,25.18999634,17.8741737358333,18.449990845,0.0004392,92.21817302,74.87603519875,76.659817645,724.9790039,252.896497607958,4.016877063,1.79240631333333,1.321295136,17,1,28
"2014-05-07",50,1.6,15.413,9.64693,1.0038,1.5995,32.83722634,13.56666667,155.3333333,7,0.666666667,2,NA,NA,NA,11.66666667,13,1.666666667,2,2.213333333,2.073333333,0.203333333,0.263333333,0.213333333,NA,11.4496314443613,3.8333333335,NA,14.79999999904,0.0954584109493834,NA,NA,1.11368146139433,1.24095934234198,0.159097351614125,0.190916821898767,37.5907736178279,14.5348958333333,15.81,13.88,0.0986458612251129,0.0932546425335454,0.0955527929721967,26.39998779,19.88750356,19.72001038,0,97.2560539,82.5820103908333,85.750406455,769.5050049,272.990795253917,5.48206153,3.53151273345833,3.3779333715,18,2,29
"2014-05-14",50,1.6,16.7552,10.34144,1.2537,1.3142,31.76150334,12.1,152.3333333,7,2,2.333333333,NA,NA,NA,7,13.33333333,2,1.966666667,4.075,2.515,0.06,0.9,0.055,NA,12.589531677686,3.85714285769388,NA,10.166666665,0.0941190859508727,NA,NA,0.658833601656109,1.25492114569791,0.188238171901745,0.185100869068089,38.133243568216,15.92125,16.81,15.31,0.0978695176783351,0.0894660807348132,0.0940186196053601,29.24001465,24.3595926933333,24.030007935,0.0089208,88.924864,70.1409466925,70.252272625,879.2930298,270.103998657083,6.978287977,4.15341610241667,4.095865383,19,3,30
"2014-05-26",50,1.6,17.9414,9.11632,2.1503,1.5995,31.52555962,11.54,170.5,7,2,3,NA,NA,NA,8,16,4,1.9,5.62,1.92,0,1.8,0,NA,14.7746967071057,3,NA,6,0.0954304705627502,NA,NA,0.763443764502002,1.526887529004,0.381721882251001,0.181317894069225,37.6114613221422,17.61875,18.56,16.81,0.099424246749955,0.091732935868125,0.0951687322960668,29.4500061,23.05918019625,22.830026245,0,74.6760715,61.0878390225,61.42097617,927.1270142,325.880960304167,5.420452087,3.340518673125,3.4363388125,20,4,31
"2014-05-28",50,1.6,25.6723,8.1622,2.6542,1.3142,315.1917656,11.4,177.25,9.5,2.5,3.5,NA,NA,NA,10,20.5,4.5,2,7.095,2.375,0,2.205,0.16,NA,15.5482456140351,3.42857142857143,NA,6.77777777777778,0.10001713044818,NA,NA,1.0001713044818,2.0503511741877,0.450077087016811,0.200034260896361,35.8910347107901,18.188125,19,17.63,0.103346618494695,0.0849894911521245,0.10020466891002,30.2499939,23.9612581891667,24.00499878,0,88.72485631,69.01480918125,69.593401475,903.0599976,295.313705763333,5.763002597,4.11986921258333,3.7668908155,21,5,32
"2014-06-05",50,1.6,19.4936,9.16632,2.5947,1.0121,32.06915709,20.7,195.4,5.4,3.6,5.2,NA,NA,NA,13.2,39.4,8,1.98,5.576,1.924,0,1.902,0.284,NA,9.43961352657005,1.73076923076923,NA,6.575,0.101206421149249,NA,NA,1.33592475917009,3.98753299328041,0.809651369193993,0.200388713875513,35.4667487537951,19.0382291666667,19.56,18.5,0.107319255600019,0.096322978102235,0.101771601972531,28.99001465,24.2316693625,23.939996335,0.054624,84.35089556,66.55558462625,67.880894435,899.8779907,302.431417295417,6.663482616,4.76995742679167,4.708437074,22,6,33
"2014-06-12",50,1.6,20.7226,9.00928,2.4479,1.6163,32.32064287,17,170.35,7,4,5,NA,NA,NA,11.5,42.5,8,1.9,4.435,1.58,0,1.56,0.13,NA,10.0205882352941,2.2,NA,6.75,0.100151593014602,NA,NA,1.15174331966792,4.25644270312058,0.801212744116816,0.190288026727744,35.8509856362494,20.2892708333333,20.94,19.63,0.110533133452191,0.0924927460553685,0.10020466891002,25.29000244,22.4704236354167,22.41500244,0.262859997,98.55688212,85.8644509891667,86.712368935,601.9949951,198.843460400417,3.740802116,2.91086509625,3.0677321865,23,7,34
"2014-06-19",50,1.6,22.9668,9.55374,2.1583,1.0456,32.1107393,16.13333333,181.35,10.5,2.5,4,NA,NA,NA,8.5,32.5,5.5,1.85,6.755,1.15,0.105,1.23,0.29,NA,11.2407024816613,3.25,NA,7.45454545454545,0.0966575855743609,NA,NA,0.821589477382067,3.14137153116673,0.531616720658985,0.178816533312568,37.1319557240157,22.1715625,22.69,21.75,0.100987122404191,0.093254642533544,0.0970952214947282,32.68999634,26.5304237375,26.50499878,0,82.79636187,62.9717380533333,62.02074779,874.0369873,286.98841556375,7.282945717,5.14916048183333,4.668998866,24,8,35
"2014-06-30",50,1.6,23.6789,9.675,2.0829,1.0456,33.17946169,18.85,216,8,1,9,NA,NA,NA,5,24,8,1.9,3.81,0.62,0.35,0.78,0.2,NA,11.4588859416446,1,NA,3.625,0.0965202814666654,NA,NA,0.482601407333327,2.31648675519997,0.772162251733324,0.183388534786664,37.1834044346548,23.4110416666667,24.19,22.56,0.100204668910019,0.091732935868125,0.096322978102235,29.36998901,24.9325106308333,24.68999634,0.0030408,88.82242908,70.0426302758333,71.42700158,669.2949829,214.739289205833,3.46446251,2.40544922766667,2.341683775,25,9,36
"2014-07-07",50,1.6,24.0621,7.58728,1.464,0.9953,32.86614755,13.4,217,6,1,8,NA,NA,NA,11,24,8,2,4.15,1.97,0.06,0,0,NA,16.1940298507463,0.875,NA,4.375,0.0970740840541477,NA,NA,1.06781492459562,2.32977801729954,0.776592672433181,0.194148168108295,36.9680095587365,23.4298958333333,24.19,22.69,0.10020466891002,0.0940186196053615,0.0970952214947295,33.92998657,26.3700106304167,26.545007325,0,72.29222088,52.80712259625,53.79199495,926.8709717,333.77095430125,6.87904779,4.739866483375,4.518813581,26,10,37
"2014-07-09",50,1.6,24.3357,7.96645,1.5949,0.8106,32.5736416,13.36666667,205.5,6,1,7.5,NA,NA,NA,12,27,8.5,2.05,4.36,1.58,0.31,0.83,0.805,NA,15.3740648340713,0.933333333333333,NA,4.58823529411765,0.0979145146287323,NA,NA,1.17497417554479,2.64369189497577,0.832273374344225,0.200724754988901,36.6714907181263,23.5197916666667,24,23.19,0.112964201786517,0.0940186196053601,0.0974823695865316,30.86000977,25.6216712954167,25.810006715,0.191863201,80.3032738,64.50964815375,67.32172476,680.1779785,240.942833263333,5.370437612,4.00970057758333,3.8886526025,27,11,38
"2014-07-21",50,1.6,23.8556,8.01172,3.2334,0.7771,32.88038374,13.825,167.7,2,3,7,NA,NA,NA,24,52,5,2.3,10.03,0,1.05,0,0,NA,12.130198915009,0.714285714285714,NA,15.2,0.0938932357852772,NA,NA,2.25343765884665,4.88244826083441,0.469466178926386,0.215954442306137,38.2183209915639,23.081875,23.44,22.81,0.0970952214947295,0.0909752177161759,0.0940186196053601,30.02001343,24.5770889283333,23.975,0.018888,94.14614013,76.022992325,78.84924648,681.3800049,236.856663552083,4.739725765,3.20913488879167,3.0117840435,28,12,39
"2014-07-23",50,1.6,24.0342,7.82021,2.0234,0.5085,32.05963402,14.35,165.2,3.5,3,6.5,NA,NA,NA,16,43,6,2.2,8.765,0.865,1.085,1.09,0.765,NA,11.5121951219512,1,NA,9.83333333333333,0.0879695976249528,NA,NA,1.40751356199924,3.78269269787297,0.527817585749717,0.193533114774896,40.8192185618382,24.39125,25.06,23.56,0.0970952214947282,0.0835143968885665,0.0872182119157758,34.68999634,27.97292099,27.720025635,0,88.12678757,62.4301859283333,60.70849236,833.4429932,286.887955828333,5.132533553,3.50421034675,3.39038972,29,13,40
"2014-07-30",50,1.6,23.592,7.76174,2.2733,1.0456,32.77039981,15.4,160.3333333,9.666666667,2.333333333,6,NA,NA,NA,10,33.66666667,7.666666667,2.1,7.253333333,1.563333333,1.236666667,2.57,2.33,NA,10.4112554090909,2,NA,5.69565217410019,0.0871752820246486,NA,NA,0.871752820246486,2.93490116178709,0.668343828884698,0.183068092251762,41.16851062761,22.0233333333333,23,20.94,0.0902195973915888,0.0842508679117992,0.0872182119157758,28.64000854,21.08333485875,21.699990845,0,76.44942593,53.4196448716667,51.935803605,878.9359741,310.422124385,3.678382809,2.316882607,2.0601727895,30,14,41
"2014-08-11",50,1.6,22.1195,5.71176,4.8402,1.8681,34.28074352,10.6,177,4,4,4,NA,NA,NA,10,42,8,2.3,14.46,0.71,2.64,2.72,6.32,NA,16.6981132075472,2,NA,6.5,0.0993047519999292,NA,NA,0.993047519999292,4.17079958399702,0.794438015999433,0.228400929599837,36.5889295849906,20.9296875,21.25,20.06,0.143473174040568,0.0887146736353482,0.0955527929721967,25.2000061,21.4525149029167,20.580041505,0.487303198,100,88.6147058808333,90.339572545,481.5069885,145.00470852375,4.80676623,2.943024225375,2.7028335935,31,15,42
"2014-08-19",50,1.6,22.0752,7.73976,5.3282,3.5634,33.27001126,13.4,192.2,6,8,6.666666667,NA,NA,NA,10,31,7.333333333,2.1,7.71,2.696666667,1.61,1.396666667,2.876666667,NA,14.3432835820896,2.099999999895,NA,5.59090909116322,0.0904063069217558,NA,NA,0.904063069217558,2.80259551457443,0.66297958406274,0.189853244535687,39.7025973992249,22.2090625,22.81,21.75,0.0955527929721967,0.0842508679117992,0.0909752177161746,27.74001465,23.2150054933333,22.884988405,0.0692232,100,85.0302593120833,87.29131425,583.2000122,186.185543136667,3.853686641,1.99451069591667,1.757839137,32,16,43
"2014-08-21",50,1.6,22.7706,9.46222,3.6024,2.6906,32.33839465,14.4,175.9,8,14,7.333333333,NA,NA,NA,12,32,7.666666667,2.1,7.16,3.453333333,1.58,1.593333333,3.203333333,NA,12.2152777777778,3.00000000013636,NA,5.73913043453308,0.0871032469585805,NA,NA,1.04523896350297,2.78730390267458,0.667791560044819,0.182916818613019,41.2187438495203,23.3060416666667,24.19,22.56,0.091732935868125,0.0813179604810465,0.0872182119157758,33.4500061,26.6166778570833,25.83503113,0.101032801,84.7390457,63.0614768466667,64.28424812,829.1749878,265.8497491725,4.991001729,3.57150502129167,3.4396945875,33,17,44
"2014-08-30",50,1.6,23.5668,8.986765,3.82655,0.88615,32.64237441,16.7,155.6,7,11.5,7.5,NA,NA,NA,13.5,53.5,10,1.95,5.445,3.07,1.36,1.41,2.545,NA,9.31736526946108,2.46666666666667,NA,6.7,0.0503805377652543,NA,NA,0.680137259830933,2.6953587704411,0.503805377652543,0.0982420486422458,71.2802169119652,23.1355208333333,23.88,22.56,0.0546182243219901,0.0465337621546402,0.0502114097238969,33.89000854,26.2800053904167,25.6650177,0.027254399,96.37024389,71.58383872875,73.959786875,813.5629883,250.169414084583,5.127202197,3.18105635329167,3.3806507295,34,18,45
"2014-09-03",50,1.6,24.4653,9.11369,2.5431,0.7267,32.3993784,13.1,151.6,4,3,7,NA,NA,NA,13,74,12,1.8,4.28,1.93,1.17,1.03,1.56,NA,11.5725190839695,1,NA,7.25,0.0463273082143238,NA,NA,0.602255006786209,3.42822080785996,0.555927698571886,0.0833891547857828,77.7544144732738,23.5520833333333,24.25,22.94,0.0624545250393525,0.0423627227370094,0.0459299368382844,33.05001221,27.0191716508333,26.15499268,0.0267744,85.98991192,64.4693101558333,63.795913825,771.0650024,231.388083410208,3.564393499,2.57303091408333,2.819441114,35,19,46
"2014-09-15",50,1.6,21.4495,7.10931,4.5506,1.1631,34.32623948,15.6,170,4,2,5,NA,NA,NA,33,62,5,2,10.74,2.39,1.37,1.08,1.73,NA,10.8974358974359,1.2,NA,19,0.0415554157020126,NA,NA,1.37132871816642,2.57643577352478,0.207777078510063,0.0831108314040252,86.3744305686271,19.4267708333333,20.19,18.63,0.0435410982365784,0.0394643720079464,0.0417775886246348,27.66002808,21.3641754158333,21.09002075,0,88.59111776,70.2381009741667,76.00857098,767.2789917,226.113334022083,3.289756873,2.08292415033333,2.044636947,36,20,47
"2014-09-22",50,1.6,21.155,8.42439,3.8007,1.2303,34.50567124,15.8,183,10,2,4,NA,NA,NA,12,73,9,1.9,13.34,1.35,1.15,0.59,0.39,NA,11.5822784810127,3,NA,9.44444444444444,0.0284912771498036,NA,NA,0.341895325797643,2.07986323193566,0.256421494348232,0.0541334265846268,126.082552756442,18.0533333333333,19.38,17.25,0.0306640703229447,0.0265493080186143,0.0285819985718644,23.45998535,17.4275032045833,16.78000793,0,74.74317117,56.2236840491667,59.481683545,777.8309937,240.335876625833,7.252806214,5.31405692291667,5.4110067645,37,21,48
"2014-09-29",50,1.6,19.5059,8.76962,11.0332,3.3955,35.00672562,16,206,10,11,3,NA,NA,NA,8,84,13,1.7,11.92375,1.415,1.02375,0.51625,0.34125,NA,12.875,7,NA,7.07692307692308,0.0237231089974947,NA,NA,0.189784871979958,1.99274115578956,0.308400416967431,0.040329285295741,151.310819652682,18.13625,18.69,17.75,0.0245672288112439,0.0221628338211657,0.0235955790054464,24.80999146,19.9108406070833,19.26499329,0.013968,92.77398512,72.5850187741667,70.05174937,486.3340149,130.337834239125,3.375203592,2.3568186305,2.3930776525,38,22,49
"2014-10-04",50,1.6,20.0716,8.9574,7.0976,2.3549,35.17119324,11.9,210.6666667,8.333333333,7.666666667,4,NA,NA,NA,7.666666667,57.33333333,10.33333333,2.233333333,10.5075,1.48,0.8975,0.4425,0.2925,-0.69372737,17.7030812352941,4,NA,6.29032258238398,0.0229127835266602,NA,NA,0.175664673712032,1.31366625545214,0.236765429699113,0.0511718832019035,156.967231157928,16.0615053763441,18.75,13.88,0.0255518614760849,0.0202996512356173,0.0231146773464087,18.7499939,13.918340301875,14.670007325,0,92.23537641,58.3237380508333,53.17675094,715.526001,196.920751892083,8.376407369,7.18587726966667,7.674417698,39,23,50
"2014-10-10",50,1.6,18.8388,8.674565,10.43215,2.61505,35.15100959,17.2,215.3333333,6.666666667,4.333333333,5,NA,NA,NA,7.333333333,30.66666667,7.666666667,2.766666667,9.09125,1.545,0.77125,0.36875,0.24375,NA,12.5193798430233,2.2,NA,4.95652173930624,0.0247277746955109,NA,NA,0.181337014425504,0.758318424078094,0.18957960600716,0.0684135099991561,145.184135151805,16.2240625,16.5,15.88,0.0265493080186143,0.0231146773464087,0.0245672288112431,25.4500061,19.9112564079167,20.13001404,0.195144001,87.16395447,67.58926997,66.784057475,465.4289856,131.160998980833,4.879846406,2.60855804533333,2.493398611,40,24,51
"2014-10-15",50,1.6,17.606,8.39173,13.7667,2.8752,35.13082595,16.8,220,5,1,6,NA,NA,NA,7,4,5,3.3,7.675,1.61,0.645,0.295,0.195,NA,13.0952380952381,1,NA,2.2,0.0540536618122633,NA,NA,0.378375632685843,0.216214647249053,0.270268309061316,0.178377083980469,67.5727830237589,16.5773958333333,17.69,16,0.0741390742050086,0.041195173649817,0.0520849055434737,22.22002563,18.9054211933333,18.404992675,0.60174239,100,86.588239365,86.82495616,562.3150024,137.9584585825,7.348503171,4.17696629616667,4.1515416565,41,25,52
"2014-10-23",50,1.6,14.2247,8.7984,9.3907,4.1676,38.43408627,18.7,225,5,1,5,NA,NA,NA,3,0,7,1.7,6.25875,1.675,0.51875,0.22125,0.14625,NA,12.0320855614973,1.2,NA,0.428571428571429,0.0269925834834281,NA,NA,0.0809777504502844,0,0.188948084383997,0.0458873919218278,135.128696324669,12.18375,13.13,11.56,0.0355234757597263,0.0193887113723248,0.0270527854571274,19.08001099,11.9562571204583,11.249993895,0,90.10282618,67.1420892904167,68.964087285,640.2999878,180.820038792917,7.856417668,6.20255481783333,6.1038166395,42,26,53
"2014-10-30",50,1.6,12.28165,9.47738,11.5668,3.32835,37.90773332,18.6,218,5,1.5,5.5,NA,NA,NA,5,0.5,7.5,2.5,4.8425,1.74,0.3925,0.1475,0.0975,NA,11.7204301075269,1.18181818181818,NA,0.733333333333333,0.00586089470378328,NA,NA,0.0293044735189164,0.00293044735189164,0.0439567102783746,0.0146522367594582,616.344174570354,11.4784375,12.38,10.44,0.00691038961739269,0.00479334413033993,0.00597167368493185,15.40004883,9.70876083395833,9.125024414,0.0019872,81.43909221,61.7884129095833,60.779322925,621.25,170.475711342083,3.837186542,2.942215635875,3.2520754165,43,27,54
"2015-05-05",50,1.6,17.6861,8.77638,1.0474,5.9962,31.09915813,12,131,15,4,6,2.3,22.6,164,14,28,8,2,4.42,2.45,0.15,1.53,0.295,NA,10.9166666666667,3.16666666666667,7.25663716814159,5.25,0.0793713170318312,13.0168959932203,1.79379176491939,1.11119843844564,2.22239687689127,0.63497053625465,0.158742634063662,45.2457600704766,17.6367708333333,19.25,16.31,0.0842508679117992,0.0713300175093225,0.0791411245074759,26.77001343,21.1920944220833,21.184991455,0,72.67356758,60.4509768954167,60.606015995,906.7919922,309.247709573667,3.977851071,2.73585190204167,2.7163473525,17,1,55
"2015-05-11",50,1.6,17.3809,10.50403,1.5037,4.2452,31.20282287,13.8,113,15,4,8,2.4,21.5,169,13.5,46.5,7.5,1.8,4.5,2.69,0.075,1.3,0.4425,-1.185702203,8.18840579710145,2.375,7.86046511627907,8,0.0600398455444453,10.1467338970112,1.29085667920557,0.810537914850011,2.7918528178167,0.450298841583339,0.108071721980001,59.819125185054,21.0454166666667,22.31,19.81,0.0637942769849108,0.0558998436028463,0.0598036266899801,29.39998779,23.1325075775,23.434991455,0.0065664,94.13039981,77.96219978625,78.66227569,902.5349731,312.857876298292,3.824682983,2.31865352729167,2.538191259,18,2,56
"2015-05-18",50,1.6,20.5245,9.9739,1.821,4.0049,32.26910308,14.86666667,138,13,2,7,3.4,20.4,174,13,65,7,1.6,4.58,2.93,0,1.07,0.59,-0.877117754,9.28251120868105,2.14285714285714,8.52941176470588,11.1428571428571,0.0505759818408548,8.80022084030874,1.03175002955344,0.657487763931113,3.28743881965556,0.354031872885984,0.0809215709453678,72.7268570499213,20.8859375,22.06,20.25,0.100987122404191,0.044730201578801,0.0465337621546413,28.42000732,23.8366701758333,23.52001343,0.145574396,84.8331757,74.837934265,77.31391051,828.8040161,246.210750421667,4.079338061,2.96966914583333,3.257318727,19,3,57
"2015-05-21",50,1.6,20.4725,10.86645,2.1464,4.5713,33.43257312,15.03333333,135.5,8.5,2.5,6,2.8,20.4,172.5,9.5,54,6.5,1.5,5.095,3.065,0.085,1.655,0.295,-0.882383826,9.01330377139985,1.83333333333333,8.45588235294118,9.76923076923077,0.0461720263391357,7.96467454350092,0.941909337318369,0.43863425022179,2.49328942231333,0.300118171204382,0.0692580395087036,77.8061978266522,18.4244791666667,19.56,17.63,0.0508333647798173,0.0429505634092434,0.0465337621546402,19.77001343,14.5991709404167,13.48999939,0.137270396,96.03275834,90.14420508625,89.845380785,757.8790283,185.542418400417,4.88480299,2.77465681004167,2.1881029085,20,4,58
"2015-05-28",50,1.6,23.6807,8.52508,0.8768,1.3441,27.50080357,14.65,152.5,7.5,2.5,5.5,2.25,17.8,173.5,10,59.5,7,1.5,7.02,3.525,0.085,3.18,0.225,-1.234068106,10.4095563139932,1.81818181818182,9.74719101123596,9.92857142857143,0.035355644655063,6.13420434765343,0.629330474860121,0.35355644655063,2.10366085697625,0.247489512585441,0.0530334669825945,101.565699871855,21.1655208333333,22.06,20.25,0.0377585128825374,0.0333343660077466,0.0355234757597263,28.58999023,23.9191731770833,24.12999878,0.021215999,80.94940981,71.1502867279167,75.245295785,914.7319946,295.8560408725,3.166322701,1.83987517325,1.804196078,21,5,59
"2015-06-08",50,1.6,21.3493,9.49442,3.0668,2.5285,33.90174975,14.1,172,11,2,6,2.3,15.2,176,14,76,8,1.6,8.43,3.85,0,4.12,0.45,-0.931404092,12.1985815602837,2.16666666666667,11.5789473684211,11.25,0.0604514128532949,10.6394486621799,0.918861475370082,0.846319779946128,4.59430737685041,0.483611302826359,0.0967222605652718,65.7423816975185,21.1401219512195,22.38,19.75,0.184879548057233,0.0447302015787999,0.0471402106178069,29.82000122,24.3975120541667,23.980004885,0.36015361,96.69969496,81.0888792920833,87.20988145,908.2579956,307.14816761375,7.706601014,5.45747280125,4.7398981765,22,6,60
"2015-06-15",50,1.6,24.2627,10.21886,3.2929,3.198,33.67239616,12.1,116,46,5,6,2.62,22,165,11,70,9,1.68,3.82,0.78,0,2.59,0.45,-0.950839445,9.58677685950413,8.5,7.5,9,0.0452420438423139,7.46493723398179,0.995324964530905,0.497662482265452,3.16694306896197,0.407178394580825,0.0760066336550873,79.4458748710944,24.2290625,25.19,23.31,0.0495920121405451,0.041195173649816,0.0453287461141535,31.79000244,26.60417455,26.609994505,0,83.46401448,72.0488419966667,73.81361998,889.4370117,277.77037174875,5.02493787,4.162538405625,4.078283478,23,7,61
"2015-06-22",50,1.6,25.3209,10.81451,4.9235,2.9405,35.13777689,19.05,168,5,6,7,3.1,22.6,176,7,67,8,1.8,5.59,2.94,0,2.64,0,-1.109134899,8.81889763779528,1.57142857142857,7.78761061946903,9.25,0.0412104819887425,7.25304483001867,0.93135689294558,0.288473373921197,2.76110229324574,0.32968385590994,0.0741788675797364,87.1832136356699,24.2623958333333,25.25,23.25,0.0435410982365784,0.0377585128825374,0.0414863811372259,31.81005249,26.6875040691667,26.61499939,0,83.63304543,69.5728403283333,72.169965825,894.1420288,303.3417083425,4.294182228,2.85474267658333,2.806810398,24,8,62
"2015-06-29",50,1.6,24.2211,8.65098,2.5471,2.9062,36.00795194,17.8,180.1,5,1,6,2.5,16,180,5,74,11,1.92,9.08,4.85,1.96,1.34,0.94,-0.718449537,10.1179775280899,1,11.25,7.18181818181818,0.0281448459309265,5.06607226756677,0.450317534894824,0.140724229654632,2.08271859888856,0.309593305240191,0.0540381041873789,127.663467400945,20.8651041666667,21.88,19.56,0.0296169352202114,0.0231146773464087,0.0285819985718644,25.80999146,20.202086385,20.729989625,0,81.5696772,68.3743436816667,72.963346045,908.1790161,303.681625525417,4.743416262,3.15237225054167,3.4925850765,25,9,63
"2015-07-02",50,1.6,24.2443,9.59067,2.6026,3.9705,35.80188982,20.45,248.55,6.5,1,6.5,2.7,20.55,190,5.5,60,11,1.96,10.13,5.3,4.15,0,0.68,-0.893042822,12.1540342298289,1.15384615384615,9.24574209245742,5.95454545454545,0.0263062792425563,4.9981930560857,0.540594038434533,0.14468453583406,1.57837675455338,0.28936907166812,0.0515603073154104,136.463941579172,21.7601041666667,22.19,21.13,0.0280691499357314,0.0245672288112431,0.0265493080186143,25.67998657,22.6391782120833,22.219995115,0.0116064,85.70385548,76.76609219125,78.594349355,515.0380859,181.237084069583,3.605010307,2.53584039104167,3.0881100805,26,10,64
"2015-07-09",50,1.6,23.5478,10.89069,2.6661,5.6185,36.50069038,23.6,405.75,33,3.5,8.5,3.5,25.4,211.5,6.5,38.5,11.5,2.6,15.925,5.8,7.6,0.53,2,-1.144583371,17.1927966101695,4.29411764705882,8.32677165354331,3.91304347826087,0.0392037507609511,8.29159328594115,0.995775269328157,0.254824379946182,1.50934440429662,0.450843133750937,0.101929751978473,91.8011629651016,23.3596875,24.56,22.44,0.0435410982365784,0.0338772849868744,0.0400385523128269,32.26000366,26.4825047808333,26.219995115,0,88.76703106,70.0098613725,71.620472665,913.7449951,321.410082658333,8.244768194,5.24353794508333,4.791970225,27,11,65
"2015-07-20",50,1.6,25.5522,9.82216,4.618,2.7174,35.26599188,22.15,243,7,2,8,3,19.1,192,5,68,8,1.7,12.1,5.68,0,3.89,2.53,-1.133891576,10.9706546275395,1.125,10.0523560209424,9.125,0.0384393815491728,7.38036125744118,0.734192187589201,0.192196907745864,2.61387794534375,0.307515052393383,0.0653469486335938,93.5568660071409,25.028125,25.75,24.38,0.0417775886246358,0.034423119894442,0.0388929629640163,33.05001221,27.5233423870833,27.48002014,0,86.34211762,69.6285476804167,71.49679114,874.4390259,304.909207974583,4.369633985,3.524001052375,3.5089615375,28,12,66
"2015-07-23",50,1.6,26.9755,7.33951,2.4439,2.683,29.07233134,24.3,209,5,2,7.75,2.9,19.9,248.5,5,86.5,9,1.65,9.565,5.755,0.195,2.21,1.405,NA,8.60082304526749,0.903225806451613,12.4874371859296,10.1666666666667,0.0256395265133406,6.37142233856515,0.510226577615479,0.128197632566703,2.21781904340397,0.230755738620066,0.0423052187470121,140.10530975597,22.8771875,23.69,22.13,0.0275594058891763,0.0235955790054456,0.0255518614760858,29.35,24.7908391320833,23.91500244,0.0003072,83.16869681,69.7788230729167,69.970223135,771.867981,244.036704064583,3.173168659,1.914388998375,2.000495771,29,13,67
"2015-07-30",50,1.6,27.5895,7.3106,2.4479,2.5285,29.10674348,18.9,191,4,2,7.25,2.95,21.5375,262,6,107,10.5,1.55,8.89,7.8,0.305,0.645,0.14,-0.883350821,10.1058201058201,0.827586206896552,12.1648287869994,10.7619047619048,0.0246884394005522,6.46837112294468,0.531727263589394,0.148130636403313,2.64166301585909,0.259228613705798,0.038267081070856,145.469102963995,24.1916666666667,25.19,23.5,0.0270527854571265,0.0226370879074609,0.0245672288112431,32.30999146,27.0283370979167,26.58001099,0.0207552,87.12205311,73.8315800716667,74.49965699,762.5939941,266.867040555,5.485143777,3.297034813375,3.200962779,30,14,68
