"Date","Depth","TNinf_interp"
2017-04-23,0.1,201.666666666667
2017-04-23,1,201.666666666667
2017-04-23,1.6,201.666666666667
2017-04-23,2.8,201.666666666667
2017-04-23,3.8,201.666666666667
2017-04-23,5,201.666666666667
2017-04-23,5.2,201.666666666667
2017-04-23,5.5,201.666666666667
2017-04-23,5.8,201.666666666667
2017-04-23,6,201.666666666667
2017-04-23,6.2,201.666666666667
2017-04-23,8,201.666666666667
2017-04-23,9,201.666666666667
2017-04-23,9.3,201.666666666667
2017-04-30,0.1,207.8
2017-04-30,1,207.8
2017-04-30,1.6,207.8
2017-04-30,2.8,207.8
2017-04-30,3.8,207.8
2017-04-30,5,207.8
2017-04-30,5.2,207.8
2017-04-30,5.5,207.8
2017-04-30,5.8,207.8
2017-04-30,6,207.8
2017-04-30,6.2,207.8
2017-04-30,8,207.8
2017-04-30,9,207.8
2017-04-30,9.3,207.8
2017-05-04,0.1,213.933333333333
2017-05-04,1,213.933333333333
2017-05-04,1.6,213.933333333333
2017-05-04,2.8,213.933333333333
2017-05-04,3.8,213.933333333333
2017-05-04,5,213.933333333333
2017-05-04,5.2,213.933333333333
2017-05-04,5.5,213.933333333333
2017-05-04,5.8,213.933333333333
2017-05-04,6,213.933333333333
2017-05-04,6.2,213.933333333333
2017-05-04,8,213.933333333333
2017-05-04,9,213.933333333333
2017-05-04,9.3,213.933333333333
2017-05-07,0.1,220.066666666667
2017-05-07,1,220.066666666667
2017-05-07,1.6,220.066666666667
2017-05-07,2.8,220.066666666667
2017-05-07,3.8,220.066666666667
2017-05-07,5,220.066666666667
2017-05-07,5.2,220.066666666667
2017-05-07,5.5,220.066666666667
2017-05-07,5.8,220.066666666667
2017-05-07,6,220.066666666667
2017-05-07,6.2,220.066666666667
2017-05-07,8,220.066666666667
2017-05-07,9,220.066666666667
2017-05-07,9.3,220.066666666667
2017-05-09,0.1,226.2
2017-05-09,1,226.2
2017-05-09,1.6,226.2
2017-05-09,2.8,226.2
2017-05-09,3.8,226.2
2017-05-09,5,226.2
2017-05-09,5.2,226.2
2017-05-09,5.5,226.2
2017-05-09,5.8,226.2
2017-05-09,6,226.2
2017-05-09,6.2,226.2
2017-05-09,8,226.2
2017-05-09,9,226.2
2017-05-09,9.3,226.2
2017-05-14,0.1,232.333333333333
2017-05-14,1,232.333333333333
2017-05-14,1.6,232.333333333333
2017-05-14,2.8,232.333333333333
2017-05-14,3.8,232.333333333333
2017-05-14,5,232.333333333333
2017-05-14,5.2,232.333333333333
2017-05-14,5.5,232.333333333333
2017-05-14,5.8,232.333333333333
2017-05-14,6,232.333333333333
2017-05-14,6.2,232.333333333333
2017-05-14,8,232.333333333333
2017-05-14,9,232.333333333333
2017-05-14,9.3,232.333333333333
2017-06-28,0.1,238.466666666667
2017-06-28,1,238.466666666667
2017-06-28,1.6,238.466666666667
2017-06-28,2.8,238.466666666667
2017-06-28,3.8,238.466666666667
2017-06-28,5,238.466666666667
2017-06-28,5.2,238.466666666667
2017-06-28,5.5,238.466666666667
2017-06-28,5.8,238.466666666667
2017-06-28,6,238.466666666667
2017-06-28,6.2,238.466666666667
2017-06-28,8,238.466666666667
2017-06-28,9,238.466666666667
2017-06-28,9.3,238.466666666667
2017-07-04,0.1,244.6
2017-07-04,1,244.6
2017-07-04,1.6,244.6
2017-07-04,2.8,244.6
2017-07-04,3.8,244.6
2017-07-04,5,244.6
2017-07-04,5.2,244.6
2017-07-04,5.5,244.6
2017-07-04,5.8,244.6
2017-07-04,6,244.6
2017-07-04,6.2,244.6
2017-07-04,8,244.6
2017-07-04,9,244.6
2017-07-04,9.3,244.6
2017-07-06,0.1,250.733333333333
2017-07-06,1,250.733333333333
2017-07-06,1.6,250.733333333333
2017-07-06,2.8,250.733333333333
2017-07-06,3.8,250.733333333333
2017-07-06,5,250.733333333333
2017-07-06,5.2,250.733333333333
2017-07-06,5.5,250.733333333333
2017-07-06,5.8,250.733333333333
2017-07-06,6,250.733333333333
2017-07-06,6.2,250.733333333333
2017-07-06,8,250.733333333333
2017-07-06,9,250.733333333333
2017-07-06,9.3,250.733333333333
2017-07-09,0.1,256.866666666667
2017-07-09,1,256.866666666667
2017-07-09,1.6,256.866666666667
2017-07-09,2.8,256.866666666667
2017-07-09,3.8,256.866666666667
2017-07-09,5,256.866666666667
2017-07-09,5.2,256.866666666667
2017-07-09,5.5,256.866666666667
2017-07-09,5.8,256.866666666667
2017-07-09,6,256.866666666667
2017-07-09,6.2,256.866666666667
2017-07-09,8,256.866666666667
2017-07-09,9,256.866666666667
2017-07-09,9.3,256.866666666667
2017-07-10,0.1,263
2017-07-10,1,263
2017-07-10,1.6,263
2017-07-10,2.8,263
2017-07-10,3.8,263
2017-07-10,5,263
2017-07-10,5.2,263
2017-07-10,5.5,263
2017-07-10,5.8,263
2017-07-10,6,263
2017-07-10,6.2,263
2017-07-10,8,263
2017-07-10,9,263
2017-07-10,9.3,263
2017-07-11,0.1,262.666666666667
2017-07-11,1,262.666666666667
2017-07-11,1.6,262.666666666667
2017-07-11,2.8,262.666666666667
2017-07-11,3.8,262.666666666667
2017-07-11,5,262.666666666667
2017-07-11,5.2,262.666666666667
2017-07-11,5.5,262.666666666667
2017-07-11,5.8,262.666666666667
2017-07-11,6,262.666666666667
2017-07-11,6.2,262.666666666667
2017-07-11,8,262.666666666667
2017-07-11,9,262.666666666667
2017-07-11,9.3,262.666666666667
2017-07-12,0.1,262.333333333333
2017-07-12,1,262.333333333333
2017-07-12,1.6,262.333333333333
2017-07-12,2.8,262.333333333333
2017-07-12,3.8,262.333333333333
2017-07-12,5,262.333333333333
2017-07-12,5.2,262.333333333333
2017-07-12,5.5,262.333333333333
2017-07-12,5.8,262.333333333333
2017-07-12,6,262.333333333333
2017-07-12,6.2,262.333333333333
2017-07-12,8,262.333333333333
2017-07-12,9,262.333333333333
2017-07-12,9.3,262.333333333333
2017-08-06,0.1,262
2017-08-06,1,262
2017-08-06,1.6,262
2017-08-06,2.8,262
2017-08-06,3.8,262
2017-08-06,5,262
2017-08-06,5.2,262
2017-08-06,5.5,262
2017-08-06,5.8,262
2017-08-06,6,262
2017-08-06,6.2,262
2017-08-06,8,262
2017-08-06,9,262
2017-08-06,9.3,262
2017-08-09,0.1,261.666666666667
2017-08-09,1,261.666666666667
2017-08-09,1.6,261.666666666667
2017-08-09,2.8,261.666666666667
2017-08-09,3.8,261.666666666667
2017-08-09,5,261.666666666667
2017-08-09,5.2,261.666666666667
2017-08-09,5.5,261.666666666667
2017-08-09,5.8,261.666666666667
2017-08-09,6,261.666666666667
2017-08-09,6.2,261.666666666667
2017-08-09,8,261.666666666667
2017-08-09,9,261.666666666667
2017-08-09,9.3,261.666666666667
2017-08-13,0.1,261.333333333333
2017-08-13,1,261.333333333333
2017-08-13,1.6,261.333333333333
2017-08-13,2.8,261.333333333333
2017-08-13,3.8,261.333333333333
2017-08-13,5,261.333333333333
2017-08-13,5.2,261.333333333333
2017-08-13,5.5,261.333333333333
2017-08-13,5.8,261.333333333333
2017-08-13,6,261.333333333333
2017-08-13,6.2,261.333333333333
2017-08-13,8,261.333333333333
2017-08-13,9,261.333333333333
2017-08-13,9.3,261.333333333333
2017-08-16,0.1,261
2017-08-16,1,261
2017-08-16,1.6,261
2017-08-16,2.8,261
2017-08-16,3.8,261
2017-08-16,5,261
2017-08-16,5.2,261
2017-08-16,5.5,261
2017-08-16,5.8,261
2017-08-16,6,261
2017-08-16,6.2,261
2017-08-16,8,261
2017-08-16,9,261
2017-08-16,9.3,261
2017-08-20,0.1,260.666666666667
2017-08-20,1,260.666666666667
2017-08-20,1.6,260.666666666667
2017-08-20,2.8,260.666666666667
2017-08-20,3.8,260.666666666667
2017-08-20,5,260.666666666667
2017-08-20,5.2,260.666666666667
2017-08-20,5.5,260.666666666667
2017-08-20,5.8,260.666666666667
2017-08-20,6,260.666666666667
2017-08-20,6.2,260.666666666667
2017-08-20,8,260.666666666667
2017-08-20,9,260.666666666667
2017-08-20,9.3,260.666666666667
2017-08-27,0.1,260.333333333333
2017-08-27,1,260.333333333333
2017-08-27,1.6,260.333333333333
2017-08-27,2.8,260.333333333333
2017-08-27,3.8,260.333333333333
2017-08-27,5,260.333333333333
2017-08-27,5.2,260.333333333333
2017-08-27,5.5,260.333333333333
2017-08-27,5.8,260.333333333333
2017-08-27,6,260.333333333333
2017-08-27,6.2,260.333333333333
2017-08-27,8,260.333333333333
2017-08-27,9,260.333333333333
2017-08-27,9.3,260.333333333333
2017-09-03,0.1,260
2017-09-03,1,260
2017-09-03,1.6,260
2017-09-03,2.8,260
2017-09-03,3.8,260
2017-09-03,5,260
2017-09-03,5.2,260
2017-09-03,5.5,260
2017-09-03,5.8,260
2017-09-03,6,260
2017-09-03,6.2,260
2017-09-03,8,260
2017-09-03,9,260
2017-09-03,9.3,260
2017-09-10,0.1,259.666666666667
2017-09-10,1,259.666666666667
2017-09-10,1.6,259.666666666667
2017-09-10,2.8,259.666666666667
2017-09-10,3.8,259.666666666667
2017-09-10,5,259.666666666667
2017-09-10,5.2,259.666666666667
2017-09-10,5.5,259.666666666667
2017-09-10,5.8,259.666666666667
2017-09-10,6,259.666666666667
2017-09-10,6.2,259.666666666667
2017-09-10,8,259.666666666667
2017-09-10,9,259.666666666667
2017-09-10,9.3,259.666666666667
2017-09-17,0.1,259.333333333333
2017-09-17,1,259.333333333333
2017-09-17,1.6,259.333333333333
2017-09-17,2.8,259.333333333333
2017-09-17,3.8,259.333333333333
2017-09-17,5,259.333333333333
2017-09-17,5.2,259.333333333333
2017-09-17,5.5,259.333333333333
2017-09-17,5.8,259.333333333333
2017-09-17,6,259.333333333333
2017-09-17,6.2,259.333333333333
2017-09-17,8,259.333333333333
2017-09-17,9,259.333333333333
2017-09-17,9.3,259.333333333333
2017-09-18,0.1,259
2017-09-18,1,259
2017-09-18,1.6,259
2017-09-18,2.8,259
2017-09-18,3.8,259
2017-09-18,5,259
2017-09-18,5.2,259
2017-09-18,5.5,259
2017-09-18,5.8,259
2017-09-18,6,259
2017-09-18,6.2,259
2017-09-18,8,259
2017-09-18,9,259
2017-09-18,9.3,259
2017-09-24,0.1,230.25
2017-09-24,1,230.25
2017-09-24,1.6,230.25
2017-09-24,2.8,230.25
2017-09-24,3.8,230.25
2017-09-24,5,230.25
2017-09-24,5.2,230.25
2017-09-24,5.5,230.25
2017-09-24,5.8,230.25
2017-09-24,6,230.25
2017-09-24,6.2,230.25
2017-09-24,8,230.25
2017-09-24,9,230.25
2017-09-24,9.3,230.25
2017-10-08,0.1,201.5
2017-10-08,1,201.5
2017-10-08,1.6,201.5
2017-10-08,2.8,201.5
2017-10-08,3.8,201.5
2017-10-08,5,201.5
2017-10-08,5.2,201.5
2017-10-08,5.5,201.5
2017-10-08,5.8,201.5
2017-10-08,6,201.5
2017-10-08,6.2,201.5
2017-10-08,8,201.5
2017-10-08,9,201.5
2017-10-08,9.3,201.5
2017-10-15,0.1,172.75
2017-10-15,1,172.75
2017-10-15,1.6,172.75
2017-10-15,2.8,172.75
2017-10-15,3.8,172.75
2017-10-15,5,172.75
2017-10-15,5.2,172.75
2017-10-15,5.5,172.75
2017-10-15,5.8,172.75
2017-10-15,6,172.75
2017-10-15,6.2,172.75
2017-10-15,8,172.75
2017-10-15,9,172.75
2017-10-15,9.3,172.75
2017-10-16,0.1,144
2017-10-16,1,144
2017-10-16,1.6,144
2017-10-16,2.8,144
2017-10-16,3.8,144
2017-10-16,5,144
2017-10-16,5.2,144
2017-10-16,5.5,144
2017-10-16,5.8,144
2017-10-16,6,144
2017-10-16,6.2,144
2017-10-16,8,144
2017-10-16,9,144
2017-10-16,9.3,144
