"Date","Site","Depth","total_chl_interp","greens_interp","cyanos_interp","diatoms_interp","cryptos_interp"
2016-06-27,50,5,19.44,6.62,1.66,5.15,6.02
2016-06-27,50,5.2,17.08,4.04,1.71,4.43,6.9
2016-06-27,50,5.5,17.87,6.37,1.24,3.88,6.37
2016-06-27,50,5.8,13.7,0.89,1.65,3.96,7.2
2016-06-27,50,6,8.48,0,1.9,1.67,4.91
2016-06-27,50,6.2,11.33,0,1.91,2.61,6.81
2016-06-27,50,8,5.98,1.27,1.67,0.67,2.36
2016-06-27,50,9,5.9,1.27,1.64,0.63,2.37
2016-06-27,50,9.3,5.56,1.34,1.53,0.39,2.29
2016-06-28,50,0.1,3.54,1.42,0.29,1.84,0
2016-06-28,50,0.8,8.64,4.31,0.2,2.7,1.43
2016-06-28,50,1.6,11.17,7.77,0,1.7,1.7
2016-06-28,50,2.8,9.59,4.5,0.42,2.74,1.93
2016-06-28,50,3.8,12.18,5.63,0.52,3.6,2.43
2016-06-28,50,5,13.17,5.1,0.85,3.57,3.65
2016-06-28,50,5.2,13.67,5.03,0.89,3.69,4.05
2016-06-28,50,5.5,14.83,4.54,1.28,4.21,4.8
2016-06-28,50,5.8,14.41,4.28,1.32,3.93,4.88
2016-06-28,50,6,10.71,3.19,1.23,2.54,3.76
2016-06-28,50,6.2,13.57,3.49,1.65,3.56,4.87
2016-06-28,50,8,6.67,1.57,1.77,0.89,2.43
2016-06-28,50,9,6.6,1.5,1.65,0.63,2.81
2016-06-28,50,9.3,5.36,0.95,1.51,0.9,1.99
2016-06-30,50,0.1,6.66,3.99,0,1.86,0.82
2016-06-30,50,0.8,7.29,3.89,0,2.61,0.8
2016-06-30,50,1.6,7.61,4.42,0,2.53,0.66
2016-06-30,50,2.8,9.75,4.69,0,2.91,2.15
2016-06-30,50,3.8,11.13,5.09,0.53,3.02,2.48
2016-06-30,50,5,11.72,3.43,1.43,3.23,3.63
2016-06-30,50,5.2,10.92,2.68,1.31,2.78,4.16
2016-06-30,50,5.5,10.96,2.7,1.44,2.77,4.04
2016-06-30,50,5.8,10.28,2.48,1.45,2.41,3.93
2016-06-30,50,6,9.86,2.48,1.43,2.11,3.84
2016-06-30,50,6.2,8.13,2.1,1.25,1.51,3.28
2016-06-30,50,8,5.19,1.15,1.25,0.68,2.1
2016-06-30,50,9,5.28,1.23,1.29,0.7,2.07
2016-06-30,50,9.3,5.22,1.33,1.26,0.58,2.05
2016-07-05,50,0.1,12.62,5.67,0.22,5.55,1.18
2016-07-05,50,0.8,12.89,5.69,0,5.57,1.62
2016-07-05,50,1.6,11.84,5.43,0,4.87,1.54
2016-07-05,50,2.8,13.09,5.91,0,4.72,2.46
2016-07-05,50,3.8,12.89,3.99,0.31,5.29,3.3
2016-07-05,50,5,9.72,1.58,1.24,3.26,3.64
2016-07-05,50,5.2,9.21,1.06,1.33,3.31,3.5
2016-07-05,50,5.5,8.03,1.27,1.35,2.44,2.97
2016-07-05,50,5.8,7.3,1.46,1.36,2.09,2.39
2016-07-05,50,6,6.12,1.24,1.25,1.51,2.12
2016-07-05,50,6.2,4.49,0.93,0.88,0.79,1.89
2016-07-05,50,8,3.3,1.1,0.66,0.53,1.02
2016-07-05,50,9,3.33,1.15,0.7,0.45,1.03
2016-07-05,50,9.3,3.35,1.16,0.7,0.53,0.96
2016-07-07,50,0.1,8.2,3.49,0,4.71,0
2016-07-07,50,0.8,8.89,5,0,3.88,0
2016-07-07,50,1.6,8.59,4.48,0,4.1,0
2016-07-07,50,2.8,14.03,6.17,0,7.67,0.19
2016-07-07,50,3.8,13.62,3.7,0,7.31,2.61
2016-07-07,50,5,10.67,2,1.13,4.3,3.24
2016-07-07,50,5.2,10.87,2.29,1.25,3.96,3.37
2016-07-07,50,5.5,10.54,2.28,1.57,3.53,3.17
2016-07-07,50,5.8,9.06,2.08,1.34,2.54,3.1
2016-07-07,50,6,7.66,1.64,1.26,2.22,2.54
2016-07-07,50,6.2,6.61,1.35,1.03,1.72,2.51
2016-07-07,50,8,4.17,1.17,0.67,1.09,1.24
2016-07-07,50,9,4.13,1.08,0.63,1.14,1.28
2016-07-07,50,9.3,4.33,1.23,0.63,1.02,1.45
2016-07-11,50,0.1,7.03,3.52,0.295,2.95,0.27
2016-07-11,50,0.8,7.685,4.395,0.185,2.35,0.755
2016-07-11,50,1.6,7.6,3.82,0.095,2.76,0.92
2016-07-11,50,2.8,14.13,6.46,0.115,6.735,0.815
2016-07-11,50,3.8,15.445,5.57,0.04,7.235,2.6
2016-07-11,50,5,12.645,2.5,0.95,5.83,3.36
2016-07-11,50,5.2,12.675,2.08,1.275,5.4,3.92
2016-07-11,50,5.5,13.035,2.19,1.765,4.52,4.565
2016-07-11,50,5.8,12.53,1.875,1.88,3.5,5.275
2016-07-11,50,6,11.35,1.985,1.835,3.5,4.025
2016-07-11,50,6.2,8.53,1.32,1.575,2.425,3.215
2016-07-11,50,8,4.455,1.365,0.72,0.965,1.4
2016-07-11,50,9,4.395,1.28,0.685,0.995,1.43
2016-07-11,50,9.3,4.635,1.45,0.71,0.95,1.525
2016-07-14,50,0.1,5.86,3.55,0.59,1.19,0.54
2016-07-14,50,0.8,6.48,3.79,0.37,0.82,1.51
2016-07-14,50,1.6,6.61,3.16,0.19,1.42,1.84
2016-07-14,50,2.8,14.23,6.75,0.23,5.8,1.44
2016-07-14,50,3.8,17.27,7.44,0.08,7.16,2.59
2016-07-14,50,5,14.62,3,0.77,7.36,3.48
2016-07-14,50,5.2,14.48,1.87,1.3,6.84,4.47
2016-07-14,50,5.5,15.53,2.1,1.96,5.51,5.96
2016-07-14,50,5.8,16,1.67,2.42,4.46,7.45
2016-07-14,50,6,15.04,2.33,2.41,4.78,5.51
2016-07-14,50,6.2,10.45,1.29,2.12,3.13,3.92
2016-07-14,50,8,4.74,1.56,0.77,0.84,1.56
2016-07-14,50,9,4.66,1.48,0.74,0.85,1.58
2016-07-14,50,9.3,4.94,1.67,0.79,0.88,1.6
2016-07-18,50,0.1,4.97,2.67,0.49,1.13,0.67
2016-07-18,50,0.8,5.7,4.3,0.16,0,1.24
2016-07-18,50,1.6,6.02,4.2,0.15,0.37,1.3
2016-07-18,50,2.8,12.29,7.03,0.08,3.94,1.23
2016-07-18,50,3.8,19.22,9.68,0,7.15,2.39
2016-07-18,50,5,13.26,1.07,0.76,6.62,4.81
2016-07-18,50,5.2,12.95,1.57,0.95,5.52,4.91
2016-07-18,50,5.5,19.41,2.12,2.33,4.22,10.74
2016-07-18,50,5.8,15.81,2.86,2.86,4.07,6.02
2016-07-18,50,6,16.83,3.08,2.84,4.94,5.97
2016-07-18,50,6.2,16.66,2.1,3.05,5.75,5.76
2016-07-18,50,8,7.86,1.74,1.29,1.36,3.48
2016-07-18,50,9,8.27,2.03,1.23,1.34,3.68
2016-07-18,50,9.3,8.44,1.86,1.35,1.37,3.86
2016-07-21,50,0.1,5.26,3.52,0.24,0.81,0.7
2016-07-21,50,0.8,5.65,3.6,0.04,0.71,1.31
2016-07-21,50,1.6,6.05,3.09,0.29,1.99,0.68
2016-07-21,50,2.8,10.6,5.81,0.47,3.61,0.71
2016-07-21,50,3.8,15.63,6.65,0.62,6.17,2.19
2016-07-21,50,5,10.77,0,0.92,4.6,5.25
2016-07-21,50,5.2,11.42,0,1.1,4.83,5.49
2016-07-21,50,5.5,13.7,2.07,2.13,3.17,6.33
2016-07-21,50,5.8,16.87,3.65,3.39,2.61,7.22
2016-07-21,50,6,15.91,3.28,3.51,2.37,6.74
2016-07-21,50,6.2,16.05,2.9,3.55,2.9,6.7
2016-07-21,50,8,9.64,1.52,1.7,1.64,4.77
2016-07-21,50,9,10.96,2.1,1.9,1.23,5.74
2016-07-21,50,9.3,10.62,1.82,1.85,1.4,5.55
2016-07-24,50,0.1,3.11,1.95,0.41,0.18,0.57
2016-07-24,50,0.8,4.44,2.11,0,0.89,1.44
2016-07-24,50,1.6,5.6,3.48,0.03,1.12,0.97
2016-07-24,50,2.8,8.7,4.6,0.67,1.56,1.87
2016-07-24,50,3.8,14.07,6.51,0,3.58,3.98
2016-07-24,50,5,12.14,1.71,1.08,2.41,6.94
2016-07-24,50,5.2,11.49,2.93,2.09,2.03,4.44
2016-07-24,50,5.5,14.97,1.94,2.25,1.14,9.64
2016-07-24,50,5.8,19.44,1.24,2.93,2.03,13.24
2016-07-24,50,6,19.17,2.74,4.51,2.65,9.27
2016-07-24,50,6.2,16.09,1.78,2.83,2.69,8.8
2016-07-24,50,8,20.75,1.37,2.85,1.7,14.82
2016-07-24,50,9,11.86,1.7,1.64,0.21,8.3
2016-07-24,50,9.3,20.78,1.14,3.05,2.06,14.53
2016-07-25,50,0.1,0.65,0,0.65,0,0
2016-07-25,50,0.1,0.65,0,0.65,0,0
2016-07-25,50,0.8,6.27,4.57,0.28,0.64,0.78
2016-07-25,50,1.6,4.61,2.44,0.47,0.97,0.73
2016-07-25,50,2.8,6.35,3.23,0.96,0.98,1.18
2016-07-25,50,3.8,13.51,5.64,0.78,3.77,3.32
2016-07-25,50,5,10.74,1.61,1.01,4.11,4.01
2016-07-25,50,5.2,12.52,2.54,1.35,4.5,4.13
2016-07-25,50,5.5,11.9,2.3,2.19,2.5,4.91
2016-07-25,50,5.8,15.78,4.23,3.66,2.64,5.25
2016-07-25,50,6,17.2,4.19,4.37,2.06,6.58
2016-07-25,50,6.2,28.57,0.46,5.32,2.63,20.16
2016-07-25,50,8,22.43,1.41,3.38,2.89,14.76
2016-07-25,50,8,22.43,1.41,3.38,2.89,14.76
2016-07-25,50,9,14.89,1.64,2.33,1.28,9.64
2016-07-25,50,9.3,15.32,1.55,2.44,1.26,10.08
2016-07-26,50,0.1,3.76,2.45,0.76,0,0.55
2016-07-26,50,0.8,5.2,3.32,0,0.68,1.2
2016-07-26,50,1.6,6.27,4.18,0.32,1.39,0.38
2016-07-26,50,2.8,10.38,4.58,1.68,2.3,1.82
2016-07-26,50,3.8,13.46,4.92,1.24,3.76,3.54
2016-07-26,50,5,8.09,0,1.13,2.09,4.87
2016-07-26,50,5.2,9.19,0,1.28,2.42,5.49
2016-07-26,50,5.5,8.49,0,1.33,2.85,4.31
2016-07-26,50,5.8,12.65,0.7,2.32,3.61,6.02
2016-07-26,50,6,12.21,0.41,2.28,3.83,5.69
2016-07-26,50,6.2,24.68,0.83,4.11,3.27,16.46
2016-07-26,50,8,15.33,1.43,2.62,1.44,9.84
2016-07-26,50,9,15.92,1.42,2.65,1.44,10.4
2016-07-26,50,9.3,15.05,1.41,2.57,1.38,9.69
2016-07-28,50,0.1,7.14,3.86,0.42,1.06,1.79
2016-07-28,50,0.8,8.32,4.09,0.38,1.98,1.87
2016-07-28,50,1.6,8.71,4.29,0.02,1.89,2.51
2016-07-28,50,2.8,9.93,4.15,0.9,2.48,2.41
2016-07-28,50,3.8,9.36,2.07,1.1,2.25,3.95
2016-07-28,50,5,8.55,1.06,1.11,2.1,4.28
2016-07-28,50,5.2,8.21,1.07,1.1,1.92,4.11
2016-07-28,50,5.5,8.31,1.08,1.25,2.09,3.89
2016-07-28,50,5.8,8.2,1.1,1.35,2.12,3.63
2016-07-28,50,6,7.24,0.94,1.14,1.95,3.21
2016-07-28,50,6.2,6.08,0.5,0.94,1.97,2.67
2016-07-28,50,8,14.48,1.42,2.68,1.29,9.09
2016-07-28,50,9,14.26,1.4,2.75,1.43,8.68
2016-07-28,50,9.3,14.34,1.41,2.86,1.47,8.6
2016-08-01,50,0.1,6.23,4.09,0.89,0,1.25
2016-08-01,50,0.8,6.97,4.49,0.92,0.47,1.1
2016-08-01,50,1.6,7.05,4.14,0.94,0.53,1.44
2016-08-01,50,2.8,7.55,3.63,0.76,0.77,2.4
2016-08-01,50,3.8,5.95,2.46,0.46,0.97,2.07
2016-08-01,50,5,4.2,1.73,0.51,0.63,1.33
2016-08-01,50,5.2,3.87,1.68,0.44,0.59,1.16
2016-08-01,50,5.5,4.01,1.85,0.45,0.64,1.07
2016-08-01,50,5.8,4.45,2.02,0.55,0.77,1.11
2016-08-01,50,6,7.11,2.36,0.76,1.09,2.91
2016-08-01,50,6.2,20.94,2.67,1.85,2.48,13.94
2016-08-01,50,8,7.33,2.57,1.49,0.42,2.85
2016-08-01,50,9,7.48,2.54,1.56,0.37,3.01
2016-08-01,50,9.3,6.86,2.14,1.42,0.4,2.89
2016-08-08,50,0.1,8.96,6.65,0.08,0.83,1.4
2016-08-08,50,0.8,8.11,4.75,0.43,2.25,0.69
2016-08-08,50,1.6,8.47,6.01,0.45,1.62,0.39
2016-08-08,50,2.8,8.32,5.78,0.43,1.42,0.7
2016-08-08,50,3.8,8,4.2,0.95,1.89,0.96
2016-08-08,50,5,54.65,8.06,5.09,6.18,35.32
2016-08-08,50,5.2,43.89,7.53,4.28,5.4,26.68
2016-08-08,50,5.5,36.93,7.05,3.69,4.64,21.55
2016-08-08,50,5.8,24.6,8.12,2.68,2.06,11.73
2016-08-08,50,6,13.74,5.71,0.61,0.92,6.49
2016-08-08,50,6.2,11.36,5.25,1.15,1.2,3.76
2016-08-08,50,8,2.67,0.77,0.61,0.28,1.01
2016-08-08,50,9,2.65,0.83,0.65,0.35,0.82
2016-08-08,50,9.3,2.46,0.7,0.58,0.21,0.96
2016-08-11,50,0.1,4.95,2.04,0.4,2.51,0
2016-08-11,50,0.8,6.69,5.45,0,0,1.25
2016-08-11,50,1.6,7.04,4.5,0.2,1.45,0.89
2016-08-11,50,2.8,14.43,9.6,0.61,2.86,1.35
2016-08-11,50,3.8,8.69,4.39,0.52,2.46,1.32
2016-08-11,50,5,26.23,6.01,2.77,2.31,15.13
2016-08-11,50,5.2,31.62,2.86,1.48,2.89,24.39
2016-08-11,50,5.5,28.14,3.1,2.28,3.35,19.42
2016-08-11,50,5.8,9.97,3.13,1.46,1.41,3.96
2016-08-11,50,6,8.25,3.1,0.92,0.6,3.62
2016-08-11,50,6.2,7.52,2.99,1.03,0.85,2.64
2016-08-11,50,8,3.49,1.09,0.59,0.48,1.32
2016-08-11,50,9,3.59,1.13,0.67,0.46,1.33
2016-08-11,50,9.3,3.53,1.13,0.71,0.45,1.25
2016-08-15,50,0.1,4.54,2.37,0.32,1.85,0
2016-08-15,50,0.8,5.77,4.73,0.32,0.72,0
2016-08-15,50,1.6,6.67,6.01,0.1,0.26,0.3
2016-08-15,50,2.8,11.27,8.56,0.45,1.51,0.75
2016-08-15,50,3.8,17.61,11.6,0.31,4.19,1.5
2016-08-15,50,5,54.95,11.1,5.38,5.83,32.64
2016-08-15,50,5.2,41.44,10.26,4.22,4.78,22.18
2016-08-15,50,5.5,22.56,7.97,2.5,2.18,9.92
2016-08-15,50,5.8,14.06,5.33,1.51,1.36,5.86
2016-08-15,50,6,12.68,4.91,1.59,1.41,4.78
2016-08-15,50,6.2,8.65,3.97,1.09,0.8,2.79
2016-08-15,50,8,2.87,0.91,0.42,0.23,1.31
2016-08-15,50,9,3.48,1.12,0.61,0.49,1.26
2016-08-15,50,9.3,3.13,1.1,0.47,0.22,1.34
2016-08-18,50,0.1,9.81,8.3,0.2,0.95,0.36
2016-08-18,50,0.8,9.58,6.44,0,3.14,0
2016-08-18,50,1.6,9.6,6.14,0.1,3.22,0.14
2016-08-18,50,2.8,10.21,8.22,0,1.68,0.3
2016-08-18,50,3.8,20.97,14.12,0,4.93,1.93
2016-08-18,50,5,50.98,7.82,4.94,8.01,30.22
2016-08-18,50,5.2,20.49,3.39,2.38,3.55,11.17
2016-08-18,50,5.5,12.09,3.27,1.31,1.72,5.79
2016-08-18,50,5.8,7.24,3.02,1.12,0.83,2.27
2016-08-18,50,6,5.47,2.38,0.98,0.94,1.17
2016-08-18,50,6.2,3.52,1.51,0.65,0.65,0.71
2016-08-18,50,8,1.38,0.46,0.31,0.37,0.23
2016-08-18,50,9,1.59,0.55,0.43,0.45,0.16
2016-08-18,50,9.3,1.34,0.44,0.33,0.36,0.2
2016-08-23,50,0.1,13.76,8.84,0.1,4.02,0.8
2016-08-23,50,0.8,15.3,9.56,0,5.21,0.52
2016-08-23,50,1.6,16.01,9.9,0,5.23,0.88
2016-08-23,50,2.8,19.22,11.74,0.13,5.78,1.57
2016-08-23,50,3.8,28.67,16.07,0.06,9.99,2.56
2016-08-23,50,5,23.17,6.63,2.33,3.32,10.89
2016-08-23,50,5.2,16.56,6.78,1.61,1.96,6.21
2016-08-23,50,5.5,12.55,6.49,1.18,1.24,3.63
2016-08-23,50,5.8,7.05,3.89,0.88,0.85,1.43
2016-08-23,50,6,5.6,3.18,0.75,0.65,1.02
2016-08-23,50,6.2,5.19,3.03,0.66,0.53,0.96
2016-08-23,50,8,1.6,0.64,0.36,0.31,0.3
2016-08-23,50,9,1.64,0.67,0.31,0.3,0.36
2016-08-23,50,9.3,1.84,0.77,0.33,0.3,0.43
2016-08-26,50,0.1,1.98,0.59,0.24,0,1.15
2016-08-26,50,0.8,10.54,7.54,0,1.84,1.16
2016-08-26,50,1.6,11.93,9.69,0,0.95,1.29
2016-08-26,50,2.8,21.4,13.09,0.39,6.14,1.78
2016-08-26,50,3.8,24.47,13.43,0.8,7.77,2.47
2016-08-26,50,5,15.94,8.55,1.68,2.48,3.23
2016-08-26,50,5.2,13.84,8.67,1.22,1.77,2.18
2016-08-26,50,5.5,11.95,7.78,1.02,1.43,1.72
2016-08-26,50,5.8,10.68,7.35,0.93,1.28,1.12
2016-08-26,50,6,9.13,6.59,0.71,0.85,0.99
2016-08-26,50,6.2,7.83,5.49,0.73,0.97,0.64
2016-08-26,50,8,1.57,0.8,0.29,0.2,0.28
2016-08-26,50,9,1.54,0.84,0.34,0.22,0.15
2016-08-26,50,9.3,1.57,0.77,0.37,0.32,0.1
2016-09-02,50,0.1,18.23,9.46,2.85,4.26,1.66
2016-09-02,50,0.8,19.74,10.57,2.87,4.63,1.68
2016-09-02,50,1.6,19.76,9.6,3.33,5.78,1.05
2016-09-02,50,2.8,19.7,10.42,2.65,5.01,1.61
2016-09-02,50,3.8,21.94,10.77,3.99,4.43,2.75
2016-09-02,50,5,16.95,10.02,2.26,2.08,2.58
2016-09-02,50,5.2,15.29,10.07,1.45,1.77,2
2016-09-02,50,5.5,14.36,10.14,1.2,2.03,0.98
2016-09-02,50,5.8,12.07,9.07,0.86,1.38,0.77
2016-09-02,50,6,10.81,8.19,0.82,1.19,0.62
2016-09-02,50,6.2,8.31,6.07,0.7,1.02,0.52
2016-09-02,50,8,2.06,1.15,0.46,0.46,0
2016-09-02,50,9,1.94,1.08,0.39,0.41,0.06
2016-09-02,50,9.3,2.06,1.21,0.39,0.41,0.05
2016-09-06,50,0.1,12.895,6.89,1.51,3.095,1.405
2016-09-06,50,0.8,14.28,7.8,1.645,3.995,0.84
2016-09-06,50,1.6,15.015,7.86,2,4.465,0.69
2016-09-06,50,2.8,17.545,9.085,1.89,5.715,0.85
2016-09-06,50,3.8,34.145,16.055,4.51,10.565,3.015
2016-09-06,50,5,18.405,9.74,2.81,1.425,4.425
2016-09-06,50,5.2,17.025,10.555,1.875,1.665,2.935
2016-09-06,50,5.5,15.825,10.83,1.475,2,1.51
2016-09-06,50,5.8,12.905,9.295,1.05,1.44,1.12
2016-09-06,50,6,10.075,7.17,0.91,1.175,0.825
2016-09-06,50,6.2,8.865,6.21,0.735,0.925,0.99
2016-09-06,50,8,2.305,1.205,0.54,0.405,0.16
2016-09-06,50,9,2.26,1.2,0.51,0.36,0.19
2016-09-06,50,9.3,2.35,1.28,0.525,0.385,0.155
2016-09-09,50,0.1,7.56,4.32,0.17,1.93,1.15
2016-09-09,50,0.8,8.82,5.03,0.42,3.36,0
2016-09-09,50,1.6,10.27,6.12,0.67,3.15,0.33
2016-09-09,50,2.8,15.39,7.75,1.13,6.42,0.09
2016-09-09,50,3.8,46.35,21.34,5.03,16.7,3.28
2016-09-09,50,5,19.86,9.46,3.36,0.77,6.27
2016-09-09,50,5.2,18.76,11.04,2.3,1.56,3.87
2016-09-09,50,5.5,17.29,11.52,1.75,1.97,2.04
2016-09-09,50,5.8,13.74,9.52,1.24,1.5,1.47
2016-09-09,50,6,9.34,6.15,1,1.16,1.03
2016-09-09,50,6.2,9.42,6.35,0.77,0.83,1.46
2016-09-09,50,8,2.55,1.26,0.62,0.35,0.32
2016-09-09,50,9,2.58,1.32,0.63,0.31,0.32
2016-09-09,50,9.3,2.64,1.35,0.66,0.36,0.26
2016-09-16,50,0.1,9.3,4.504,1.356,1.868,1.58
2016-09-16,50,0.8,10.486,5.226,1.508,2.926,0.82
2016-09-16,50,1.6,11.886,6.256,1.58,2.548,1.502
2016-09-16,50,2.8,14.656,6.904,1.912,5.25,0.592
2016-09-16,50,3.8,38.14,17.402,4.518,13.384,2.836
2016-09-16,50,5,17.224,7.934,3.378,0.616,5.298
2016-09-16,50,5.2,16.416,9.232,2.546,1.248,3.398
2016-09-16,50,5.5,15.324,9.634,2.164,1.576,1.94
2016-09-16,50,5.8,12.524,8.142,1.69,1.2,1.484
2016-09-16,50,6,9.458,5.894,1.368,1.05,1.144
2016-09-16,50,6.2,9.246,5.984,1.008,0.82,1.426
2016-09-16,50,8,2.926,1.296,0.966,0.28,0.384
2016-09-16,50,9,2.9,1.336,0.916,0.248,0.4
2016-09-16,50,9.3,2.942,1.338,0.96,0.288,0.348
2016-09-17,50,0.1,11.04,4.688,2.542,1.806,2.01
2016-09-17,50,0.8,12.152,5.422,2.596,2.492,1.64
2016-09-17,50,1.6,13.502,6.392,2.49,1.946,2.674
2016-09-17,50,2.8,13.922,6.058,2.694,4.08,1.094
2016-09-17,50,3.8,29.93,13.464,4.006,10.068,2.392
2016-09-17,50,5,14.588,6.408,3.396,0.462,4.326
2016-09-17,50,5.2,14.072,7.424,2.792,0.936,2.926
2016-09-17,50,5.5,13.358,7.748,2.578,1.182,1.84
2016-09-17,50,5.8,11.308,6.764,2.14,0.9,1.498
2016-09-17,50,6,9.576,5.638,1.736,0.94,1.258
2016-09-17,50,6.2,9.072,5.618,1.246,0.81,1.392
2016-09-17,50,8,3.302,1.332,1.312,0.21,0.448
2016-09-17,50,9,3.22,1.352,1.202,0.186,0.48
2016-09-17,50,9.3,3.244,1.326,1.26,0.216,0.436
2016-09-22,50,0.1,12.78,4.872,3.728,1.744,2.44
2016-09-22,50,0.8,13.818,5.618,3.684,2.058,2.46
2016-09-22,50,1.6,15.118,6.528,3.4,1.344,3.846
2016-09-22,50,2.8,13.188,5.212,3.476,2.91,1.596
2016-09-22,50,3.8,21.72,9.526,3.494,6.752,1.948
2016-09-22,50,5,11.952,4.882,3.414,0.308,3.354
2016-09-22,50,5.2,11.728,5.616,3.038,0.624,2.454
2016-09-22,50,5.5,11.392,5.862,2.992,0.788,1.74
2016-09-22,50,5.8,10.092,5.386,2.59,0.6,1.512
2016-09-22,50,6,9.694,5.382,2.104,0.83,1.372
2016-09-22,50,6.2,8.898,5.252,1.484,0.8,1.358
2016-09-22,50,8,3.678,1.368,1.658,0.14,0.512
2016-09-22,50,9,3.54,1.368,1.488,0.124,0.56
2016-09-22,50,9.3,3.546,1.314,1.56,0.144,0.524
2016-09-27,50,0.1,14.52,5.056,4.914,1.682,2.87
2016-09-27,50,0.8,15.484,5.814,4.772,1.624,3.28
2016-09-27,50,1.6,16.734,6.664,4.31,0.742,5.018
2016-09-27,50,2.8,12.454,4.366,4.258,1.74,2.098
2016-09-27,50,3.8,13.51,5.588,2.982,3.436,1.504
2016-09-27,50,5,9.316,3.356,3.432,0.154,2.382
2016-09-27,50,5.2,9.384,3.808,3.284,0.312,1.982
2016-09-27,50,5.5,9.426,3.976,3.406,0.394,1.64
2016-09-27,50,5.8,8.876,4.008,3.04,0.3,1.526
2016-09-27,50,6,9.812,5.126,2.472,0.72,1.486
2016-09-27,50,6.2,8.724,4.886,1.722,0.79,1.324
2016-09-27,50,8,4.054,1.404,2.004,0.07,0.576
2016-09-27,50,9,3.86,1.384,1.774,0.062,0.64
2016-09-27,50,9.3,3.848,1.302,1.86,0.072,0.612
2016-09-30,50,0.1,16.26,5.24,6.1,1.62,3.3
2016-09-30,50,0.8,17.15,6.01,5.86,1.19,4.1
2016-09-30,50,1.6,18.35,6.8,5.22,0.14,6.19
2016-09-30,50,2.8,11.72,3.52,5.04,0.57,2.6
2016-09-30,50,3.8,5.3,1.65,2.47,0.12,1.06
2016-09-30,50,5,6.68,1.83,3.45,0,1.41
2016-09-30,50,5.2,7.04,2,3.53,0,1.51
2016-09-30,50,5.5,7.46,2.09,3.82,0,1.54
2016-09-30,50,5.8,7.66,2.63,3.49,0,1.54
2016-09-30,50,6,9.93,4.87,2.84,0.61,1.6
2016-09-30,50,6.2,8.55,4.52,1.96,0.78,1.29
2016-09-30,50,8,4.43,1.44,2.35,0,0.64
2016-09-30,50,9,4.18,1.4,2.06,0,0.72
2016-09-30,50,9.3,4.15,1.29,2.16,0,0.7
2016-10-05,50,0.1,13.86,5.76,3.69,0.87,3.54
2016-10-05,50,0.8,14.97,5.92,3.94,2.26,2.85
2016-10-05,50,1.6,15.64,6.37,3.72,2.43,3.13
2016-10-05,50,2.8,12.11,3.97,4.73,0,3.41
2016-10-05,50,3.8,7.84,1.96,3.98,0,1.89
2016-10-05,50,5,6.01,1.67,3.03,0.02,1.29
2016-10-05,50,5.2,4.92,1.48,2.28,0,1.16
2016-10-05,50,5.5,3.85,1.22,1.67,0.14,0.83
2016-10-05,50,5.8,3.59,1.22,1.55,0.21,0.61
2016-10-05,50,6,3.53,1.16,1.53,0.3,0.53
2016-10-05,50,6.2,3.54,1.17,1.54,0.31,0.52
2016-10-05,50,8,4.87,2.46,1.55,0.12,0.75
2016-10-05,50,9,3.15,0.83,1.78,0,0.53
2016-10-05,50,9.3,3.45,0.93,2.05,0,0.47
2016-10-06,50,0.1,9.53,2.65,3.78,1.02,2.08
2016-10-06,50,0.8,12.8,3.38,4.32,1.74,3.36
2016-10-06,50,1.6,12.98,4.48,4.28,1.36,2.85
2016-10-06,50,2.8,11.76,3.85,4.52,1.04,2.34
2016-10-06,50,3.8,12.04,3.86,4.9,1.08,2.2
2016-10-06,50,5,9.21,2.9,4.31,0,2
2016-10-06,50,5.2,9.5,2.99,4.47,0,2.03
2016-10-06,50,5.5,8.88,2.9,4.09,0.09,1.8
2016-10-06,50,5.8,6.18,1.94,2.64,0,1.6
2016-10-06,50,6,4.41,1.43,1.76,0.29,0.92
2016-10-06,50,6.2,4.35,1.46,1.82,0.3,0.76
2016-10-06,50,8,5.84,2.97,1.73,0.26,0.87
2016-10-06,50,9,5.43,2.54,1.84,0.1,0.94
2016-10-06,50,9.3,5.01,2.2,1.86,0,0.95
2016-10-07,50,0.1,4.89,1.77,1.79,0,1.33
2016-10-07,50,0.8,15.65,5.59,5.2,1,3.85
2016-10-07,50,1.6,14.82,4.8,5.46,1.99,2.57
2016-10-07,50,2.8,14.51,4.93,5.25,0.93,3.4
2016-10-07,50,3.8,9.79,2.97,4.84,0.19,1.78
2016-10-07,50,5,8.31,2.53,4.31,0.1,1.36
2016-10-07,50,5.2,8.46,2.65,4.32,0.15,1.34
2016-10-07,50,5.5,7.64,2.42,3.72,0.02,1.48
2016-10-07,50,5.8,7.43,2.22,3.79,0.15,1.28
2016-10-07,50,6,6.28,2.1,3.06,0.15,0.97
2016-10-07,50,6.2,6.45,1.97,3.27,0.1,1.11
2016-10-07,50,8,5.2,1.77,2.51,0.06,0.86
2016-10-07,50,9,5.35,1.77,2.67,0.07,0.84
2016-10-07,50,9.3,5.41,1.83,2.67,0.16,0.76
2016-10-11,50,0.1,1.25,0,1.21,0,0.03
2016-10-11,50,0.8,11.81,3.78,4.62,1.19,2.23
2016-10-11,50,1.6,13.95,4.67,5.19,1.53,2.55
2016-10-11,50,2.8,11.4,3.39,5.23,0.38,2.4
