"Date","mean_wrt","mean_flow","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median"
2013-05-15,224.465138021111,0.0160159025616304,15.6645161290323,16.31,15.13,0.0171733183958222,0.0146359344793006,0.0158877345258808
2013-05-16,240.337632855888,0.014969754357737,15.3409375,16.5,14.25,0.0171733183958222,0.01302105268443,0.0150493911148339
2013-05-17,254.802155752909,0.0141287990907396,15.2883333333333,16.25,14.44,0.0193887113723248,0.0126272600237991,0.013820629671959
2013-05-18,222.040616530061,0.0170094454625517,14.9034375,15.38,14.69,0.0383243386870641,0.01302105268443,0.0154666693585706
2013-05-19,173.901237421773,0.0241258206294886,14.6352083333333,15.25,14.44,0.0978695176783351,0.0146359344793006,0.0200710449893588
2013-05-20,96.0727024284754,0.0384857539244875,14.3988541666667,14.88,13.94,0.0637942769849108,0.0290979331161037,0.0363566394970516
2013-05-21,137.33277385204,0.0263694638874329,15.25625,16.69,14.13,0.0306640703229447,0.0212244267122472,0.0270527854571265
2013-05-22,176.380078523425,0.0204119877002752,16.0263541666667,17.5,14.94,0.0255518614760858,0.0176092023684717,0.0202996512356173
2013-05-23,184.068491067677,0.0196656945769741,15.6815625,16.44,15.13,0.0290979331161037,0.0171733183958222,0.0193887113723248
2013-05-24,194.174454010006,0.0185724125141043,13.7594791666667,15.38,11.81,0.0216919387116467,0.0154666693585706,0.0184918205447871
2013-05-25,223.19940280794,0.0161685660370514,11.8135416666667,13.13,10.56,0.0189384961013892,0.013820629671959,0.0158877345258808
2013-05-26,241.561483063816,0.0148865345695013,12.67125,14.19,11.44,0.0167410914901367,0.0134188559116226,0.0150493911148339
2013-05-27,255.281662083582,0.0140876538450736,12.9691666666667,14.31,11.5,0.0154666693585706,0.0126272600237991,0.014023482389723
2013-05-28,255.561857403976,0.014075575043094,14.8189583333333,16.38,13.38,0.0163125528597479,0.0126272600237984,0.013820629671959
2013-05-29,257.757822615112,0.0139626615332983,16.2132291666667,17.75,14.94,0.0158877345258816,0.0126272600237991,0.0138206296719586
2013-05-30,273.699374155366,0.0131619857274519,16.7998958333333,18.44,15.44,0.0154666693585706,0.0110930403721045,0.01302105268443
2013-05-31,252.667374986175,0.014262179911068,17.0845833333333,18.38,15.88,0.0163125528597471,0.0122375191991051,0.014226335107487
2013-06-01,264.147114206888,0.0136316372770663,17.2772916666667,18.5,16.06,0.0154666693585706,0.0122375191991045,0.0134188559116233
2013-06-02,227.45453509238,0.0174973061760321,16.981875,17.5,16.63,0.0558998436028452,0.0118518727806183,0.014226335107487
2013-06-03,233.090798956896,0.0154655996914535,16.8058333333333,17.63,16.25,0.0176092023684709,0.0134188559116226,0.0154666693585706
2013-06-04,271.201076558053,0.013281937065762,16.4354166666667,17.5,15.38,0.0146359344793013,0.0114703647093252,0.0134188559116226
2013-06-05,292.983625123623,0.0122696900912955,16.0663541666667,16.56,15.31,0.0134188559116226,0.0110930403721039,0.0122375191991045
2013-06-06,110.245079559825,0.057704564297598,15.2288541666667,16.06,14.63,0.135619812229374,0.0110930403721045,0.0598036266899795
2013-06-07,79.4850261501669,0.0458958051563939,15.0013541666667,15.5,14.56,0.0604627541158776,0.0366353125395509,0.0447302015788004
2013-06-08,109.637653577562,0.0332050404214443,15.4023958333333,16.56,14.5,0.0400385523128269,0.0260489933178985,0.0338772849868744
2013-06-09,147.049812541381,0.0245025702869682,16.3019791666667,17.5,15.31,0.0270527854571274,0.0212244267122472,0.024812580907258
2013-06-10,NA,NA,16.6768115942029,17.75,16.31,NA,NA,NA
2013-06-11,126.864163241884,0.0285656256984688,16.4208333333333,17.38,15.69,0.0355234757597263,0.0240797702267548,0.0283255742537979
2013-06-12,155.012975645315,0.0232515519166539,17.17,18.63,16,0.0255518614760858,0.0198424387431003,0.0235955790054464
2013-06-13,166.599795284997,0.0218824913718019,17.817037037037,19.06,16.81,0.0400385523128269,0.0189384961013892,0.0212244267122472
2013-06-14,199.050749216243,0.0181639672167969,16.3373958333333,17,15.56,0.0226370879074609,0.0150493911148346,0.0180487129788194
2013-06-15,226.736042965904,0.0158791617277265,16.3401041666667,17.69,15.06,0.0176092023684717,0.0138206296719582,0.0158877345258808
2013-06-16,238.833221124755,0.0150546858370807,16.9004166666667,17.94,15.88,0.0167410914901367,0.01302105268443,0.0150493911148346
2013-06-17,238.949090350437,0.0150718411932283,17.4588541666667,18.5,16.69,0.0184918205447863,0.01302105268443,0.0150493911148339
2013-06-18,214.226945376673,0.0175265525004683,17.2314583333333,17.56,16.75,0.0311921682051478,0.0122375191991045,0.0167410914901367
2013-06-19,239.738797470538,0.0150398454195705,16.864375,17.81,16.06,0.0167410914901367,0.0126272600237984,0.0154666693585706
2013-06-20,262.847793869827,0.0136732990922902,17.1284375,17.94,16.56,0.0146359344793013,0.0122375191991045,0.0138206296719582
2013-06-21,280.756087376616,0.0128078479020532,17.1276041666667,18.44,15.69,0.013820629671959,0.0118518727806183,0.0126272600237991
2013-06-22,287.711879885478,0.0125120452726828,16.9171875,18,15.81,0.0146359344793013,0.0110930403721045,0.0126272600237984
2013-06-23,295.167885161463,0.0122053840808269,17.9520833333333,19.19,16.94,0.014226335107487,0.0103511321698828,0.0122375191991045
2013-06-24,307.726410471547,0.0117178448453305,18.4985416666667,19.81,17.5,0.0134188559116233,0.00962654343645429,0.0118518727806183
2013-06-25,312.626677649284,0.0115166188901503,18.6259375,19.5,17.88,0.0134188559116226,0.00998664707111392,0.0114703647093252
2013-06-26,265.374395723705,0.0155427640314238,18.5155208333333,19.88,18,0.0631232161942436,0.0103511321698821,0.0122375191991048
2013-06-27,283.11728039458,0.0127112243441406,18.0690625,18.69,17.5,0.014226335107487,0.0110930403721039,0.0126272600237991
2013-06-28,304.006868895203,0.0118905738477368,18.8083333333333,19.94,18.06,0.0146359344793006,0.00962654343645429,0.0118518727806183
2013-06-29,326.067842587826,0.0112808044690787,18.5846875,19.56,17.75,0.0240797702267548,0.00891969849972844,0.0107199466828131
2013-06-30,319.120814802995,0.0112887552169895,18.56625,19.5,17.88,0.0134188559116233,0.00927087523964406,0.0110930403721045
2013-07-01,330.439356284961,0.0109062852962341,18.653125,19.5,18,0.0126272600237991,0.00962654343645429,0.0107199466828134
2013-07-02,204.265163534618,0.0407452779773116,18.3464583333333,18.88,17.63,0.194546220218869,0.00962654343645429,0.0136197427917912
2013-07-03,49.6140543986687,0.0816473345356487,17.1885416666667,17.94,16.88,0.189692357814033,0.0483609319391689,0.0668457686987056
2013-07-04,38.6422584078479,0.0946752142667569,17.1304166666667,17.63,16.81,0.153269727766223,0.0755571070311578,0.091732935868125
2013-07-05,63.2608323159472,0.0584427844985594,17.2282291666667,18,16.63,0.0798645477784424,0.0423627227370094,0.0581666875393639
2013-07-06,97.2613812430165,0.0372269872305884,17.5744791666667,18.63,16.69,0.0429505634092423,0.0290979331161037,0.0383243386870631
2013-07-07,119.229027261791,0.030161314084415,17.6027083333333,18.38,17,0.0349718552355526,0.0265493080186152,0.0301389868594027
2013-07-08,137.082788635038,0.026311012419065,17.4857291666667,18.25,16.88,0.0306640703229447,0.0221628338211657,0.0265493080186143
2013-07-09,161.971989703432,0.0222414573373545,18.0057291666667,19,17.25,0.0240797702267548,0.0184918205447863,0.0226370879074609
2013-07-10,121.478639413445,0.0762928935354466,18.1315625,20,17.19,0.377073658878527,0.0180487129788194,0.0209923745981705
2013-07-11,53.3388848173592,0.0747558500953102,17.1228125,17.56,16.75,0.125380572940542,0.044134314983274,0.0676108175379501
2013-07-12,63.0188385467775,0.0590384920551911,16.7646875,17.19,16.44,0.111341529928571,0.044134314983274,0.0575160448263859
2013-07-13,83.5553546600709,0.0436848734182048,16.71625,17.5,16.25,0.0713300175093225,0.0360779664545534,0.0423627227370094
