"Date","Depth","Temp_C","DO_mgL","Chla_ugL","Turb_NTU","SpCond_uScm","TP_ugL","TN_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TP_inf","TN_inf","NH4_inf","NO3NO2_inf","DOC_inf","SRP_inf","Kd","TN_TP","NH4NO3NO2_SRP","TN_TP_inf","NH4NO3_SRP_inf"
2013-10-23,9.3,13.5307,9.60241,1.4838,7.7764,55.36519832,NA,NA,NA,NA,NA,NA,NA,NA,9,4,NA,9,NA,NA,NA,NA,1.44444444444444
2013-10-30,0.1,13.3158,9.20845,5.4393,2.1702,42.26549537,13.26666667,NA,20,7,4,NA,NA,NA,14,8,NA,16,NA,NA,6.75,NA,1.375
2013-10-30,1,13.2477,9.09212,5.8439,2.0359,42.43840547,15.73333333,NA,23,7,5,NA,NA,NA,14,8,NA,16,NA,NA,6,NA,1.375
2013-10-30,1.6,12.8348,8.9556,5.6178,2.4052,42.47249261,12.9,NA,31,8,4,NA,NA,NA,14,8,NA,16,NA,NA,9.75,NA,1.375
2013-10-30,2.8,12.5489,8.64732,6.1058,2.6402,42.29608785,13.7,NA,40,9,4,NA,NA,NA,14,8,NA,16,NA,NA,12.25,NA,1.375
2013-10-30,3.8,12.4496,8.91379,5.7844,2.6234,42.70672079,13.26666667,NA,43,9,5,NA,NA,NA,14,8,NA,16,NA,NA,10.4,NA,1.375
2013-10-30,5,12.4196,9.01458,6.1097,2.8081,42.56327997,12.7,NA,54,8,6,NA,NA,NA,14,8,NA,16,NA,NA,10.3333333333333,NA,1.375
2013-10-30,5.2,12.4182,9.00999,5.9868,2.8584,42.54517271,NA,NA,NA,NA,NA,NA,NA,NA,14,8,NA,16,NA,NA,NA,NA,1.375
2013-10-30,5.5,12.4157,9.01283,6.2407,2.8248,42.63736183,NA,NA,NA,NA,NA,NA,NA,NA,14,8,NA,16,NA,NA,NA,NA,1.375
2013-10-30,5.8,12.4141,8.98936,6.2248,2.8081,42.57476386,NA,NA,NA,NA,NA,NA,NA,NA,14,8,NA,16,NA,NA,NA,NA,1.375
2013-10-30,6,12.4133,9.00845,6.3637,3.0263,42.71086359,NA,NA,NA,NA,NA,NA,NA,NA,14,8,NA,16,NA,NA,NA,NA,1.375
2013-10-30,6.2,12.4127,9.00708,6.2962,2.7913,42.55684277,12.93333333,NA,54,9,6,NA,NA,NA,14,8,NA,16,NA,NA,10.5,NA,1.375
2013-10-30,8,12.4083,8.96678,5.9987,2.8584,42.34969619,9.2,NA,56,11,5,NA,NA,NA,14,8,NA,16,NA,NA,13.4,NA,1.375
2013-10-30,9,12.4081,8.87772,6.201,3.1102,42.36563149,12.53333333,NA,NA,NA,NA,NA,NA,NA,14,8,NA,16,NA,NA,NA,NA,1.375
2013-10-30,9.3,12.4081,8.9077,6.0066,3.0095,42.63165046,NA,NA,NA,NA,NA,NA,NA,NA,14,8,NA,16,NA,NA,NA,NA,1.375
2014-05-05,0.1,16.9798,8.70707,0.4959,1.5492,34.48449222,12.4,188,19,6,3,1.9,NA,NA,15,13,2,2,NA,15.1612903225806,8.33333333333333,NA,14
2014-05-05,1,15.3713,9.2514,0.9284,1.6331,33.62255814,14.8,163,10,2,3,NA,NA,NA,15,13,2,2,NA,11.0135135135135,4,NA,14
2014-05-05,1.6,14.4298,9.35312,1.6703,1.5492,33.03438134,11.7,158,7,0,2,NA,NA,NA,15,13,2,2,NA,13.5042735042735,3.5,NA,14
2014-05-05,2.8,12.6352,8.99849,1.952,1.5324,34.50894825,11.3,147,11,1,3,NA,NA,NA,15,13,2,2,NA,13.0088495575221,4,NA,14
2014-05-05,3.8,10.4671,9.42628,3.0073,0.9953,34.35902893,12.6,156,6,1,2,NA,NA,NA,15,13,2,2,NA,12.3809523809524,3.5,NA,14
2014-05-05,5,9.0168,7.63617,3.6024,0.8274,34.38756296,12.5,154,10,2,4,1.8,NA,NA,15,13,2,2,NA,12.32,3,NA,14
2014-05-05,5.2,8.8641,7.3177,3.5468,0.7771,34.42342965,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,NA,NA,NA,14
2014-05-05,5.5,8.5949,6.90958,3.0946,0.7099,34.43078499,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,NA,NA,NA,14
2014-05-05,5.8,8.3766,6.63495,2.3249,0.8946,34.35268045,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,NA,NA,NA,14
2014-05-05,6,8.2895,6.53541,1.4283,1.0288,34.56117681,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,NA,NA,NA,14
2014-05-05,6.2,8.2068,6.40155,1.2418,1.0121,34.77488873,9,210,18,2,3,NA,NA,NA,15,13,2,2,NA,23.3333333333333,6.66666666666667,NA,14
2014-05-05,8,7.8383,5.39294,0.6308,1.0121,35.82566934,9.4,140,20,3,2,NA,NA,NA,15,13,2,2,NA,14.8936170212766,11.5,NA,14
2014-05-05,9,7.6969,5.26911,0.5912,1.2974,35.88423721,16,156,20,3,2,1.8,NA,NA,15,13,2,2,NA,9.75,11.5,NA,14
2014-05-05,9.3,7.6701,5.07012,0.5039,1.5156,36.05706024,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,NA,NA,NA,14
2014-05-06,0.1,16.4702,9.47371,0.5436,1.3478,32.98461432,12,182.8333333,16.5,5,2.833333333,1.9,NA,NA,13.33333333,13,2,1.833333333,NA,15.2361111083333,7.58823529501038,NA,14.3636363644298
2014-05-06,1,14.8694,9.54354,1.2855,1.3813,32.75347619,15.03333333,161.5,9.5,2,2.833333333,NA,NA,NA,13.33333333,13,2,1.833333333,NA,10.7427937939563,4.05882352988927,NA,14.3636363644298
2014-05-06,1.6,14.2899,9.50895,1.8012,1.5995,33.0022378,12.63333333,156.6666667,7,0.333333333,2,NA,NA,NA,13.33333333,13,2,1.833333333,NA,12.4010554148815,3.6666666665,NA,14.3636363644298
2014-05-06,2.8,12.6416,9.03197,2.0551,1.5995,34.69222436,13.4,147,10.16666667,1,2.666666667,NA,NA,NA,13.33333333,13,2,1.833333333,NA,10.9701492537313,4.18750000072656,NA,14.3636363644298
2014-05-06,3.8,10.2557,9.30014,3.9515,0.8442,34.05829672,12.06666667,156,6.5,1.166666667,2,NA,NA,NA,13.33333333,13,2,1.833333333,NA,12.9281767920088,3.8333333335,NA,14.3636363644298
2014-05-06,5,8.7439,6.8824,4.6379,0.8106,34.3870008,12.2,153.8333333,10.33333333,1.833333333,3.5,1.8,NA,NA,13.33333333,13,2,1.833333333,NA,12.6092896147541,3.47619047514286,NA,14.3636363644298
2014-05-06,5.2,9.1108,7.55045,4.6458,0.7603,34.18100579,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,13,2,1.833333333,NA,NA,NA,NA,14.3636363644298
2014-05-06,5.5,8.765,7.13677,4.0586,0.8106,34.39704223,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,13,2,1.833333333,NA,NA,NA,NA,14.3636363644298
2014-05-06,5.8,8.4462,6.42479,2.2971,0.7603,34.8538704,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,13,2,1.833333333,NA,NA,NA,NA,14.3636363644298
2014-05-06,6,8.3658,6.30001,1.71,0.8442,34.7514677,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,13,2,1.833333333,NA,NA,NA,NA,14.3636363644298
2014-05-06,6.2,8.3427,6.06094,1.6941,0.9953,35.04140534,9.6,202.3333333,16.83333333,2,2.666666667,NA,NA,NA,13.33333333,13,2,1.833333333,NA,21.0763888854167,7.06249999786719,NA,14.3636363644298
2014-05-06,8,7.7931,5.01921,0.615,1.9184,36.37441589,9.6,142,19.16666667,3.333333333,1.833333333,NA,NA,NA,13.33333333,13,2,1.833333333,NA,14.7916666666667,12.272727276595,NA,14.3636363644298
2014-05-06,9,7.6712,4.94595,0.5158,2.0695,36.33180608,14.2,166.8333333,18.33333333,3,1.833333333,1.8,NA,NA,13.33333333,13,2,1.833333333,NA,11.7488262887324,11.6363636366612,NA,14.3636363644298
2014-05-06,9.3,7.6703,4.8622,0.484,1.6667,36.47519645,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,13,2,1.833333333,NA,NA,NA,NA,14.3636363644298
2014-05-07,0.1,17.578,9.01656,0.6745,1.2638,33.8776575,11.6,177.6666667,14,4,2.666666667,1.9,NA,NA,11.66666667,13,2,1.666666667,NA,15.3160919568966,6.74999999915625,NA,14.79999999904
2014-05-07,1,15.5915,9.54845,0.98,1.6163,32.73453849,15.26666667,160,9,2,2.666666667,NA,NA,NA,11.66666667,13,2,1.666666667,NA,10.4803493426899,4.12499999948438,NA,14.79999999904
2014-05-07,1.6,15.413,9.64693,1.0038,1.5995,32.83722634,13.56666667,155.3333333,7,0.666666667,2,NA,NA,NA,11.66666667,13,2,1.666666667,NA,11.4496314443613,3.8333333335,NA,14.79999999904
2014-05-07,2.8,13.7993,9.30012,1.8845,1.6331,33.33813573,15.5,147,9.333333333,1,2.333333333,NA,NA,NA,11.66666667,13,2,1.666666667,NA,9.48387096774194,4.42857142906122,NA,14.79999999904
2014-05-07,3.8,10.7648,9.62683,2.5153,0.7603,34.28878954,11.53333333,156,7,1.333333333,2,NA,NA,NA,11.66666667,13,2,1.666666667,NA,13.5260115646029,4.1666666665,NA,14.79999999904
2014-05-07,5,9.3939,7.87703,5.6813,0.7771,34.28321511,11.9,153.6666667,10.66666667,1.666666667,3,1.8,NA,NA,11.66666667,13,2,1.666666667,NA,12.9131652689076,4.11111111233333,NA,14.79999999904
2014-05-07,5.2,9.1152,7.38178,6.1494,0.7939,34.43866922,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,13,2,1.666666667,NA,NA,NA,NA,14.79999999904
2014-05-07,5.5,8.5317,7.02267,3.4992,0.9953,34.97882072,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,13,2,1.666666667,NA,NA,NA,NA,14.79999999904
2014-05-07,5.8,8.3615,7.00611,2.3289,1.1296,35.11828745,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,13,2,1.666666667,NA,NA,NA,NA,14.79999999904
2014-05-07,6,8.3528,6.86829,2.5153,0.7771,35.05400018,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,13,2,1.666666667,NA,NA,NA,NA,14.79999999904
2014-05-07,6.2,8.2479,6.95398,1.7734,1.3645,35.17460994,10.2,194.6666667,15.66666667,2,2.333333333,NA,NA,NA,11.66666667,13,2,1.666666667,NA,19.0849673235294,7.57142857393877,NA,14.79999999904
2014-05-07,8,8.1798,6.8603,1.579,1.3142,35.24004346,9.8,144,18.33333333,3.666666667,1.666666667,NA,NA,NA,11.66666667,13,2,1.666666667,NA,14.6938775510204,13.19999999556,NA,14.79999999904
2014-05-07,9,8.1796,6.87789,1.3331,1.3645,35.18973278,12.4,177.6666667,16.66666667,3,1.666666667,1.8,NA,NA,11.66666667,13,2,1.666666667,NA,14.3279569919355,11.79999999964,NA,14.79999999904
2014-05-07,9.3,8.1774,6.87414,1.3608,1.5995,35.16241048,NA,NA,NA,NA,NA,NA,NA,NA,11.66666667,13,2,1.666666667,NA,NA,NA,NA,14.79999999904
2014-05-08,0.1,20.2692,8.73321,0.6229,0.9449,33.9512671,11.2,172.5,11.5,3,2.5,1.9,NA,NA,10,13,2,1.5,NA,15.4017857142857,5.8,NA,15.3333333333333
2014-05-08,1,16.9945,9.52568,0.8213,0.9953,32.56526556,15.5,158.5,8.5,2,2.5,NA,NA,NA,10,13,2,1.5,NA,10.2258064516129,4.2,NA,15.3333333333333
2014-05-08,1.6,15.2495,9.81921,1.3807,1.4485,32.21957138,14.5,154,7,1,2,NA,NA,NA,10,13,2,1.5,NA,10.6206896551724,4,NA,15.3333333333333
2014-05-08,2.8,13.4096,9.19582,2.3368,1.3142,33.85073112,17.6,147,8.5,1,2,NA,NA,NA,10,13,2,1.5,NA,8.35227272727273,4.75,NA,15.3333333333333
2014-05-08,3.8,11.5617,9.35717,2.5193,0.9281,34.23703252,11,156,7.5,1.5,2,NA,NA,NA,10,13,2,1.5,NA,14.1818181818182,4.5,NA,15.3333333333333
2014-05-08,5,9.5826,7.75248,4.0547,0.626,33.96227159,11.6,153.5,11,1.5,2.5,1.8,NA,NA,10,13,2,1.5,NA,13.2327586206897,5,NA,15.3333333333333
2014-05-08,5.2,9.3533,7.24201,3.9872,0.9114,34.00530413,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2,1.5,NA,NA,NA,NA,15.3333333333333
2014-05-08,5.5,8.5596,7.46204,5.3917,0.7603,34.56296839,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2,1.5,NA,NA,NA,NA,15.3333333333333
2014-05-08,5.8,8.412,7.51064,2.0234,1.0456,34.68136737,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2,1.5,NA,NA,NA,NA,15.3333333333333
2014-05-08,6,8.412,7.50664,1.9559,1.1967,34.62102653,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2,1.5,NA,NA,NA,NA,15.3333333333333
2014-05-08,6.2,8.4033,7.48604,1.948,1.1967,34.65715372,10.8,187,14.5,2,2,NA,NA,NA,10,13,2,1.5,NA,17.3148148148148,8.25,NA,15.3333333333333
2014-05-08,8,8.3421,7.42831,2.2217,0.9953,34.64210671,10,146,17.5,4,1.5,NA,NA,NA,10,13,2,1.5,NA,14.6,14.3333333333333,NA,15.3333333333333
2014-05-08,9,8.3311,7.41432,1.7496,1.3142,34.66491739,10.6,188.5,15,3,1.5,1.8,NA,NA,10,13,2,1.5,NA,17.7830188679245,12,NA,15.3333333333333
2014-05-08,9.3,8.3272,7.3835,1.8885,1.3142,34.60968911,NA,NA,NA,NA,NA,NA,NA,NA,10,13,2,1.5,NA,NA,NA,NA,15.3333333333333
2014-05-09,0.1,20.4072,8.51175,0.7776,0.7771,34.33751935,11,167.3333333,9,2,2.333333333,1.9,NA,NA,8.333333333,13,2,1.333333333,NA,15.2121212090909,4.71428571495918,NA,16.00000000375
2014-05-09,1,16.8538,9.76648,1.0117,1.0456,32.36683996,13.55,157,8,2,2.333333333,NA,NA,NA,8.333333333,13,2,1.333333333,NA,11.5867158671587,4.28571428632653,NA,16.00000000375
2014-05-09,1.6,15.4071,9.89992,1.4164,1.5828,32.43685374,13.9,152.6666667,7,1.333333333,2,NA,NA,NA,8.333333333,13,2,1.333333333,NA,10.9832134316547,4.1666666665,NA,16.00000000375
2014-05-09,2.8,13.0179,9.32934,2.2932,1.3981,34.47885966,15.85,147,7.666666667,1,1.666666667,NA,NA,NA,8.333333333,13,2,1.333333333,NA,9.27444794952681,5.19999999916,NA,16.00000000375
2014-05-09,3.8,11.2678,9.22904,2.7335,1.1463,34.40558168,11.25,156,8,1.666666667,2,NA,NA,NA,8.333333333,13,2,1.333333333,NA,13.8666666666667,4.8333333335,NA,16.00000000375
2014-05-09,5,8.9328,7.56283,5.6099,0.8442,34.66760306,11.35,153.3333333,11.33333333,1.333333333,2,1.8,NA,NA,8.333333333,13,2,1.333333333,NA,13.509544784141,6.3333333315,NA,16.00000000375
2014-05-09,5.2,8.5719,7.82341,5.5027,1.0456,34.85561092,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,13,2,1.333333333,NA,NA,NA,NA,16.00000000375
2014-05-09,5.5,8.5033,7.89483,3.3683,1.1128,34.92355226,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,13,2,1.333333333,NA,NA,NA,NA,16.00000000375
2014-05-09,5.8,8.491,7.84968,2.6264,1.3813,34.76900605,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,13,2,1.333333333,NA,NA,NA,NA,16.00000000375
2014-05-09,6,8.4863,7.85028,2.682,1.3813,34.78744956,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,13,2,1.333333333,NA,NA,NA,NA,16.00000000375
2014-05-09,6.2,8.4791,7.82397,2.5431,1.0456,34.77176249,10.65,179.3333333,13.33333333,2,1.666666667,NA,NA,NA,8.333333333,13,2,1.333333333,NA,16.8388106384977,9.19999999616,NA,16.00000000375
2014-05-09,8,8.4275,7.8325,2.5907,1.3142,34.87871988,10.25,148,16.66666667,4.333333333,1.333333333,NA,NA,NA,8.333333333,13,2,1.333333333,NA,14.4390243902439,15.7500000061875,NA,16.00000000375
2014-05-09,9,8.4173,7.83755,2.6582,1.2638,34.83621558,10.7,199.3333333,13.33333333,3,1.333333333,1.8,NA,NA,8.333333333,13,2,1.333333333,NA,18.6292834859813,12.2500000005625,NA,16.00000000375
2014-05-09,9.3,8.4142,7.79754,2.4122,1.3813,34.9113646,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,13,2,1.333333333,NA,NA,NA,NA,16.00000000375
2014-05-10,0.1,20.6814,8.53946,2.6383,1.096,34.08545676,10.8,162.1666667,6.5,1,2.166666667,1.9,NA,NA,6.666666667,13,2,1.166666667,NA,15.0154321018519,3.46153846100592,NA,16.8571428526122
2014-05-10,1,17.6781,9.70804,2.5629,1.0456,32.01997587,11.6,155.5,7.5,2,2.166666667,NA,NA,NA,6.666666667,13,2,1.166666667,NA,13.4051724137931,4.38461538394083,NA,16.8571428526122
2014-05-10,1.6,15.9488,9.8897,2.8446,1.7674,32.42752025,13.3,151.3333333,7,1.666666667,2,NA,NA,NA,6.666666667,13,2,1.166666667,NA,11.378446112782,4.3333333335,NA,16.8571428526122
2014-05-10,2.8,13.4364,9.11157,3.6024,1.566,34.2920505,14.1,147,6.833333333,1,1.333333333,NA,NA,NA,6.666666667,13,2,1.166666667,NA,10.4255319148936,5.87500000121875,NA,16.8571428526122
2014-05-10,3.8,11.0397,9.05292,2.7058,0.7603,34.31212005,11.5,156,8.5,1.833333333,2,NA,NA,NA,6.666666667,13,2,1.166666667,NA,13.5652173913043,5.1666666665,NA,16.8571428526122
2014-05-10,5,8.7868,8.04554,4.4316,1.1128,34.80563178,11.1,153.1666667,11.66666667,1.166666667,1.5,1.8,NA,NA,6.666666667,13,2,1.166666667,NA,13.7987988018018,8.555555558,NA,16.8571428526122
2014-05-10,5.2,8.6503,8.1657,3.531,1.096,34.92637484,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,13,2,1.166666667,NA,NA,NA,NA,16.8571428526122
2014-05-10,5.5,8.6136,8.21477,2.8526,1.3142,34.72962845,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,13,2,1.166666667,NA,NA,NA,NA,16.8571428526122
2014-05-10,5.8,8.625,8.17268,2.6502,1.0456,34.78340748,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,13,2,1.166666667,NA,NA,NA,NA,16.8571428526122
2014-05-10,6,8.6001,8.20918,2.7811,1.2974,34.8881434,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,13,2,1.166666667,NA,NA,NA,NA,16.8571428526122
2014-05-10,6.2,8.6043,8.20723,2.7772,1.3645,34.90148893,10.5,171.6666667,12.16666667,2,1.333333333,NA,NA,NA,6.666666667,13,2,1.166666667,NA,16.349206352381,10.6250000051563,NA,16.8571428526122
2014-05-10,8,8.5724,8.20451,2.4796,1.331,34.81166392,10.5,150,15.83333333,4.666666667,1.166666667,NA,NA,NA,6.666666667,13,2,1.166666667,NA,14.2857142857143,17.5714285638367,NA,16.8571428526122
2014-05-10,9,8.544,8.17396,2.3249,1.3645,35.12189758,10.8,210.1666667,11.66666667,3,1.166666667,1.8,NA,NA,6.666666667,13,2,1.166666667,NA,19.4598765462963,12.5714285706939,NA,16.8571428526122
2014-05-10,9.3,8.549,8.20684,2.8327,1.2974,34.89221636,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,13,2,1.166666667,NA,NA,NA,NA,16.8571428526122
2014-05-12,0.1,20.5112,8.67577,0.7657,2.9591,33.82421238,10.85,157,4,0,2,1.9,NA,NA,5,13,2,1,NA,14.4700460829493,2,NA,18
2014-05-12,1,17.685,9.56205,1.1387,2.7745,31.06613692,13.4,154,7,2,2,NA,NA,NA,5,13,2,1,NA,11.4925373134328,4.5,NA,18
2014-05-12,1.6,16.1946,9.9612,1.5116,1.6667,31.77715585,12.7,150,7,2,2,NA,NA,NA,5,13,2,1,NA,11.8110236220472,4.5,NA,18
2014-05-12,2.8,13.5186,9.34216,2.5312,1.331,34.5407856,16.15,147,6,1,1,NA,NA,NA,5,13,2,1,NA,9.10216718266254,7,NA,18
2014-05-12,3.8,11.5803,9.39527,3.1818,1.331,34.51131168,13.4,156,9,2,2,NA,NA,NA,5,13,2,1,NA,11.6417910447761,5.5,NA,18
2014-05-12,5,9.1706,7.46264,4.7212,0.7771,34.62444073,11.2,153,12,1,1,1.8,NA,NA,5,13,2,1,NA,13.6607142857143,13,NA,18
2014-05-12,5.2,8.9042,7.62093,4.5823,0.8274,34.72408762,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2,1,NA,NA,NA,NA,18
2014-05-12,5.5,8.7734,7.68468,3.5468,1.0792,34.74261828,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2,1,NA,NA,NA,NA,18
2014-05-12,5.8,8.7517,7.70049,3.1104,1.3813,34.86734654,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2,1,NA,NA,NA,NA,18
2014-05-12,6,8.747,7.69468,3.2334,1.1296,34.84860007,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2,1,NA,NA,NA,NA,18
2014-05-12,6.2,8.7446,7.68802,3.1104,1.3142,34.84964204,11.6,164,11,2,1,NA,NA,NA,5,13,2,1,NA,14.1379310344828,13,NA,18
2014-05-12,8,8.7095,7.68551,3.0271,1.3142,34.92072347,9.95,152,15,5,1,NA,NA,NA,5,13,2,1,NA,15.2763819095477,20,NA,18
2014-05-12,9,8.6937,7.63628,3.0549,1.0456,34.93214077,14,221,10,3,1,1.8,NA,NA,5,13,2,1,NA,15.7857142857143,13,NA,18
2014-05-12,9.3,8.69,7.65205,2.797,1.3645,34.88353312,NA,NA,NA,NA,NA,NA,NA,NA,5,13,2,1,NA,NA,NA,NA,18
2014-05-14,0.1,20.4878,9.52403,0.6665,1.0456,32.03583939,10.9,165,4,0.666666667,2.333333333,1.933333333,NA,NA,7,13.33333333,1.966666667,2,NA,15.1376146788991,2.00000000042857,NA,10.166666665
2014-05-14,1,18.1739,10.14673,1.1307,1.2974,31.2229531,15.2,173.3333333,6,1.666666667,2.333333333,NA,NA,NA,7,13.33333333,1.966666667,2,NA,11.4035087697368,3.28571428632653,NA,10.166666665
2014-05-14,1.6,16.7552,10.34144,1.2537,1.3142,31.76150334,12.1,152.3333333,7,2,2.333333333,NA,NA,NA,7,13.33333333,1.966666667,2,NA,12.589531677686,3.85714285769388,NA,10.166666665
2014-05-14,2.8,14.2305,9.53767,2.9755,1.3142,34.16417334,18.2,157.6666667,6,4.666666667,1.666666667,NA,NA,NA,7,13.33333333,1.966666667,2,NA,8.66300366483517,6.39999999892,NA,10.166666665
2014-05-14,3.8,11.5572,9.27434,3.408,1.0288,34.3937602,15.3,160.6666667,8.666666667,2,2.333333333,NA,NA,NA,7,13.33333333,1.966666667,2,NA,10.5010893267974,4.57142857222449,NA,10.166666665
2014-05-14,5,8.9744,7.42352,4.4474,1.1128,34.55811713,11.3,160,10.33333333,1,1.666666667,1.8,NA,NA,7,13.33333333,1.966666667,2,NA,14.1592920353982,6.79999999664,NA,10.166666665
2014-05-14,5.2,8.924,7.42602,3.7214,1.2638,34.68054764,NA,NA,NA,NA,NA,NA,NA,NA,7,13.33333333,1.966666667,2,NA,NA,NA,NA,10.166666665
2014-05-14,5.5,8.9064,7.44258,3.1818,1.0121,34.63139635,NA,NA,NA,NA,NA,NA,NA,NA,7,13.33333333,1.966666667,2,NA,NA,NA,NA,10.166666665
2014-05-14,5.8,8.8951,7.4348,3.4358,1.2974,34.65825884,NA,NA,NA,NA,NA,NA,NA,NA,7,13.33333333,1.966666667,2,NA,NA,NA,NA,10.166666665
2014-05-14,6,8.8873,7.42576,3.166,1.2638,34.60000278,NA,NA,NA,NA,NA,NA,NA,NA,7,13.33333333,1.966666667,2,NA,NA,NA,NA,10.166666665
2014-05-14,6.2,8.877,7.41414,3.3683,1.1631,34.81602287,12.7,162,9.333333333,2,1.666666667,NA,NA,NA,7,13.33333333,1.966666667,2,NA,12.755905511811,6.79999999844,NA,10.166666665
2014-05-14,8,8.8401,7.39806,3.6698,1.331,34.65799631,9.4,151.6666667,12,4,1.666666667,NA,NA,NA,7,13.33333333,1.966666667,2,NA,16.1347517765957,9.59999999808,NA,10.166666665
2014-05-14,9,8.8261,7.37119,3.3009,1.2135,34.73052432,17.2,203.3333333,9.666666667,3,2,1.8,NA,NA,7,13.33333333,1.966666667,2,NA,11.8217054244186,6.3333333335,NA,10.166666665
2014-05-14,9.3,8.8243,7.37641,3.6024,1.2471,34.63277953,NA,NA,NA,NA,NA,NA,NA,NA,7,13.33333333,1.966666667,2,NA,NA,NA,NA,10.166666665
2014-05-15,0.1,20.4304,9.15429,2.793,1.6163,32.3565434,11.78,173,4,1.333333333,2.666666667,1.966666667,NA,NA,9,13.66666667,1.933333333,3,NA,14.6859083191851,1.999999999625,NA,7.55555555666667
2014-05-15,1,18.1752,9.81022,2.6502,1.6499,30.98917845,14.68,192.6666667,5,1.333333333,2.666666667,NA,NA,NA,9,13.66666667,1.933333333,3,NA,13.1244323365123,2.37499999957813,NA,7.55555555666667
2014-05-15,1.6,16.9623,10.24265,2.2019,1.3981,32.13017703,11.96,154.6666667,7,2,2.666666667,NA,NA,NA,9,13.66666667,1.933333333,3,NA,12.9319955434783,3.37499999957813,NA,7.55555555666667
2014-05-15,2.8,14.6514,9.82473,2.4082,1.5828,33.6000256,17.16,168.3333333,6,8.333333333,2.333333333,NA,NA,NA,9,13.66666667,1.933333333,3,NA,9.80963480769231,6.14285714359184,NA,7.55555555666667
2014-05-15,3.8,11.6123,9.157,3.6817,1.2471,34.56868771,14.5,165.3333333,8.333333333,2,2.666666667,NA,NA,NA,9,13.66666667,1.933333333,3,NA,11.4022988482759,3.87499999939063,NA,7.55555555666667
2014-05-15,5,9.101,7.69054,4.0269,1.3981,34.86377634,10.94,167,8.666666667,1,2.333333333,1.8,NA,NA,9,13.66666667,1.933333333,3,NA,15.2650822669104,4.14285714359184,NA,7.55555555666667
2014-05-15,5.2,9.0083,7.72756,4.1538,1.4485,34.92635243,NA,NA,NA,NA,NA,NA,NA,NA,9,13.66666667,1.933333333,3,NA,NA,NA,NA,7.55555555666667
2014-05-15,5.5,8.9698,7.74663,3.8047,1.3142,34.95673638,NA,NA,NA,NA,NA,NA,NA,NA,9,13.66666667,1.933333333,3,NA,NA,NA,NA,7.55555555666667
2014-05-15,5.8,8.9574,7.75969,3.8007,1.2974,34.97757323,NA,NA,NA,NA,NA,NA,NA,NA,9,13.66666667,1.933333333,3,NA,NA,NA,NA,7.55555555666667
2014-05-15,6,8.9439,7.75645,3.654,1.3645,34.8206317,NA,NA,NA,NA,NA,NA,NA,NA,9,13.66666667,1.933333333,3,NA,NA,NA,NA,7.55555555666667
2014-05-15,6.2,8.9406,7.75719,4.1618,1.3478,34.96923531,12.38,160,7.666666667,2,2.333333333,NA,NA,NA,9,13.66666667,1.933333333,3,NA,12.924071082391,4.14285714359184,NA,7.55555555666667
2014-05-15,8,8.9076,7.74332,3.7888,1.2303,34.95503607,10.98,151.3333333,9,3,2.333333333,NA,NA,NA,9,13.66666667,1.933333333,3,NA,13.7826350910747,5.14285714359184,NA,7.55555555666667
2014-05-15,9,8.896,7.72492,3.6024,1.3142,34.99195856,18.72,185.6666667,9.333333333,3,3,1.8,NA,NA,9,13.66666667,1.933333333,3,NA,9.9180911698718,4.111111111,NA,7.55555555666667
