"Date","Depth","Temp_C","DO_mgL","Chla_ugL","Turb_NTU","SpCond_uScm","TP_ugL","TN_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TP_inf","TN_inf","NH4_inf","NO3NO2_inf","DOC_inf","SRP_inf","Kd","TN_TP","NH4NO3NO2_SRP","TN_TP_inf","NH4NO3_SRP_inf","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median","week_julian","week_series","week_cum"
2013-05-02,0.1,16.802,8.93689,0.25,1.0456,37.42304944,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,1
2013-05-09,0.1,14.6519,8.77974,0.0714,0.1896,36.60589491,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,2,2
2013-05-15,0.1,16.4003,8.73976,1.1268,2.8584,37.11695183,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0160159025616304,NA,NA,NA,NA,NA,NA,224.465138021111,15.6645161290323,16.31,15.13,0.0171733183958222,0.0146359344793006,0.0158877345258808,19,3,3
2013-05-21,0.1,18.9194,9.12374,1.4481,1.2638,36.97787549,24.35,NA,NA,NA,NA,NA,41.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0263694638874329,NA,1.08378496577349,NA,NA,NA,NA,137.33277385204,15.25625,16.69,14.13,0.0306640703229447,0.0212244267122472,0.0270527854571265,20,4,4
2013-05-30,0.1,22.1139,8.63825,1.5116,0.9953,37.61010353,22.3,NA,NA,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131619857274519,NA,0.480412479051995,NA,NA,NA,NA,273.699374155366,16.7998958333333,18.44,15.44,0.0154666693585706,0.0110930403721045,0.01302105268443,21,5,5
2013-06-06,0.1,21.9342,6.64156,1.095,1.5995,37.11620654,28.3,NA,NA,NA,NA,NA,35.56666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057704564297598,NA,2.05235900371025,NA,NA,NA,NA,110.245079559825,15.2288541666667,16.06,14.63,0.135619812229374,0.0110930403721045,0.0598036266899795,22,6,6
2013-06-13,0.1,23.6155,8.96649,2.3249,2.0695,37.0997335,21.7,NA,NA,NA,NA,NA,35.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0218824913718019,NA,0.768075447150247,NA,NA,NA,NA,166.599795284997,17.817037037037,19.06,16.81,0.0400385523128269,0.0189384961013892,0.0212244267122472,23,7,7
2013-06-20,0.1,22.9495,7.45937,1.8925,0.7267,37.5744161,36.7,NA,NA,NA,NA,NA,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136732990922902,NA,0.508646726233196,NA,NA,NA,NA,262.847793869827,17.1284375,17.94,16.56,0.0146359344793013,0.0122375191991045,0.0138206296719582,24,8,8
2013-06-27,0.1,25.412,9.16612,0.369,1.3478,38.96194467,23.2,NA,7,6,3,NA,41.4,NA,0,91,NA,15,NA,NA,4.33333333333333,NA,6.06666666666667,0.0127112243441406,NA,0.526244687847421,0,1.15672141531679,0.190668365162109,NA,283.11728039458,18.0690625,18.69,17.5,0.014226335107487,0.0110930403721039,0.0126272600237991,25,9,9
2013-07-03,0.1,24.0484,8.03585,4.0547,1.801,37.53140225,38.9,NA,20,26,4,NA,68.9,NA,12,30,NA,11,NA,NA,11.5,NA,3.81818181818182,0.0816473345356487,NA,5.6255013495062,0.979768014427784,2.44942003606946,0.898120679892136,NA,49.6140543986687,17.1885416666667,17.94,16.88,0.189692357814033,0.0483609319391689,0.0668457686987056,26,10,10
