"date","runoff_m3s","Site"
2018-01-01,0,"wetland"
2018-01-02,0,"wetland"
2018-01-03,1.445e-05,"wetland"
2018-01-04,1.445e-05,"wetland"
2018-01-05,0,"wetland"
2018-01-06,0,"wetland"
2018-01-07,0,"wetland"
2018-01-08,0.000927690017708333,"wetland"
2018-01-09,0.000993480017708333,"wetland"
2018-01-10,6.579e-05,"wetland"
2018-01-11,0.00131291,"wetland"
2018-01-12,0.007540860053125,"wetland"
2018-01-13,0.00942148510625,"wetland"
2018-01-14,0.003193535053125,"wetland"
2018-01-15,3.34870318580994e-07,"wetland"
2018-01-16,3.11666666666667e-06,"wetland"
2018-01-17,2.78179634808567e-06,"wetland"
2018-01-18,0.000945033774945863,"wetland"
2018-01-19,0.00181544801766792,"wetland"
2018-01-20,0.00265759025015193,"wetland"
2018-01-21,0.00492314366740662,"wetland"
2018-01-22,0.00315714264156887,"wetland"
2018-01-23,0.00299532492846712,"wetland"
2018-01-24,0.002974149946875,"wetland"
2018-01-25,0,"wetland"
2018-01-26,0,"wetland"
2018-01-27,0,"wetland"
2018-01-28,0.00348712501770833,"wetland"
2018-01-29,0.00771816998229167,"wetland"
2018-01-30,0.00431421746458333,"wetland"
2018-01-31,8.31725e-05,"wetland"
2018-02-01,0,"wetland"
2018-02-02,0.000335665,"wetland"
2018-02-03,0.000335665,"wetland"
2018-02-04,0.019995343842656,"wetland"
2018-02-05,0.0214093051340633,"wetland"
2018-02-06,0.00260245668229849,"wetland"
2018-02-07,0.0362964286584804,"wetland"
2018-02-08,0.0364754858455317,"wetland"
2018-02-09,0.00136755257794241,"wetland"
2018-02-10,0.00290547001770833,"wetland"
2018-02-11,0.02074977510625,"wetland"
2018-02-12,0.0178443050885417,"wetland"
2018-02-13,0.0006542025,"wetland"
2018-02-14,0.0006542025,"wetland"
2018-02-15,0.000268175,"wetland"
2018-02-16,0.000932619982291667,"wetland"
2018-02-17,0.00131443998229167,"wetland"
2018-02-18,0.001123615,"wetland"
2018-02-19,0.00237834248229167,"wetland"
2018-02-20,0.00190472248229167,"wetland"
2018-02-21,0,"wetland"
2018-02-22,8.67e-06,"wetland"
2018-02-23,8.67e-06,"wetland"
2018-02-24,0.000186575,"wetland"
2018-02-25,0.00097512,"wetland"
2018-02-26,0.00113118,"wetland"
2018-02-27,0.000342635,"wetland"
2018-02-28,9.622e-05,"wetland"
2018-03-01,0.003973495053125,"wetland"
2018-03-02,0.004162535053125,"wetland"
2018-03-03,0.00028526,"wetland"
2018-03-04,0,"wetland"
2018-03-05,0,"wetland"
2018-03-06,1.2325e-06,"wetland"
2018-03-07,0.000299029982291667,"wetland"
2018-03-08,0.000421387482291667,"wetland"
2018-03-09,0.00012597,"wetland"
2018-03-10,0.000272935,"wetland"
2018-03-11,0.000270555,"wetland"
2018-03-12,0.005237700053125,"wetland"
2018-03-13,0.005252872553125,"wetland"
2018-03-14,0.000858617690024306,"wetland"
2018-03-15,0.0010421,"wetland"
2018-03-16,0.000198654809975694,"wetland"
2018-03-17,0.000196605,"wetland"
2018-03-18,0.005011259946875,"wetland"
2018-03-19,0.004857324946875,"wetland"
2018-03-20,0.0077384,"wetland"
2018-03-21,0.0139596774645833,"wetland"
2018-03-22,0.00626394746458333,"wetland"
2018-03-23,0,"wetland"
2018-03-24,0.00254167,"wetland"
2018-03-25,0.00531683501770833,"wetland"
2018-03-26,0.00277516501770833,"wetland"
2018-03-27,0.00199970996458333,"wetland"
2018-03-28,0.00199970996458333,"wetland"
2018-03-29,0,"wetland"
2018-03-30,0.000690285,"wetland"
2018-03-31,0.000690285,"wetland"
2018-04-01,0,"wetland"
2018-04-02,0.00025874,"wetland"
2018-04-03,0.0011001975,"wetland"
2018-04-04,0.0011902125,"wetland"
2018-04-05,0.000348755,"wetland"
2018-04-06,0,"wetland"
2018-04-07,0.00153892498229167,"wetland"
2018-04-08,0.00191003498229167,"wetland"
2018-04-09,0.000729299982291667,"wetland"
2018-04-10,0.000358189982291667,"wetland"
2018-04-11,0,"wetland"
2018-04-12,2.465e-05,"wetland"
2018-04-13,2.465e-05,"wetland"
2018-04-14,0,"wetland"
2018-04-15,0.00599947003541667,"wetland"
2018-04-16,0.0181085700177083,"wetland"
2018-04-17,0.0121090999822917,"wetland"
2018-04-18,0,"wetland"
2018-04-19,1.96775e-05,"wetland"
2018-04-20,1.96775e-05,"wetland"
2018-04-21,0,"wetland"
2018-04-22,0,"wetland"
2018-04-23,0.00183174996458333,"wetland"
2018-04-24,0.0253618749114583,"wetland"
2018-04-25,0.0320625099291667,"wetland"
2018-04-26,0.00926844248229167,"wetland"
2018-04-27,0.00355023746458333,"wetland"
2018-04-28,0.00281417996458333,"wetland"
2018-04-29,0,"wetland"
2018-04-30,0,"wetland"
2018-05-01,0,"wetland"
2018-05-02,0,"wetland"
2018-05-03,0,"wetland"
2018-05-04,0,"wetland"
2018-05-05,5.117e-05,"wetland"
2018-05-06,0.00126836998229167,"wetland"
2018-05-07,0.00134418998229167,"wetland"
2018-05-08,0.00015572,"wetland"
2018-05-09,2.873e-05,"wetland"
2018-05-10,0.000496060017708333,"wetland"
2018-05-11,0.000555390017708333,"wetland"
2018-05-12,5.933e-05,"wetland"
2018-05-13,0,"wetland"
2018-05-14,0.00016252,"wetland"
2018-05-15,0.0103244400708333,"wetland"
2018-05-16,0.0187399501239583,"wetland"
2018-05-17,0.010276075053125,"wetland"
2018-05-18,0.0133632749645833,"wetland"
2018-05-19,0.0140720049645833,"wetland"
2018-05-20,0.003182655,"wetland"
2018-05-21,0.00157522,"wetland"
2018-05-22,0.005298050053125,"wetland"
2018-05-23,0.004539510053125,"wetland"
2018-05-24,4.08e-05,"wetland"
2018-05-25,0,"wetland"
2018-05-26,0.00410482010625,"wetland"
2018-05-27,0.00668329510625,"wetland"
2018-05-28,0.003435955,"wetland"
2018-05-29,0.00225827996458333,"wetland"
2018-05-30,0.00382261996458333,"wetland"
2018-05-31,0.00366179998229167,"wetland"
2018-06-01,0.00351135001770833,"wetland"
2018-06-02,0.00267240003541667,"wetland"
2018-06-03,0.00040103,"wetland"
2018-06-04,0.00030328,"wetland"
2018-06-05,0.00030328,"wetland"
2018-06-06,0,"wetland"
2018-06-07,0,"wetland"
2018-06-08,0,"wetland"
2018-06-09,0.00042211,"wetland"
2018-06-10,0.00566797012395833,"wetland"
2018-06-11,0.00568871010625,"wetland"
2018-06-12,0.00110176998229167,"wetland"
2018-06-13,0.00150467,"wetland"
2018-06-14,0.00088451,"wetland"
2018-06-15,3.876e-05,"wetland"
2018-06-16,0,"wetland"
2018-06-17,0.000555219982291667,"wetland"
2018-06-18,0.00177938996458333,"wetland"
2018-06-19,0.00122416998229167,"wetland"
2018-06-20,0.0002601,"wetland"
2018-06-21,0.0003502,"wetland"
2018-06-22,0.00254745001770833,"wetland"
2018-06-23,0.00279463001770833,"wetland"
2018-06-24,0.00066538,"wetland"
2018-06-25,0.00159664,"wetland"
2018-06-26,0.00634830989375,"wetland"
2018-06-27,0.00600558989375,"wetland"
2018-06-28,0.00103394,"wetland"
2018-06-29,0.00021624,"wetland"
2018-06-30,0.00010812,"wetland"
2018-07-01,6.8e-05,"wetland"
2018-07-02,0.00188581,"wetland"
2018-07-03,0.00181781,"wetland"
2018-07-04,4.522e-05,"wetland"
2018-07-05,0.00050099,"wetland"
2018-07-06,0.005594104946875,"wetland"
2018-07-07,0.0103209550354167,"wetland"
2018-07-08,0.00518262008854167,"wetland"
2018-07-09,0,"wetland"
2018-07-10,0,"wetland"
2018-07-11,0.00118030998229167,"wetland"
2018-07-12,0.00118030998229167,"wetland"
2018-07-13,0,"wetland"
