"Date","Depth","Chla_ugL","Chla_ARlag1","Temp_C","DO_mgL","Turb_NTU","SpCond_uScm","TP_ugL","TN_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TP_inf","TN_inf","NH4_inf","NO3NO2_inf","DOC_inf","SRP_inf","Kd","TN_TP","NH4NO3NO2_SRP","TN_TP_inf","NH4NO3_SRP_inf","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median","AirTemp_max","AirTemp_mean","AirTemp_median","Rain_sum","RelHum_max","RelHum_mean","RelHum_median","ShortWave_max","ShortWave_mean","WindSpeed_max","WindSpeed_mean","WindSpeed_median","week_julian","week_series","week_cum"
"2013-07-11",1,8.3473,4.8957,22.9678,6.41619,10.1766,35.21383782,118.8,NA,3,4,22,NA,48.8,NA,11,31,NA,10,NA,NA,0.318181818181818,NA,4.2,0.0747558500953102,NA,3.64808548465114,0.822314351048412,2.31743135295462,0.747558500953102,NA,53.3388848173592,17.1228125,17.56,16.75,0.125380572940542,0.044134314983274,0.0676108175379501,30.64000854,25.9333371466667,25.750024415,0.123009605,96.12041655,77.23770819625,77.142957475,676.9619751,243.949708784583,3.084152972,1.99759459929167,1.9443346485,27,11,11
"2013-07-18",1,4.9156,8.3473,24.09,6.94825,5.2419,37.83681264,36.65,NA,4.5,4.5,14,NA,43.26666667,NA,21,129,NA,11,NA,NA,0.642857142857143,NA,13.6363636363636,0.0250351390066214,NA,1.0831870144366,0.525737919139048,3.22953293185415,0.275386529072835,NA,143.593579858126,18.5863541666667,19.5,17.94,0.0270527854571274,0.0221628338211657,0.025057933003273,33.41002808,28.84916712375,28.96000061,0,85.2877169,69.9011176995833,72.57304833,835.1530151,272.598583383333,3.434603248,2.16714293791667,2.056566813,28,12,12
"2013-07-25",1,3.5111,4.9156,25.5099,6.23613,2.7073,37.40681665,70.7,NA,6,5,6,NA,59.8,NA,13,58,NA,12,NA,NA,1.83333333333333,NA,5.91666666666667,0.0170936830420883,NA,1.02220224591688,0.222217879547148,0.991433616441122,0.20512419650506,NA,210.356214139772,17.8819791666667,18.56,17.19,0.01893849610139,0.0154666693585706,0.0171733183958222,28.83999023,23.8012596133333,22.860025025,0.0194808,92.22100572,71.4287614375,72.246330965,884.1589966,283.410878019167,3.814773818,2.62162773829167,3.0603235395,29,13,13
"2013-08-01",1,3.166,3.5111,23.2441,7.09553,1.5324,37.68313014,51,NA,60,0,4,NA,79.3,NA,7,56,NA,13,NA,NA,15,NA,4.84615384615385,0.0148626738978324,NA,1.17861004009811,0.104038717284827,0.832309738278617,0.193214760671822,NA,242.593358584211,17.3035416666667,18.44,16.5,0.0176092023684709,0.0122375191991045,0.0150493911148339,28.32000122,23.12791976875,22.71000061,0.163103998,93.78403044,77.9518457216667,76.294312695,735.0050049,249.102454660833,3.83328843,2.68383685891667,2.6722776065,30,14,14
"2013-08-12",1,1.0752,3.166,27.0277,5.27356,1.8849,38.28634641,20.7,NA,3,2,4,NA,36.6,NA,7,59.14285714,NA,15.14285714,NA,NA,1.25,NA,4.36792452893734,0.0139445474240279,NA,0.510370435719422,0.0976118319681955,0.824720376181239,0.21116028952401,NA,259.937637700969,19.0270833333333,19.94,18.38,0.0158877345258808,0.0110930403721039,0.014226335107487,31.33001099,25.4737525945833,25.635003665,0.0327456,98.14660748,75.7985593745833,76.30922393,864.3889771,284.343541269292,4.080061261,2.57742226075,2.6825120615,31,15,15
"2013-08-12",1,1.0752,2.6542,27.0277,5.27356,1.8849,38.28634641,20.7,NA,3,2,4,NA,36.6,NA,7,59.14285714,NA,15.14285714,NA,NA,1.25,NA,4.36792452893734,0.0139445474240279,NA,0.510370435719422,0.0976118319681955,0.824720376181239,0.21116028952401,NA,259.937637700969,19.0270833333333,19.94,18.38,0.0158877345258808,0.0110930403721039,0.014226335107487,31.33001099,25.4737525945833,25.635003665,0.0327456,98.14660748,75.7985593745833,76.30922393,864.3889771,284.343541269292,4.080061261,2.57742226075,2.6825120615,31,15,15
"2013-08-18",1,1.560533333,1.0752,25.93053333,6.239863333,1.493233333,38.6968366,21,NA,6,2.666666667,4.333333333,NA,37.3,NA,7,52.28571429,NA,14.28571429,NA,NA,2.00000000023077,NA,4.149999999055,0.019876396639082,NA,0.741389594637757,0.139134776473574,1.03925159578576,0.283948523500641,NA,191.807470885043,16.0686458333333,16.38,15.81,0.0349718552355526,0.014226335107487,0.0173912603821465,21.85,19.2333402,19.080026245,0.0575016,100,96.3179352791667,96.508595015,313.4570007,90.912541621375,3.826277639,2.37145837725,2.1380737185,32,16,16
"2013-08-23",1,2.045866667,1.560533333,24.83336667,7.206166667,1.101566667,39.10732679,16.1,NA,9,3.333333333,4.666666667,NA,38,NA,7,45.42857143,NA,13.42857143,NA,NA,2.64285714259694,NA,3.90425531883997,0.0101779850331711,NA,0.386763431260501,0.0712458952321976,0.462371320092883,0.136675799031409,NA,354.476198300863,18.065,18.88,17.38,0.013820629671959,0.00857307141360553,0.00998664707111392,25.68999634,23.20959116625,23.35,0.0282432,89.03938188,79.2641425454167,80.63503467,497.5960083,165.465293727083,3.224903147,2.72983970725,2.912357271,33,17,17
"2013-08-28",1,2.5312,2.045866667,23.7362,8.17247,0.7099,39.51781699,17.1,NA,12,4,5,NA,38.7,NA,7,38.57142857,NA,12.57142857,NA,NA,3.2,NA,3.6250000002983,0.00949447180293456,NA,0.367436058773567,0.0664613026205419,0.366215340956769,0.119359074080471,NA,382.301261993008,18.3145833333333,18.75,18,0.0146359344793006,0.00789371076278085,0.00927087523964406,28.1,23.8958386733333,23.689996335,0.039888001,90.30440158,81.87332128875,81.976878155,443.4899902,142.563081065,4.980000019,4.08178445966667,4.1380235125,34,18,18
"2013-09-06",1,2.476966667,2.5312,22.59956667,8.04832,0.7155,40.09128862,22.6,NA,10.33333333,3.333333333,4.333333333,NA,39.4,NA,7,31.71428571,NA,11.71428571,NA,NA,3.1538461532426,NA,3.30487804962374,0.00622312402143811,NA,0.245191086444661,0.0435618681500668,0.197361933224652,0.0728994527958902,NA,582.997124621432,17.1275,17.94,16.19,0.00756110585621849,0.00479334413034044,0.00627949197825056,25.77001343,21.0416758220833,20.35999451,0,80.46589676,68.3904118916667,71.89384174,652.5369873,204.592458989625,4.043080614,3.10321279554167,3.27332408,35,19,19
"2013-09-13",1,2.422733333,2.476966667,21.46293333,7.92417,0.7211,40.66476025,23.55,NA,8.666666667,2.666666667,3.666666667,NA,40.1,NA,7,24.85714286,NA,10.85714286,NA,NA,3.09090909080992,NA,2.93421052580679,0.0211107228021231,NA,0.846539984365137,0.147775059614862,0.524752252570234,0.22920213334051,NA,170.31553251031,19.1359375,20.13,17.56,0.0245672288112431,0.0189384961013892,0.0212244267122472,25.2300354,20.3316703795833,19.815026855,0,91.24310558,67.5525143066667,65.439954255,795.9719849,236.597081820833,8.25378701,5.06191522141667,4.116777757,36,20,20
"2013-09-18",1,2.3685,2.422733333,20.3263,7.80002,0.7267,41.23823187,24.5,NA,7,2,3,NA,40.8,NA,7,18,NA,10,NA,NA,3,NA,2.5,0.0197627379087984,NA,0.806319706678974,0.138339165361589,0.355729282358371,0.197627379087984,NA,181.861481406224,15.810625,16.63,14.81,0.0221628338211657,0.0176092023684709,0.0198424387431003,21.64000854,15.900426483375,17.40004883,0,86.80699032,72.3809185479167,75.204335355,571.0159912,174.008082070417,3.553266155,2.390465704875,2.338309777,37,21,21
"2013-09-25",1,3.2771,2.3685,19.4865,8.15221,1.3813,40.98831984,13,NA,8,4,4,NA,46.7,NA,7.25,14.5,NA,9.75,NA,NA,3,NA,2.23076923076923,0.0199446608690428,NA,0.931415662584298,0.14459879130056,0.28919758260112,0.194460443473167,NA,180.282856041249,16.4639583333333,17.06,15.75,0.0231146773464087,0.0180487129788194,0.0198424387431003,23.67000732,19.4437512708333,19.38500366,0.00546,85.04359611,69.7730600983333,69.505007545,654.2999878,162.926374555417,2.526994341,1.36142989104167,1.2864981645,38,22,22
"2013-10-04",1,4.098333333,3.2771,18.8512,8.305343333,1.543566667,41.05095453,14.06666667,NA,8.666666667,4.666666667,4.333333333,NA,NA,NA,7.5,11,NA,9.5,NA,NA,3.07692307731361,NA,1.94736842105263,0.0179059326728252,NA,NA,0.134294495046189,0.196965259401077,0.170106360391839,NA,200.964262471774,17.9701041666667,19.13,17.13,0.0198424387431003,0.0158877345258808,0.0180487129788187,28.04000244,22.7675033566667,22.544992065,0,87.43801452,68.5953100933333,67.94307202,608.8729858,173.269041379167,3.36808554,2.435140192125,2.5290352765,39,23,23
"2013-10-11",1,4.919566667,4.098333333,18.2159,8.458476667,1.705833333,41.11358923,15.13333333,NA,9.333333333,5.333333333,4.666666667,NA,NA,NA,7.75,7.5,NA,9.25,NA,NA,3.1428571424898,NA,1.64864864864865,0.019571843381382,NA,NA,0.151681786205711,0.146788825360365,0.181039551277784,NA,183.79670440535,15.8492708333333,16.69,15.06,0.0245672288112431,0.0171733183958222,0.0193887113723248,21.45003662,16.61376215625,16.535028075,0,98.17345918,86.8392380954167,91.0214364,354.2449951,88.0824995045833,3.719892468,2.88664797258333,2.8408917535,40,24,24
"2013-10-16",1,5.7408,4.919566667,17.5806,8.61161,1.8681,41.17622393,16.2,NA,10,6,5,NA,NA,NA,8,4,NA,9,NA,NA,3.2,NA,1.33333333333333,0.0173979368802731,NA,NA,0.139183495042185,0.0695917475210926,0.156581431922458,NA,207.058604579946,15.4340625,16.31,14.63,0.0202996512356182,0.0150493911148346,0.0171733183958222,23.2499939,17.93875529125,18.55500183,0.0002712,97.24288764,75.3528904641667,74.20707344,540.5150146,142.5655037575,2.965687056,1.48565647183333,1.3524031775,41,25,25
"2013-10-23",1,5.2449,5.7408,15.1606,8.43223,2.6234,41.52722854,15.96666667,NA,6,4,5,NA,NA,NA,9,4,NA,9,NA,NA,2,NA,1.44444444444444,0.0179711984780757,NA,NA,0.161740786302681,0.0718847939123028,0.161740786302681,NA,201.755077939596,12.3072916666667,13.19,10.38,0.0275594058891763,0.014226335107487,0.0176092023684717,12.76003418,9.812507883875,10.299996945,0.0137184,95.48921023,74.05133928125,73.14887521,407.5079956,106.761916644167,9.56912759,5.39891974216667,5.7206390045,42,26,26
"2013-10-30",1,5.8439,5.2449,13.2477,9.09212,2.0359,42.43840547,15.73333333,NA,23,7,5,NA,NA,NA,14,8,NA,16,NA,NA,6,NA,1.375,0.0165826301949148,NA,NA,0.232156822728807,0.132661041559318,0.265322083118636,NA,217.278184720622,13.1554166666667,14.06,12.44,0.019388711372324,0.013820629671959,0.0163125528597479,18.90999756,15.4125012716667,15.4400116,0.0126096,97.19163268,87.2054713591667,87.132150545,327.0270081,73.571625035,3.735304657,2.89218381066667,2.9976712095,43,27,27
"2014-05-06",1,1.2855,5.8439,14.8694,9.54354,1.3813,32.75347619,15.03333333,161.5,9.5,2,2.833333333,NA,NA,NA,13.33333333,13,2,1.833333333,NA,10.7427937939563,4.05882352988927,NA,14.3636363644298,0.0943125068448838,NA,NA,1.25750009095074,1.22606258898349,0.172906262517516,0.188625013689768,38.0600833833157,14.0163541666667,15.75,12.75,0.0978695176783351,0.0894660807348132,0.094784671619937,25.18999634,17.8741737358333,18.449990845,0.0004392,92.21817302,74.87603519875,76.659817645,724.9790039,252.896497607958,4.016877063,1.79240631333333,1.321295136,17,1,28
"2014-05-08",1,0.8213,1.2855,16.9945,9.52568,0.9953,32.56526556,15.5,158.5,8.5,2,2.5,NA,NA,NA,10,13,2,1.5,NA,10.2258064516129,4.2,NA,15.3333333333333,0.0963211472178552,NA,NA,0.963211472178552,1.25217491383212,0.144481720826783,0.19264229443571,37.2643472172596,14.9563541666667,16.5,14,0.10020466891002,0.093254642533544,0.0955527929721967,29.52999268,22.5908383691667,21.94501648,0,83.68802307,61.75509103375,59.918502015,923.1259766,319.130625688333,4.312817923,3.75846612745833,3.9620142235,18,2,29
"2014-05-14",1,1.1307,0.8213,18.1739,10.14673,1.2974,31.2229531,15.2,173.3333333,6,1.666666667,2.333333333,NA,NA,NA,7,13.33333333,1.966666667,2,NA,11.4035087697368,3.28571428632653,NA,10.166666665,0.0941190859508727,NA,NA,0.658833601656109,1.25492114569791,0.188238171901745,0.185100869068089,38.133243568216,15.92125,16.81,15.31,0.0978695176783351,0.0894660807348132,0.0940186196053601,29.24001465,24.3595926933333,24.030007935,0.0089208,88.924864,70.1409466925,70.252272625,879.2930298,270.103998657083,6.978287977,4.15341610241667,4.095865383,19,3,30
"2014-05-26",1,1.8925,1.1307,19.9368,9.10228,1.1128,31.75742844,13.12,152,6,4,4,NA,NA,NA,8,16,1.9,4,NA,11.5853658536585,2.5,NA,6,0.0954304705627502,NA,NA,0.763443764502002,1.526887529004,0.381721882251001,0.181317894069225,37.6114613221422,17.61875,18.56,16.81,0.099424246749955,0.091732935868125,0.0951687322960668,29.4500061,23.05918019625,22.830026245,0,74.6760715,61.0878390225,61.42097617,927.1270142,325.880960304167,5.420452087,3.340518673125,3.4363388125,20,4,31
"2014-06-02",1,3.8563,1.8925,19.962,9.39937,1.2303,31.3201439,12.75,178,13,4,6,NA,NA,NA,12,25,2.1,5,NA,13.9607843137255,2.83333333333333,NA,7.4,0.0994863108708914,NA,NA,1.1938357304507,2.48715777177229,0.497431554354457,0.208921252828872,36.0763086228125,18.2266666666667,19.13,17.38,0.103346618494695,0.094784671619937,0.0994242467499543,27.61000977,20.3654202783333,20.509988405,0,80.15589215,66.8620876958333,71.062819555,912.3759766,323.903457642083,4.765637623,3.34920272933333,3.385465922,21,5,32
"2014-06-04",1,1.7774,3.8563,21.3108,9.21243,0.7939,31.60652213,14.4,184.4,11.8,3.6,12,NA,NA,NA,12.8,34.6,2.02,7,NA,12.8055555555556,1.28333333333333,NA,6.77142857142857,0.102569440102488,NA,NA,1.31288883331184,3.54890262754608,0.717986080717415,0.207190269007025,35.0795373364163,19.0195833333333,19.5,18.69,0.133894722551558,0.0963229781022364,0.100987122404191,29.7499939,24.3650070191667,24.16500244,0.356078406,90.50856271,71.48061764875,74.336575625,844.7449951,267.8511230175,5.494842915,4.20700344158333,3.804510663,22,6,33
"2014-06-12",1,2.3487,1.7774,21.8129,8.8073,1.1296,31.53301975,18.4,164.35,13.5,3,33.5,NA,NA,NA,11.5,42.5,1.9,8,NA,8.9320652173913,0.492537313432836,NA,6.75,0.100151593014602,NA,NA,1.15174331966792,4.25644270312058,0.801212744116816,0.190288026727744,35.8509856362494,20.2892708333333,20.94,19.63,0.110533133452191,0.0924927460553685,0.10020466891002,25.29000244,22.4704236354167,22.41500244,0.262859997,98.55688212,85.8644509891667,86.712368935,601.9949951,198.843460400417,3.740802116,2.91086509625,3.0677321865,23,7,34
"2014-06-19",1,1.5037,2.3487,24.0161,9.41615,1.0288,31.58967159,17.53333333,148.7,12.5,3,26,NA,NA,NA,8.5,32.5,1.85,5.5,NA,8.48098859476825,0.596153846153846,NA,7.45454545454545,0.0966575855743609,NA,NA,0.821589477382067,3.14137153116673,0.531616720658985,0.178816533312568,37.1319557240157,22.1715625,22.69,21.75,0.100987122404191,0.093254642533544,0.0970952214947282,32.68999634,26.5304237375,26.50499878,0,82.79636187,62.9717380533333,62.02074779,874.0369873,286.98841556375,7.282945717,5.14916048183333,4.668998866,24,8,35
"2014-06-29",1,2.0313,1.5037,24.8403,8.32965,1.0456,32.56135994,19.3,225,8,1,9,NA,NA,NA,7,26,2.1,6,NA,11.6580310880829,1,NA,5.5,0.0965437736993898,NA,NA,0.675806415895728,2.51013811618413,0.579262642196339,0.202741924768719,37.1729401785056,22.9189583333333,23.31,22.63,0.10020466891002,0.0924927460553671,0.0970952214947282,27.92998657,24.167083995,24.01001892,0.0272616,89.75776928,66.99690366625,68.005186675,471.8070068,166.35041499125,4.913501618,2.57649955604167,2.551590388,25,9,36
"2014-07-02",1,0.9998,2.0313,25.667,8.48141,0.6932,32.71377433,14.15,216.3333333,6,1,7.666666667,NA,NA,NA,9,24,1.966666667,8,-1.186084294,15.2885747915194,0.913043478221172,NA,4.125,0.0976899377509092,NA,NA,0.879209439758183,2.34455850602182,0.781519502007274,0.192123544276018,36.7418258239276,24.4198958333333,25.06,23.88,0.100987122404191,0.094784671619937,0.0970952214947295,36.11000977,29.98666661625,29.9999939,0.0126624,82.53170583,58.9630524995833,57.17909791,880.4680176,310.57933790875,5.359552266,3.38783809279167,3.3022044355,26,10,37
"2014-07-14",1,1.218,0.9998,25.6012,8.22223,0.5924,32.33788861,13.3,251,6,1,9,NA,NA,NA,13,30,2.1,9,NA,18.8721804511278,0.777777777777778,NA,4.77777777777778,0.0959833015022117,NA,NA,1.24778291952875,2.87949904506635,0.863849713519905,0.201564933154645,37.3941075012409,24.3572916666667,25.31,23.88,0.099424246749955,0.091732935868125,0.0955527929721967,34.6,27.9162549345833,27.510018925,0.110973612,83.83284838,62.5022818491667,63.798240205,822.440979,279.905372621667,6.40677762,4.36837786958333,4.1345628875,27,11,38
"2014-07-21",1,2.92,1.218,23.9154,8.21994,0.7603,32.87471397,13.65,167.7,12,1,6,NA,NA,NA,24,52,2.3,5,NA,12.2857142857143,2.16666666666667,NA,15.2,0.0938932357852772,NA,NA,2.25343765884665,4.88244826083441,0.469466178926386,0.215954442306137,38.2183209915639,23.081875,23.44,22.81,0.0970952214947295,0.0909752177161759,0.0940186196053601,30.02001343,24.5770889283333,23.975,0.018888,94.14614013,76.022992325,78.84924648,681.3800049,236.856663552083,4.739725765,3.20913488879167,3.0117840435,28,12,39
"2014-07-28",1,1.9123,2.92,24.945,7.87533,0.8274,32.39706111,15.15,165.7,12,3,7,NA,NA,NA,8,34,2.1,7,NA,10.9372937293729,2.14285714285714,NA,6,0.0876440651887801,NA,NA,0.701152521510241,2.97989821641852,0.613508456321461,0.184052536896438,40.9541600305555,23.2076041666667,24.31,22.31,0.093254642533544,0.0842508679117992,0.0872182119157772,28.83001099,24.8100067129167,24.76500854,0.0003048,80.78516711,57.2597162895833,54.85693072,914.7789917,322.18203893875,10.47576254,7.28538636741667,6.9791417545,29,13,40
"2014-08-02",1,3.2572,1.9123,23.1282,7.96196,1.0456,32.7545649,14.4,166.3666667,6.666666667,2.333333333,5.666666667,NA,NA,NA,12,33.33333333,2.1,8.333333333,NA,11.5532407430556,1.58823529402422,NA,5.4399999998176,0.0882326991159491,NA,NA,1.05879238939139,2.94108997023753,0.735272492603498,0.185288668143493,40.6708228295244,21.73625,22.06,21.38,0.091732935868125,0.0857302603565371,0.0879653820324385,26.11998901,21.6179201754167,21.24002991,0.002628,100,80.8920423054167,82.325776125,510.2550049,167.610414899583,3.267414871,2.371141675875,2.262071273,30,14,41
"2014-08-11",1,3.9317,3.2572,22.2812,7.49403,1.8177,32.8342019,18.7,194.7,17,3,5,NA,NA,NA,10,42,2.3,8,NA,10.4117647058824,4,NA,6.5,0.0993047519999292,NA,NA,0.993047519999292,4.17079958399702,0.794438015999433,0.228400929599837,36.5889295849906,20.9296875,21.25,20.06,0.143473174040568,0.0887146736353482,0.0955527929721967,25.2000061,21.4525149029167,20.580041505,0.487303198,100,88.6147058808333,90.339572545,481.5069885,145.00470852375,4.80676623,2.943024225375,2.7028335935,31,15,42
"2014-08-18",1,3.7452,3.9317,22.5314,8.70384,6.2993,32.27990596,16.6,171.8,1,6,18,NA,NA,NA,8,30,2.1,7,NA,10.3493975903614,0.388888888888889,NA,5.42857142857143,0.091525806299636,NA,NA,0.732206450397088,2.74577418898908,0.640680644097452,0.192204193229236,39.256359271862,22.0561458333333,22.19,21.81,0.104929677200697,0.0835143968885665,0.0909752177161759,26.92003784,23.2966768904167,23.01999817,0.48126,96.87098552,80.5085198979167,80.420121965,400.0589905,138.519083806375,3.422864414,2.12867667991667,2.161319028,32,16,43
"2014-08-25",1,3.4675,3.7452,23.0097,8.4338,1.1128,31.5788827,16.3,173.9,5,1,5,NA,NA,NA,14,33,2.1,8,NA,10.6687116564417,1.2,NA,5.875,0.0918937808754357,NA,NA,1.2865129322561,3.03249476888938,0.735150247003486,0.192976939838415,39.0719438411705,21.603125,22.5,20.75,0.096322978102235,0.0864731693262228,0.0924927460553671,29.1,22.5254264829167,21.185006715,0,83.99960706,60.55764960375,60.013279015,919.9180298,301.963165129167,4.809345089,3.61763050520833,4.015311787,33,17,44
"2014-08-30",1,2.85455,3.4675,24.41155,8.337765,0.6764,32.18047228,18.2,168.3,6,2,6,NA,NA,NA,13.5,53.5,1.95,10,NA,9.24725274725275,1.33333333333333,NA,6.7,0.0503805377652543,NA,NA,0.680137259830933,2.6953587704411,0.503805377652543,0.0982420486422458,71.2802169119652,23.1355208333333,23.88,22.56,0.0546182243219901,0.0465337621546402,0.0502114097238969,33.89000854,26.2800053904167,25.6650177,0.027254399,96.37024389,71.58383872875,73.959786875,813.5629883,250.169414084583,5.127202197,3.18105635329167,3.3806507295,34,18,45
"2014-09-08",1,4.1975,2.85455,24.0478,7.94143,0.5085,33.00538255,18.9,185,5,1,4,NA,NA,NA,19,88,2.2,4,NA,9.78835978835979,1.5,NA,26.75,0.0458634708314704,NA,NA,0.871405945797937,4.03598543316939,0.183453883325882,0.100899635829235,78.2577679292595,21.4242708333333,22,21,0.0477492709302522,0.0429505634092423,0.0459299368382844,21.07000122,18.7916720079167,18.779992675,0.017618399,100,92.47877089125,91.49438584,323.946991,104.772332780417,4.817239866,3.86374652770833,4.140361649,35,19,46
"2014-09-15",1,4.7053,4.1975,21.4982,7.23907,1.1128,34.2461334,13.4,171,4,2,5,NA,NA,NA,33,62,2,5,NA,12.7611940298507,1.2,NA,19,0.0415554157020126,NA,NA,1.37132871816642,2.57643577352478,0.207777078510063,0.0831108314040252,86.3744305686271,19.4267708333333,20.19,18.63,0.0435410982365784,0.0394643720079464,0.0417775886246348,27.66002808,21.3641754158333,21.09002075,0,88.59111776,70.2381009741667,76.00857098,767.2789917,226.113334022083,3.289756873,2.08292415033333,2.044636947,36,20,47
