"Date","Depth","Temp_C","DO_mgL","Chla_ugL","Turb_NTU","pH","ORP_mV","SpCond_calc","TN_ugL","TP_ugL","NH4_ugL","NO3NO2_ugL","SRP_ugL","DOC_mgL","TN_TP","NH4NO3_SRP","TN_inf","TP_inf","NH4_inf","NO3NO2_inf","SRP_inf","DOC_inf","TN_TP_inf","NH4NO3_SRP_inf","Kd","mean_flow","TN_load","TP_load","NH4_load","NO3NO2_load","SRP_load","DOC_load","mean_wrt","Temp_inf_mean","Temp_inf_max","Temp_inf_min","flow_max","flow_min","flow_median"
2013-12-04,5,4.5966,11.10728,8.6965,1.8513,NA,NA,39.975675044789,NA,NA,8,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,5.2,4.5931,11.0944,8.4624,1.8513,NA,NA,39.9757297356017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,5.5,4.5914,11.11115,11.5966,1.8681,NA,NA,40.227509618471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,5.8,4.5917,11.10651,10.3945,1.5156,NA,NA,40.1026352820815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,6,4.5889,11.1234,9.9501,1.5324,NA,NA,40.2138536914626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,6.2,4.5877,11.11374,10.1445,1.7842,NA,NA,40.2691828414787,NA,NA,10,2,5,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,8,4.5796,11.04387,12.0489,1.8177,NA,NA,40.0634286557793,NA,NA,0,1,3,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,9,4.5798,11.04054,9.1368,1.7842,NA,NA,40.2873413428745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-12-04,9.3,4.5801,11.03332,11.672,1.8345,NA,NA,40.2055044730899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-05,0.1,16.9798,8.70707,0.4959,1.5492,NA,NA,34.4844922176433,188,13.7,19,6,3,1.9,13.7226277372263,8.33333333333333,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,1,15.3713,9.2514,0.9284,1.6331,NA,NA,33.6225581378507,163,16.2,10,2,3,NA,10.0617283950617,4,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,1.6,14.4298,9.35312,1.6703,1.5492,NA,NA,33.0343813361475,158,13.5,7,0,2,NA,11.7037037037037,3.5,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,2.8,12.6352,8.99849,1.952,1.5324,NA,NA,34.5089482466518,147,14.9,11,1,3,NA,9.86577181208054,4,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,3.8,10.4671,9.42628,3.0073,0.9953,NA,NA,34.3590289332569,156,13.6,6,1,2,NA,11.4705882352941,3.5,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,5,9.0168,7.63617,3.6024,0.8274,NA,NA,34.387562959098,154,12.8,10,2,4,1.8,12.03125,3,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,5.2,8.8641,7.3177,3.5468,0.7771,NA,NA,34.4234296545507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,5.5,8.5949,6.90958,3.0946,0.7099,NA,NA,34.4307849944177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,5.8,8.3766,6.63495,2.3249,0.8946,NA,NA,34.3526804506994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,6,8.2895,6.53541,1.4283,1.0288,NA,NA,34.5611768116082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,6.2,8.2068,6.40155,1.2418,1.0121,NA,NA,34.7748887346141,210,14.9,18,2,3,NA,14.0939597315436,6.66666666666667,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,8,7.8383,5.39294,0.6308,1.0121,NA,NA,35.8256693395307,140,9.1,20,3,2,NA,15.3846153846154,11.5,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,9,7.6969,5.26911,0.5912,1.2974,NA,NA,35.8842372054975,156,10.8,20,3,2,1.8,14.4444444444444,11.5,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-05,9.3,7.6701,5.07012,0.5039,1.5156,NA,NA,36.0570602424449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA,14,NA,0.0926957866980175,NA,NA,1.39043680047026,1.20504522707423,0.185391573396035,0.185391573396035,38.7190246070515,13.6316666666667,14.88,13.06,0.096322978102235,0.0872182119157758,0.0924927460553685
2014-05-06,0.1,16.4702,9.47371,0.5436,1.3478,NA,NA,32.9846143171695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,1,14.8694,9.54354,1.2855,1.3813,NA,NA,32.7534761881487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,1.6,14.2899,9.50895,1.8012,1.5995,NA,NA,33.0022378011063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,2.8,12.6416,9.03197,2.0551,1.5995,NA,NA,34.692224364758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,3.8,10.2557,9.30014,3.9515,0.8442,NA,NA,34.0582967153759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,5,8.7439,6.8824,4.6379,0.8106,NA,NA,34.3870008040075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,5.2,9.1108,7.55045,4.6458,0.7603,NA,NA,34.1810057907046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,5.5,8.765,7.13677,4.0586,0.8106,NA,NA,34.3970422293294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,5.8,8.4462,6.42479,2.2971,0.7603,NA,NA,34.8538703951824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,6,8.3658,6.30001,1.71,0.8442,NA,NA,34.751467703947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,6.2,8.3427,6.06094,1.6941,0.9953,NA,NA,35.0414053434416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,8,7.7931,5.01921,0.615,1.9184,NA,NA,36.3744158936538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,9,7.6712,4.94595,0.5158,2.0695,NA,NA,36.331806084339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-06,9.3,7.6703,4.8622,0.484,1.6667,NA,NA,36.4751964465078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,0.1,17.578,9.01656,0.6745,1.2638,NA,NA,33.8776575031827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,1,15.5915,9.54845,0.98,1.6163,NA,NA,32.7345384934359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,1.6,15.413,9.64693,1.0038,1.5995,NA,NA,32.837226338044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,2.8,13.7993,9.30012,1.8845,1.6331,NA,NA,33.338135725212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,3.8,10.7648,9.62683,2.5153,0.7603,NA,NA,34.2887895372838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,5,9.3939,7.87703,5.6813,0.7771,NA,NA,34.283215112234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,5.2,9.1152,7.38178,6.1494,0.7939,NA,NA,34.438669221398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,5.5,8.5317,7.02267,3.4992,0.9953,NA,NA,34.9788207248532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,5.8,8.3615,7.00611,2.3289,1.1296,NA,NA,35.1182874523063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,6,8.3528,6.86829,2.5153,0.7771,NA,NA,35.0540001789928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,6.2,8.2479,6.95398,1.7734,1.3645,NA,NA,35.1746099380283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,8,8.1798,6.8603,1.579,1.3142,NA,NA,35.2400434585451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,9,8.1796,6.87789,1.3331,1.3645,NA,NA,35.1897327828388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-07,9.3,8.1774,6.87414,1.3608,1.5995,NA,NA,35.1624104813706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,0.1,20.2692,8.73321,0.6229,0.9449,NA,NA,33.9512670988749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,1,16.9945,9.52568,0.8213,0.9953,NA,NA,32.5652655584831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,1.6,15.2495,9.81921,1.3807,1.4485,NA,NA,32.2195713764943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,2.8,13.4096,9.19582,2.3368,1.3142,NA,NA,33.8507311160045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,3.8,11.5617,9.35717,2.5193,0.9281,NA,NA,34.237032519419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,5,9.5826,7.75248,4.0547,0.626,NA,NA,33.9622715854967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,5.2,9.3533,7.24201,3.9872,0.9114,NA,NA,34.0053041295716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,5.5,8.5596,7.46204,5.3917,0.7603,NA,NA,34.5629683862274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,5.8,8.412,7.51064,2.0234,1.0456,NA,NA,34.6813673684352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,6,8.412,7.50664,1.9559,1.1967,NA,NA,34.6210265333976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,6.2,8.4033,7.48604,1.948,1.1967,NA,NA,34.6571537171658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,8,8.3421,7.42831,2.2217,0.9953,NA,NA,34.6421067141977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,9,8.3311,7.41432,1.7496,1.3142,NA,NA,34.6649173933882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-08,9.3,8.3272,7.3835,1.8885,1.3142,NA,NA,34.6096891096042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,0.1,20.4072,8.51175,0.7776,0.7771,NA,NA,34.337519354856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,1,16.8538,9.76648,1.0117,1.0456,NA,NA,32.3668399566001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,1.6,15.4071,9.89992,1.4164,1.5828,NA,NA,32.4368537400376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,2.8,13.0179,9.32934,2.2932,1.3981,NA,NA,34.4788596557762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,3.8,11.2678,9.22904,2.7335,1.1463,NA,NA,34.4055816787128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,5,8.9328,7.56283,5.6099,0.8442,NA,NA,34.6676030556942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,5.2,8.5719,7.82341,5.5027,1.0456,NA,NA,34.8556109192971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,5.5,8.5033,7.89483,3.3683,1.1128,NA,NA,34.9235522647306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,5.8,8.491,7.84968,2.6264,1.3813,NA,NA,34.7690060482437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,6,8.4863,7.85028,2.682,1.3813,NA,NA,34.7874495611107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,6.2,8.4791,7.82397,2.5431,1.0456,NA,NA,34.7717624879427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,8,8.4275,7.8325,2.5907,1.3142,NA,NA,34.8787198763946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,9,8.4173,7.83755,2.6582,1.2638,NA,NA,34.8362155815817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-09,9.3,8.4142,7.79754,2.4122,1.3813,NA,NA,34.9113645996622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,0.1,20.6814,8.53946,2.6383,1.096,NA,NA,34.0854567633431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,1,17.6781,9.70804,2.5629,1.0456,NA,NA,32.0199758714657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,1.6,15.9488,9.8897,2.8446,1.7674,NA,NA,32.4275202519077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,2.8,13.4364,9.11157,3.6024,1.566,NA,NA,34.2920505046082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,3.8,11.0397,9.05292,2.7058,0.7603,NA,NA,34.3121200501359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,5,8.7868,8.04554,4.4316,1.1128,NA,NA,34.8056317818136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,5.2,8.6503,8.1657,3.531,1.096,NA,NA,34.9263748382283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,5.5,8.6136,8.21477,2.8526,1.3142,NA,NA,34.7296284462036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,5.8,8.625,8.17268,2.6502,1.0456,NA,NA,34.7834074828571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,6,8.6001,8.20918,2.7811,1.2974,NA,NA,34.8881434032939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,6.2,8.6043,8.20723,2.7772,1.3645,NA,NA,34.9014889345824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,8,8.5724,8.20451,2.4796,1.331,NA,NA,34.8116639244487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,9,8.544,8.17396,2.3249,1.3645,NA,NA,35.1218975794323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-10,9.3,8.549,8.20684,2.8327,1.2974,NA,NA,34.8922163608205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-12,0.1,20.5112,8.67577,0.7657,2.9591,NA,NA,33.8242123784126,157,12.4,4,0,2,1.9,12.6612903225806,2,NA,NA,5,13,1,2,NA,18,NA,0.0948296740351929,NA,NA,0.474148370175965,1.23278576245751,0.0948296740351929,0.189659348070386,37.8479038591196,15.5157291666667,16.88,14.63,0.0986458612251129,0.091732935868125,0.0944016456126485
