Date,Depth_m,Temp_C,Chla_ugL,Turb_NTU,Cond_uScm,Spec_Cond_uScm,DO_mgL,DO_pSat,pH,ORP_mV,PAR,Salinity,Descent Rate (m/s),Flag,DOY
2018-04-20 15:50:00,0.302,14.7762,0.4602,0.9742,38.779,30.84736,7.807,77.045,7.401,242.7192,1004.4,2.59759309,0.057,0,110.6597222
2018-04-20 15:50:00,0.317,14.7746,0.4699,1.0581,38.846,30.897034,7.8491,77.453,7.406,241.5717,966.81,2.6024671,0.063,0,110.6597222
2018-04-20 15:50:00,0.335,14.7731,0.4682,1.082,38.835,30.888008,7.9108,78.062,7.411,241.5203,927.46,2.601782321,0.067,0,110.6597222
2018-04-20 15:50:00,0.354,14.7755,0.4484,1.0791,38.805,30.865248,7.9877,78.822,7.412,242.0126,867.72,2.599487981,0.069,0,110.6597222
2018-04-20 15:50:00,0.371,14.7699,0.4153,1.0839,38.819,30.875882,8.0714,79.647,7.411,242.4477,1000.6,2.600852976,0.069,0,110.6597222
2018-04-20 15:50:00,0.387,14.7634,0.3985,1.0789,38.838,30.889557,8.1494,80.414,7.41,242.9956,1197,2.602633783,0.069,0,110.6597222
2018-04-20 15:50:00,0.405,14.7645,0.4018,1.0499,38.856,30.903576,8.2099,81.011,7.409,242.6146,1288.6,2.603842245,0.069,0,110.6597222
2018-04-20 15:50:00,0.424,14.7677,0.4091,1.0378,38.874,30.918366,8.248,81.387,7.409,241.454,1330.7,2.604912049,0.068,0,110.6597222
2018-04-20 15:50:00,0.442,14.7665,0.4229,0.9941,38.902,30.941366,8.2621,81.526,7.41,241.094,1392.8,2.606984456,0.067,0,110.6597222
2018-04-20 15:50:00,0.459,14.7631,0.449,0.8873,38.964,30.991139,8.2548,81.456,7.41,241.4465,1263,2.61162412,0.066,0,110.6597222
2018-04-20 15:50:00,0.475,14.7633,0.4667,0.8152,38.988,31.01209,8.2294,81.209,7.41,241.8437,964.39,2.613319713,0.064,0,110.6597222
2018-04-20 15:50:00,0.492,14.7641,0.4713,0.7929,38.977,31.004161,8.1892,80.815,7.41,242.2832,718.54,2.612482701,0.061,0,110.6597222
2018-04-20 15:50:00,0.507,14.7645,0.4686,0.8005,39.001,31.022283,8.1426,80.353,7.41,242.6297,602.14,2.614165073,0.059,0,110.6597222
2018-04-20 15:50:00,0.522,14.7644,0.461,0.8469,39.027,31.04068,8.0962,79.89,7.406,242.8505,533.61,2.616023098,0.056,0,110.6597222
2018-04-20 15:50:00,0.536,14.7677,0.463,0.8651,39.022,31.036065,8.0539,79.471,7.402,242.9736,523.68,2.615447714,0.053,0,110.6597222
2018-04-20 15:50:00,0.55,14.7708,0.464,0.8382,39.014,31.02999,8.0184,79.121,7.4,243.0859,747.51,2.614672026,0.049,0,110.6597222
2018-04-20 15:50:00,0.562,14.7678,0.455,0.8266,39.015,31.030739,7.9915,78.855,7.401,243.3471,1084.8,2.614941581,0.046,0,110.6597222
2018-04-20 15:50:00,0.573,14.764,0.4564,0.847,39.033,31.045116,7.9731,78.673,7.401,243.8083,1111,2.616475211,0.044,0,110.6597222
2018-04-20 15:50:00,0.582,14.7634,0.471,0.8714,39.072,31.076805,7.9646,78.592,7.401,244.0173,907.03,2.619292922,0.043,0,110.6597222
2018-04-20 15:50:00,0.591,14.7643,0.4755,0.8772,39.095,31.09634,7.9742,78.691,7.402,243.8949,872.46,2.620871294,0.043,0,110.6597222
2018-04-20 15:50:00,0.602,14.7642,0.4839,0.8563,39.087,31.090785,8.0037,78.982,7.404,243.9625,895.71,2.620307637,0.043,0,110.6597222
2018-04-20 15:50:00,0.614,14.7629,0.5075,0.8318,39.066,31.07316,8.0417,79.357,7.405,243.975,877.9,2.618897559,0.043,0,110.6597222
2018-04-20 15:50:00,0.626,14.7641,0.5212,0.8564,39.067,31.073762,8.0746,79.68,7.406,244.1316,862.39,2.618888724,0.042,0,110.6597222
2018-04-20 15:50:00,0.638,14.7685,0.5303,0.9098,39.097,31.098065,8.093,79.862,7.409,244.7378,808.96,2.620733218,0.04,0,110.6597222
2018-04-20 15:50:00,0.648,14.7684,0.5445,0.9586,39.115,31.112957,8.0947,79.879,7.412,245.1092,756.03,2.622021639,0.038,0,110.6597222
2018-04-20 15:50:00,0.656,14.7668,0.5637,1.0186,39.132,31.126806,8.0811,79.746,7.413,244.5791,657.81,2.623338772,0.037,0,110.6597222
2018-04-20 15:50:00,0.664,14.7669,0.5877,1.055,39.146,31.138486,8.0567,79.508,7.413,243.5766,625.84,2.624329283,0.037,0,110.6597222
2018-04-20 15:50:00,0.673,14.767,0.605,1.0634,39.129,31.127168,8.0306,79.254,7.413,243.2264,682.54,2.623111194,0.037,0,110.6597222
2018-04-20 15:50:00,0.682,14.7672,0.6085,1.059,39.114,31.116977,8.0158,79.111,7.412,243.4429,722.37,2.622029015,0.037,0,110.6597222
2018-04-20 15:50:00,0.692,14.7673,0.6201,1.0328,39.144,31.142296,8.0214,79.17,7.412,243.6984,778.78,2.624159176,0.037,0,110.6597222
2018-04-20 15:50:00,0.703,14.7689,0.6446,1.0212,39.189,31.179258,8.0469,79.424,7.413,243.906,719.65,2.627258226,0.036,0,110.6597222
2018-04-20 15:50:00,0.713,14.7712,0.6466,1.0406,39.192,31.182828,8.0876,79.828,7.414,244.06,598.9,2.627318462,0.036,0,110.6597222
2018-04-20 15:50:00,0.721,14.773,0.6445,1.054,39.195,31.18546,8.1374,80.322,7.414,244.0128,604.09,2.627412051,0.035,0,110.6597222
2018-04-20 15:50:00,0.728,14.775,0.6656,0.9997,39.226,31.211083,8.1901,80.843,7.414,243.7651,674.5,2.629487032,0.035,0,110.6597222
2018-04-20 15:50:00,0.736,14.7771,0.6903,0.9029,39.259,31.238598,8.2399,81.338,7.413,243.7326,729.25,2.631697601,0.035,0,110.6597222
2018-04-20 15:50:00,0.746,14.7785,0.7041,0.8596,39.291,31.264099,8.2785,81.72,7.413,243.9638,718.85,2.633883524,0.035,0,110.6597222
2018-04-20 15:50:00,0.756,14.7793,0.7136,0.8739,39.295,31.265377,8.3023,81.949,7.412,244.2381,665.6,2.634114773,0.035,0,110.6597222
2018-04-20 15:50:00,0.766,14.7792,0.7309,0.8927,39.284,31.254051,8.3144,82.064,7.411,244.7251,669.64,2.633337461,0.034,0,110.6597222
2018-04-20 15:50:00,0.775,14.7824,0.7475,0.8723,39.285,31.254167,8.3206,82.123,7.41,245.3786,701.76,2.633194869,0.033,0,110.6597222
2018-04-20 15:50:00,0.783,14.7836,0.7495,0.8411,39.301,31.266776,8.3261,82.177,7.41,245.6867,694.17,2.634254234,0.031,0,110.6597222
2018-04-20 15:50:00,0.79,14.7783,0.7547,0.821,39.318,31.27948,8.3315,82.23,7.409,245.6971,689.03,2.635818876,0.03,0,110.6597222
2018-04-20 15:50:00,0.797,14.7761,0.7827,0.8435,39.319,31.280747,8.334,82.255,7.408,245.676,690.92,2.636036892,0.028,0,110.6597222
2018-04-20 15:50:00,0.803,14.7758,0.813,0.9294,39.319,31.282102,8.3368,82.285,7.406,245.6895,633.14,2.636056719,0.028,0,110.6597222
2018-04-20 15:50:00,0.811,14.7742,0.827,1.0059,39.335,31.295864,8.3438,82.355,7.404,245.9465,606.1,2.637303373,0.027,0,110.6597222
2018-04-20 15:50:00,0.818,14.7742,0.8327,1.035,39.365,31.320124,8.3525,82.443,7.403,246.3744,638.1,2.639440792,0.027,0,110.6597222
2018-04-20 15:50:00,0.825,14.7752,0.8628,0.9769,39.365,31.321393,8.3603,82.524,7.403,246.648,636.18,2.639373694,0.028,0,110.6597222
2018-04-20 15:50:00,0.832,14.7764,0.9158,0.8829,39.35,31.311212,8.3642,82.565,7.403,246.7588,607.15,2.638224382,0.029,0,110.6597222
2018-04-20 15:50:00,0.838,14.7773,0.9402,0.8442,39.367,31.324043,8.3625,82.548,7.403,246.7682,564.56,2.639375291,0.03,0,110.6597222
2018-04-20 15:50:00,0.846,14.7776,0.9458,0.8443,39.402,31.349509,8.3575,82.493,7.403,246.7609,512.31,2.641848915,0.031,0,110.6597222
2018-04-20 15:50:00,0.855,14.7799,0.9382,0.9155,39.422,31.365075,8.3525,82.443,7.402,246.671,471.76,2.643119695,0.032,0,110.6597222
2018-04-20 15:50:00,0.864,14.7834,0.9132,1.033,39.447,31.385231,8.351,82.428,7.402,246.4559,450.31,2.644666313,0.032,0,110.6597222
2018-04-20 15:50:00,0.872,14.7819,0.9002,1.0751,39.469,31.402682,8.3564,82.481,7.402,246.3961,435.64,2.64633418,0.031,0,110.6597222
2018-04-20 15:50:00,0.88,14.777,0.8915,1.058,39.448,31.385547,8.3678,82.593,7.402,246.3785,431.76,2.645165893,0.03,0,110.6597222
2018-04-20 15:50:00,0.887,14.778,0.8815,1.0397,39.425,31.36858,8.3803,82.719,7.402,246.3292,454.34,2.643459631,0.029,0,110.6597222
2018-04-20 15:50:00,0.893,14.7799,0.8526,0.9764,39.448,31.388065,8.3952,82.869,7.402,246.317,470.19,2.644971093,0.028,0,110.6597222
2018-04-20 15:50:00,0.9,14.7768,0.8001,0.8722,39.5,31.430605,8.418,83.097,7.402,246.5748,454.15,2.648884619,0.027,0,110.6597222
2018-04-20 15:50:00,0.908,14.7769,0.7696,0.8175,39.507,31.438358,8.4448,83.364,7.401,247.2951,417.1,2.649376534,0.026,0,110.6597222
2018-04-20 15:50:00,0.915,14.7791,0.7602,0.8344,39.48,31.418295,8.4629,83.546,7.401,247.6262,361.42,2.647304364,0.026,0,110.6597222
2018-04-20 15:50:00,0.922,14.7804,0.7319,0.9232,39.509,31.442073,8.4665,83.584,7.401,247.309,331.54,2.649283645,0.026,0,110.6597222
2018-04-20 15:50:00,0.927,14.7817,0.6845,1.0374,39.545,31.471808,8.4596,83.518,7.401,247.0733,347.23,2.651761832,0.026,0,110.6597222
2018-04-20 15:50:00,0.933,14.784,0.6558,1.0857,39.53,31.460273,8.4517,83.444,7.402,247.0129,381.25,2.650538147,0.026,0,110.6597222
2018-04-20 15:50:00,0.939,14.7861,0.6514,1.0797,39.49,31.429618,8.4522,83.451,7.403,247.0095,416.72,2.647546583,0.026,0,110.6597222
2018-04-20 15:50:00,0.947,14.7871,0.6504,1.0264,39.475,31.418723,8.4639,83.567,7.404,247.7208,454.8,2.646410446,0.027,0,110.6597222
2018-04-20 15:50:00,0.955,14.7883,0.6531,0.9303,39.52,31.455562,8.4834,83.761,7.404,248.9881,509.3,2.649536056,0.027,0,110.6597222
2018-04-20 15:50:00,0.962,14.7895,0.6566,0.8628,39.569,31.493976,8.507,83.995,7.404,249.5117,564.01,2.652946753,0.028,0,110.6597222
2018-04-20 15:50:00,0.969,14.791,0.6546,0.8511,39.579,31.502121,8.529,84.213,7.403,249.4926,616.59,2.653558329,0.03,0,110.6597222
2018-04-20 15:50:00,0.975,14.7927,0.6472,0.9103,39.564,31.490535,8.5442,84.363,7.401,249.2731,637.27,2.652375026,0.033,0,110.6597222
2018-04-20 15:50:00,0.983,14.7931,0.6324,1.0301,39.553,31.480909,8.5531,84.45,7.399,248.7503,587.35,2.6515641,0.035,0,110.6597222
2018-04-20 15:50:00,0.993,14.7929,0.6132,1.11,39.594,31.512754,8.55,84.418,7.398,249.1083,532.46,2.654498577,0.038,0,110.6597222
2018-04-20 15:50:00,1.004,14.7933,0.5988,1.1128,39.65,31.558019,8.532,84.24,7.397,250.4174,513.18,2.658461822,0.041,0,110.6597222
2018-04-20 15:50:00,1.016,14.793,0.5964,1.0638,39.683,31.583617,8.5078,83.999,7.396,251.2428,525.22,2.660833386,0.044,0,110.6597222
2018-04-20 15:50:00,1.026,14.7926,0.6114,1.0054,39.747,31.631724,8.4811,83.729,7.396,251.4309,587.86,2.665421508,0.044,0,110.6597222
2018-04-20 15:50:00,1.038,14.7916,0.6427,0.9567,39.83,31.695103,8.4519,83.437,7.396,251.4011,640.06,2.671405351,0.042,0,110.6597222
2018-04-20 15:50:00,1.051,14.7924,0.6628,0.9016,39.855,31.714808,8.4265,83.185,7.396,251.2264,614.37,2.673132959,0.039,0,110.6597222
2018-04-20 15:50:00,1.063,14.7923,0.652,0.8588,39.892,31.74296,8.4103,83.021,7.396,250.8678,567.33,2.675777254,0.034,0,110.6597222
2018-04-20 15:50:00,1.07,14.7862,0.6404,0.8358,40.024,31.844942,8.4018,82.932,7.396,250.507,579.87,2.685604701,0.029,0,110.6597222
2018-04-20 15:50:00,1.075,14.7839,0.6512,0.8363,40.138,31.931673,8.3993,82.897,7.395,250.563,617.71,2.693893819,0.024,0,110.6597222
2018-04-20 15:50:00,1.079,14.7849,0.6628,0.8648,40.19,31.965961,8.4003,82.891,7.395,250.8567,586.42,2.697535579,0.02,0,110.6597222
2018-04-20 15:50:00,1.082,14.7832,0.6619,0.8763,40.253,32.005456,8.4046,82.911,7.396,251.1327,525.35,2.70214738,0.019,0,110.6597222
2018-04-20 15:50:00,1.086,14.7791,0.6684,0.8533,40.296,32.028121,8.4173,83.01,7.397,251.1469,507.51,2.705497206,0.02,0,110.6597222
2018-04-20 15:50:00,1.091,14.7756,0.6856,0.8298,40.261,31.985928,8.4445,83.247,7.397,250.5984,485.65,2.703238616,0.022,0,110.6597222
2018-04-20 15:50:00,1.099,14.767,0.6953,0.8368,40.151,31.876364,8.4944,83.687,7.397,249.9219,435.99,2.695974948,0.025,0,110.6597222
2018-04-20 15:50:00,1.106,14.7521,0.7028,0.8763,40.081,31.783077,8.564,84.285,7.397,249.7641,408.39,2.691995043,0.029,0,110.6597222
2018-04-20 15:50:00,1.113,14.738,0.7116,0.9417,40.1,31.74712,8.6388,84.904,7.396,249.981,421.46,2.694314479,0.032,0,110.6597222
2018-04-20 15:50:00,1.121,14.7227,0.7105,1.017,40.023,31.632089,8.7116,85.493,7.395,250.3074,461.32,2.689858406,0.034,0,110.6597222
2018-04-20 15:50:00,1.13,14.7019,0.7071,1.0549,39.901,31.471864,8.7791,86.007,7.395,250.6134,492.22,2.682558219,0.035,0,110.6597222
2018-04-20 15:50:00,1.141,14.6511,0.7075,1.0644,39.903,31.397558,8.8321,86.348,7.394,250.7553,486.47,2.686162327,0.036,0,110.6597222
2018-04-20 15:50:00,1.151,14.5793,0.7064,1.0706,39.803,31.241668,8.8599,86.436,7.394,250.9049,475.83,2.683898905,0.038,0,110.6597222
2018-04-20 15:50:00,1.16,14.5181,0.7033,1.0681,39.566,30.984126,8.8649,86.314,7.393,251.2173,483.03,2.671070355,0.039,0,110.6597222
2018-04-20 15:50:00,1.168,14.4418,0.6968,1.065,39.368,30.76044,8.8634,86.134,7.393,251.6072,505.48,2.662032592,0.04,0,110.6597222
2018-04-20 15:50:00,1.178,14.3383,0.7019,1.0638,39.132,30.505803,8.8768,86.094,7.392,251.834,573.49,2.652066086,0.04,0,110.6597222
2018-04-20 15:50:00,1.19,14.2391,0.7188,1.0528,38.896,30.255042,8.9172,86.322,7.391,251.98,662.86,2.641757103,0.041,0,110.6597222
2018-04-20 15:50:00,1.202,14.1495,0.7443,0.994,38.821,30.141721,8.9763,86.759,7.39,252.2539,659.96,2.642393909,0.041,0,110.6597222
2018-04-20 15:50:00,1.213,14.066,0.79,0.9017,38.8,30.088181,9.0401,87.284,7.39,252.3919,570.44,2.64653007,0.04,0,110.6597222
2018-04-20 15:50:00,1.223,13.9748,0.8211,0.8531,38.705,29.988702,9.0986,87.784,7.39,252.4449,501.44,2.645827935,0.038,0,110.6597222
2018-04-20 15:50:00,1.232,13.8822,0.8266,0.8645,38.612,29.891496,9.1398,88.119,7.391,252.6365,468.26,2.645359341,0.035,0,110.6597222
2018-04-20 15:50:00,1.241,13.8081,0.8476,0.8855,38.527,29.801921,9.157,88.224,7.391,252.9017,446.77,2.644208028,0.034,0,110.6597222
2018-04-20 15:50:00,1.248,13.7641,0.8818,0.8637,38.472,29.731214,9.1544,88.129,7.39,253.3286,434.7,2.643190483,0.034,0,110.6597222
2018-04-20 15:50:00,1.255,13.739,0.8995,0.8452,38.433,29.671602,9.1372,87.888,7.389,253.7538,433.06,2.642051583,0.035,0,110.6597222
2018-04-20 15:50:00,1.263,13.7018,0.9054,0.8756,38.364,29.589157,9.1112,87.564,7.388,253.2248,440.8,2.639541906,0.038,0,110.6597222
2018-04-20 15:50:00,1.273,13.6757,0.9345,0.9256,38.282,29.496414,9.0836,87.224,7.387,251.922,443.21,2.635321013,0.042,0,110.6597222
2018-04-20 15:50:00,1.285,13.639,0.9855,0.9922,38.155,29.375777,9.0582,86.922,7.386,251.4241,455.43,2.628520913,0.047,0,110.6597222
2018-04-20 15:50:00,1.298,13.5951,1.0163,1.0397,38.042,29.273601,9.0392,86.702,7.384,251.6781,479.29,2.623222656,0.051,0,110.6597222
2018-04-20 15:50:00,1.312,13.5632,1.0318,1.0424,37.978,29.213556,9.0292,86.579,7.382,252.1545,499.27,2.620693187,0.053,0,110.6597222
2018-04-20 15:50:00,1.327,13.5172,1.0528,1.0244,37.92,29.157796,9.023,86.492,7.38,252.7965,537.98,2.61955481,0.053,0,110.6597222
2018-04-20 15:50:00,1.343,13.4879,1.0693,1.0054,37.874,29.107434,9.0133,86.362,7.379,252.471,556.29,2.618162445,0.052,0,110.6597222
2018-04-20 15:50:00,1.358,13.4707,1.0745,1.0266,37.817,29.049136,8.9985,86.183,7.377,251.2309,510.87,2.615139925,0.05,0,110.6597222
2018-04-20 15:50:00,1.368,13.4567,1.0785,1.0672,37.719,28.960938,8.9816,85.99,7.377,250.6222,447.85,2.608886008,0.048,0,110.6597222
2018-04-20 15:50:00,1.378,13.4465,1.1178,1.0386,37.61,28.866568,8.9726,85.876,7.377,250.7036,409.1,2.601564503,0.045,0,110.6597222
2018-04-20 15:50:00,1.389,13.4226,1.182,0.9542,37.533,28.797138,8.9833,85.951,7.378,251.0101,422.21,2.597513919,0.041,0,110.6597222
2018-04-20 15:50:00,1.401,13.4035,1.211,0.8712,37.495,28.75648,9.0158,86.234,7.378,251.4892,451.93,2.596004402,0.038,0,110.6597222
2018-04-20 15:50:00,1.412,13.3878,1.2212,0.8293,37.509,28.755982,9.0651,86.677,7.378,251.7643,436.03,2.598090747,0.037,0,110.6597222
2018-04-20 15:50:00,1.42,13.372,1.2776,0.9052,37.569,28.791095,9.1281,87.252,7.376,251.9264,412.85,2.603571837,0.037,0,110.6597222
2018-04-20 15:50:00,1.426,13.3605,1.3686,1.025,37.594,28.800008,9.1998,87.908,7.374,252.1592,407.37,2.60618928,0.037,0,110.6597222
2018-04-20 15:50:00,1.434,13.3437,1.4124,1.0571,37.524,28.736725,9.2709,88.561,7.373,252.2559,400.11,2.602167897,0.037,0,110.6597222
2018-04-20 15:50:00,1.445,13.3297,1.4117,1.05,37.435,28.660955,9.3334,89.138,7.372,252.2355,390.42,2.596554718,0.038,0,110.6597222
2018-04-20 15:50:00,1.456,13.3162,1.4237,1.061,37.424,28.645904,9.3816,89.582,7.37,252.3426,380.76,2.596653297,0.041,0,110.6597222
2018-04-20 15:50:00,1.467,13.2992,1.4667,1.0676,37.479,28.681746,9.4062,89.799,7.369,252.6903,376.18,2.601854778,0.043,0,110.6597222
2018-04-20 15:50:00,1.478,13.2863,1.5173,1.0393,37.529,28.713298,9.4031,89.753,7.368,253.2562,376.6,2.606414739,0.043,0,110.6597222
2018-04-20 15:50:00,1.489,13.2777,1.5301,1.0235,37.534,28.709875,9.3815,89.526,7.367,253.8505,378.52,2.607365429,0.042,0,110.6597222
2018-04-20 15:50:00,1.5,13.2689,1.5305,1.0586,37.538,28.703849,9.3466,89.17,7.367,254.0252,387.67,2.608256275,0.041,0,110.6597222
2018-04-20 15:50:00,1.51,13.2602,1.5584,1.0977,37.551,28.703935,9.3014,88.713,7.367,253.9914,392.1,2.609805217,0.04,0,110.6597222
2018-04-20 15:50:00,1.52,13.2525,1.5917,1.1004,37.488,28.647405,9.2549,88.249,7.367,254.1312,368.93,2.605674966,0.039,0,110.6597222
2018-04-20 15:50:00,1.53,13.2418,1.6027,1.0604,37.421,28.591855,9.2191,87.895,7.367,254.2523,335.27,2.601451066,0.037,0,110.6597222
2018-04-20 15:50:00,1.54,13.2305,1.5992,1.0415,37.441,28.603794,9.2062,87.764,7.368,254.3375,319.28,2.60369218,0.036,0,110.6597222
2018-04-20 15:50:00,1.549,13.2161,1.5856,1.0247,37.441,28.601256,9.2249,87.935,7.369,254.3006,312.27,2.604666581,0.034,0,110.6597222
2018-04-20 15:50:00,1.558,13.2043,1.5576,0.9484,37.393,28.561162,9.2729,88.384,7.369,254.0644,303.4,2.601917383,0.034,0,110.6597222
2018-04-20 15:50:00,1.565,13.1984,1.5356,0.8514,37.318,28.50003,9.3435,89.046,7.368,253.8906,298.9,2.596772239,0.034,0,110.6597222
