"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR","Salinity","Descent.Rate..m.s.","Flag","DOY"
2018-05-04 13:55:00,5.2,8.6912,1.9086,1.7009,39.018,26.279331,8.8315,75.811,6.75,367.3296,47.1,3.075262478,0.085,0,124.5798611
2018-05-07 12:14:00,5.2,8.8191,0.6069,1.1386,38.856,26.279336,8.9749,77.303,6.706,355.9579,17.738,3.050714289,0.051,0,127.5097222
2018-05-11 12:00:00,5.2,9.1905,0.4898,0.8645,39.275,26.854656,8.8343,76.773,6.697,348.2155,47.72,3.053856708,0.126,0,131.5
2018-05-14 13:40:00,5.2,9.3818,0.6878,0.5726,39.584,27.215599,9.1424,79.81,6.624,341.1683,66.637,3.063081077,0.078,0,134.5694444
2018-05-17 12:57:00,5.2,9.5205,0.8896,0.8365,27.24751,39.476,9.114,79.838,6.65,288.9903,4.8248,0.02,0.076,0,137.5395833
2018-05-21 15:36:00,5.2,9.6966,0.8411,1.3602,27.804031,40.085,8.8539,77.879,6.483,336.3876,4.5268,0.0204,0.052,0,141.65
2018-05-28 11:02:00,5.2,9.9207,1.7226,2.139,28.180442,40.343,7.989,70.644,6.386,363.5691,2.8545,0.0206,0.084,0,148.4597222
2018-06-04 11:31:00,5.2,10.1842,1.1593,1.695,41.381,29.116344,7.7419,68.882,6.491,331.7981,10.116,3.140974445,0.162,0,155.4798611
2018-06-07 10:04:00,5.2,10.2854,1.7557,1.7771,41.683,29.409347,7.953,70.921,6.339,364.2271,11.417,3.156624539,0.177,0,158.4194444
2018-06-11 09:36:00,5.2,10.44,2.4692,2.1383,42.281,29.964339,7.8732,70.47,6.39,346.0383,3.9864,3.191349755,0.059,0,162.4
2018-06-14 13:40:00,5.2,10.5386,1.3327,2.2888,43.087,30.624372,7.875,70.655,6.502,314.3644,2.9094,3.247421579,0.123,0,165.5694444
2018-06-18 15:21:00,5.2,10.6915,1.4355,2.3941,31.135637,43.626,8.0189,72.153,6.501,341.0819,17.679,0.0224,0.035,0,169.6395833
2018-06-25 10:33:00,5.2,10.8924,1.852,3.361,31.844038,44.342,7.9021,71.477,6.401,333.359,1.1166,0.0228,0.063,0,176.4395833
2018-07-02 09:50:00,5.2,11.0767,1.4153,4.5829,33.119173,45.855,7.671,69.689,6.466,314.8468,10.321,0.0235,0.128,0,183.4097222
2018-07-05 12:28:00,5.2,11.1562,1.8278,5.2274,33.4175,46.189,7.6569,69.687,6.45,284.7503,4.8555,0.0237,0.068,0,186.5194444
2018-07-09 09:50:00,5.2,11.2784,2.0866,5.6974,7.182836,46.422,7.4841,68.337,6.493,302.2403,10.163,0.0238,0.054,0,190.4097222
2018-07-16 09:50:00,5.2,11.5486,1.0999,8.7993,34.939112,47.783,7.3423,67.312,6.352,316.1718,5.589,0.0246,0.028,0,197.4097222
2018-07-19 10:04:00,5.2,11.5224,1.3269,10.5024,48.308,35.289003,7.2701,66.736,6.326,324.3505,6.2165,3.572145957,0.037,0,200.4194444
2018-07-26 15:36:00,5.2,11.8424,0.3345,11.2043,50.08,36.904371,4.1977,38.815,6.832,278.207,2.8228,3.680466769,0.14,0,207.65
2018-07-30 10:33:00,5.2,11.9353,0.6073,13.0641,50.059,36.983361,3.003,27.828,6.502,277.3458,0.28952,3.669733184,0.132,0,211.4395833
2018-08-02 12:28:00,5.2,11.9195,0.5702,15.1507,36.855538,49.887,2.7451,25.423,6.153,262.0738,1.182,0.0256,0.057,0,214.5194444
2018-08-06 09:37:00,5.2,12.0248,0.8898,17.3465,51.709,38.204425,1.1505,10.661,6.185,263.5308,3.262,3.7899111,0.075,0,218.4008449
2018-08-09 13:53:00,5.2,12.0419,0.9745,13.5662,39.792347,53.676,1.2423,11.533,6.224,262.9445,6.409,0.0273,0.048,0,221.5791088
2018-08-10 12:22:00,5.2,11.9948,0.9867,11.1492,39.012655,52.708,1.2249,11.351,6.265,308.6382,4.3788,0.0269,0.079,0,222.5154282
2018-08-13 09:52:00,5.2,12.0749,0.8856,19.8639,39.793785,53.683,1.8924,17.597,6.2,288.9903,1.4814,0.0273,0.07,0,225.4113773
2018-08-14 11:59:00,5.2,12.1375,0.9127,21.5304,54.08,40.13154,1.1123,10.346,6.097,294.7164,3.1662,3.963844623,0.043,0,226.4993403
2018-08-16 17:51:00,5.2,12.4579,1.7145,11.6191,38.7975,51.755,1.3211,12.353,6.287,330.1411,0.77431,0.0267,0.103,0,228.7439699
2018-08-20 11:22:00,5.2,12.3414,0.829,14.063,51.935603,69.698,0.238,2.22,6.221,244.2052,1.3919,0.0345,0.098,0,232.4739699
2018-08-24 16:27:00,5.2,12.3877,1.8358,14.1167,47.250567,62.576,0.105,0.984,6.336,243.3723,2.0775,0.0314,0.097,0,236.6855671
2018-08-27 11:43:00,5.2,12.6809,1.3183,8.4904,53.134546,70.691,0.0722,0.678,6.244,277.6331,3.1133,0.0351,0.007,0,239.4884722
2018-09-03 13:21:00,5.2,12.5876,1.9624,4.588,79.172,59.440669,0.1006,0.946,6.444,150.2769,3.1421,5.891263757,0.065,0,246.5566088
2018-09-10 13:24:00,5.2,12.3205,1.0352,13.2842,44.792464,59.954,0.0812,0.759,6.288,260.3702,0.34585,0.0302,0.064,0,253.5588657
2018-09-17 13:52:00,5.2,16.9353,3.4021,4.234,64.304,53.714868,0.1021,1.051,6.249,185.2265,0.1257,4.220309166,0.062,0,260.5779745
2018-09-21 16:01:00,5.2,18.1413,3.9345,4.8917,55.417049,64.125,0.0901,0.947,6.352,221.6044,3.1337,0.0341,0.027,0,264.668044
2018-09-24 13:47:00,5.2,18.2325,2.6082,2.9178,60.419811,69.506,0.1243,1.307,6.387,276.1946,0.24823,0.0366,0.057,0,267.574456
2018-10-01 12:48:00,5.2,18.2462,4.2216,5.0797,64.747763,74.508,0.1514,1.566,6.296,238.5266,1.6052,0.0388,0.148,0,274.533912
2018-10-05 15:39:00,5.2,17.5327,3.336,6.0734,68.841898,80.595,0.1495,1.544,6.333,163.7964,1.135,0.0413,0.103,0,278.6526389
2018-10-08 12:19:00,5.2,17.9671,2.41,5.1334,68.480526,79.495,0.1501,1.555,6.362,202.2593,1.3666,0.0409,0.116,0,281.5136921
2018-10-15 13:33:00,5.2,16.7728,1.0473,5.8586,34.072696,40.778,2.5647,26.408,6.43,261.8088,0.12542,0.0236,0.037,0,288.5648611
2018-10-19 15:18:00,5.2,15.398,2.0178,4.3681,31.293563,38.746,6.2385,62.385,6.554,228.7594,0.41762,0.0222,0.093,0,292.6380324
2018-10-22 11:47:00,5.2,14.2729,2.1149,5.5766,31.604455,40.247,5.8407,57.004,6.504,258.2124,0.50958,0.0224,0.149,0,295.491412
2018-10-29 11:36:00,5.2,11.9987,2.2523,3.6564,28.117485,38.002,7.4056,68.72,6.732,286.0753,0.65628,0.0205,0.06,0,302.4835185
2018-11-02 15:27:53,5.2,11.7029,1.0723,3.0938,37.922,27.845448,7.4142,68.353,6.702,334.7962,0.12569,2.747413626,0.112,0,306.6443634
2018-11-07 15:59:59,5.2,12.0246,1.037,2.0922,38.112,28.220178,7.8804,73.164,6.879,310.6868,1.2102,2.738512302,0.052,0,311.6666551
2018-11-13 15:24:08,5.2,9.7795,1.6197,2.2617,38.019,26.444501,8.3419,73.518,6.924,312.378,0.40825,2.902361364,0.077,0,317.6417593
2018-11-19 11:47:25,5.2,8.0347,1.9724,3.0954,36.662,24.213615,9.5079,80.333,6.924,301.8575,1.2975,2.93211,0.043,0,323.4912616
2018-12-06 11:38:22,5.2,5.3302,3.7121,2.3673,21.488876,35.45,11.0533,87.308,7,303.5275,2.1017,0.0161,0.103,0,340.4849769
2018-12-17 11:31:23,5.2,4.568,3.4129,2.8507,20.273661,34.286,11.2345,87.004,6.741,332.7154,2.7981,0.0151,0.085,0,351.4801273
2018-04-20 15:50:00,5.5,7.3047,5.325,1.3393,38.506,24.870256,8.1559,67.685,6.843,281.6635,13.361,3.154310103,0.043,0,110.6597222
2018-04-23 14:09:00,5.5,7.5601,7.1988,1.5325,38.307,24.926875,7.7568,64.759,7.03,318.8557,4.2544,3.114045945,0.095,0,113.5895833
2018-04-30 17:02:00,5.5,8.1926,5.4861,1.8598,38.404,25.496372,8.9851,76.234,6.764,343.9706,10.14,3.066652466,0.118,0,120.7097222
2018-05-04 13:55:00,5.5,8.6208,2.1134,1.7102,38.95,26.176889,8.9406,76.611,6.729,372.3963,37.637,3.075629525,0.073,0,124.5798611
2018-05-07 12:14:00,5.5,8.8101,0.54,1.0328,38.843,26.267415,8.9896,77.422,6.651,356.8787,16.179,3.050384292,0.06,0,127.5097222
2018-05-11 12:00:00,5.5,9.1591,0.443,0.8819,39.303,26.873546,8.8748,77.125,6.662,352.6047,39.153,3.058832585,0.063,0,131.5
2018-05-14 13:40:00,5.5,9.3699,0.6349,0.682,39.508,27.161223,9.0767,79.232,6.615,343.848,56.571,3.057821546,0.074,0,134.5694444
2018-05-17 12:57:00,5.5,9.5195,0.8007,0.7828,27.253689,39.479,9.0888,79.616,6.608,291.7917,4.2362,0.02,0.078,0,137.5395833
2018-05-21 15:36:00,5.5,9.6997,0.8371,1.5616,27.818956,40.077,8.8626,77.984,6.469,339.3405,3.8135,0.0204,0.075,0,141.65
2018-05-28 11:02:00,5.5,9.91,1.8156,1.8973,28.128681,40.264,7.9219,70.021,6.395,366.1812,2.2693,0.0206,0.04,0,148.4597222
2018-06-04 11:31:00,5.5,10.1755,1.2343,1.7148,41.341,29.081897,7.7422,68.873,6.469,334.1596,7.7809,3.138477868,0.12,0,155.4798611
2018-06-07 10:04:00,5.5,10.2735,1.8021,1.6929,41.725,29.4363,7.8794,70.259,6.334,364.8647,8.4089,3.161023342,0.171,0,158.4194444
2018-06-11 09:36:00,5.5,10.4175,2.592,2.0965,42.244,29.92599,7.8884,70.581,6.342,350.057,2.8327,3.190319345,0.104,0,162.4
2018-06-14 13:40:00,5.5,10.5426,1.3917,2.9285,43.06,30.610507,7.9069,70.952,6.467,320.0357,2.1055,3.244887314,0.115,0,165.5694444
2018-06-18 15:21:00,5.5,10.6613,1.7145,2.7433,31.138744,43.661,8.0119,72.108,6.46,341.6497,12.546,0.0224,0.08,0,169.6395833
2018-06-25 10:33:00,5.5,10.8837,1.3142,3.6027,31.828088,44.366,7.8779,71.253,6.375,336.6147,0.76448,0.0228,0.051,0,176.4395833
2018-07-02 09:50:00,5.5,11.0723,1.3789,4.7172,33.116023,45.874,7.6755,69.726,6.433,317.3075,7.1331,0.0235,0.125,0,183.4097222
2018-07-05 12:28:00,5.5,11.1424,1.3425,5.3886,33.361797,46.132,7.6283,69.415,6.402,288.6875,3.356,0.0237,0.048,0,186.5194444
2018-07-09 09:50:00,5.5,11.2697,2.0785,5.6706,19.878014,46.42,7.5085,68.517,6.436,304.3225,6.3712,0.0238,0.086,0,190.4097222
2018-07-16 09:50:00,5.5,11.4556,0.9867,9.3095,34.879959,47.84,7.3363,67.234,6.328,318.2918,3.4142,0.0245,0.065,0,197.4097222
2018-07-19 10:04:00,5.5,11.5272,1.0504,10.7685,48.276,35.2616,7.3202,67.19,6.282,329.5624,3.5561,3.569148611,0.046,0,200.4194444
2018-07-26 15:36:00,5.5,11.8301,0.329,11.666,50.063,36.873302,4.1261,38.138,6.751,280.6513,1.6338,3.680325762,0.154,0,207.65
2018-07-30 10:33:00,5.5,11.9396,0.477,14.2747,50.082,37.002096,2.9919,27.728,6.441,280.9551,0.16586,3.671094689,0.092,0,211.4395833
2018-08-02 12:28:00,5.5,11.9047,0.5378,14.3316,36.853764,49.944,2.7338,25.307,6.121,268.1688,0.65279,0.0256,0.062,0,214.5194444
2018-08-06 09:37:00,5.5,11.9477,1.0432,20.7587,53.702,39.68263,1.6371,15.173,6.16,263.7399,1.6779,3.95413652,0.072,0,218.4008449
2018-08-09 13:53:00,5.5,11.9298,0.9826,21.7572,39.348898,53.202,0.9302,8.608,6.208,264.2695,3.3412,0.0271,0.084,0,221.5791088
2018-08-10 12:22:00,5.5,11.8666,1.0352,14.9358,39.858035,54.026,1.0517,9.723,6.224,312.0832,2.737,0.0274,0.077,0,222.5154282
2018-08-13 09:52:00,5.5,12.0744,0.8654,21.4484,39.74136,53.597,1.886,17.528,6.178,291.451,0.68951,0.0273,0.086,0,225.4113773
2018-08-14 11:59:00,5.5,12.0619,0.9856,23.5393,53.827,39.904193,1.4667,13.631,6.074,290.1561,1.5207,3.951949756,0.05,0,226.4993403
2018-08-16 17:51:00,5.5,12.3025,1.019,13.5393,40.728458,54.625,0.6182,5.764,6.25,334.3054,0.45714,0.0279,0.04,0,228.7439699
2018-08-20 11:22:00,5.5,12.1806,1.1848,20.0385,47.362509,63.876,0.5986,5.562,6.261,206.2722,0.74308,0.0319,0.094,0,232.4739699
2018-08-24 16:27:00,5.5,12.3124,1.298,17.8229,56.493217,75.572,0.0976,0.911,6.281,235.8387,1.3191,0.0372,0.062,0,236.6855671
2018-08-27 11:43:00,5.5,12.2466,1.0473,9.6721,44.06825,59.124,0.0766,0.713,6.217,276.9517,1.7771,0.0298,0.063,0,239.4884722
2018-09-03 13:21:00,5.5,12.396,1.3785,4.5359,88.438,66.193069,0.0909,0.851,6.401,141.1118,2.2424,6.669024336,0.06,0,246.5566088
2018-09-10 13:24:00,5.5,12.2884,0.8735,15.7281,44.177141,59.237,0.0792,0.74,6.238,260.4459,0.235,0.0299,0.032,0,253.5588657
2018-09-17 13:52:00,5.5,16.361,3.3668,3.9242,64.827,53.381055,0.0986,1.002,6.256,180.4863,0.12568,4.31773737,0.067,0,260.5779745
2018-09-21 16:01:00,5.5,17.665,3.6312,4.9992,55.537402,64.853,0.0977,1.011,6.325,218.3108,1.9075,0.0343,0.08,0,264.668044
2018-09-24 13:47:00,5.5,17.4611,2.9357,2.9715,62.300381,73.145,0.1172,1.216,6.361,266.8438,0.15858,0.0379,0.057,0,267.574456
2018-10-01 12:48:00,5.5,17.323,3.0611,3.8309,66.027964,77.383,0.1457,1.494,6.279,214.6765,0.8176,0.0398,0.168,0,274.533912
2018-10-05 15:39:00,5.5,16.9125,2.9438,4.1264,70.516361,83.919,0.1397,1.434,6.322,122.7213,0.65568,0.0425,0.106,0,278.6526389
2018-10-08 12:19:00,5.5,17.1599,2.7093,4.3815,71.612432,84.557,0.1477,1.514,6.325,190.9022,0.7403,0.0429,0.132,0,281.5136921
2018-10-15 13:33:00,5.5,16.749,1.0433,6.9328,33.690726,40.331,2.702,27.797,6.365,264.4588,0.12561,0.0234,0.09,0,288.5648611
2018-10-19 15:18:00,5.5,15.3745,1.8197,4.5292,30.873004,38.175,6.4612,64.57,6.536,220.0901,0.29714,0.022,0.102,0,292.6380324
2018-10-22 11:47:00,5.5,14.2602,1.9895,5.8451,32.085605,40.857,5.7846,56.433,6.486,234.4759,0.37761,0.0227,0.114,0,295.491412
2018-10-29 11:36:00,5.5,11.9971,2.0097,3.549,28.113294,38.005,7.4024,68.69,6.712,285.1289,0.48618,0.0205,0.061,0,302.4835185
2018-11-02 15:27:53,5.5,11.7143,1.0899,2.9269,37.96,27.870819,7.4012,68.227,6.697,336.2362,0.12571,2.749491434,0.084,0,306.6443634
2018-11-07 15:59:59,5.5,12.01,0.8493,2.1411,38.142,28.235283,7.9236,73.549,6.867,310.4875,0.87143,2.741853779,0.06,0,311.6666551
2018-11-13 15:24:08,5.5,9.7748,1.4926,2.2769,37.98,26.416888,8.3305,73.418,6.91,313.8619,0.30633,2.899558541,0.067,0,317.6417593
2018-11-19 11:47:25,5.5,8.0144,2.1228,3.3314,36.631,24.186036,9.5045,80.284,6.906,304.4083,0.78917,2.931151848,0.045,0,323.4912616
2018-12-06 11:38:22,5.5,5.3346,3.7485,2.3136,21.483909,35.396,11.0613,87.371,7,305.1175,1.7106,0.016,0.088,0,340.4849769
2018-12-17 11:31:23,5.5,4.528,3.6797,2.8507,20.220869,34.229,11.2477,87.048,6.76,331.6554,2.1399,0.0151,0.073,0,351.4801273
2018-04-20 15:50:00,5.8,7.2434,5.093,1.4928,38.555,24.85529,8.317,68.919,6.807,283.5735,10.13,3.164145963,0.058,0,110.6597222
2018-04-23 14:09:00,5.8,7.5042,7.1864,1.5012,38.441,24.923568,7.9559,66.227,6.987,321.5933,3.4757,3.130631297,0.092,0,113.5895833
2018-04-30 17:02:00,5.8,8.1971,6.2388,1.7614,38.409,25.49501,8.9704,76.099,6.744,344.8705,7.3971,3.066670395,0.131,0,120.7097222
2018-05-04 13:55:00,5.8,8.5939,2.3425,1.7598,38.922,26.143484,9.0607,77.605,6.704,369.937,29.463,3.075589788,0.078,0,124.5798611
2018-05-07 12:14:00,5.8,8.8129,0.5775,1.0713,38.88,26.293791,9.0461,77.911,6.653,359.5502,17.787,3.053220118,0.033,0,127.5097222
2018-05-11 12:00:00,5.8,9.1578,0.4679,0.8438,39.313,26.85956,8.905,77.338,6.63,353.4118,33.208,3.059755982,0.13,0,131.5
2018-05-14 13:40:00,5.8,9.3491,0.6367,0.8425,39.519,27.151149,9.0827,79.243,6.586,344.1813,47.356,3.060481062,0.087,0,134.5694444
2018-05-17 12:57:00,5.8,9.5205,0.6955,0.8365,27.252931,39.475,9.0869,79.609,6.588,291.6025,3.5632,0.02,0.09,0,137.5395833
2018-05-21 15:36:00,5.8,9.6823,1.0716,1.6825,27.745612,40.015,8.8764,78.026,6.47,340.0219,3.1092,0.0203,0.095,0,141.65
2018-05-28 11:02:00,5.8,9.893,1.7752,1.9645,28.183761,40.375,7.8532,69.401,6.391,367.1655,1.814,0.0206,0.014,0,148.4597222
2018-06-04 11:31:00,5.8,10.162,1.1394,1.6923,41.384,29.102787,7.6895,68.387,6.455,334.8614,5.7542,3.143099377,0.109,0,155.4798611
2018-06-07 10:04:00,5.8,10.2735,1.7052,1.9781,41.67,29.39304,7.8723,70.188,6.301,367.0323,6.2925,3.156574976,0.226,0,158.4194444
2018-06-11 09:36:00,5.8,10.4233,2.5889,2.1039,42.258,29.937546,7.862,70.348,6.329,349.9155,2.0754,3.190926014,0.094,0,162.4
2018-06-14 13:40:00,5.8,10.5339,1.2817,2.7764,43.095,30.624376,7.8967,70.839,6.437,321.499,1.5792,3.248451039,0.121,0,165.5694444
2018-06-18 15:21:00,5.8,10.6608,1.5083,2.4747,31.094987,43.581,8.0177,72.141,6.432,341.044,8.9772,0.0223,0.07,0,169.6395833
2018-06-25 10:33:00,5.8,10.8712,1.2172,3.4952,31.836618,44.378,7.9036,71.47,6.334,339.4919,0.54935,0.0228,0.069,0,176.4395833
2018-07-02 09:50:00,5.8,11.0671,1.4315,4.7306,33.104064,45.884,7.7041,69.987,6.402,320.4118,4.8273,0.0235,0.139,0,183.4097222
2018-07-05 12:28:00,5.8,11.1416,1.4962,5.4557,33.360077,46.133,7.6486,69.592,6.37,292.0189,2.1753,0.0237,0.052,0,186.5194444
2018-07-09 09:50:00,5.8,11.2589,1.6781,6.5971,24.819138,46.516,7.522,68.623,6.379,310.1147,3.9317,0.0239,0.059,0,190.4097222
2018-07-16 09:50:00,5.8,11.4492,1.015,9.2827,34.900042,47.851,7.3408,67.27,6.286,324.4247,2.0899,0.0245,0.066,0,197.4097222
2018-07-19 10:04:00,5.8,11.5099,1.1884,10.7728,48.289,35.266128,7.28,66.813,6.252,334.5213,2.13,3.571812804,0.044,0,200.4194444
2018-07-26 15:36:00,5.8,11.8139,0.3227,11.8984,50.083,36.880005,4.1211,38.086,6.682,284.3573,0.80908,3.683468492,0.156,0,207.65
2018-07-30 10:33:00,5.8,11.9382,0.4925,14.4396,50.057,36.98256,2.9843,27.656,6.4,284.3961,0.12567,3.669261264,0.077,0,211.4395833
2018-08-02 12:28:00,5.8,11.8879,0.4165,13.2305,36.869992,49.974,2.7302,25.274,6.107,268.9638,0.39941,0.0257,0.012,0,214.5194444
2018-08-06 09:37:00,5.8,11.9224,1.2031,18.7845,57.229,42.260846,0.9985,9.25,6.135,264.2382,0.67873,4.235025424,0.075,0,218.4008449
2018-08-09 13:53:00,5.8,11.8833,0.8532,18.4137,40.523506,54.932,0.1178,1.091,6.166,267.2981,1.8105,0.0278,0.163,0,221.5791088
2018-08-10 12:22:00,5.8,11.829,0.8209,19.8505,40.050495,54.374,1.0427,9.641,6.195,312.9161,1.7205,0.0276,0.067,0,222.5154282
2018-08-13 09:52:00,5.8,12.062,0.829,22.3346,39.68918,53.548,1.8961,17.62,6.164,291.2617,0.34112,0.0273,0.078,0,225.4113773
2018-08-14 11:59:00,5.8,12.0506,0.9387,21.2089,53.775,39.846857,1.557,14.465,6.083,289.7956,0.6133,3.949041351,0.024,0,226.4993403
2018-08-16 17:51:00,5.8,12.1706,0.8937,15.379,42.005838,56.471,0.8563,7.986,6.208,332.034,0.27476,0.0286,0.092,0,228.7439699
2018-08-20 11:22:00,5.8,12.0645,1.0959,18.8031,40.563367,54.751,0.638,5.932,6.287,190.3722,0.41408,0.0278,0.079,0,232.4739699
2018-08-24 16:27:00,5.8,12.132,1.1161,14.5196,48.426137,65.175,0.0908,0.845,6.304,217.2508,0.69799,0.0324,0.028,0,236.6855671
2018-08-27 11:43:00,5.8,12.2005,0.7845,11.3506,42.636373,57.275,0.0698,0.648,6.238,269.5695,1.1707,0.029,0.006,0,239.4884722
2018-09-03 13:21:00,5.8,12.1561,1.287,4.3623,83.213,61.804032,0.0909,0.846,6.412,129.4553,1.6039,6.286212494,0.043,0,246.5566088
2018-09-10 13:24:00,5.8,12.2609,0.6834,19.9445,44.032631,59.076,0.0745,0.696,6.196,263.7774,0.1367,0.0298,0.044,0,253.5588657
2018-09-17 13:52:00,5.8,15.7748,3.1249,3.1639,68.28,55.571124,0.0893,0.899,6.251,170.3509,0.12554,4.631485,0.055,0,260.5779745
2018-09-21 16:01:00,5.8,16.7156,3.1743,3.8041,58.812157,70.206,0.1,1.018,6.304,217.478,1.0978,0.0364,0.101,0,264.668044
2018-09-24 13:47:00,5.8,16.7559,3.1015,2.5419,63.161339,75.46,0.1162,1.188,6.377,251.0573,0.12431,0.0387,0.06,0,267.574456
2018-10-01 12:48:00,5.8,16.7224,3.1055,2.9447,67.646595,80.886,0.1587,1.594,6.288,186.3972,0.46838,0.0411,0.1,0,274.533912
2018-10-05 15:39:00,5.8,16.5112,3.3199,2.7164,73.16141,88,0.1362,1.375,6.367,83.3876,0.34028,0.0442,0.048,0,278.6526389
2018-10-08 12:19:00,5.8,16.4558,3.1419,3.3475,74.085487,88.981,0.1527,1.539,6.345,141.0442,0.43657,0.0447,0.115,0,281.5136921
2018-10-15 13:33:00,5.8,16.7039,1.0433,7.3625,36.724977,44.15,0.1996,2.041,6.341,264.4967,0.12564,0.025,0.093,0,288.5648611
2018-10-19 15:18:00,5.8,15.3509,1.8803,4.3278,30.673975,37.994,6.4775,64.719,6.548,218.273,0.21584,0.0219,0.087,0,292.6380324
2018-10-22 11:47:00,5.8,14.2393,2.2483,5.872,32.975185,42.024,5.7187,55.76,6.48,218.9544,0.28442,0.0232,0.141,0,295.491412
2018-10-29 11:36:00,5.8,11.9968,2.3898,3.5087,28.127506,38.005,7.3882,68.557,6.708,284.6746,0.38845,0.0205,0.082,0,302.4835185
2018-11-02 15:27:53,5.8,11.6915,0.9618,3.1649,38.001,27.88225,7.3615,67.823,6.684,337.607,0.12568,2.754310289,0.099,0,306.6443634
2018-11-07 15:59:59,5.8,11.9252,0.8418,2.1231,38.213,28.194687,7.5487,69.875,6.841,311.0148,0.6443,2.753458928,0.047,0,311.6666551
2018-11-13 15:24:08,5.8,9.7748,1.6433,2.2535,38.002,26.432127,8.3239,73.358,6.912,313.7684,0.2727,2.901331277,0.059,0,317.6417593
2018-11-19 11:47:25,5.8,8.006,2.1138,3.3141,36.692,24.225274,9.5115,80.341,6.899,304.6977,0.65854,2.937026803,0.058,0,323.4912616
2018-12-06 11:38:22,5.8,5.328,3.5948,2.3941,21.441126,35.31,11.0332,87.138,7,306.1018,1.3474,0.016,0.073,0,340.4849769
2018-12-17 11:31:23,5.8,4.5155,3.6717,2.797,20.234953,34.294,11.2818,87.161,6.765,331.2769,1.6117,0.0151,0.058,0,351.4801273
2018-04-20 15:50:00,6,7.186,4.966,1.4503,38.545,24.815608,8.0957,67.013,6.792,283.32,8.4894,3.168503426,0.039,0,110.6597222
2018-04-23 14:09:00,6,7.4408,7.0123,1.6678,38.376,24.872408,7.8509,65.335,6.965,321.2068,2.9903,3.130683813,0.083,0,113.5895833
2018-04-30 17:02:00,6,8.1876,6.1092,1.8854,38.377,25.469718,8.9634,76.028,6.734,345.9244,6.0348,3.06476847,0.123,0,120.7097222
2018-05-04 13:55:00,6,8.5743,2.6089,1.9625,38.961,26.161106,9.1517,78.364,6.692,369.7256,25.438,3.080557376,0.083,0,124.5798611
2018-05-07 12:14:00,6,8.813,0.5774,1.0839,38.864,26.279895,9.0444,77.889,6.637,361.1107,15.932,3.051865434,0.054,0,127.5097222
2018-05-11 12:00:00,6,9.1478,0.4899,0.8929,39.28,26.823992,8.8959,77.228,6.625,353.8879,30.049,3.057867425,0.096,0,131.5
2018-05-14 13:40:00,6,9.3489,0.6144,0.6635,39.545,27.16987,9.0884,79.293,6.57,343.1652,41.78,3.062629517,0.066,0,134.5694444
2018-05-17 12:57:00,6,9.5233,0.6915,0.8634,27.220908,39.432,9.1174,79.856,6.59,294.5175,3.2888,0.02,0.059,0,137.5395833
2018-05-21 15:36:00,6,9.6668,0.7966,1.7228,27.772313,40.038,8.8209,77.557,6.466,341.0819,2.7827,0.0203,0.046,0,141.65
2018-05-28 11:02:00,6,9.8907,1.6418,2.2464,28.186644,40.378,7.8351,69.236,6.369,367.4305,1.5248,0.0206,0.025,0,148.4597222
2018-06-04 11:31:00,6,10.1557,1.092,1.6482,41.321,29.053788,7.7351,68.783,6.428,336.3585,4.6491,3.138539308,0.12,0,155.4798611
2018-06-07 10:04:00,6,10.2672,1.7635,1.7456,41.714,29.423382,7.8662,70.132,6.294,367.5944,4.9672,3.160655571,0.278,0,158.4194444
2018-06-11 09:36:00,6,10.4183,2.5908,1.9457,42.192,29.887285,7.8367,70.116,6.312,351.4207,1.7021,3.186046714,0.129,0,162.4
2018-06-14 13:40:00,6,10.5288,1.1763,2.488,43.078,30.609146,7.8787,70.67,6.412,322.4763,1.2273,3.247526783,0.13,0,165.5694444
2018-06-18 15:21:00,6,10.6578,1.4679,2.4479,31.130451,43.664,8.0209,72.194,6.416,342.634,7.1907,0.0224,0.067,0,169.6395833
2018-06-25 10:33:00,6,10.8697,1.2212,3.6564,31.838994,44.378,7.9187,71.597,6.335,340.8169,0.4514,0.0228,0.062,0,176.4395833
2018-07-02 09:50:00,6,11.067,1.3223,4.7709,33.08916,45.877,7.6906,69.87,6.375,322.7968,3.6068,0.0235,0.167,0,183.4097222
2018-07-05 12:28:00,6,11.1374,1.3627,5.7108,33.347676,46.139,7.6362,69.477,6.346,296.9782,1.7269,0.0237,0.053,0,186.5194444
2018-07-09 09:50:00,6,11.2514,1.3789,6.3017,26.52672,46.378,7.5064,68.484,6.355,313.4082,2.9392,0.0238,0.094,0,190.4097222
2018-07-16 09:50:00,6,11.4468,1.0271,9.0007,34.878051,47.855,7.3282,67.149,6.276,323.5918,1.5139,0.0245,0.051,0,197.4097222
2018-07-19 10:04:00,6,11.5072,1.0302,10.913,48.313,35.27641,7.3141,67.113,6.239,336.2221,1.5448,3.573954004,0.043,0,200.4194444
2018-07-26 15:36:00,6,11.8174,0.2969,11.806,50.101,36.896074,4.1028,37.918,6.63,286.3097,0.5264,3.684526262,0.156,0,207.65
2018-07-30 10:33:00,6,11.9403,0.4849,14.7668,50.082,37.010969,2.9811,27.632,6.353,286.194,0.12565,3.671001711,0.138,0,211.4395833
