"Date","Depth_m","Temp_C","Chla_ugL","Turb_NTU","Cond_uScm","Spec_Cond_uScm","DO_mgL","DO_pSat","pH","ORP_mV","PAR","Salinity","Descent.Rate..m.s.","Density_mg_m3","Flag","Pressure..PSI."
2019-06-27 09:36:25,5.5,10.5557,0.7157,9.3172,40.37,28.687464,4.4185,39.636,7.118,333.6372,7.5974,3.02850855132777,1,999.693,0,NA
2019-06-27 09:36:25,5.8,10.4626,0.6857,7.9271,39.908,28.296478,4.9048,43.918,7.09,336.4565,5.5016,2.99923380886251,1,999.7031,0,NA
2019-06-27 09:36:25,6,10.4319,0.6818,7.5314,39.136,27.738484,4.9249,44.084,7.076,335.9509,4.1034,2.94001874831186,1,999.7066,0,NA
2019-06-27 09:36:25,6.2,10.3845,0.7554,6.8425,38.694,27.378206,5.2395,46.833,7.062,336.2548,3.1664,2.90847429952153,1,999.7118,0,NA
2019-06-27 09:36:25,8,10.1977,0.793,4.0295,41.396,29.144622,4.6652,41.529,6.962,347.2182,0.4154,3.14089254650466,1,999.7379,0,NA
2019-06-27 09:36:25,9,10.0135,0.5274,7.8148,57.351,40.152895,0.01,0.01,6.837,349.1852,0.12643,4.46951779467382,1,999.7643,0,NA
2019-06-27 09:36:25,9.3,9.9631,1.5615,24.5155,69.78,48.798912,0.0559,0.496,6.775,310.3769,0.12377,5.5215895109446,1,999.774,0,NA
2019-07-01 09:47:11,0.1,26.5245,1.9082,1.9983,35.646,36.724476,7.8597,97.779,8.136,179.2201,539.48,1.81089050055901,1,996.6635,0,NA
2019-07-01 09:47:11,1,26.4406,2.7327,2.0813,35.329,36.347286,6.0381,75.019,7.846,201.288,268.01,1.79700068093812,1,996.69,0,NA
2019-07-01 09:47:11,1.6,25.0838,3.5363,4.2054,36.75,36.578031,7.4549,89.833,8.093,198.6112,140.89,1.92861499327147,1,997.0504,0,NA
2019-07-01 09:47:11,2.8,18.942,5.1634,2.0227,33.973,29.680331,12.5523,134.453,8.244,218.0827,35.763,2.03835440284656,1,998.4469,0,NA
2019-07-01 09:47:11,3.8,14.2997,5.3063,1.3312,34.367,26.929605,7.2761,70.881,8.058,229.2069,13.326,2.31271523826864,1,999.2366,0,NA
2019-07-01 09:47:11,5,11.4535,2.7076,1.5929,35.501,25.822533,4.9217,45.015,7.77,245.0493,4.6138,2.5786077309195,1,999.5982,0,NA
2019-07-01 09:47:11,5.2,11.2965,2.308,2.5456,37.247,26.909932,5.4731,49.777,7.743,248.0779,3.6317,2.72495210782132,1,999.6163,0,NA
2019-07-01 09:47:11,5.5,10.8789,1.8725,3.4397,38.283,27.419671,5.2217,47.149,7.726,250.8358,2.6946,2.83731080665374,1,999.6606,0,NA
2019-07-01 09:47:11,5.8,10.6256,1.546,3.7746,40.862,29.11797,4.5728,41.116,7.693,249.3988,1.8824,3.06195193236549,1,999.6872,0,NA
2019-07-01 09:47:11,6,10.5892,1.0913,5.1634,43.259,30.780487,4.0915,36.743,7.648,248.1443,1.4979,3.25670112381555,1,999.6929,0,NA
2019-07-01 09:47:11,6.2,10.5408,0.7355,7.1923,41.564,29.508558,3.5928,32.204,7.623,242.6994,1.1585,3.12513895872531,1,999.6982,0,NA
2019-07-01 09:47:11,8,10.2869,0.5001,14.5287,50.41,35.576836,1.049,9.356,7.365,229.0578,0.13706,3.86518119539251,1,999.7329,0,NA
2019-07-01 09:47:11,9,10.0362,0.6188,21.2496,74.976,52.460471,0.7878,6.978,7.264,206.5257,0.12353,5.95180422000839,1,999.7632,0,NA
2019-07-01 09:47:11,9.3,9.9496,0.5663,20.2431,97.464,68.20374,0.0909,0.806,7.045,177.9224,0.12364,7.91001378092477,1,999.7903,0,NA
2019-07-03 09:33:58,0.1,26.0533,2.2987,348.3078,35.307,36.048345,7.4198,91.537,7.883,229.2735,332.05,1.81060342245412,1,996.7898,0,NA
2019-07-03 09:33:58,1,26.0384,2.5569,322.65,35.293,36.029318,6.6213,81.675,7.882,236.884,211.51,1.81039937961242,1,996.7978,0,NA
2019-07-03 09:33:58,1.6,26.0436,2.6811,290.685,35.324,36.064441,6.6557,82.107,7.859,238.1447,134.52,1.81187295179809,1,996.7991,0,NA
2019-07-03 09:33:58,2.8,20.0254,3.5859,333.1118,34.625,30.998417,13.1976,144.476,8.026,241.1683,37.927,2.02763812242799,1,998.2295,0,NA
2019-07-03 09:33:58,3.8,13.9203,5.2812,307.6533,35.345,27.40538,6.0049,57.974,7.952,264.3958,13.77,2.40586220510823,1,999.2902,0,NA
2019-07-03 09:33:58,5,11.4987,3.3363,312.4036,36.508,26.576831,4.6767,42.804,7.805,278.086,3.7472,2.65314115766975,1,999.5936,0,NA
2019-07-03 09:33:58,5.2,11.1891,2.7286,305.5661,36.907,26.66742,4.9104,44.665,7.789,281.0497,3.0256,2.70633257463328,1,999.6274,0,NA
2019-07-03 09:33:58,5.5,10.923,2.1935,315.5107,37.115,26.645023,5.1505,46.596,7.741,283.949,2.1107,2.74213084506562,1,999.6561,0,NA
2019-07-03 09:33:58,5.8,10.7628,1.6351,346.0487,37.333,26.66283,5.2759,47.525,7.713,287.6811,1.5558,2.77122370515448,1,999.6733,0,NA
2019-07-03 09:33:58,6,10.6346,1.3117,319.3382,38.903,27.728798,5.1692,46.486,7.698,289.2024,1.2577,2.90534071806791,1,999.6873,0,NA
2019-07-03 09:33:58,6.2,10.6666,1.1321,300.2219,39.955,28.461551,3.9248,35.278,7.654,290.6284,1.0446,2.9863563456042,1,999.6856,0,NA
2019-07-03 09:33:58,8,10.2478,0.6836,316.0342,51.488,36.321413,3.5901,32.012,7.47,300.4407,0.12367,3.9576951297883,1,999.7363,0,NA
2019-07-03 09:33:58,9,10.0322,0.6316,314.9303,55.764,39.070325,0.1527,1.353,7.281,299.9749,0.12346,4.33521657891887,1,999.7621,0,NA
2019-07-03 09:33:58,9.3,9.98,0.8974,313.3168,94.121,65.851388,0.1093,0.969,7.193,253.6175,0.12354,7.61179548294908,1,999.7758,0,NA
2019-07-08 09:42:19,0.1,27.1774,1.9307,2.4572,37.263153,35.706,8.0976,101.954,5.86,241.2523,1020.8,0.0245,1,996.4846,0,NA
2019-07-08 09:42:19,1,27.0081,3.3078,2.7456,36.980495,35.553,7.908,99.221,5.957,250.3002,293.96,0.0244,1,996.5347,0,NA
2019-07-08 09:42:19,1.6,25.1394,3.2659,2.4572,36.413721,36.168,11.9868,144.431,6.086,243.9023,165.1,0.0242,1,996.9799,0,NA
2019-07-08 09:42:19,2.8,18.9052,3.2163,2.4572,30.84496,34.885,10.9102,115.155,6.31,253.0259,38.226,0.0219,1,998.4036,0,NA
2019-07-08 09:42:19,3.8,14.3104,5.1313,2.0102,28.370871,35.89,4.1188,39.471,6.167,278.201,15.098,0.0207,1,999.2074,0,NA
2019-07-08 09:42:19,5,11.5998,2.9912,2.3995,27.236097,37.168,3.5128,32.065,6.04,291.9432,3.544,0.02,1,999.5776,0,NA
2019-07-08 09:42:19,5.2,11.3707,2.3084,2.6879,26.737684,36.632,4.0454,36.763,6.026,295.0853,2.7595,0.0197,1,999.5989,0,NA
2019-07-08 09:42:19,5.5,11.0111,1.8735,2.9186,26.168215,36.297,4.6344,41.811,6.014,297.9246,1.84,0.0194,1,999.6412,0,NA
2019-07-08 09:42:19,5.8,10.7982,1.7819,2.6302,26.141606,36.412,4.6767,42.082,5.996,300.0446,1.2775,0.0194,1,999.6619,0,NA
2019-07-08 09:42:19,6,10.6849,1.2402,2.5149,26.594138,37.319,4.4003,39.623,5.986,300.9153,0.95585,0.0197,1,999.679,0,NA
2019-07-08 09:42:19,6.2,10.677,0.8664,2.2697,28.768315,40.369,3.1658,28.497,5.983,302.5054,0.80669,0.0209,1,999.6878,0,NA
2019-07-08 09:42:19,8,10.3427,0.4887,5.7016,37.057406,52.489,0.0121,0.108,5.892,313.6354,0.12358,0.0261,1,999.7292,0,NA
2019-07-08 09:42:19,9,10.05,1.1258,21.5922,39.696731,56.917,0.1324,1.174,5.84,206.4236,0.12363,0.0279,1,999.7621,0,NA
2019-07-08 09:42:19,9.3,10.0613,0.9503,21.0875,90.600208,129.088,0.1186,1.053,5.816,182.6114,0.12346,0.0605,1,999.789,0,NA
2019-07-08 14:49:07,0.1,29.5736,1.9994,2.2697,39.710783,36.331,6.7455,88.496,6.231,251.8523,1533.6,0.0253,1,995.7809,0,NA
2019-07-08 14:49:07,1,29.1191,2.8691,2.212,39.422841,36.384,7.6209,99.139,6.284,257.2281,641.68,0.0252,1,995.9226,0,NA
2019-07-08 14:49:07,1.6,26.4637,3.2773,2.5149,38.138298,36.644,8.5635,102.643,6.455,252.5338,324.54,0.0248,1,996.5305,0,NA
2019-07-08 14:49:07,2.8,19.3895,3.1705,1.9236,31.674706,35.471,12.5811,133.745,6.706,269.721,78.04,0.0223,1,998.3058,0,NA
2019-07-08 14:49:07,3.8,14.473,6.291,1.5199,28.246259,35.56,4.674,45.082,6.572,281.646,28.925,0.0206,1,999.1768,0,NA
2019-07-08 14:49:07,5,11.3179,1.7056,2.1976,28.142871,38.751,4.3262,39.297,6.396,300.9153,7.7688,0.0206,1,999.6075,0,NA
2019-07-08 14:49:07,5.2,11.17,1.5263,2.7456,27.304945,37.575,4.4924,40.584,6.375,306.1396,5.9654,0.02,1,999.6215,0,NA
2019-07-08 14:49:07,5.5,10.8489,1.08,2.9763,28.707638,40.015,3.7488,33.703,6.355,307.7675,4.0507,0.0209,1,999.6605,0,NA
2019-07-08 14:49:07,5.8,10.6396,0.9084,3.8559,28.372106,39.742,3.9223,35.174,6.325,314.3925,2.8944,0.0207,1,999.6824,0,NA
2019-07-08 14:49:07,6,10.5368,0.8549,5.2979,28.232064,39.724,3.8963,34.931,6.311,316.8154,2.2755,0.0206,1,999.6952,0,NA
2019-07-08 14:49:07,6.2,10.5126,0.6947,7.7781,28.735423,40.447,3.6723,32.845,6.299,315.1497,1.7753,0.0209,1,999.7011,0,NA
2019-07-08 14:49:07,8,10.2469,0.6108,9.8401,32.242896,45.726,2.465,21.96,6.164,313.1054,0.12399,0.0231,1,999.7348,0,NA
2019-07-08 14:49:07,9,10.164,0.5879,13.8776,34.211846,48.622,0.7457,6.629,6.112,312.6132,0.12335,0.0243,1,999.7485,0,NA
2019-07-08 14:49:07,9.3,10.1395,0.668,14.5554,36.918246,52.622,0.2006,1.783,6.097,317.9133,0.1234,0.026,1,999.753,0,NA
2019-07-15 09:44:04,0.1,27.8368,4.3896,1.6234,36.445,38.515285,8.2928,105.644,6.648,195.9149,146.91,1.8038357049644,1,996.3007,0,NA
2019-07-15 09:44:04,1,27.5106,4.7817,1.8293,36.418,37.996244,8.8108,110.907,6.679,205.0398,61.134,1.81462540696464,1,996.3964,0,NA
2019-07-15 09:44:04,1.6,26.2066,6.1003,3.467,36.434,37.188541,11.3722,140.26,6.815,206.453,33.829,1.86577956299151,1,996.7559,0,NA
2019-07-15 09:44:04,2.8,19.735,4.6929,3.7469,35.26,31.236239,12.8698,139.571,6.968,227.2862,9.5755,2.08112375771839,1,998.2893,0,NA
2019-07-15 09:44:04,3.8,15.0033,5.0829,1.5648,36.481,28.918442,6.6672,65.602,6.834,246.5137,3.8383,2.42036507030016,1,999.1341,0,NA
2019-07-15 09:44:04,5,11.047,2.4843,8.3146,41.112,29.645521,5.1265,46.551,6.65,263.8425,0.86531,3.04695667095831,1,999.6425,0,NA
2019-07-15 09:44:04,5.2,11.0571,1.993,9.1877,41.083,29.60227,5.0988,46.27,6.63,263.8887,0.56291,3.04383124498882,1,999.6424,0,NA
2019-07-15 09:44:04,5.5,11.0089,2.0554,9.1628,41.066,29.576933,5.1407,46.634,6.592,268.1287,0.28078,3.04643832403601,1,999.6487,0,NA
2019-07-15 09:44:04,5.8,11.0036,1.7799,9.7024,41.077,29.582536,5.1261,46.498,6.564,271.6094,0.12754,3.04772914748599,1,999.6506,0,NA
2019-07-15 09:44:04,6,11.0121,1.6552,9.4322,41.024,29.564512,5.1367,46.621,6.547,275.5825,0.12355,3.04283838722,1,999.6507,0,NA
2019-07-15 09:44:04,6.2,11.0029,1.8872,9.2662,41.043,29.55462,5.1552,46.757,6.529,275.1764,0.12363,3.04508467254897,1,999.6526,0,NA
2019-07-15 09:44:04,8,10.9823,1.7738,9.2691,41.078,29.561558,5.1841,46.995,6.412,287.3113,0.12352,3.04946373934714,1,999.663,0,NA
2019-07-15 09:44:04,9,10.9897,1.8662,9.4715,41.006,29.521913,5.1826,46.997,6.369,292.0448,0.12359,3.04312371514618,1,999.6669,0,NA
2019-07-15 09:44:04,9.3,10.9828,1.9502,9.7577,41.071,29.553465,5.1717,46.88,6.354,292.8488,0.12362,3.04881107421411,1,999.669,0,NA
2019-07-18 09:39:15,0.1,27.6706,7.8681,2.069,36.18,38.115728,8.7438,111.063,7.247,219.5568,289.36,1.79611302815223,1,996.3475,0,NA
2019-07-18 09:39:15,1,27.591,7.6782,1.8589,36.17,38.041886,8.8312,112,7.358,231.5281,87.348,1.79853697196907,1,996.3738,0,NA
2019-07-18 09:39:15,1.6,26.7191,8.9775,2.0563,36.318,37.421068,11.5502,143.702,7.451,231.2356,59.528,1.83949720967417,1,996.6175,0,NA
2019-07-18 09:39:15,2.8,19.6376,5.3167,3.3306,35.753,31.621154,11.9509,129.416,7.555,252.1525,21.017,2.11680781687947,1,998.3092,0,NA
2019-07-18 09:39:15,3.8,14.7411,5.0894,2.0081,36.546,29.03598,5.111,50.386,7.33,284.6677,10.87,2.44107444674737,1,999.1735,0,NA
2019-07-18 09:39:15,5,11.2025,2.7145,8.5418,41.478,30.036379,5.384,49.063,7.077,307.4694,1.6486,3.06296715472364,1,999.6266,0,NA
2019-07-18 09:39:15,5.2,11.1898,2.1558,10.0052,41.471,30.022296,5.3554,48.789,7.046,314.3229,0.97119,3.06345486931215,1,999.6289,0,NA
2019-07-18 09:39:15,5.5,11.1799,1.6092,10.2232,41.429,29.981927,5.4137,49.306,7.01,314.3178,0.4586,3.06095570484751,1,999.6312,0,NA
2019-07-18 09:39:15,5.8,11.1878,1.4732,10.5147,41.492,30.035,5.4063,49.251,6.98,317.2188,0.18744,3.06524357170572,1,999.6319,0,NA
2019-07-18 09:39:15,6,11.1798,1.4881,10.1419,41.468,30.021269,5.4936,50.05,6.958,318.9621,0.12372,3.0640077563892,1,999.6337,0,NA
2019-07-18 09:39:15,6.2,11.1837,1.5867,10.3813,41.487,30.008362,5.4504,49.619,6.925,324.2143,0.12375,3.06517059914882,1,999.6342,0,NA
2019-07-18 09:39:15,8,11.1855,1.5805,10.8232,41.475,30.005934,5.5276,50.331,6.747,331.7189,0.12362,3.06399857347318,1,999.6423,0,NA
2019-07-18 09:39:15,9,11.148,1.4778,10.9553,41.487,29.993237,5.5108,50.148,6.688,335.424,0.12366,3.06799319834121,1,999.6509,0,NA
2019-07-18 09:39:15,9.3,11.1456,1.4739,10.6076,41.48,29.981826,5.4942,49.989,6.667,337.6465,0.12372,3.06762724047239,1,999.6526,0,NA
2019-07-22 10:09:47,0.1,27.4249,13.0698,1.7362,37.5177,35.778,8.5348,107.937,7.282,247.5745,202.04,0.0246,1,996.4159,0,NA
2019-07-22 10:09:47,1,27.3281,11.9139,1.7939,37.239551,35.597,8.4422,106.522,7.252,254.5402,81.497,0.0245,1,996.4438,0,NA
2019-07-22 10:09:47,1.6,26.8845,13.7946,1.8515,36.747595,35.291,9.1688,113.47,7.301,253.8966,47.35,0.0243,1,996.5288,0,NA
2019-07-22 10:09:47,2.8,20.5557,6.8098,1.765,33.299371,36.38,11.5534,124.324,7.172,279.526,17.134,0.023,1,998.0756,0,NA
2019-07-22 10:09:47,3.8,15.2966,5.3258,1.1161,29.570595,36.574,4.6424,45.017,7.068,301.6725,8.8895,0.0213,1,999.0721,0,NA
2019-07-22 10:09:47,5,11.3449,2.1901,11.3109,31.985325,43.992,4.8219,43.981,6.864,324.879,1.8125,0.0228,1,999.6113,0,NA
2019-07-22 10:09:47,5.2,11.2628,1.6599,15.5215,30.480938,41.961,5.4154,49.384,6.846,326.0526,1.0688,0.0219,1,999.619,0,NA
2019-07-22 10:09:47,5.5,11.2408,1.6522,12.2482,30.224151,41.668,5.2327,47.688,6.831,328.059,0.468,0.0218,1,999.625,0,NA
2019-07-22 10:09:47,5.8,11.2088,1.4615,10.9648,30.268922,41.779,5.0228,45.77,6.806,328.0969,0.18086,0.0218,1,999.6295,0,NA
2019-07-22 10:09:47,6,11.2042,0.9808,9.6238,30.16091,41.627,5.1032,46.526,6.793,331.6554,0.1265,0.0217,1,999.6307,0,NA
2019-07-22 10:09:47,6.2,11.2224,0.8511,9.7392,30.191828,41.715,5.0635,46.111,6.777,332.6776,0.12368,0.0218,1,999.6325,0,NA
2019-07-22 10:09:47,8,11.0534,0.9045,11.5272,31.149046,43.198,3.7598,34.142,6.639,338.4697,0.12352,0.0223,1,999.6563,0,NA
2019-07-22 10:09:47,9,10.9336,1.1525,21.8518,49.05741,68.168,0.01,0.01,6.546,336.9176,0.12366,0.0332,1,999.6834,0,NA
2019-07-22 10:09:47,9.3,10.9662,1.0915,24.4762,93.465026,129.818,0.0833,0.754,6.432,283.3496,0.12363,0.0612,1,999.7015,0,NA
2019-07-29 09:43:15,0.1,26.2249,5.8855,2.5198,36.175,37.060272,8.421,104.216,8.531,221.8287,723.85,1.85104078210784,1,996.7443,0,NA
2019-07-29 09:43:15,1,26.1616,7.7133,2.4832,35.996,36.833598,6.357,78.586,8.465,228.2951,201.75,1.84379338545774,1,996.7651,0,NA
2019-07-29 09:43:15,1.6,26.0438,16.5218,2.6214,35.983,36.694338,6.3124,77.787,8.525,228.2437,114.45,1.84768600398756,1,996.7991,0,NA
2019-07-29 09:43:15,2.8,21.4763,30.2314,2.2443,37.74,34.551325,8.917,99.59,8.233,247.5615,23.285,2.14863973655668,1,997.92,0,NA
2019-07-29 09:43:15,3.8,15.9808,5.6673,1.1013,37.357,30.317066,6.2684,62.942,8.07,263.2431,8.863,2.4221163558673,1,998.9816,0,NA
2019-07-29 09:43:15,5,11.8291,2.4361,6.862,54.375,39.961822,2.3833,21.99,7.774,279.4634,2.1653,4.0197877011027,1,999.5631,0,NA
2019-07-29 09:43:15,5.2,11.6476,1.7539,14.3535,51.163,37.433835,0.8851,8.136,7.707,241.1041,1.4625,3.7850830379505,1,999.5851,0,NA
2019-07-29 09:43:15,5.5,11.4432,1.5471,17.5951,48.381,35.220649,2.0495,18.758,7.654,227.7031,0.78793,3.58549140504368,1,999.6064,0,NA
2019-07-29 09:43:15,5.8,11.3606,1.2609,16.0479,51.243,37.249015,2.0686,18.91,7.605,230.3173,0.35261,3.82064506092928,1,999.6169,0,NA
2019-07-29 09:43:15,6,11.3261,1.257,15.3975,49.012,35.582444,1.7095,15.611,7.585,229.6407,0.17287,3.6468058572692,1,999.6211,0,NA
2019-07-29 09:43:15,6.2,11.2641,1.317,15.2132,46.652,33.831028,1.6584,15.131,7.572,229.1653,0.12372,3.46564721923439,1,999.6278,0,NA
2019-07-29 09:43:15,8,11.0387,2.6304,17.2954,58.927,42.464711,0.02,0.181,7.363,251.0894,0.12364,4.47419599949143,1,999.662,0,NA
2019-07-29 09:43:15,9,10.8844,3.7873,2.108,129.087,92.587115,0.1158,1.047,6.93,195.2583,0.1238,10.4430359450927,1,999.7051,0,NA
2019-07-29 09:43:15,9.3,10.8526,3.7252,1.7381,156.683,112.391034,0.1104,0.999,6.855,187.947,0.12375,12.8942196184882,1,999.717,0,NA
2019-08-01 09:36:36,0.1,25.5384,7.2768,3.5818,35.193,35.570775,8.6976,106.302,8.396,224.5915,893.87,1.82430650488192,1,996.9256,0,NA
2019-08-01 09:36:36,1,25.3866,10.3468,3.533,35.127,35.395046,8.5905,104.694,8.221,231.0942,199.93,1.82659180189472,1,996.9691,0,NA
2019-08-01 09:36:36,1.6,25.3124,12.4913,3.4965,35.224,35.448015,8.4502,102.863,8.211,232.9949,87.456,1.83483965117813,1,996.991,0,NA
2019-08-01 09:36:36,2.8,21.3415,21.4921,3.8196,38.165,35.217835,7.0491,79.29,7.83,265.5856,18.47,2.181009427058,1,997.95,0,NA
2019-08-01 09:36:36,3.8,16.0792,4.1133,3.5706,38.22,31.153334,3.9504,39.817,7.619,288.1246,5.267,2.47552615691032,1,998.966,0,NA
2019-08-01 09:36:36,5,12.0563,1.8972,7.8714,42.201,31.164043,3.186,29.513,7.378,305.868,0.82575,3.04945079286198,1,999.5336,0,NA
2019-08-01 09:36:36,5.2,11.7912,1.7579,7.4375,44.016,32.432649,2.7494,25.422,7.343,307.613,0.56658,3.21181312556162,1,999.5652,0,NA
2019-08-01 09:36:36,5.5,11.5506,1.3786,10.4367,43.131,31.493762,3.1096,28.535,7.303,312.3405,0.31427,3.16334489439961,1,999.5927,0,NA
2019-08-01 09:36:36,5.8,11.3846,1.4235,8.8464,42.667,31.056596,3.575,32.718,7.267,313.5878,0.1395,3.14105541160879,1,999.6117,0,NA
2019-08-01 09:36:36,6,11.3207,1.35,7.6538,42.146,30.595961,3.6299,33.146,7.253,314.9307,0.12432,3.10556023552626,1,999.6193,0,NA
2019-08-01 09:36:36,6.2,11.2784,0.9837,6.9298,46.499,33.715484,3.9076,35.647,7.231,315.6109,0.12369,3.45220560043543,1,999.6248,0,NA
2019-08-01 09:36:36,8,10.9763,0.9199,12.0102,65.905,47.447181,0.0652,0.591,6.985,309.0266,0.12368,5.05203162394014,1,999.6705,0,NA
2019-08-01 09:36:36,9,10.8854,3.3587,2.0263,111.741,80.187737,0.0997,0.902,6.605,195.8768,0.1237,8.93472755663662,1,999.7021,0,NA
2019-08-01 09:36:36,9.3,10.8893,3.3655,1.8164,118.035,84.686534,0.091,0.824,6.585,183.0004,0.12376,9.47842330526452,1,999.7058,0,NA
2019-08-05 12:01:40,0.1,26.496,3.786,3.1081,34.934,36.011785,6.4775,80.628,8.258,176.8862,452.03,1.77367679869077,1,996.671,0,NA
2019-08-05 12:01:40,1,26.2779,4.6688,3.2065,35.633,36.370137,8.8065,108.613,8.23,182.5765,126.75,1.81962104288329,1,996.7339,0,NA
2019-08-05 12:01:40,1.6,24.8638,8.4811,3.8844,36.313,36.141858,7.3869,89.008,8.118,204.1416,66.468,1.91337708237707,1,997.1067,0,NA
2019-08-05 12:01:40,2.8,21.0894,5.7854,2.6454,39.159,35.821974,4.4695,49.882,7.871,234.3529,17.186,2.25429744249476,1,998.0054,0,NA
2019-08-05 12:01:40,3.8,15.901,4.3375,1.8701,40.833,33.157808,2.1313,21.414,7.754,256.5373,6.9954,2.66752680282796,1,998.9959,0,NA
2019-08-05 12:01:40,5,12.0301,2.1297,6.9467,50.181,37.111926,2.1346,19.798,7.558,272.5886,1.4957,3.67002403917272,1,999.5392,0,NA
2019-08-05 12:01:40,5.2,11.8079,1.9271,7.9575,44.863,32.950214,1.5749,14.522,7.498,276.9674,1.0608,3.27622000978929,1,999.5641,0,NA
2019-08-05 12:01:40,5.5,11.5704,1.3,12.2306,45.669,33.358739,2.5339,23.258,7.482,277.392,0.59583,3.36018988207848,1,999.5916,0,NA
2019-08-05 12:01:40,5.8,11.4164,1.2692,10.7874,48.899,35.598109,2.3099,21.142,7.447,276.3231,0.34066,3.62903688051483,1,999.6101,0,NA
2019-08-05 12:01:40,6,11.3623,1.3397,11.0293,47.755,34.692511,1.1294,10.319,7.419,278.96,0.23716,3.54370637299275,1,999.617,0,NA
2019-08-05 12:01:40,6.2,11.2934,1.2236,12.8647,45.717,33.13949,1.5692,14.312,7.397,278.9901,0.14809,3.38900318662406,1,999.6248,0,NA
2019-08-05 12:01:40,8,11.048,2.1826,11.1526,114.495,82.622706,0.1033,0.938,7.001,274.7766,0.12367,9.13250084364121,1,999.6822,0,NA
2019-08-05 12:01:40,9,10.8379,3.1625,1.0843,113.054,80.995821,0.0908,0.82,6.842,179.3211,0.1237,9.05981340419957,1,999.7069,0,NA
2019-08-05 12:01:40,9.3,10.8127,2.9604,1.3011,158.066,113.280831,0.0861,0.778,6.799,161.9613,0.1237,13.0319752531691,1,999.7266,0,NA
2019-08-05 15:27:19,0.1,28.1296,2.8674,3.2223,35.962,38.074571,5.3382,68.118,8.664,201.6851,362.38,1.76782448711579,1,996.2175,0,NA
2019-08-05 15:27:19,1,26.116,4.0877,3.473,36.189,36.81332,9.7858,120.317,8.472,209.4853,143.94,1.8560600651888,1,996.7773,0,NA
2019-08-05 15:27:19,1.6,25.1024,6.5105,3.3025,36.498,36.429629,8.0166,96.852,8.11,226.7986,68.738,1.91383626055398,1,997.0457,0,NA
2019-08-05 15:27:19,2.8,21.3805,4.572,2.1941,39.301,35.977787,4.7876,53.467,7.647,253.8126,15.86,2.24797261372712,1,997.9417,0,NA
2019-08-05 15:27:19,3.8,16.0639,3.4794,1.4725,41.107,33.417697,1.7307,17.405,7.467,276.7509,6.3124,2.67570798526809,1,998.9693,0,NA
2019-08-05 15:27:19,5,12.4004,1.4862,4.8589,42.793,31.962998,1.626,15.207,7.254,294.4497,1.3352,3.06695842239122,1,999.4937,0,NA
2019-08-05 15:27:19,5.2,12.1839,1.4578,5.3904,41.931,31.109928,2.319,21.567,7.243,295.483,0.99087,3.01846174399667,1,999.5196,0,NA
2019-08-05 15:27:19,5.5,11.8783,1.2076,4.9363,42.066,30.874502,2.9799,27.463,7.22,298.1301,0.55463,3.05345418722703,1,999.5561,0,NA
2019-08-05 15:27:19,5.8,11.4437,0.9706,4.4058,42.607,30.988974,3.5978,32.905,7.199,301.8954,0.27829,3.13138707918948,1,999.6052,0,NA
2019-08-05 15:27:19,6,11.2791,0.9193,4.1256,45.472,32.954089,3.1049,28.313,7.174,304.7983,0.1974,3.37096127349814,1,999.6247,0,NA
2019-08-05 15:27:19,6.2,11.2283,0.7103,4.8373,46.735,33.855951,1.9801,18.05,7.145,302.7261,0.13018,3.47556518628037,1,999.6311,0,NA
2019-08-05 15:27:19,8,11.0147,1.6298,10.4723,66.485,47.888914,0.4333,3.931,6.824,230.9529,0.12346,5.09437377521103,1,999.6686,0,NA
2019-08-05 15:27:19,9,10.9965,1.5899,10.5785,69.943,50.356172,0.3829,3.473,6.748,225.1091,0.1234,5.38141174851668,1,999.6764,0,NA
2019-08-05 15:27:19,9.3,10.9896,1.9372,10.7606,71.498,51.463396,0.3337,3.026,6.736,221.933,0.12349,5.51079727676664,1,999.6788,0,NA
2019-08-08 09:30:01,0.1,25.676,2.7481,3.3412,35.307,35.787119,7.897,96.772,7.709,231.7903,776.33,1.82519442050426,1,996.8895,0,NA
2019-08-08 09:30:01,1,25.5691,3.82,3.5333,35.288,35.691149,7.8797,96.366,7.701,244.5599,158.96,1.82830633545201,1,996.9215,0,NA
2019-08-08 09:30:01,1.6,24.4846,4.4389,3.5374,36.358,35.74762,5.3781,64.084,7.621,254.5734,85.28,1.93169308530596,1,997.2027,0,NA
2019-08-08 09:30:01,2.8,21.0982,4.074,2.8515,40.011,36.454337,3.1917,35.492,7.452,263.9059,20.421,2.30594214589914,1,998.0037,0,NA
2019-08-08 09:30:01,3.8,16.185,3.2138,2.1532,42.718,34.850004,1.1203,11.303,7.37,274.7733,7.5761,2.77900562536358,1,998.9496,0,NA
2019-08-08 09:30:01,5,11.9588,1.6476,8.2713,47.416,34.823753,0.5312,4.898,7.235,234.1556,1.6864,3.46133003616506,1,999.5463,0,NA
2019-08-08 09:30:01,5.2,11.6232,1.4674,10.2065,47.555,34.837729,1.8991,17.475,7.216,239.8833,1.2425,3.50334594630901,1,999.5849,0,NA
2019-08-08 09:30:01,5.5,11.621,1.1024,12.9356,47.592,34.808666,2.004,18.415,7.189,245.2786,0.7406,3.50644349445749,1,999.5864,0,NA
2019-08-08 09:30:01,5.8,11.5569,1.087,13.0496,47.516,34.742672,1.9866,18.251,7.166,249.4421,0.38557,3.50646768779543,1,999.5947,0,NA
