"","Reservoir","Site","Date","Depth_m","Temp_C","DO_mgL","Cond_uScm","Spec_Cond_uScm","Chla_ugL","Turb_NTU","pH","ORP_mV","SpCond_calc"
"221","FCR",50,2015-07-23,0.098,27.0723,7.56199,30.147332,NA,1.9202,2.5114,NA,NA,28.999504636931
"222","FCR",50,2016-07-24,0.258,28.6465,8.41279,37.274353,NA,1.3501,0.4738,NA,NA,34.8473028257002
"223","FCR",50,2016-07-24,0.629,29.4616,6.20044,37.26751,NA,1.5989,1.056,NA,NA,34.3410811939692
"224","FCR",50,2013-07-25,0.517,25.5124,6.46523,37.627631,NA,3.0787,2.4556,NA,NA,37.2629445240146
"225","FCR",50,2016-07-25,0.797,29.4121,7.91573,38.151372,NA,1.5299,1.2144,NA,NA,35.1861925012463
"226","FCR",50,2016-07-25,0.189,28.9999,7.97406,37.915223,NA,1.004,1.0999,NA,NA,35.2241641380096
"227","FCR",50,2016-07-25,0.222,28.7551,8.36532,37.713307,NA,1.2005,1.0204,NA,NA,35.18943585401
"228","FCR",50,2016-07-25,0.232,30.0525,5.46189,38.49271,NA,0.9551,0.8135,NA,NA,35.1049826368425
"229","FCR",50,2016-07-25,0.226,28.9238,5.81574,37.422758,NA,1.1207,0.7693,NA,NA,34.8136626727305
"230","FCR",50,2016-07-25,0.549,28.8669,5.52853,36.866157,NA,1.5497,1.1887,NA,NA,34.3305764909523
"231","FCR",50,2016-07-25,0.589,27.7009,6.25492,35.716849,NA,1.7568,1.2067,NA,NA,33.9647052946699
"232","FCR",50,2016-07-26,0.218,29.1758,7.66584,38.17425,NA,1.0385,1.2805,NA,NA,35.3544569968276
"233","FCR",50,2015-07-27,0.159,27.3527,8.26152,37.327831,NA,2.2495,1.6874,NA,NA,35.7225807495665
"234","FCR",50,2014-07-28,0.092,24.9737,7.85678,32.357621,NA,1.5989,1.0121,NA,NA,32.3738833728347
"235","FCR",50,2016-07-28,0.463,27.132,5.36272,38.028129,NA,2.4069,1.9269,NA,NA,36.5401694517225
"236","FCR",50,2013-07-29,0.521,24.4282,5.62939,37.305554,NA,2.7177,1.9017,NA,NA,37.7174809420105
"237","FCR",50,2013-07-03,0.515,24.0484,8.03585,36.849248,NA,4.0547,1.801,NA,NA,37.5314022535434
"238","FCR",50,2014-07-30,0.085,23.8457,7.80636,31.938093,NA,1.2616,0.7267,NA,NA,32.6581106101769
"239","FCR",50,2015-07-30,0.11,27.6016,5.82715,30.921998,NA,1.7695,2.477,NA,NA,29.4582033775744
"240","FCR",50,2015-07-30,0.133,28.7504,7.41922,38.250821,NA,3.9396,2.5457,NA,NA,35.6939678507739
"241","FCR",50,2017-07-04,0.305,25.5055,8.8447,36.329435,NA,NA,NA,8.483,268.7195,35.9820267327935
"242","FCR",50,2016-07-05,0.359,22.9213,8.28753,32.979194,NA,5.0834,1.3915,NA,NA,34.3427083894466
"243","FCR",50,2015-07-06,0.333,24.1157,10.02384,35.854519,NA,2.551,5.0348,NA,NA,36.4705106663205
"244","FCR",50,2017-07-06,0.301,25.9361,8.5086,28.452789,NA,NA,NA,9.031,225.3184,27.953003003273
"245","FCR",50,2014-07-07,0.096,24.5992,7.94662,32.193039,NA,1.2656,0.6932,NA,NA,32.4413869003102
"246","FCR",50,2016-07-07,0.548,24.646,5.72009,33.692136,NA,3.7311,1.1165,NA,NA,33.9214927812914
"247","FCR",50,2014-07-09,0.319,25.3279,7.79643,32.858967,NA,1.0672,0.4917,NA,NA,32.6544557357173
"248","FCR",50,2015-07-09,0.173,25.7279,11.49274,39.566603,NA,1.583,8.5539,NA,NA,39.0240558442436
"249","FCR",50,2015-07-09,0.105,25.0477,7.47452,28.891497,NA,1.2616,2.3569,NA,NA,28.8651987833445
"250","FCR",50,2017-07-09,0.313,25.4938,8.5755,37.223393,NA,NA,NA,9.336,290.2837,36.8755978488408
"251","FCR",50,2013-08-01,0.505,23.2921,7.1313,36.457619,NA,2.9517,1.3478,NA,NA,37.687002565106
"252","FCR",50,2016-08-01,0.111,28.3071,6.03585,38.488551,NA,1.0246,0.891,NA,NA,36.2018397115008
"253","FCR",50,2016-08-01,0.159,27.2626,5.78086,43.835877,NA,1.0836,1.1109,NA,NA,42.0199568323198
"254","FCR",50,2014-08-10,0.097,22.5459,7.43981,31.145549,NA,3.9753,3.5802,NA,NA,32.6772393709802
"255","FCR",50,2014-08-11,0.183,22.3619,7.5459,30.995192,NA,2.7058,1.6835,NA,NA,32.6398387282877
"256","FCR",50,2016-08-11,0.481,26.1496,5.78295,37.139769,NA,1.5385,0.8161,NA,NA,36.3417990355292
"257","FCR",50,2013-08-12,0.511,27.0352,5.39555,39.73315,NA,0.7737,1.566,NA,NA,38.2464228135369
"258","FCR",50,2014-08-13,0.118,22.5351,8.08226,30.640245,NA,1.5909,3.0934,NA,NA,32.1540442186562
"259","FCR",50,2017-08-13,0.326,25.122,NA,38.745352,38.646,NA,NA,7.592,307.5015,38.6552774724337
"260","FCR",50,2016-08-15,0.513,27.3341,6.05773,38.737886,NA,1.5004,0.5752,NA,NA,37.084605697186
"261","FCR",50,2017-08-16,0.337,26.4422,NA,40.202414,39.071,NA,NA,7.746,242.9518,39.1246846540265
"262","FCR",50,2014-08-18,0.108,23.205,8.23597,31.706091,NA,1.7734,6.1818,NA,NA,32.8317097530277
"263","FCR",50,2016-08-18,0.512,26.7375,6.33596,37.373066,NA,2.6939,1.4796,NA,NA,36.1726319915698
"264","FCR",50,2014-08-19,0.095,22.7996,8.35037,30.956424,NA,2.7296,3.0766,NA,NA,32.3145273210179
"265","FCR",50,2014-08-02,0.39,23.1517,8.00316,31.581502,NA,3.1104,1.0456,NA,NA,32.7372082773266
"266","FCR",50,2017-08-20,0.318,26.7479,NA,40.490708,39.118,NA,NA,7.586,302.2243,39.1826011700248
"267","FCR",50,2014-08-21,0.098,24.1502,8.54089,31.80393,NA,1.702,2.5395,NA,NA,32.3286623375602
"268","FCR",50,2016-08-23,0.573,25.8025,5.05633,37.198821,NA,3.9763,1.8138,NA,NA,36.6372543250197
"269","FCR",50,2014-08-25,0.285,23.6362,8.46551,31.381796,NA,1.7893,0.8106,NA,NA,32.2211101658438
"270","FCR",50,2016-08-26,0.106,29.2938,7.60459,44.454246,NA,2.5347,5.8069,NA,NA,41.0848153769297
"271","FCR",50,2016-08-26,0.464,28.503,5.12587,38.974579,NA,3.418,1.1946,NA,NA,36.5304267765344
"272","FCR",50,2017-08-27,0.301,24.2641,NA,45.521506,46.197,NA,NA,7.522,270.6394,46.1704637252788
"273","FCR",50,2013-08-28,0.508,23.7422,8.12066,38.667907,NA,2.3408,0.7603,NA,NA,39.6197306159223
"274","FCR",50,2015-08-03,0.105,26.2449,8.18428,36.868624,NA,2.2813,2.5629,NA,NA,36.0123374062134
"275","FCR",50,2015-08-31,0.99,24.4161,9.37787,36.547565,NA,8.4108,3.7381,NA,NA,36.9597583352361
"276","FCR",50,2014-08-04,0.116,23.715,8.20116,31.710029,NA,1.4521,1.096,NA,NA,32.5078863075903
"277","FCR",50,2014-08-06,0.095,24.2232,8.13997,32.120246,NA,1.0871,1.0456,NA,NA,32.6039874493069
"278","FCR",50,2017-08-06,0.311,24.4576,NA,39.333462,39.76,NA,NA,6.789,282.9054,39.7452160793475
"279","FCR",50,2013-08-08,0.502,23.5397,5.86092,37.708937,NA,1.2974,1.7842,NA,NA,38.7908818016742
"280","FCR",50,2015-08-08,0.112,25.5987,8.09767,36.715657,NA,6.0977,2.9743,NA,NA,36.3005539939846
"281","FCR",50,2016-08-08,0.527,25.2482,6.22643,35.879148,NA,2.9908,1.0997,NA,NA,35.7098611181859
"282","FCR",50,2014-08-09,0.086,23.2407,7.70108,31.233845,NA,3.0946,1.8177,NA,NA,32.3198778986743
"283","FCR",50,2017-08-09,0.301,24.5505,NA,38.776352,39.123,NA,NA,7.27,255.6984,39.1121473857732
"284","FCR",50,2017-09-10,0.306,19.561,NA,36.48965,40.94,NA,NA,7.853,252.5657,40.7198249421308
"285","FCR",50,2015-09-14,0.86,22.8237,6.67561,36.240171,NA,5.8992,4.5684,NA,NA,37.8119111903813
"286","FCR",50,2014-09-15,0.22,21.6138,7.22819,32.021098,NA,3.7016,0.8274,NA,NA,34.2353156540756
"287","FCR",50,2016-09-16,0.106,24.2926,8.50645,31.740497,NA,0.2101,8.2957,NA,NA,32.1752274374852
"288","FCR",50,2016-09-17,0.143,24.3367,7.27292,37.385272,NA,4.0676,1.8918,NA,NA,37.8649846261786
"289","FCR",50,2017-09-17,0.305,21.6348,NA,38.413745,41.181,NA,NA,7.826,261.8279,41.05240122554
"290","FCR",50,2013-09-18,0.526,20.3273,7.8199,37.548843,NA,2.2733,0.7603,NA,NA,41.2284205801357
"291","FCR",50,2015-09-18,0.767,23.1143,8.00621,30.079688,NA,0.68,3.2874,NA,NA,31.2035419126059
"292","FCR",50,2017-09-18,0.304,22.9246,NA,39.009804,40.695,NA,NA,7.912,283.9775,40.6199859290246
"293","FCR",50,2016-09-02,0.093,25.0712,6.67021,38.877451,NA,3.2354,25.6471,NA,NA,38.8246525784655
"294","FCR",50,2015-09-21,0.426,21.6449,6.7579,35.1173,NA,7.1858,4.2783,NA,NA,37.5217865068654
"295","FCR",50,2014-09-22,0.224,21.1751,8.40662,31.997249,NA,2.1067,1.2974,NA,NA,34.5190592389462
"296","FCR",50,2017-09-24,0.318,23.356,NA,40.289768,41.655,NA,NA,8.112,297.3109,41.5958957653916
"297","FCR",50,2013-09-25,0.5,19.4967,8.20233,36.738664,NA,3.162,1.3813,NA,NA,41.0539713188583
"298","FCR",50,2016-09-27,0.071,22.6347,7.59247,36.881132,NA,8.9701,335.4302,NA,NA,38.6261546737098
"299","FCR",50,2015-09-28,0.25,19.2587,7.89162,1.848034,NA,0.017,0.9958,NA,NA,2.07564702416266
"300","FCR",50,2014-09-29,0.096,19.9163,8.89591,31.617429,NA,4.4911,1.2638,NA,NA,35.0175904602998
"301","FCR",50,2014-09-03,0.333,26.5518,7.80148,33.794128,NA,2.3606,0.2232,NA,NA,32.8213242970563
"302","FCR",50,2017-09-03,0.307,21.313,NA,37.535914,40.52,NA,NA,7.592,259.7828,40.3795075681091
"303","FCR",50,2016-09-30,0.099,21.0834,6.0259,33.78711,NA,4.4914,4.5873,NA,NA,36.5189881366799
"304","FCR",50,2015-09-04,0.78,27.2332,6.12338,32.714946,NA,1.3605,1.3883,NA,NA,31.3766045445636
"305","FCR",50,2016-09-06,0.385,25.8229,6.53545,37.913662,NA,2.2,1.7723,NA,NA,37.3269793086835
"306","FCR",50,2015-09-07,0.845,25.1068,8.68257,37.166494,NA,6.8798,3.0442,NA,NA,37.0908331512714
"307","FCR",50,2014-09-08,0.129,24.0448,7.93757,32.272093,NA,3.7611,0.5421,NA,NA,32.8718169473692
"308","FCR",50,2016-09-09,0.193,26.016,8.53688,38.056165,NA,1.5613,0.7467,NA,NA,37.3317205634342
